,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
46,600543,莫高股份,0.7272,0.0445,3.2653,0.3306,37.1383
47,600658,电子城,0.7264,0.1228,1.9394,0.3925,39.942
48,600503,华丽家族,0.7008,0.0301,191.8173,0.0873,10.9576
49,000900,现代投资,0.6953,0.0209,3.8043,0.0336,10.7189
50,000429,粤高速A,0.6849,0.0176,2.1008,0.0297,14.9167
51,600766,园城黄金,0.6796,0.0206,1.5407,0.0229,2.3304
52,603333,明星电缆,0.6749,0.0385,,0.2048,24.3039
53,600012,皖通高速,0.663,0.0323,1.5526,0.0923,14.3205
54,600900,长江电力,0.6609,0.016,3.7042,0.0341,4.7917
55,601158,重庆水务,0.6529,0.0322,2.3069,0.0893,29.986
56,601872,招商轮船,0.6473,0.0245,2.3326,0.0593,12.6613
57,300144,宋城演艺,0.646,0.0255,1.7628,0.4,40.0026
58,600318,新力金融,0.6407,0.0975,3.8985,0.2029,35.9784
59,300135,宝利国际,0.639,0.0245,9.4816,0.0459,5.036
60,603300,华铁科技,0.6306,,2.0439,,
61,600035,楚天高速,0.6124,0.0134,2.4155,0.0195,6.1906
62,300183,东软载波,0.6061,0.0315,1.3988,0.7706,94.314
63,000061,农产品,0.6042,0.0184,15.5774,0.0369,4.9039
64,000923,河北宣工,0.6019,0.0335,54.923,0.0496,5.0553
65,600870,厦华电子,0.5972,0.1586,,0.1675,17.9207
66,601518,吉林高速,0.5936,0.0219,1.0783,0.0579,11.8269
67,002354,天神娱乐,0.5897,0.0497,,0.1026,10.2627
68,000568,泸州老窖,0.5848,0.0656,1.7407,0.3283,33.2603
69,601199,江南水务,0.5836,0.0232,2.8937,0.0585,6.4293
70,603077,和邦生物,0.5826,0.0406,7.3638,0.0992,12.6329
71,300084,海默科技,0.5814,0.0324,6.463,0.1211,31.3786
72,600962,国投中鲁,0.5751,0.0529,,0.1008,10.0907
73,600986,科达股份,0.5715,0.0095,,0.0117,1.3731
74,300071,华谊嘉信,0.5644,0.1746,35.3451,0.5101,57.7137
75,300494,盛天网络,0.5644,,1.5495,,
76,002113,天润数娱,0.564,0.0198,3.136,0.0943,9.432
77,002447,壹桥海参,0.5633,0.0091,3.8075,0.0255,8.8214
78,000722,湖南发展,0.5629,0.0116,0.8329,0.0512,6.5398
79,001896,豫能控股,0.5545,0.0977,3.9193,0.1365,42.6505
80,000890,法尔胜,0.5454,0.0565,54.9108,0.0854,8.7986
81,601188,龙江交通,0.5401,0.0133,0.7047,0.0697,7.2236
82,600844,丹化科技,0.5379,0.0265,,0.0467,6.8518
83,000791,甘肃电投,0.5338,0.0086,,0.0118,7.0415
84,000018,神州长城,0.5327,0.0076,,0.0274,3.5629
85,600368,五洲交通,0.5258,0.0197,3.7851,0.0258,8.4914
86,002326,永太科技,0.524,0.0473,7.5486,0.1045,10.9947
87,002252,上海莱士,0.5228,0.0375,2.0194,0.2378,79.7568
88,600548,深高速,0.5213,0.0194,1.6571,0.0394,21.4741
89,600007,中国国贸,0.5167,0.0292,2.0506,0.062,32.82
90,000916,华北高速,0.5166,0.0168,1.5713,0.3445,42.6835
91,000628,高新发展,0.5144,0.0548,,0.0581,6.0654
92,600269,赣粤高速,0.51,0.0133,2.1762,0.025,6.9628
93,002132,恒星科技,0.5092,0.0534,107.0158,0.0823,8.9673
94,601016,节能风电,0.5061,,3.1873,,
95,002357,富临运业,0.5058,0.047,1.4227,0.129,12.9365
96,002568,百润股份,0.503,0.0256,1.3364,0.3918,41.8534
97,601969,海南矿业,0.5017,,1.4284,,
98,603005,晶方科技,0.5015,0.033,1.6191,0.1141,14.1
99,002750,龙津药业,0.5004,,1.7739,,
100,600886,国投电力,0.4996,0.0226,2.4526,0.0289,17.2496
101,600578,京能电力,0.4971,0.0373,1.6028,0.0813,17.5515
102,600202,哈空调,0.4944,0.0285,,0.0414,4.2225
103,000029,深深房A,0.4871,0.0336,6.7143,0.0559,7.7717
104,300401,花园生物,0.4867,0.0253,2.4983,0.5484,73.8714
105,300446,乐凯新材,0.4855,,1.2021,,
106,300191,潜能恒信,0.4823,0.0102,0.8336,0.3725,61.618
107,600599,熊猫金控,0.4823,0.0185,2.2472,0.0646,6.4588
108,300252,金信诺,0.4794,0.0639,6.0168,0.1114,11.2398
109,300215,电科院,0.4763,0.0148,3.6944,0.0292,9.6271
110,600583,海油工程,0.4721,0.052,4.5905,0.1317,18.8394
111,600236,桂冠电力,0.4685,0.0235,,0.0307,19.3074
112,000869,张裕A,0.4683,0.0829,1.5442,0.4158,43.9472
113,002253,川大智胜,0.4682,0.0149,2.6858,0.1209,16.3615
114,600559,老白干酒,0.4671,0.0984,13.3508,0.1413,14.3882
115,601985,中国核电,0.467,0.0105,1.668,0.0135,10.3834
116,002275,桂林三金,0.4588,0.0525,2.0234,0.3084,41.0384
117,600067,冠城大通,0.4586,0.0342,7.7356,0.0518,6.8872
118,002026,山东威达,0.4525,0.0646,1.6787,0.1916,19.4746
119,000666,经纬纺机,0.4522,0.0243,1.1709,0.0533,6.3205
120,002399,海普瑞,0.4503,0.0168,1.994,0.8751,185.9351
121,600168,武汉控股,0.4482,0.0176,1.3691,0.0429,9.7609
122,600861,北京城乡,0.4452,0.0828,9.8588,0.2041,32.5393
123,600377,宁沪高速,0.4439,0.03,1.2422,0.127,15.8348
124,002623,亚玛顿,0.4439,0.0382,5.5576,0.3697,42.1189
125,002700,新疆浩源,0.4437,0.0415,1.3928,0.2767,28.128
126,002320,海峡股份,0.4427,0.0358,3.3653,1.6389,539.9257
127,000584,友利控股,0.4411,0.0499,3.218,0.1317,13.284
128,603167,渤海轮渡,0.4347,0.0317,1.8769,0.1716,82.108
129,002224,三力士,0.4337,0.0566,3.9966,0.569,56.8963
130,600811,东方集团,0.4288,0.0179,1.463,0.0386,4.5603
131,002606,大连电瓷,0.4285,0.0358,12.8541,0.0796,9.6114
132,601991,大唐发电,0.4282,0.0254,5.5003,0.0327,12.0598
133,000966,长源电力,0.4262,0.0633,3.6797,0.081,13.8412
134,300328,宜安科技,0.426,0.0491,6.1084,0.237,31.3142
135,000027,深圳能源,0.4241,0.0351,2.5389,0.0798,10.1911
136,300046,台基股份,0.423,0.0216,2.5719,0.2588,28.6709
137,002492,恒基达鑫,0.4222,0.0194,2.1717,0.0859,13.5081
138,002695,煌上煌,0.4201,0.0763,3.2905,1.2392,134.8963
139,600621,华鑫股份,0.4194,0.0229,1.8018,0.0469,7.8483
140,000929,兰州黄河,0.4177,0.0586,6.9169,0.184,19.5907
141,603568,伟明环保,0.4152,,1.0541,,
142,300408,三环集团,0.414,0.0803,1.6763,0.3111,52.3269
143,600251,冠农股份,0.4135,0.0821,1.8209,0.2205,24.3493
144,300127,银河磁体,0.4119,0.0336,2.2095,0.4622,48.5416
145,002776,柏堡龙,0.4106,,2.3141,,
146,300394,天孚通信,0.4077,,1.0113,,
147,000428,华天酒店,0.407,0.0216,,0.028,4.6335
148,600674,川投能源,0.4038,0.007,0.2948,0.02,6.2819
149,000598,兴蓉环境,0.4027,0.0242,1.3211,0.0731,15.1326
150,300190,维尔利,0.4016,0.0287,3.1754,0.1519,16.1413
151,600323,瀚蓝环境,0.4004,0.0174,1.7578,0.0314,8.3102
152,300313,天山生物,0.3955,0.0121,58.0175,0.0835,8.3484
153,600978,宜华生活,0.3955,0.0384,2.9703,0.1025,11.0731
154,000893,东凌国际,0.3948,0.1753,,0.2039,21.3409
155,600201,生物股份,0.3922,0.0731,0.9569,0.3424,35.2481
156,600515,海航基础,0.3892,0.0389,19.7224,0.0543,13.4036
157,300335,迪森股份,0.3886,0.0403,2.3202,0.3577,39.0864
158,300433,蓝思科技,0.3875,,3.4169,,
159,600897,厦门空港,0.3869,0.0388,1.0457,0.3668,36.9545
160,300467,迅游科技,0.384,,1.0728,,
161,600804,鹏博士,0.3831,0.0504,3.6938,0.0792,9.6316
162,002221,东华能源,0.3823,0.1188,90.1454,0.1567,19.9755
163,002729,好利来,0.3807,,2.3144,,
164,600721,*ST百花,0.3798,0.0164,,0.0236,3.2022
165,603023,威帝股份,0.3768,,0.9206,,
166,600021,上海电力,0.3755,0.0367,3.6113,0.0531,11.7736
167,002007,华兰生物,0.3735,0.028,0.6,0.4569,45.6946
168,002114,罗平锌电,0.373,0.0515,,0.1036,11.4254
169,000899,赣能股份,0.3728,0.0434,2.7162,0.0622,10.4433
170,600795,国电电力,0.372,0.0242,2.5795,0.0323,7.2485
171,600963,岳阳林纸,0.3714,0.0311,,0.045,5.8818
172,002621,三垒股份,0.3709,0.0159,1.0001,0.4933,49.3333
173,600461,洪城水业,0.3661,0.0221,3.7806,0.0358,11.5055
174,000088,盐田港,0.3657,0.0042,0.2079,0.0385,14.5953
175,600027,华电国际,0.3651,0.0349,4.1007,0.0434,9.4854
176,000022,深赤湾A,0.364,0.0198,1.1385,0.0571,10.0492
177,600233,大杨创世,0.3595,0.0434,3.1503,0.3818,38.2068
178,000697,炼石有色,0.3569,0.0107,2.4863,0.0518,5.175
179,000605,渤海股份,0.3568,0.0224,16.8084,0.0387,7.4748
180,002306,中科云网,0.3541,0.0586,2.4301,0.0727,16.7678
181,600421,仰帆控股,0.354,0.0551,7.4535,0.0679,7.134
182,000615,京汉股份,0.3532,0.0527,205.5218,0.0962,9.8907
183,000539,粤电力A,0.3522,0.0368,2.8462,0.0606,13.9331
184,002501,利源精制,0.351,0.0269,1.6698,0.078,10.0548
185,600505,西昌电力,0.3502,0.029,7.4319,0.0594,9.2266
186,600119,长江投资,0.3499,0.0525,6.0043,0.1119,17.7341
187,002739,万达院线,0.3462,,1.9581,,
188,600744,华银电力,0.3454,0.0316,,0.0359,7.9606
189,300462,华铭智能,0.344,,2.5421,,
190,000813,天山纺织,0.3435,0.0127,3.6991,0.0469,8.5571
191,000882,华联股份,0.3429,0.0086,10.8534,0.0182,5.4216
192,002238,天威视讯,0.3428,0.035,2.8156,0.1693,18.8624
193,002675,东诚药业,0.3426,0.0539,2.6587,0.5648,62.4147
194,300042,朗科科技,0.3425,0.0132,1.3162,0.3507,35.4165
195,600033,福建高速,0.3387,0.011,1.0589,0.0216,9.3189
196,603015,弘讯科技,0.3367,,1.6919,,
197,600805,悦达投资,0.3346,0.0117,0.4821,0.0309,3.9761
198,000048,康达尔,0.3339,0.0772,43.3062,0.1167,12.394
199,002038,双鹭药业,0.3331,0.0335,0.5691,0.8477,101.5378
200,002070,众和股份,0.3314,0.0389,12.2338,0.093,12.5489
201,600641,万业企业,0.3305,0.01,0.5767,0.0159,2.4687
202,002068,黑猫股份,0.3301,0.0653,109.9202,0.0806,9.1967
203,600432,*ST吉恩,0.3287,0.0064,,0.0074,1.1253
204,300436,广生堂,0.3278,,0.9358,,
205,002311,海大集团,0.3265,0.1264,94.1561,0.2676,34.6105
206,600569,安阳钢铁,0.3262,0.0639,62.7199,0.0826,9.4835
207,600018,上港集团,0.3233,0.0253,1.2977,0.0729,9.2679
208,601566,九牧王,0.3229,0.0334,1.2172,0.2902,29.0217
209,300344,太空板业,0.3223,0.0037,,0.0144,1.8931
210,600106,重庆路桥,0.3219,0.0047,0.5398,0.0078,8.0531
211,600396,金山股份,0.3207,0.028,1.6963,0.035,8.1891
212,000688,建新矿业,0.3202,0.0267,1.1295,0.2423,33.135
213,002269,美邦服饰,0.3198,0.086,5.5277,0.2033,28.3436
214,002549,凯美特气,0.319,0.013,1.4687,0.0462,7.9113
215,600594,益佰制药,0.3182,0.0471,3.5909,0.1835,19.7599
216,600217,秦岭水泥,0.3167,0.0183,,0.018,8.4988
217,300037,新宙邦,0.3148,0.0352,1.6823,0.2574,27.5047
218,300227,光韵达,0.3131,0.0279,5.0101,0.1088,12.6108
219,000543,皖能电力,0.3128,0.0474,2.6012,0.0889,21.8471
220,000982,中银绒业,0.3124,0.0154,2.9591,0.026,3.4548
221,002362,汉王科技,0.3109,0.0345,17.5606,0.2536,29.435
222,600261,阳光照明,0.3105,0.0559,2.8522,0.1629,17.7791
223,002646,青青稞酒,0.3099,0.0675,1.0755,0.6639,71.4637
224,600566,济川药业,0.3093,0.0826,1.7554,0.287,29.7795
225,000613,大东海A,0.3092,0.0227,5.182,0.0792,7.9177
226,300027,华谊兄弟,0.3086,0.0082,0.1708,0.0178,2.4204
227,002690,美亚光电,0.3085,0.0197,0.8692,0.242,34.1136
228,600867,通化东宝,0.3079,0.038,1.2715,0.1787,38.4316
229,002342,巨力索具,0.3072,0.0228,13.0284,0.0504,5.4117
230,603808,歌力思,0.3072,,1.6056,,
231,002459,天业通联,0.307,0.0404,,0.0594,6.391
232,002481,双塔食品,0.3058,0.0401,2.3289,0.1051,10.7513
233,603718,海利生物,0.3051,,0.7598,,
234,601636,旗滨集团,0.3049,0.0289,4.7389,0.0454,9.6635
235,603993,洛阳钼业,0.3049,0.0223,1.3425,0.0556,25.996
236,600726,华电能源,0.3048,0.0363,2.5317,0.0434,9.893
237,300293,蓝英装备,0.3046,0.0235,2.668,0.0404,4.077
238,600037,歌华有线,0.3043,0.0155,2.5773,0.036,15.4086
239,002294,信立泰,0.3035,0.0512,0.7721,0.4254,45.6184
240,600311,荣华实业,0.299,0.0204,11.7979,0.3002,30.0205
241,002379,*ST鲁丰,0.2957,0.0224,,0.0287,3.5483
242,300461,田中精机,0.2955,,4.0511,,
243,603311,金海环境,0.294,,2.3093,,
244,000820,金城股份,0.2939,0.0198,58.95,0.027,5.4062
245,002097,山河智能,0.2904,0.0253,11.1501,0.0361,4.1211
246,600608,ST沪科,0.2902,0.0825,,0.0844,8.6805
247,002555,三七互娱,0.2888,0.0206,30.3404,0.3122,31.9184
248,300223,北京君正,0.2845,0.0036,130.68,0.7256,312.0945
249,300113,顺网科技,0.2842,0.0268,2.4834,0.1306,13.4556
250,002651,利君股份,0.2841,0.0244,0.7277,0.1122,11.5844
251,000875,吉电股份,0.2836,0.0188,7.2069,0.0252,7.4015
252,600806,*ST昆机,0.2814,0.0129,,0.0249,2.7445
253,002191,劲嘉股份,0.2787,0.0409,0.9358,0.1473,17.7585
254,600116,三峡水利,0.2785,0.0191,46.1662,0.0284,5.7639
255,600315,上海家化,0.2779,0.0737,2.2766,0.2461,25.0287
256,002020,京新药业,0.2772,0.0547,3.0651,0.1399,15.9064
257,600370,三房巷,0.2768,0.0468,4.5929,0.5543,55.4275
258,002737,葵花药业,0.2766,,2.1136,,
259,002595,豪迈科技,0.2759,0.0337,0.9192,0.3167,33.8518
260,002304,洋河股份,0.2757,0.0524,0.7809,0.1495,15.3628
261,600493,凤竹纺织,0.2745,0.0298,,0.0621,6.297
262,300225,金力泰,0.2745,0.0422,2.3926,0.1844,20.2316
263,600889,南京化纤,0.2739,0.0372,,0.0535,6.042
264,300431,暴风集团,0.2733,,2.9599,,
265,603699,纽威股份,0.2716,0.0426,1.2329,0.1055,10.7286
266,600157,永泰能源,0.2694,0.0092,7.3869,0.0127,2.0178
267,000600,建投能源,0.2689,0.0306,1.1243,0.0486,14.4166
268,300146,汤臣倍健,0.2679,0.0492,0.7182,0.2526,25.6875
269,600108,亚盛集团,0.267,0.02,2.4447,0.061,6.8257
270,600282,南钢股份,0.2646,0.0429,103.2451,0.0542,7.2078
271,300280,南通锻压,0.2646,0.0302,9.6702,0.2075,20.7504
272,300286,安科瑞,0.2639,0.0275,1.2397,0.1814,18.9624
273,600098,广州发展,0.2638,0.0316,3.953,0.0641,23.1596
274,600317,营口港,0.263,0.0163,1.6241,0.0493,21.038
275,600023,浙能电力,0.262,0.0264,1.8012,0.0513,11.2241
276,300129,泰胜风能,0.2613,0.0224,5.7762,0.0804,8.5806
277,002267,陕天然气,0.2588,0.0484,1.6784,0.0805,20.2732
278,600642,申能股份,0.2568,0.0457,2.5772,0.145,19.8729
279,600148,长春一东,0.2568,0.0469,3.3885,0.0831,8.5224
280,002147,新光圆成,0.2556,0.0161,12.4912,0.0385,3.9032
281,600600,青岛啤酒,0.2543,0.0655,3.2398,0.1316,15.783
282,600880,博瑞传播,0.2538,0.0184,0.8851,0.0854,11.7416
283,300351,永贵电器,0.2538,0.0159,0.8921,0.1633,17.2156
284,300294,博雅生物,0.2537,0.0243,1.0978,0.3177,35.003
285,600798,宁波海运,0.2536,0.0089,,0.014,7.972
286,002067,景兴纸业,0.2533,0.0331,302.2876,0.0758,11.5592
287,002293,罗莱生活,0.2525,0.0608,1.6807,0.3298,33.3278
288,002682,龙洲股份,0.2517,0.044,9.8102,0.0737,9.3465
289,002001,新和成,0.2516,0.0279,1.1918,0.1266,16.1629
290,600645,中源协和,0.2495,0.0154,2.7659,0.0279,2.8034
291,000089,深圳机场,0.2483,0.0137,2.6174,0.0375,7.7541
292,000972,中基健康,0.2483,0.0155,,0.0204,2.1991
293,600221,海南航空,0.2478,0.019,11.7972,0.0248,4.8734
294,000514,渝开发,0.2475,0.0091,2.2565,0.0157,2.3067
295,300086,康芝药业,0.2464,0.0115,2.4639,0.2235,24.1619
296,603899,晨光文具,0.2461,,2.1984,,
297,601677,明泰铝业,0.2454,0.0842,31.3909,0.2516,25.3534
298,601965,中国汽研,0.2451,0.0168,1.0517,0.093,11.7836
299,002219,恒康医疗,0.2446,0.0319,0.5773,0.0867,9.1541
300,002728,台城制药,0.2442,0.0444,0.842,0.2446,26.794
301,000767,漳泽电力,0.2433,0.0189,11.6229,0.0231,5.2953
302,300058,蓝色光标,0.2431,0.0338,2.1318,0.0714,12.9396
303,600449,宁夏建材,0.2427,0.0121,,0.0267,3.7628
304,601107,四川成渝,0.2419,0.0147,1.3354,0.0278,10.4876
305,600050,中国联通,0.2418,0.0364,5.8118,0.0636,6.7026
306,600123,兰花科创,0.2418,0.0139,,0.028,7.8296
307,002303,美盈森,0.2402,0.0293,1.743,0.1273,12.8804
308,600727,鲁北化工,0.2401,0.0239,8.8309,0.1073,10.7302
309,600360,华微电子,0.2394,0.0186,7.4409,0.0408,5.4028
310,000655,金岭矿业,0.2391,0.0283,3.5332,0.1594,19.2735
311,600585,海螺水泥,0.2391,0.032,1.1662,0.0917,23.1925
312,002321,华英农业,0.239,0.0212,,0.035,3.7147
313,002089,新海宜,0.2386,0.0209,1.4766,0.0491,5.8457
314,002049,紫光国芯,0.2383,0.0139,0.8857,0.0587,13.0692
315,300322,硕贝德,0.2359,0.0375,5.4041,0.1184,12.8249
316,600086,东方金钰,0.2349,0.0574,8.2273,0.0681,8.3566
317,000049,德赛电池,0.2346,0.118,4.1753,0.1696,18.0002
318,002484,江海股份,0.2339,0.033,2.0379,0.2615,27.5597
319,002582,好想你,0.2334,0.0413,2.0363,0.4026,64.3623
320,002005,德豪润达,0.2334,0.016,,0.0259,4.0106
321,603601,再升科技,0.2328,,1.2698,,
322,600385,山东金泰,0.2317,0.5287,18.0958,0.6124,61.2383
323,000016,深康佳A,0.2309,0.0583,90.5619,0.0795,8.2887
324,002550,千红制药,0.2305,0.0229,1.0606,0.7321,81.6514
325,600064,南京高科,0.2286,0.0154,3.4937,0.0233,2.5699
326,300138,晨光生物,0.2286,0.0393,19.8895,0.1011,11.1016
327,601313,江南嘉捷,0.2285,0.0402,2.9937,0.0961,9.631
328,000861,海印股份,0.2284,0.0211,2.1076,0.0326,4.6868
329,600635,大众公用,0.2278,0.0247,6.1868,0.043,8.1676
330,600666,奥瑞德,0.2275,0.026,2.6355,0.0329,3.9803
331,300345,红宇新材,0.2268,0.0132,8.7656,0.0611,6.1196
332,600419,天润乳业,0.2256,0.0371,3.6612,0.0947,21.5636
333,002581,未名医药,0.2256,0.0243,0.7323,0.5681,60.722
334,002453,天马精化,0.2254,0.0231,3.2952,0.0676,6.7947
335,002632,道明光学,0.2248,0.0189,3.8338,0.1462,15.1888
336,000038,深大通,0.2246,0.0135,,0.0192,1.928
337,002254,泰和新材,0.2219,0.0384,1.6389,0.219,24.3797
338,000959,首钢股份,0.2212,0.024,,0.037,4.9941
339,601231,环旭电子,0.2208,0.092,4.8631,0.175,17.8144
340,002233,塔牌集团,0.2201,0.035,1.2209,0.1245,14.7994
341,300315,掌趣科技,0.2189,0.0148,0.6848,0.071,10.843
342,002138,顺络电子,0.2185,0.0253,1.3408,0.0727,9.3609
343,300398,飞凯材料,0.2182,,1.0378,,
344,002604,龙力生物,0.2181,0.0158,2.5004,0.0495,5.5112
345,002577,雷柏科技,0.2181,0.0184,0.7081,0.0707,7.0823
346,002535,林州重机,0.2181,0.0202,1.784,0.0362,3.8188
347,300157,恒泰艾普,0.2155,0.009,1.3019,0.0431,4.3706
348,000564,西安民生,0.2152,0.0355,9.5706,0.0473,5.5233
349,601100,恒立液压,0.2147,0.0159,1.7378,0.1553,25.0226
350,600011,华能国际,0.2144,0.0271,1.5418,0.039,7.5649
351,600426,华鲁恒升,0.214,0.0378,2.4857,0.0717,16.7437
352,002282,博深工具,0.2129,0.0262,5.0201,0.09,11.593
353,000601,韶能股份,0.2111,0.0148,2.351,0.0259,6.9372
354,300160,秀强股份,0.211,0.0278,2.52,0.1234,14.3161
355,002290,禾盛新材,0.211,0.0346,5.5026,0.0916,9.4155
356,002122,天马股份,0.2099,0.0138,9.6206,0.0407,5.3647
357,002241,歌尔股份,0.2089,0.0359,1.6631,0.0792,7.9775
358,600486,扬农化工,0.2088,0.0465,1.5035,0.1315,13.2418
359,300102,乾照光电,0.2079,0.0104,1.2838,0.1035,12.985
360,600831,广电网络,0.2078,0.0235,2.6254,0.0379,4.5866
361,000725,京东方A,0.2076,0.0133,2.436,0.0328,10.2321
362,300039,上海凯宝,0.2075,0.0419,0.9858,0.4069,45.8438
363,002056,横店东磁,0.2061,0.0361,2.7591,0.1092,19.3395
364,600586,金晶科技,0.2059,0.018,5.2265,0.0344,3.9013
365,002653,海思科,0.2055,0.0194,0.5649,0.1299,14.98
366,300303,聚飞光电,0.2055,0.0333,1.1647,0.1225,13.2617
367,603558,健盛集团,0.2054,,1.6221,,
368,002317,众生药业,0.2053,0.0272,1.1041,0.2436,31.1919
369,300054,鼎龙股份,0.2043,0.0234,1.1603,0.1059,10.8133
370,603306,华懋科技,0.2042,0.0374,0.9625,0.1275,13.4528
371,000939,凯迪生态,0.204,0.0101,3.2617,0.0136,2.5358
372,002110,三钢闽光,0.2039,0.1066,,0.1571,19.5794
373,002635,安洁科技,0.2039,0.0204,0.9797,0.1303,15.86
374,600078,澄星股份,0.2037,0.0239,11.1379,0.0391,4.3496
375,002039,黔源电力,0.2037,0.0014,,0.0018,1.2381
376,300272,开能环保,0.2036,0.0244,1.9156,0.2731,33.798
377,600309,万华化学,0.2028,0.0298,1.127,0.0468,9.0622
378,002023,海特高新,0.2014,0.0092,0.7954,0.0297,5.9454
379,000659,珠海中富,0.2013,0.0262,1.7592,0.0357,8.2852
380,000159,国际实业,0.2012,0.0114,2.5191,0.0381,4.3721
381,600869,智慧能源,0.2005,0.0386,12.1355,0.0577,6.0255
382,600250,南纺股份,0.2004,0.0656,,0.0741,7.6761
383,600114,东睦股份,0.2004,0.032,2.362,0.132,14.3337
384,300406,九强生物,0.1992,,0.462,,
385,002021,中捷资源,0.199,0.0202,4.4961,0.0302,3.0243
386,002029,七匹狼,0.1988,0.019,1.1597,0.0625,6.5051
387,002787,华源包装,0.1987,,2.6151,,
388,601058,赛轮金宇,0.198,0.0446,4.8844,0.0618,7.5178
389,600074,保千里,0.1973,0.0379,1.1139,0.1557,23.992
390,603518,维格娜丝,0.1973,,1.2626,,
391,002159,三特索道,0.1967,0.0072,,0.0132,2.2295
392,300233,金城医药,0.1955,0.029,2.2681,0.0839,9.0273
393,000422,湖北宜化,0.194,0.025,16.7468,0.0316,5.4329
394,601929,吉视传媒,0.1939,0.0159,0.6869,0.0504,7.1099
395,002489,浙江永强,0.193,0.0502,2.5736,0.1375,13.7573
396,300418,昆仑万维,0.193,,0.674,,
397,002261,拓维信息,0.1925,0.026,1.2305,0.1775,17.783
398,002153,石基信息,0.1924,0.0375,1.6004,0.1823,21.3111
399,601333,广深铁路,0.1921,0.0205,6.9502,0.1104,11.1988
400,002394,联发股份,0.1916,0.036,3.1777,0.1004,24.548
401,000672,上峰水泥,0.191,0.0406,1.1333,0.081,8.8303
402,600093,禾嘉股份,0.1908,0.0265,1.4664,0.0689,7.0218
403,600537,亿晶光电,0.1908,0.02,2.9307,0.0278,3.674
404,002085,万丰奥威,0.1905,0.0561,2.0487,0.1177,15.9751
405,601388,怡球资源,0.1899,0.0567,12.8852,0.1429,14.5435
406,002506,协鑫集成,0.1889,0.0041,,0.0038,0.6087
407,600863,内蒙华电,0.1886,0.0132,1.4911,0.0219,4.608
408,002442,龙星化工,0.1885,0.0365,,0.0571,6.2764
409,601011,宝泰隆,0.1881,0.0143,3.4205,0.0317,5.8686
410,002418,康盛股份,0.188,0.0321,,0.0619,7.4843
