,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
78,603569,长久物流,0.92,,5.38,18.07,0.77,14934.08,,,12-28
79,300529,健帆生物,0.22,,1.35,17.04,0.19,8012.32,,,12-22
80,300530,达志科技,0.39,,4.5,9.09,0.35,2053.71,,,12-22
81,002807,江阴银行,0.25,,4.21,5.98,-0.45,38190.5,,,12-21
82,002810,山东赫达,0.32,,5.16,6.37,0.21,2309.04,,,12-21
83,601997,贵阳银行,0.84,,,,,150787.2,,,12-18
84,603016,新宏泰,0.3,,3.83,8.1,0.33,3313.69,,,12-17
85,603322,超讯通信,0.13,,3.41,3.99,-0.89,809.22,,,12-17
86,603778,乾景园林,0.47,,,6.11,0.15,2803.7,,,12-16
87,300491,通合科技,0.27,,3.16,8.65,0.22,1635.11,,,12-16
88,002787,华源包装,0.38,,4.86,8.06,0.06,3974.84,,,12-16
89,300490,华自科技,0.31,,4.43,7.09,-0.1,2302.5,,,12-16
90,002778,高科石化,0.27,,5.76,4.74,-0.12,1781.41,,,12-16
91,603299,井神股份,0.08,,3.52,2.33,0.32,3825.39,-34.74,,12-16
92,002777,久远银海,0.41,,3.3,9.94,-0.26,2444.57,,,12-16
93,300494,盛天网络,0.41,,3.52,12.28,0.32,3661.33,,,12-16
94,300531,优博讯,0.38,,3.82,10.36,0.03,2255.25,,,12-15
95,300532,今天国际,0.36,,5.19,6.82,,2261.45,,,12-14
96,002781,奇信股份,0.41,,5.22,8.26,-1.27,7454.22,,,12-04
97,300492,山鼎设计,0.25,,2.75,9.51,-0.11,1551.71,,,12-04
98,603996,中新科技,0.33,,5.43,6.19,-2.09,4886.51,,,12-04
99,300497,富祥股份,0.75,,5.6,13.75,1.02,4076.33,,,12-04
100,002786,银宝山新,0.35,,6.49,5.57,-0.62,3372.64,,,12-04
101,603508,思维列控,0.98,,7.18,14.48,1.09,11811.57,,,12-04
102,002785,万里石,0.02,,,0.71,-0.08,369.01,,,12-04
103,603866,桃李面包,0.36,,2.72,30.32,0.45,14477.19,,,12-04
104,300495,美尚生态,1.29,,9.68,14.32,0.34,6468.51,,,12-04
105,002782,可立克,0.2,,3.56,5.58,0.01,2511.48,,,12-04
106,601611,中国核建,,,,,,27925.35,-22.35,,12-01
107,002806,华锋股份,0.18,,3.53,5.36,0.44,1105.89,,,11-27
108,603131,上海沪工,0.33,,4.16,8.16,0.2,2498.74,,,11-27
109,002809,红墙股份,0.55,,6.24,9.05,0.29,3301.45,,,11-27
110,601811,新华文轩,0.3,,5.91,5.3,0.27,34114.78,,,11-27
111,603658,安图生物,0.29,,1.45,20.36,0.3,10900.79,,,11-27
112,603737,三棵树,0.43,,6.19,6.9,0.93,3198.36,,,11-27
113,002811,亚泰国际,0.24,,3.79,6.3,-0.51,3250.98,,,11-25
114,603909,合诚股份,0.32,,3.62,9.23,0.09,2410.93,,,11-24
115,002802,洪汇新材,0.26,,3.17,8.47,0.34,2085.89,,,11-24
116,603663,三祥新材,0.14,,,6.45,0.09,1420.59,,,11-24
117,603007,花王股份,0.46,,,12.87,-0.06,4585.23,,,11-24
118,300525,博思软件,0.07,,3.95,1.68,-0.35,335.76,,,11-24
119,300493,润欣科技,0.22,,3.05,7.4,0.07,1959.18,,,11-23
120,002780,三夫户外,0.19,,4.14,4.58,0.17,926.77,,,11-23
121,603398,邦宝益智,0.39,,,35.39,0.49,2832.97,,,11-23
122,603936,博敏电子,0.26,,4.46,5.92,0.52,3218.92,,,11-23
123,002779,中坚科技,0.39,,5.28,7.72,0.29,2593.27,,,11-23
124,300496,中科创达,0.9,,4.94,19.06,0.58,6772.39,,,11-23
125,603339,四方冷链,0.36,,4.16,9.0,0.7,5650.5,,,11-23
126,002783,凯龙股份,0.76,,11.07,6.74,0.49,4774.23,,,11-23
127,002803,吉宏股份,0.19,,2.86,6.73,0.32,1676.85,,,11-23
128,603800,道森股份,0.12,,2.99,3.99,0.09,1945.63,,,11-23
129,300493,润欣科技,0.22,,3.05,7.4,0.07,1959.18,,,11-23
130,603999,读者传媒,0.23,,,4.2,-0.27,4195.51,,,11-23
131,002798,帝王洁具,0.27,,5.43,5.09,0.3,1757.33,,,11-20
132,601155,新城控股,,,,,,45907.37,,,10-30
133,600797,浙大网新,0.06,-400.0,,2.96,,4699.72,-369.39,,08-31
134,600681,百川能源,,,,-5.85,,-116.53,-1302.68,,08-31
135,600322,天房发展,0.03,-47.88,,0.71,,3264.06,-47.82,,08-31
136,601818,光大银行,0.35,2.94,4.03,8.65,4.29,1624100.0,2.5,,08-31
137,000659,珠海中富,0.0,-95.71,,0.35,,390.55,-95.73,,08-31
138,002431,棕榈股份,0.25,-26.25,,3.25,,12803.32,-18.01,,08-31
139,600265,*ST景谷,-0.2,-23.08,,,,-2603.72,-24.05,,08-31
140,000520,长航凤凰,0.11,-61.17,,60.87,,10857.68,-41.76,,08-31
141,300028,金亚科技,-0.32,-918.41,0.6,-37.76,0.82,-8567.79,-928.03,,08-31
142,600782,新钢股份,-0.1,900.0,,-1.72,,-13735.85,623.54,,08-31
143,000639,西王食品,0.19,-26.92,,5.77,,7229.19,47.93,,08-31
144,600619,海立股份,0.08,-20.0,,2.11,,5119.61,-22.28,,08-31
145,000939,凯迪生态,0.13,44.44,,2.21,,16306.87,94.46,,08-31
146,000767,漳泽电力,0.19,137.5,,7.48,,41739.97,120.17,,08-31
147,600345,长江通信,0.11,-31.25,,1.8,,2153.57,-32.57,,08-31
148,600117,西宁特钢,-0.32,89.91,,-9.14,,-23559.05,88.67,,08-31
149,000982,中银绒业,0.01,-92.31,,0.32,,1363.34,-87.8,,08-31
150,603993,洛阳钼业,0.09,-54.55,,3.15,,46302.45,-53.92,10转20,08-31
151,600182,S佳通,0.31,1.67,,9.32,,10688.05,3.1,,08-31
152,601601,中国太保,1.25,64.47,14.19,9.1,1.48,1129500.0,64.94,,08-31
153,000584,友利控股,0.07,-70.06,,2.21,,4255.06,-70.07,,08-31
154,000402,金融街,0.29,141.67,,3.52,,85880.12,132.41,,08-31
155,300418,昆仑万维,0.7,-36.36,8.73,8.88,-0.32,19482.51,-15.92,10转29.2448,08-31
156,600575,皖江物流,0.04,33.33,,3.37,,11701.22,38.0,,08-31
157,000973,佛塑科技,0.03,0.0,,1.32,,2633.4,3.12,,08-31
158,600664,哈药股份,0.2,17.65,,4.45,,37516.71,17.11,10派10,08-31
159,600689,上海三毛,-0.06,-25.68,1.77,-2.92,,-1112.66,-24.74,,08-31
160,000333,美的集团,1.97,25.48,,19.62,,832412.26,25.93,,08-31
161,600900,长江电力,0.32,53.23,,5.85,,520011.39,53.25,,08-31
162,002724,海洋王,-0.04,-138.06,,-1.03,,-1556.13,-143.49,,08-31
163,600783,鲁信创投,0.3,0.0,,6.6,,22393.07,1.09,,08-31
164,601186,中国铁建,0.43,7.5,,5.59,,533070.3,6.98,,08-31
165,000859,国风塑业,-0.02,372.73,,-0.67,,-932.14,506.13,,08-31
166,600815,厦工股份,-0.19,-13671.43,,-4.56,,-18156.62,-13483.66,,08-31
167,000007,全新好,-0.03,89.41,,-2.12,,-744.21,89.72,,08-31
168,002739,万达院线,1.14,35.71,,14.46,,62844.69,50.49,10转10,08-31
169,000680,山推股份,-0.25,-766.4,,-7.79,,-30515.79,-766.23,,08-31
170,600007,中国国贸,0.3,7.14,,5.75,,30502.86,7.63,,08-31
171,000155,*ST川化,-0.24,-52.94,,,,-11226.39,-52.91,,08-31
172,600377,宁沪高速,0.34,28.49,,7.96,,172669.98,28.47,,08-31
173,600186,莲花健康,-0.47,707.53,,-143.33,,-50082.63,708.1,,08-31
174,600600,青岛啤酒,0.89,-14.71,,7.5,,119872.19,-14.66,,08-31
175,600139,西部资源,0.01,93.22,,0.58,,753.04,92.95,,08-31
176,600188,兖州煤业,0.1,-40.61,,1.64,,62921.3,-24.69,,08-31
177,000717,*ST韶钢,-0.36,19.56,,-35.25,,-88002.91,19.58,,08-31
178,600235,民丰特纸,-0.04,-38.6,,-0.88,,-1227.75,-38.98,,08-31
179,000651,格力电器,1.9,0.0,,12.1,,572075.37,0.05,,08-31
180,002724,海洋王,-0.04,-138.06,,-1.03,,-1556.13,-143.49,,08-31
181,600783,鲁信创投,0.3,0.0,,6.6,,22393.07,1.09,,08-31
182,601186,中国铁建,0.43,7.5,,5.59,,533070.3,6.98,,08-31
183,000859,国风塑业,-0.02,372.73,,-0.67,,-932.14,506.13,,08-31
184,600815,厦工股份,-0.19,-13671.43,,-4.56,,-18156.62,-13483.66,,08-31
185,000007,全新好,-0.03,89.41,,-2.12,,-744.21,89.72,,08-31
186,600900,长江电力,0.32,53.23,,5.85,,520011.39,53.25,,08-31
187,002739,万达院线,1.14,35.71,,14.46,,62844.69,50.49,10转10,08-31
188,000680,山推股份,-0.25,-766.4,,-7.79,,-30515.79,-766.23,,08-31
189,600007,中国国贸,0.3,7.14,,5.75,,30502.86,7.63,,08-31
190,600377,宁沪高速,0.34,28.49,,7.96,,172669.98,28.47,,08-31
191,600186,莲花健康,-0.47,707.53,,-143.33,,-50082.63,708.1,,08-31
192,600600,青岛啤酒,0.89,-14.71,,7.5,,119872.19,-14.66,,08-31
193,600139,西部资源,0.01,93.22,,0.58,,753.04,92.95,,08-31
194,600188,兖州煤业,0.1,-40.61,,1.64,,62921.3,-24.69,,08-31
195,000155,*ST川化,-0.24,-52.94,,,,-11226.39,-52.91,,08-31
196,000717,*ST韶钢,-0.36,19.56,,-35.25,,-88002.91,19.58,,08-31
197,600235,民丰特纸,-0.04,-38.6,,-0.88,,-1227.75,-38.98,,08-31
198,000651,格力电器,1.9,0.0,,12.1,,572075.37,0.05,,08-31
199,600166,福田汽车,0.05,-55.34,,0.92,,15460.81,-46.34,,08-31
200,600031,三一重工,0.04,-77.78,,1.4,,33482.0,-75.55,,08-31
201,600381,ST春天,0.1,-179.47,,4.11,,6018.02,-335.21,,08-31
202,000410,沈阳机床,-0.35,-2792.31,,-10.36,,-26641.83,-2841.07,,08-31
203,600369,西南证券,1.01,405.0,,15.99,,284249.98,424.54,10派1.2转10,08-31
204,000993,闽东电力,0.08,-38.46,,1.88,,2803.19,-42.39,,08-31
205,600775,南京熊猫,0.1,3.01,,2.72,,8762.59,2.95,,08-31
206,600811,东方集团,0.26,-10.99,,4.14,,42495.97,-11.01,,08-31
207,000036,华联控股,-0.01,-1372.73,,-0.84,,-1562.98,-1346.03,,08-31
208,000965,天保基建,0.07,-63.16,,1.65,,7079.85,-52.1,,08-31
209,601985,中国核电,0.21,135.56,,10.68,,247288.45,149.53,,08-31
210,000652,泰达股份,0.01,-182.12,,0.77,,1828.29,-182.18,,08-31
211,600133,东湖高新,0.02,-78.22,,0.82,,1243.2,-79.31,,08-31
212,600258,首旅酒店,0.18,-32.63,,3.59,,4191.26,-32.63,,08-31
213,002161,远望谷,0.01,-160.0,,0.28,,413.59,-158.53,,08-29
214,600833,第一医药,0.1,19.68,,3.22,,2319.36,19.63,,08-29
215,600843,上工申贝,0.18,118.0,,6.1,,10034.11,139.74,,08-29
216,000597,东北制药,-0.18,-176.6,,-3.29,,-8612.6,-209.88,,08-29
217,000413,东旭光电,0.16,6.67,,6.64,,43317.77,6.29,,08-29
218,600546,*ST山煤,,,,0.14,,892.44,-85.62,,08-29
219,002153,石基信息,0.56,1.82,,8.85,,17340.22,2.34,,08-29
220,000008,神州高铁,0.09,200.0,,2.93,,6996.81,710.43,10转10,08-29
221,600588,用友网络,-0.12,-1300.0,,-4.44,,-16867.05,-1596.06,,08-29
222,600621,华鑫股份,0.3,77.79,,8.52,,15690.65,77.79,,08-29
223,000835,长城动漫,0.01,-88.24,,0.84,,266.53,-88.2,,08-29
224,002005,德豪润达,0.01,-66.67,,0.27,,1488.72,-61.53,,08-29
225,002694,顾地科技,0.05,-61.54,,1.65,,1689.25,-62.12,,08-29
226,601106,中国一重,-0.08,-22.53,,-3.13,,-51726.67,-22.48,,08-29
227,000514,渝开发,-0.07,-175.31,,-2.05,,-5709.31,-175.3,,08-29
228,002355,兴民智通,0.03,-57.14,,0.76,,1494.6,-59.96,,08-29
229,002589,瑞康医药,0.4,-44.83,,3.92,,10328.19,30.83,10转10,08-29
230,600858,银座股份,0.19,-40.22,,3.22,,9633.0,-40.21,,08-29
231,000691,ST亚太,-0.01,-1314.29,,-1.39,,-273.88,-1313.32,,08-29
232,600820,隧道股份,0.2,-13.04,,4.01,,63933.4,2.23,,08-29
233,600318,新力金融,0.01,-97.62,,0.19,,201.96,-98.02,,08-29
234,600754,锦江股份,0.36,17.33,,3.35,,29150.9,56.5,,08-29
235,002551,尚荣医疗,0.16,-15.79,,4.93,,6883.58,33.94,,08-29
236,600348,阳泉煤业,0.13,-13.33,,2.03,,32209.51,-9.17,,08-29
237,002413,雷科防务,0.14,27.27,,2.6,,3178.6,36.15,,08-29
238,002196,方正电机,0.05,191.57,,1.06,,918.87,245.59,,08-29
239,002626,金达威,0.15,-57.14,,5.81,,8510.2,-16.49,,08-29
240,002054,德美化工,0.6,328.57,,14.69,,25170.13,438.48,,08-29
241,002656,摩登大道,0.12,20.0,,1.96,,2394.44,18.6,,08-29
242,600168,武汉控股,0.26,-7.14,,4.42,,18469.69,-7.04,,08-29
243,000996,中国中期,0.05,66.9,,1.85,,1079.21,66.76,,08-29
244,600595,中孚实业,-0.04,-150.0,,-1.39,,-7535.38,-152.94,,08-29
245,600039,四川路桥,0.11,-68.89,,3.6,,32463.78,-37.79,,08-29
246,600630,龙头股份,0.09,28.57,,2.36,,3898.43,26.51,,08-29
247,601766,中国中车,0.17,13.33,,5.13,,469888.0,127.89,,08-29
248,000821,京山轻机,0.08,-350.0,,2.6,,2841.32,-355.12,,08-29
249,000701,厦门信达,0.22,43.91,,3.68,,6797.4,62.41,,08-29
250,600084,中葡股份,-0.05,-53.24,,-2.12,,-5098.45,-35.16,,08-29
251,002504,弘高创意,0.27,-292.86,,25.77,,11100.48,-685.72,,08-29
252,601166,兴业银行,1.45,8.21,15.12,10.77,35.73,2774400.0,8.68,,08-29
253,600153,建发股份,0.26,-36.59,,4.16,,72932.1,-27.33,,08-29
254,600649,城投控股,0.99,350.0,,15.92,,295516.59,347.31,,08-29
255,002611,东方精工,0.04,-71.43,,2.85,,2599.67,-48.26,,08-29
256,002417,三元达,-0.24,33.33,,-17.03,,-6551.33,38.12,,08-29
257,601901,方正证券,0.36,173.38,4.08,9.15,2.62,292605.25,280.27,,08-29
258,600787,中储股份,0.21,-4.51,3.45,6.16,0.41,38525.09,-4.51,,08-29
259,600383,金地集团,0.12,200.0,,1.64,,52077.28,229.64,,08-29
260,002163,中航三鑫,-0.09,-0.0,,-7.5,,-6947.72,-0.13,,08-29
261,600604,市北高新,-0.03,-208.0,,-0.81,,-1915.75,-212.88,,08-29
262,000913,*ST钱江,0.01,-108.33,,0.33,,676.14,-112.14,,08-29
263,600132,重庆啤酒,0.17,-26.09,,6.24,,8227.28,-26.06,,08-29
264,600771,广誉远,0.0,-85.0,,0.9,,77.17,-79.52,,08-29
265,601633,长城汽车,1.55,19.26,,13.32,,471705.28,19.29,10派2.5转10,08-29
266,000532,力合股份,0.05,15.71,,2.43,,1676.83,16.24,,08-29
267,600807,天业股份,0.11,175.0,,10.23,,6339.12,221.38,,08-29
268,600330,天通股份,0.03,12.0,,0.83,,2050.4,28.7,,08-29
269,600781,辅仁药业,0.08,-1.41,,4.09,,1365.93,-1.42,,08-29
270,600432,*ST吉恩,-0.22,-4500.0,,-4.36,,-35000.89,-9206.11,,08-29
271,000700,模塑科技,0.62,37.57,,10.83,,21319.93,52.22,,08-29
272,002130,沃尔核材,0.64,814.29,,24.86,,36316.04,820.99,,08-29
273,002103,广博股份,0.11,323.08,,2.79,,2481.64,337.51,,08-29
274,002140,东华科技,0.18,-16.07,,4.31,,8108.55,-16.08,,08-29
275,600587,新华医疗,0.34,-56.96,,4.55,,13852.71,-11.88,,08-29
276,601888,中国国旅,1.04,19.52,,9.59,,101638.74,19.47,,08-29
277,600029,南方航空,0.35,-450.0,,9.34,,348200.0,-442.04,,08-29
278,600984,建设机械,-0.14,27.65,,-6.03,,-3457.2,27.65,,08-29
279,600620,天宸股份,0.15,65.87,,2.07,,7032.28,65.83,,08-29
280,600576,万家文化,-0.07,88.57,,-2.99,,-1433.2,89.47,10转12,08-29
281,600648,外高桥,0.27,111.31,,3.47,,31187.07,135.73,,08-29
282,600730,中国高科,0.19,-60.45,,3.99,,5545.09,-60.44,10送10派1.12,08-29
283,002490,山东墨龙,0.01,0.0,,0.38,,1031.33,11.64,,08-29
284,600206,有研新材,0.03,-175.0,,0.82,,2243.73,-176.01,,08-29
285,600896,中海海盛,0.18,-212.5,,5.31,,10583.09,-216.8,,08-29
286,000526,紫光学大,0.02,-278.57,,1.37,,215.96,-277.9,,08-29
287,600859,王府井,1.0,22.64,,6.4,,46368.42,22.65,,08-29
288,002044,美年健康,0.03,-40.0,,2.36,,923.3,-18.16,,08-29
289,002314,南山控股,-0.07,-75.86,,-2.81,,-11787.01,-30.16,,08-29
290,002201,九鼎新材,0.04,300.0,,2.27,,983.94,322.09,,08-29
291,002452,长高集团,0.06,-64.41,,2.81,,3317.41,-27.76,,08-29
292,000876,新希望,0.56,1.82,,6.37,,115814.4,21.83,,08-29
293,601800,中国交建,0.39,8.33,,5.39,,652306.27,12.26,,08-29
294,600005,武钢股份,0.05,23.81,,1.45,,52161.57,21.87,,08-29
295,002096,南岭民爆,0.15,-25.0,,2.63,,5450.9,-24.73,,08-29
296,002075,沙钢股份,-0.04,-280.18,,-2.67,,-6291.76,-279.95,10转4,08-29
297,002069,*ST獐岛,,,,0.18,,203.09,-95.81,,08-29
298,001696,宗申动力,0.17,-1.15,,5.81,,19683.02,-1.17,,08-29
299,600568,中珠医疗,0.11,290.14,,2.42,,5813.02,439.45,,08-29
300,300317,珈伟股份,-0.05,-122.29,4.15,-1.12,-0.55,-655.17,-121.83,10转5,08-29
301,600493,凤竹纺织,0.01,312.0,,0.44,,278.89,317.83,,08-29
302,600626,申达股份,0.07,-27.95,,2.28,,5252.66,-27.98,,08-29
303,600281,太化股份,-0.03,-1233.33,,-2.52,,-1733.96,-1474.52,,08-29
304,002447,壹桥海参,0.06,-66.67,,2.5,,5340.7,-33.28,,08-29
305,600219,南山铝业,0.13,-23.53,,1.38,,29832.34,-7.74,,08-29
306,002608,*ST舜船,-0.97,-981.82,,,,-36605.01,-973.12,,08-29
307,600887,伊利股份,0.43,-42.67,,13.63,,266217.84,16.11,,08-29
308,002339,积成电子,0.05,25.0,,1.45,,1952.96,15.31,,08-29
309,600302,标准股份,-0.1,-13.31,,-3.18,,-3471.56,-13.26,,08-29
310,002021,中捷资源,-0.07,-275.0,,-3.63,,-4901.6,-334.0,,08-29
311,600789,鲁抗医药,0.0,-101.11,,0.04,,57.04,-101.14,,08-29
312,600354,敦煌种业,-0.23,-18.64,,-16.64,,-10363.34,-18.62,,08-29
313,000425,徐工机械,0.0,-99.19,,0.04,,806.9,-98.95,10转20,08-29
314,600749,西藏旅游,-0.22,167.94,,-6.77,,-4124.17,167.96,,08-29
315,002638,勤上光电,0.05,-66.67,,0.75,,1690.54,-70.27,10派0.1,08-29
316,000630,铜陵有色,0.07,-56.25,,1.77,,26388.79,18.09,10派0.6送5转10,08-29
317,000029,深深房A,0.18,437.32,,8.27,,18640.78,436.7,10派1.3,08-29
318,000917,电广传媒,0.1,-37.5,,1.49,,14761.52,-36.75,,08-29
319,600081,东风科技,0.38,7.16,,11.28,,11824.23,7.17,,08-29
320,002563,森马服饰,0.32,-37.25,,4.98,,42262.01,22.94,10转10,08-29
321,000617,*ST济柴,0.02,-120.0,,1.0,,603.38,-121.39,,08-29
322,600690,青岛海尔,0.43,-54.38,,11.08,,262885.72,2.0,,08-29
323,600207,安彩高科,-0.14,146.26,,-13.15,,-9549.39,146.06,,08-29
324,300152,科融环境,0.13,20.37,6.26,2.02,-0.52,2984.1,16.18,10转20,08-29
325,000539,粤电力A,0.33,-13.16,,7.74,,172099.5,4.65,,08-29
326,600227,赤天化,-0.15,-3.99,,-5.01,,-13934.5,-4.0,,08-29
327,000656,金科股份,0.1,-74.77,,3.81,,46855.84,3.78,,08-29
328,002251,步步高,0.32,-31.31,,5.14,,24146.49,-12.73,,08-29
329,600830,香溢融通,0.09,-8.91,,2.14,,4172.07,-8.84,,08-29
330,000957,中通客车,0.2,-76.74,,4.44,,4825.82,-76.44,,08-29
331,600793,ST宜纸,-0.11,168.26,,-31.53,,-1121.61,168.53,,08-29
332,000301,东方市场,0.07,-11.62,,2.84,,8989.13,-11.59,,08-29
333,600425,青松建化,-0.17,50.89,,-4.49,,-23265.59,50.7,,08-29
334,002159,三特索道,-0.21,-8.7,,-3.26,,-2931.46,7.23,,08-29
335,000066,长城电脑,-0.08,23.44,,-4.19,,-10498.66,23.74,,08-29
336,600817,*ST宏盛,0.0,-76.92,,0.09,,9.43,-77.06,,08-29
337,600959,江苏有线,0.17,6.25,,4.33,,42962.64,13.6,10派1.6,08-29
338,600100,同方股份,0.33,1604.19,,5.71,,88167.15,2002.9,,08-29
339,000042,中洲控股,0.87,49.01,,12.02,,41878.13,49.01,,08-29
340,600242,中昌海运,-0.13,-31.41,,,,-3593.73,-31.25,,08-29
341,600586,金晶科技,-0.05,-266.67,,-1.93,,-7496.67,-305.54,,08-29
342,600726,华电能源,0.12,-10.91,,7.28,,24088.28,-9.04,,08-29
343,000909,数源科技,0.07,-12.5,,2.66,,1983.87,-18.12,,08-29
344,600869,智慧能源,0.16,63.9,,5.08,,16231.08,58.03,10转10,08-29
345,600675,*ST中企,-0.4,-344.44,,-15.32,,-73900.13,-343.87,,08-29
346,600170,上海建工,0.16,-33.33,,5.1,,94953.68,11.04,,08-29
347,000415,渤海金控,0.18,-39.86,,6.24,,63031.5,36.61,,08-29
348,002404,嘉欣丝绸,0.07,-56.25,,2.89,,3666.34,-9.68,,08-29
349,600822,上海物贸,-0.23,-1585.99,,-9.93,,-11569.48,-1589.44,,08-29
350,002577,雷柏科技,-0.02,-108.6,,-0.39,,-544.15,-108.62,,08-29
351,600798,宁波海运,0.0,-181.36,,0.21,,439.85,-185.58,,08-29
