,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
29,601016,节能风电,1.0247,0.0539,4.1202,0.074,26.6134
30,600794,保税科技,1.0148,0.1697,6.1452,0.5146,102.7854
31,600506,香梨股份,1.0144,0.1532,,2.8308,944.1795
32,000802,北京文化,0.9826,0.0584,92.0118,0.166,52.1436
33,002039,黔源电力,0.9613,0.0568,6.2717,0.072,63.1509
34,002133,广宇集团,0.959,0.0643,,0.1026,13.7357
35,000005,世纪星源,0.9553,0.0258,,0.0499,5.3758
36,600598,北大荒,0.9139,0.1961,2.8938,0.5295,53.3567
37,600753,东方银星,0.8599,0.0015,,0.0032,0.3171
38,600675,*ST中企,0.8473,0.0258,,0.0306,4.525
39,000975,银泰资源,0.8141,0.0459,2.007,1.2463,126.5349
40,002549,凯美特气,0.8094,0.018,,0.0512,7.1839
41,600962,国投中鲁,0.7732,0.1783,,0.3568,35.7386
42,000939,凯迪生态,0.7716,0.0335,5.5812,0.0424,6.3949
43,000415,渤海金控,0.7534,0.0371,4.0924,0.0435,12.5289
44,600638,新黄浦,0.7358,0.046,5.3448,0.0743,10.8488
45,601985,中国核电,0.7331,0.0387,2.1084,0.0517,30.8206
46,600371,万向德农,0.7271,0.1675,12.0344,0.3639,37.9427
47,600654,中安消,0.7161,0.1012,4.4345,0.2569,28.664
48,000429,粤高速A,0.7152,0.0418,1.9382,0.0824,69.7874
49,600111,北方稀土,0.7082,0.1486,10.3867,0.4318,46.0501
50,600674,川投能源,0.6985,0.0161,0.2287,0.0601,21.8431
51,300144,宋城演艺,0.6879,0.0973,1.414,1.2557,127.671
52,000862,银星能源,0.6624,0.0439,21.4251,0.055,47.5736
53,000791,甘肃电投,0.6607,0.0275,,0.038,20.1111
54,600886,国投电力,0.6505,0.0555,2.1323,0.0737,31.1736
55,600236,桂冠电力,0.6492,0.0913,2.2276,0.1283,43.8144
56,600692,亚通股份,0.6437,0.048,15.0826,0.0643,9.4872
57,600882,广泽股份,0.6368,0.0832,,0.4897,56.3767
58,002612,朗姿股份,0.6272,0.1097,8.2539,0.3711,37.1078
59,600611,大众交通,0.6165,0.0521,2.4445,0.135,15.5903
60,600012,皖通高速,0.61,0.0628,1.4988,0.2265,57.0077
61,300215,电科院,0.6024,0.0259,,0.0418,7.6476
62,600064,南京高科,0.5944,0.0403,1.7784,0.0759,9.2402
63,000651,格力电器,0.5938,0.1815,5.1589,0.2442,24.5834
64,002193,山东如意,0.5915,0.0875,14.1721,0.1358,14.0011
65,600900,长江电力,0.5909,0.041,1.1403,0.1001,35.2049
66,300475,聚隆科技,0.5907,0.0867,2.0426,0.525,59.6602
67,600701,*ST工新,0.5788,0.0665,,0.1071,17.7636
68,600035,楚天高速,0.5722,0.037,1.2261,0.0643,42.055
69,600240,华业资本,0.5698,0.0912,4.0329,0.1166,18.8953
70,000061,农产品,0.5658,0.0334,6.1743,0.0574,8.4916
71,000150,宜华健康,0.5615,0.0612,111.8731,0.1061,15.1866
72,600804,鹏博士,0.5578,0.1267,4.9643,0.1867,21.8595
73,000536,华映科技,0.5564,0.1532,21.0375,0.2556,26.9432
74,000671,阳光城,0.5517,0.048,8.067,0.0569,7.0349
75,603993,洛阳钼业,0.5505,0.0385,2.8556,0.0703,10.7433
76,600179,*ST黑化,0.5481,0.2193,,0.194,19.703
77,600385,山东金泰,0.5466,0.5619,,0.8277,82.7711
78,002287,奇正藏药,0.5463,0.139,1.6238,1.0812,157.9966
79,603568,伟明环保,0.5437,0.0608,1.2465,0.1203,90.4408
80,002166,莱茵生物,0.5383,0.0592,10.267,0.0982,13.0034
81,601158,重庆水务,0.532,0.0566,1.2009,0.1852,45.8146
82,002550,千红制药,0.5293,0.0716,1.3352,0.6196,70.6328
83,000883,湖北能源,0.529,0.057,1.4206,0.1129,18.1583
84,600007,中国国贸,0.518,0.0577,1.858,0.126,28.3033
85,603718,海利生物,0.5139,0.0773,1.5191,0.6997,194.2481
86,601368,绿城水务,0.5136,0.0364,1.9214,0.0543,15.8399
87,600368,五洲交通,0.5081,0.0473,23.1706,0.0613,13.2371
88,002515,金字火腿,0.5058,0.04,2.3051,1.4915,206.3925
89,002107,沃华医药,0.4971,0.132,2.3245,1.029,107.6318
90,300357,我武生物,0.495,0.109,1.1359,3.1794,405.0976
91,000031,中粮地产,0.4942,0.0278,7.8476,0.0354,5.0266
92,000037,*ST南电A,0.4901,0.0619,,0.0818,9.1718
93,600795,国电电力,0.4859,0.0513,2.6776,0.0718,14.1021
94,600027,华电国际,0.4822,0.0789,3.3965,0.1029,21.7974
95,600844,丹化科技,0.4818,0.0811,9.1351,0.162,25.335
96,600377,宁沪高速,0.4808,0.055,1.1698,0.1199,18.1928
97,300519,新光药业,0.4753,,1.3323,,
98,002238,天威视讯,0.4724,0.1023,2.4268,0.4991,54.3371
99,002354,天神娱乐,0.4684,0.1099,1.069,0.2569,26.941
100,002038,双鹭药业,0.4659,0.0686,0.6603,1.9572,237.2942
101,600113,浙江东日,0.4642,0.044,5.6552,0.0957,9.5702
102,600490,鹏欣资源,0.4628,0.0841,3.6696,0.3098,44.387
103,600695,绿庭投资,0.4626,0.0438,7.7086,0.171,41.6336
104,600379,宝光股份,0.4623,0.1541,8.8241,0.3252,36.8276
105,601991,大唐发电,0.4533,0.0471,5.3962,0.0596,20.3411
106,600578,京能电力,0.4525,0.0586,1.4955,0.109,24.2684
107,000899,赣能股份,0.4441,0.0901,1.9445,0.1509,27.9659
108,000539,粤电力A,0.4416,0.0786,2.3778,0.1297,34.0065
109,002466,天齐锂业,0.4384,0.0457,2.7617,0.1167,14.5164
110,600317,营口港,0.4347,0.0493,2.4611,0.1331,42.8445
111,601595,上海电影,0.4345,,1.7614,,
112,600010,包钢股份,0.4326,0.0358,,0.0549,6.5361
113,600744,华银电力,0.4304,0.0874,42.5441,0.0968,29.0237
114,300308,中际装备,0.4279,0.0282,,0.1611,19.5268
115,600703,三安光电,0.4267,0.0579,1.0361,0.1954,52.1159
116,000722,湖南发展,0.4262,0.0194,0.8631,0.1733,101.2535
117,600221,海南航空,0.425,0.0573,4.0852,0.0792,23.0826
118,601216,君正集团,0.4242,0.0607,2.5173,0.1056,19.7834
119,603959,百利科技,0.4241,,2.946,,
120,002316,键桥通讯,0.424,0.0572,10.2906,0.0979,11.0039
121,002659,中泰桥梁,0.4217,0.0494,,0.0719,8.7781
122,600023,浙能电力,0.42,0.0777,1.7902,0.1821,42.8018
123,300533,冰川网络,0.4196,0.1135,0.7925,0.2974,29.7398
124,601188,龙江交通,0.419,0.0225,0.703,0.1064,11.1575
125,600020,中原高速,0.4173,0.0241,1.3768,0.0324,10.6503
126,600415,小商品城,0.4164,0.0242,3.2931,0.0355,3.9732
127,000022,深赤湾A,0.415,0.0545,1.1783,0.211,31.994
128,603508,思维列控,0.4139,0.124,1.1053,0.6842,70.2596
129,000603,盛达矿业,0.4136,0.1246,0.805,0.3862,39.8083
130,600798,宁波海运,0.4112,0.035,388.3045,0.0688,27.0861
131,000965,天保基建,0.4074,0.0273,2.0659,0.137,13.7959
132,600610,中毅达,0.4061,0.0238,4.8243,0.1369,14.0185
133,002568,百润股份,0.4052,0.3227,1.1161,1.2157,123.4819
134,002489,浙江永强,0.4047,0.1459,1.7577,0.415,43.1327
135,000688,建新矿业,0.4044,0.1001,1.71,0.5125,57.0921
136,000966,长源电力,0.4041,0.1051,3.034,0.1482,22.6785
137,603300,华铁科技,0.402,0.0422,1.7083,0.1371,15.6376
138,000089,深圳机场,0.4014,0.0471,2.6775,0.2258,23.9249
139,002320,海峡股份,0.4006,0.071,1.6005,0.7123,125.4054
140,000850,华茂股份,0.3996,0.0365,2.9082,0.0955,27.566
141,002137,麦达数字,0.3986,0.1199,42.5626,0.5995,60.8891
142,000598,兴蓉环境,0.3973,0.0467,1.3492,0.1226,21.4707
143,000029,深深房A,0.3973,0.1022,2.4457,0.2032,25.8659
144,001896,豫能控股,0.3959,0.0526,2.6676,0.0789,23.2469
145,300394,天孚通信,0.3957,0.0698,0.9415,2.2214,222.1426
146,002495,佳隆股份,0.3909,0.0613,2.2738,0.9921,143.6684
147,002263,大东南,0.3904,0.0399,71.992,0.1417,15.2372
148,600684,珠江实业,0.3897,0.0549,3.3819,0.0856,15.7139
149,300436,广生堂,0.3859,0.1023,1.0566,0.7348,91.7921
150,600004,白云机场,0.3838,0.0903,1.6392,0.4053,43.8371
151,601872,招商轮船,0.3837,0.0369,1.1467,0.071,20.1145
152,300446,乐凯新材,0.3821,0.1002,1.0044,0.5913,74.6542
153,002711,欧浦智网,0.3816,0.1382,4.2136,0.3346,37.4361
154,002492,恒基达鑫,0.379,0.0172,1.9878,0.0694,9.2628
155,002018,华信国际,0.3779,0.1944,21.9246,0.6028,64.0718
156,002207,准油股份,0.3777,0.0505,,0.1202,16.7398
157,002501,利源精制,0.3771,0.0539,1.6549,0.1025,16.6938
158,600021,上海电力,0.3766,0.0658,2.6002,0.0953,22.776
159,000609,绵石投资,0.376,0.0053,,0.0154,1.6711
160,300208,恒顺众昇,0.3752,0.1224,1.171,0.2646,40.4324
161,600026,中海发展,0.3735,0.0326,6.6267,0.0532,22.3602
162,002033,丽江旅游,0.3731,0.0501,0.9385,0.2509,72.7887
163,002036,联创电子,0.3725,0.0692,0.7435,0.2995,30.1623
164,002244,滨江集团,0.3718,0.0559,3.3648,0.075,9.1329
165,300216,千山药机,0.3714,0.0326,2.0675,0.0543,5.6762
166,600090,同济堂,0.3714,0.1783,3.8696,0.4113,69.6694
167,002772,众兴菌业,0.3711,0.0505,1.9673,0.1366,75.6488
168,002445,中南文化,0.37,0.0442,3.055,0.1002,10.1777
169,000631,顺发恒业,0.3697,0.0605,3.4277,0.0862,11.5892
170,300227,光韵达,0.3688,0.0652,1.2266,0.1985,25.2646
171,002180,艾派克,0.3688,0.1176,0.6552,1.7087,170.8671
172,600011,华能国际,0.3682,0.0811,2.1506,0.1143,19.9671
173,000665,湖北广电,0.3674,0.0578,2.0046,0.1966,21.084
174,002283,天润曲轴,0.367,0.0642,3.8079,0.1991,20.2463
175,300149,量子高科,0.3627,0.079,2.4682,1.0207,105.8234
176,300146,汤臣倍健,0.3622,0.0912,1.0246,1.2514,130.9155
177,300345,红宇新材,0.3591,0.0543,2.1854,0.2231,22.8185
178,600163,中闽能源,0.3585,0.0598,,0.1261,62.4635
179,000799,酒鬼酒,0.3583,0.0517,3.2223,0.2699,27.7042
180,603658,安图生物,0.3576,0.1478,1.0263,0.5399,99.702
181,300535,达威股份,0.3575,,2.4168,,
182,002357,富临运业,0.3566,0.0787,1.4825,0.1929,20.1454
183,300164,通源石油,0.3554,0.0473,,0.243,27.3293
184,600593,大连圣亚,0.355,0.0635,3.8167,0.1537,27.6618
185,300508,维宏股份,0.3543,,0.9264,,
186,002220,天宝股份,0.3527,0.0534,3.0095,0.0917,20.9761
187,601088,中国神华,0.3521,0.0557,1.9234,0.1558,26.4334
188,600323,瀚蓝环境,0.3519,0.0479,2.7203,0.077,17.8699
189,300315,掌趣科技,0.3517,0.0336,0.8927,0.2781,30.7865
190,000600,建投能源,0.3504,0.0685,1.152,0.1275,33.6928
191,600897,厦门空港,0.348,0.0698,1.2601,0.3766,37.7485
192,603167,渤海轮渡,0.3469,0.0536,1.9149,0.2097,57.7007
193,002252,上海莱士,0.3461,0.0262,0.3329,0.3589,166.4297
194,300434,金石东方,0.3452,0.0567,1.6127,0.47,47.3905
195,600807,天业股份,0.3449,0.0349,2.1119,0.0406,5.511
196,600331,宏达股份,0.3449,0.0783,,0.1536,16.8906
197,002275,桂林三金,0.3437,0.0823,0.9569,0.5941,88.6972
198,002399,海普瑞,0.3436,0.0406,1.5186,0.2416,217.5076
199,600165,新日恒力,0.3402,0.0523,,0.0803,8.1043
200,300293,蓝英装备,0.3393,0.0373,2.4783,0.0557,5.6391
201,600269,赣粤高速,0.3357,0.0247,2.0253,0.0456,13.9769
202,600037,歌华有线,0.3352,0.0368,1.2664,0.1562,36.9331
203,600190,锦州港,0.335,0.0335,3.5166,0.0688,12.7212
204,300224,正海磁材,0.3341,0.0724,2.1262,0.2699,28.7892
205,300318,博晖创新,0.3333,0.0095,0.9861,0.0259,2.6526
206,000027,深圳能源,0.3301,0.0371,1.5038,0.0757,10.4072
207,300084,海默科技,0.3292,0.0401,6.279,0.1197,31.4605
208,600777,新潮能源,0.3291,0.0138,,0.0231,2.5121
209,300401,花园生物,0.329,0.0314,2.1589,0.6732,78.8517
210,600199,金种子酒,0.3285,0.0861,8.2578,0.2651,30.1337
211,002234,民和股份,0.3282,0.0736,,0.1565,17.1492
212,601518,吉林高速,0.3281,0.0154,0.7701,0.0308,12.9737
213,000869,张裕A,0.3281,0.0988,1.2427,0.5671,67.9883
214,000690,宝新能源,0.3279,0.063,1.7548,0.1195,25.5691
215,603555,贵人鸟,0.3245,0.0767,1.8933,0.1588,26.2361
216,600256,广汇能源,0.3216,0.0232,2.2417,0.0343,7.1004
217,300238,冠昊生物,0.3214,0.0424,1.6742,0.3299,95.2827
218,600805,悦达投资,0.319,0.0264,1.0494,0.0739,8.0322
219,002224,三力士,0.3189,0.0973,1.4256,1.2359,123.5949
220,000035,中国天楹,0.3178,0.0217,1.2921,0.0376,7.2968
221,300529,健帆生物,0.3172,0.1181,0.8783,0.7284,110.8152
222,300011,鼎汉技术,0.317,0.0485,1.5553,0.132,21.0042
223,603377,东方时尚,0.3154,0.1201,1.1954,0.2241,31.6229
224,000422,湖北宜化,0.3146,0.0706,74.4357,0.0896,12.944
225,300031,宝通科技,0.3137,0.0763,1.8554,0.6525,69.0743
226,002667,鞍重股份,0.3136,0.0279,2.0046,0.2196,28.1296
227,600749,西藏旅游,0.3126,0.0106,,0.0196,4.4186
228,002118,紫鑫药业,0.3123,0.0176,26.0047,0.0349,3.5956
229,600519,贵州茅台,0.3107,0.0678,0.586,0.565,56.6133
230,300396,迪瑞医疗,0.3105,0.066,1.4642,0.5495,85.3167
231,600018,上港集团,0.3105,0.0465,1.2183,0.1289,21.1229
232,603869,北部湾旅,0.3101,0.0583,1.4662,0.2909,40.6903
233,300113,顺网科技,0.31,0.0864,1.1517,0.4537,46.8402
234,002582,好想你,0.3088,0.0811,5.0576,0.2279,78.0283
235,002469,三维工程,0.3084,0.0628,1.3341,0.367,36.7045
236,600766,园城黄金,0.3068,0.0085,0.9787,0.0101,1.0376
237,002595,豪迈科技,0.3064,0.1082,1.0448,0.8957,93.5825
238,600396,金山股份,0.3063,0.0467,3.0673,0.0595,14.2977
239,601020,华钰矿业,0.306,,0.9762,,
240,600652,游久游戏,0.3054,0.0651,,0.1735,17.756
241,600483,福能股份,0.3048,0.062,2.3534,0.1112,57.2818
242,002346,柘中股份,0.3043,0.0312,0.6458,0.131,13.3486
243,000661,长春高新,0.3037,0.0991,1.3052,0.2886,33.5721
244,600339,*ST天利,0.3035,0.0685,,0.0879,9.8419
245,002304,洋河股份,0.3033,0.0953,0.9116,0.2993,30.9253
246,603339,四方冷链,0.3025,0.132,1.9239,0.6083,61.926
247,002526,山东矿机,0.3021,0.0435,11.0892,0.1091,11.135
248,000059,华锦股份,0.3016,0.169,18.5632,0.244,31.6325
249,002621,三垒股份,0.3007,0.0209,0.964,0.6066,60.6627
250,002457,青龙管业,0.2998,0.0404,6.6795,0.1629,16.8904
251,600017,日照港,0.2997,0.0358,2.5529,0.0897,21.4338
252,002625,龙生股份,0.2993,0.0951,3.0876,0.4249,44.7827
253,601566,九牧王,0.2992,0.0589,1.3768,0.2695,27.0912
254,300289,利德曼,0.2991,0.0557,1.3361,0.1975,22.3316
255,000547,航天发展,0.2981,0.0222,0.5619,0.0563,8.5054
256,300049,福瑞股份,0.2973,0.0438,2.1689,0.2194,36.0056
257,601969,海南矿业,0.2966,0.0285,27.1015,0.1333,16.1653
258,300159,新研股份,0.2957,0.0201,1.7904,0.0833,8.8152
259,603001,奥康国际,0.2955,0.0974,2.2082,0.4697,46.9697
260,000543,皖能电力,0.2943,0.0729,1.4172,0.1694,36.5545
261,601006,大秦铁路,0.2916,0.0766,1.0948,0.3882,47.3271
262,603528,多伦科技,0.2903,,0.6611,,
263,603566,普莱柯,0.2903,0.0459,0.9181,0.4381,52.6525
264,002537,海立美达,0.2899,0.1095,2.8618,0.2709,28.5394
265,002643,万润股份,0.2867,0.0652,2.5166,0.5976,61.8403
266,300528,幸福蓝海,0.2863,,2.8335,,
267,300530,达志科技,0.2862,0.0755,0.8949,2.6121,261.2086
268,002706,良信电器,0.286,0.1156,2.2424,0.399,43.6164
269,000589,黔轮胎A,0.2859,0.0543,9.3,0.0822,9.818
270,002437,誉衡药业,0.2851,0.0489,1.0582,0.0932,10.4222
271,000875,吉电股份,0.2832,0.0286,6.4239,0.0368,9.1769
272,300494,盛天网络,0.2813,0.0844,0.7815,1.2761,129.8381
273,000685,中山公用,0.2793,0.0131,0.1673,0.063,21.9228
274,600050,中国联通,0.279,0.0747,5.8318,0.1312,14.728
275,600563,法拉电子,0.2783,0.0946,1.1741,0.9715,103.6358
276,600168,武汉控股,0.2783,0.0202,0.8464,0.0471,10.6551
277,002581,未名医药,0.2781,0.0651,1.0477,2.1403,234.5569
278,000858,五粮液,0.2779,0.0658,0.911,0.5148,53.1717
279,600649,城投控股,0.2773,0.0169,0.2517,0.0311,6.1956
280,000962,*ST东钽,0.276,0.0426,,0.0841,12.7742
281,600426,华鲁恒升,0.2759,0.1005,2.451,0.2212,60.5278
282,600600,青岛啤酒,0.2752,0.1447,3.6252,0.2998,36.3693
283,600532,宏达矿业,0.2749,0.0358,20.7349,0.083,10.6396
284,603885,吉祥航空,0.2741,0.0955,2.0959,0.1365,26.0549
285,600157,永泰能源,0.2733,0.0144,2.1859,0.0203,4.518
286,000920,南方汇通,0.2715,0.0739,1.9373,0.2489,46.3441
287,300518,盛讯达,0.2713,,0.6347,,
288,300431,暴风集团,0.271,0.0931,8.552,0.4026,40.8496
289,000681,视觉中国,0.27,0.0347,1.1579,0.3794,38.0246
290,000628,高新发展,0.2694,0.044,,0.0521,5.5763
291,600292,远达环保,0.2692,0.0523,1.943,0.1199,14.1405
292,601111,中国国航,0.2687,0.0634,3.2042,0.0901,22.974
293,300488,恒锋工具,0.2686,0.0349,0.7375,0.219,23.8396
294,300111,向日葵,0.2678,0.0611,97.6046,0.0974,11.5789
295,002557,洽洽食品,0.2677,0.1056,2.8198,0.3649,38.0158
296,300335,迪森股份,0.2677,0.0583,1.9288,0.2792,30.8266
297,000729,燕京啤酒,0.2676,0.094,2.8338,0.3015,30.7113
298,000752,西藏发展,0.2673,0.0377,1.6083,0.2967,30.5813
299,002138,顺络电子,0.2673,0.0494,1.3161,0.1785,22.5715
300,600009,上海机场,0.2663,0.034,0.6055,0.1756,37.585
301,000403,ST生化,0.2663,0.055,1.372,0.0935,11.0713
302,600548,深高速,0.2663,0.0165,0.7115,0.0346,13.4376
303,600095,哈高科,0.266,0.0235,,0.0595,6.0462
304,600995,文山电力,0.265,0.0947,2.8051,0.1891,33.1897
305,300363,博腾股份,0.2647,0.0758,2.6768,0.1466,18.591
306,600461,洪城水业,0.2638,0.0386,1.8949,0.0621,17.9038
307,300305,裕兴股份,0.2632,0.0481,1.4937,1.2535,265.384
308,002618,丹邦科技,0.2632,0.0241,1.8921,0.0823,14.0156
309,000567,海德股份,0.2628,0.0113,0.1728,0.2703,27.0291
310,000430,张家界,0.2625,0.0837,1.315,0.297,53.577
311,000720,新能泰山,0.2624,0.0728,4.1729,0.0942,15.8966
312,002543,万和电气,0.2609,0.1421,2.7578,0.4635,49.4245
313,300176,鸿特精密,0.2608,0.0912,16.4994,0.1285,15.847
314,603005,晶方科技,0.2607,0.042,1.1491,0.2759,42.7326
315,002086,东方海洋,0.2606,0.0293,2.2005,0.0572,7.0731
316,600863,内蒙华电,0.2601,0.0365,1.8295,0.0569,10.8802
317,300183,东软载波,0.2593,0.0397,0.7584,0.3858,41.9275
318,600963,岳阳林纸,0.2591,0.0447,,0.0642,9.1491
319,600873,梅花生物,0.2576,0.0821,4.5414,0.1462,16.1233
320,300217,东方电热,0.2572,0.0718,3.0019,0.2459,26.9355
321,600381,ST春天,0.2569,0.0756,2.3103,0.3653,70.9795
322,002739,万达院线,0.2564,0.1516,1.4198,0.6068,61.1708
323,002222,福晶科技,0.2562,0.0405,0.8923,0.4306,67.8391
324,300124,汇川技术,0.2559,0.0592,0.8316,0.2709,28.503
325,002646,青青稞酒,0.2552,0.0618,1.0002,0.2683,27.7027
326,002718,友邦吊顶,0.2552,0.0708,0.8895,0.6608,67.6337
327,300195,长荣股份,0.2551,0.0411,1.3054,0.3408,39.3019
328,002750,龙津药业,0.255,0.0356,0.8179,0.2365,30.822
329,000767,漳泽电力,0.255,0.0369,2.3185,0.0469,10.4632
330,600110,诺德股份,0.2548,0.033,7.0169,0.0455,5.5194
331,002191,劲嘉股份,0.2543,0.0687,0.8143,0.3237,38.4896
332,002511,中顺洁柔,0.2541,0.0727,7.2107,0.1535,33.0976
333,603199,九华旅游,0.254,0.0526,1.3098,0.3726,43.334
334,300204,舒泰神,0.2534,0.0778,1.2962,0.5282,62.1263
335,002308,威创股份,0.2533,0.0366,4.8751,0.2788,29.8563
336,000650,仁和药业,0.2531,0.1053,1.5936,0.605,62.9996
337,002447,壹桥海参,0.2529,0.0132,0.7881,0.0407,11.8809
338,002653,海思科,0.2529,0.0499,0.6514,0.2008,21.4278
339,300280,南通锻压,0.2528,0.0375,17.396,0.1687,17.1599
340,600325,华发股份,0.2525,0.0075,2.3976,0.009,1.7898
341,600959,江苏有线,0.2513,0.0324,1.2378,0.1115,11.9069
342,300093,金刚玻璃,0.251,0.0322,5.7634,0.0823,8.4941
343,600262,北方股份,0.2503,0.0465,,0.0781,8.828
344,300328,宜安科技,0.2502,0.0734,3.2103,0.2577,28.7192
345,600841,上柴股份,0.2502,0.0537,4.8321,0.15,16.8822
346,002424,贵州百灵,0.2501,0.0576,1.1175,0.186,19.2741
347,603398,邦宝益智,0.2495,0.1312,1.2506,0.5046,54.6029
348,002572,索菲亚,0.2493,0.104,2.1218,0.4121,47.1909
349,600132,重庆啤酒,0.2472,0.1025,8.371,0.1549,17.4881
350,002606,大连电瓷,0.2463,0.0323,,0.068,8.3578
351,600400,红豆股份,0.2463,0.0413,8.3396,0.0565,8.0337
352,002695,煌上煌,0.2433,0.079,3.7425,0.5311,63.3611
353,601199,江南水务,0.243,0.0264,0.7936,0.0661,7.6051
354,600251,冠农股份,0.2422,0.0603,1.6154,0.1539,16.126
355,002210,飞马国际,0.2407,0.2576,41.1751,0.2725,27.4794
356,000666,经纬纺机,0.2398,0.0226,0.5569,0.0462,6.0563
357,000573,粤宏远A,0.2397,0.015,,0.0293,3.8324
358,002358,森源电气,0.2393,0.0395,1.7502,0.0797,8.7107
359,600276,恒瑞医药,0.2378,0.1019,0.9606,1.0945,121.3481
360,000725,京东方A,0.2374,0.0387,2.7921,0.088,27.8822
361,002648,卫星石化,0.2367,0.0663,,0.1194,14.9413
362,000916,华北高速,0.2364,0.0168,0.6823,0.0659,8.6623
363,002294,信立泰,0.236,0.0861,0.6307,0.6626,70.1414
364,002713,东易日盛,0.236,0.1182,,0.2174,21.7524
365,300403,地尔汉宇,0.2355,0.063,1.1964,0.8261,98.714
366,000526,紫光学大,0.2354,0.0147,1.339,0.072,7.2645
367,002298,中电鑫龙,0.2352,0.0269,6.316,0.0707,8.1863
368,300467,迅游科技,0.2341,0.0419,0.7215,0.4083,42.5199
369,600360,华微电子,0.2339,0.0366,8.7899,0.0839,11.2008
370,002728,台城制药,0.2338,0.0367,1.0621,0.1073,11.1913
371,000601,韶能股份,0.2333,0.0403,2.2918,0.0765,26.2322
372,600979,广安爱众,0.2332,0.0285,1.9898,0.0417,10.8055
373,600048,保利地产,0.2326,0.026,1.6692,0.0335,4.913
374,600726,华电能源,0.2321,0.0429,3.5628,0.0522,10.0287
375,603023,威帝股份,0.2319,0.0446,0.6493,0.4983,49.8349
376,600115,东方航空,0.2311,0.0582,2.6538,0.0717,15.8824
377,300526,中潜股份,0.2296,,2.5351,,
378,000888,峨眉山A,0.229,0.05,2.0068,0.3244,33.3455
379,600583,海油工程,0.2284,0.0541,1.0189,0.1964,27.7497
380,002078,太阳纸业,0.2265,0.0624,4.1186,0.1002,13.1659
381,000048,康达尔,0.2264,0.1336,1.8833,0.2101,21.5721
382,601900,南方传媒,0.2263,0.0668,2.2285,0.1147,13.1867
383,600509,天富能源,0.2256,0.0251,1.8707,0.0361,8.3437
384,002461,珠江啤酒,0.225,0.0615,8.1991,0.131,27.0279
385,002599,盛通股份,0.2247,0.0612,6.0524,0.1196,13.7199
386,002508,老板电器,0.2247,0.1105,1.5104,0.3145,31.6432
387,600220,江苏阳光,0.2246,0.049,6.5644,0.0885,13.0806
388,603997,继峰股份,0.2243,0.0807,1.2737,0.7729,78.709
389,300485,赛升药业,0.2238,0.0357,0.6179,1.8221,189.9218
390,000418,小天鹅A,0.2237,0.1216,2.7387,0.2328,23.3427
391,002700,新疆浩源,0.2231,0.048,0.8542,0.2738,27.6199
392,300288,朗玛信息,0.2229,0.0312,1.0669,0.1709,46.7516
393,300406,九强生物,0.2227,0.0534,0.5555,0.7467,83.5652
394,600176,中国巨石,0.2225,0.0371,1.6008,0.0477,7.041
395,600365,通葡股份,0.2224,0.0433,2.9798,0.2218,22.18
396,600098,广州发展,0.2223,0.0542,2.3772,0.109,28.396
397,000676,智度股份,0.2219,0.0706,,0.0928,9.891
398,601699,潞安环能,0.2218,0.0258,186.0283,0.0405,5.9927
399,002267,陕天然气,0.2218,0.0784,1.9816,0.1617,28.8595
400,002381,双箭股份,0.2214,0.0673,1.989,0.2973,29.7277
