,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
161,603017,中衡设计,1.01,,7.74,12.95,0.71,4539.6,,,12-11
162,601021,春秋航空,0.9,,9.8,9.57,-0.25,27075.73,,,12-11
163,002736,国信证券,0.21,,3.06,7.09,0.48,149590.1,36.55,,12-11
164,300412,迦南科技,0.38,,4.42,8.63,0.52,1530.54,,,12-11
165,603889,新澳股份,0.76,,6.06,12.94,1.27,6073.61,,,12-11
166,300411,金盾股份,0.31,,4.52,7.08,-0.01,1854.49,,,12-11
167,603788,宁波高发,0.42,,2.78,15.73,0.31,4297.38,,,12-11
168,300410,正业科技,0.4,,5.21,7.77,,1779.3,,,12-11
169,603636,南威软件,0.37,,5.27,7.2,0.26,2747.42,,,12-11
170,300425,环能科技,0.58,,7.11,8.33,0.31,3107.41,,,12-10
171,002750,龙津药业,0.53,,,9.2,0.75,2653.78,,,12-09
172,603118,共进股份,0.5,,5.75,9.09,0.82,11252.45,,,12-09
173,601966,玲珑轮胎,0.56,,4.35,13.46,0.66,55771.07,,,12-09
174,300374,恒通科技,-0.16,,5.11,-3.12,-0.18,-1191.79,,,12-05
175,300440,运达科技,0.4,,5.35,7.58,0.11,3341.23,,,12-05
176,300420,五洋科技,0.23,,3.88,5.97,0.19,1351.93,,,12-05
177,603309,维力医疗,0.46,,4.49,10.76,0.58,3433.95,,,12-03
178,601020,华钰矿业,0.08,,1.78,5.04,0.05,3965.41,,,11-28
179,603901,永创智能,0.44,,4.82,9.53,-0.37,3329.15,,,11-27
180,300422,博世科,0.22,,3.94,5.51,-0.59,1008.58,,,11-27
181,300443,金雷风电,0.98,,8.3,12.59,0.2,4424.46,,,11-27
182,300426,唐德影视,0.41,,4.75,9.03,-2.11,2462.19,,,11-27
183,603901,永创智能,0.44,,4.82,9.53,-0.37,3329.15,,,11-27
184,600958,东方证券,0.19,58.33,,,,82466.82,58.23,,11-25
185,601689,拓普集团,0.4,,,13.63,0.34,21006.68,,,11-20
186,603022,新通联,0.4,,4.07,10.24,0.16,2402.85,,,11-19
187,603898,好莱客,0.58,,4.14,14.71,0.38,4293.95,,,11-19
188,002732,燕塘乳业,0.35,12.9,3.16,11.69,0.1,4120.7,13.76,,11-14
189,300409,道氏技术,0.75,,5.64,13.8,-0.07,3647.65,,,11-14
190,603939,益丰药房,0.56,,4.31,13.08,0.74,6745.6,,,11-14
191,603998,方盛制药,0.52,,4.89,11.2,0.35,4238.6,,,11-14
192,300408,三环集团,0.75,,5.09,14.73,0.77,28557.65,,,11-14
193,603518,维格娜丝,0.69,,4.61,14.29,0.52,7638.11,,,11-14
194,300407,凯发电气,0.67,,6.85,10.15,-0.63,3417.35,,,11-14
195,603368,柳州医药,0.96,,6.03,16.96,-1.43,8657.71,,,11-14
196,603568,伟明环保,0.29,,2.14,14.24,0.36,11737.65,,,11-14
197,002735,王子新材,0.2,,4.44,4.51,0.39,1184.27,,,11-14
198,603618,杭电股份,0.26,,4.8,5.61,-2.23,4190.41,,,11-14
199,601969,海南矿业,0.17,,1.61,9.47,0.38,28751.22,,,11-14
200,002733,雄韬股份,0.44,,6.55,6.99,0.91,4506.09,,,11-14
201,601226,华电重工,0.28,,3.07,9.44,-0.52,17129.22,,,11-14
202,603600,永艺股份,0.25,,,7.99,0.46,1851.82,,,11-06
203,002742,三圣特材,0.57,,8.63,6.81,-1.38,4121.88,,,10-29
204,300503,昊志机电,0.28,,5.43,5.33,-0.08,2112.5,,,10-29
205,601015,陕西黑猫,0.11,,4.01,2.85,0.25,5641.37,,,10-16
206,603688,石英股份,0.2,-20.0,4.85,4.27,0.06,3408.97,-19.86,,10-16
207,603988,中电电机,0.51,,5.3,10.12,0.06,3063.93,,,10-16
208,300406,九强生物,0.99,,5.75,18.85,0.51,9913.79,,,10-16
209,603166,福达股份,0.14,,1.93,7.6,0.47,5509.17,,,10-16
210,300405,科隆精化,0.62,,7.21,9.07,0.69,3185.96,,,10-16
211,603088,宁波精达,0.33,,4.95,6.76,0.23,2003.17,,,10-16
212,300403,地尔汉宇,0.59,,4.7,12.56,0.45,5915.47,,,10-16
213,603011,合锻智能,0.09,,2.92,3.02,-0.01,1168.1,,,10-16
214,002731,萃华珠宝,0.39,,5.04,8.01,3.14,4369.49,,,10-16
215,603019,中科曙光,0.1,,3.29,3.22,-0.71,2346.06,,,10-16
216,002724,海洋王,0.1,,2.86,3.6,0.01,3577.96,,,10-16
217,002797,第一创业,0.09,,,,,16849.92,77.5,,10-15
218,002741,光华科技,0.31,,3.64,8.78,0.29,2832.0,,,10-11
219,603018,设计股份,1.07,20.22,9.76,10.99,-1.38,8343.74,20.12,,10-10
220,601127,小康股份,0.18,,,,,13542.86,,,09-18
221,300402,宝色股份,0.14,,3.16,4.65,0.04,2168.85,,,09-17
222,002730,电光科技,0.24,,4.53,5.37,0.44,2604.01,,,09-16
223,603010,万盛股份,0.31,,3.21,9.07,0.29,2312.05,,,09-16
224,300401,花园生物,0.22,,,2.67,,1486.53,,,09-16
225,603606,东方电缆,0.24,,4.64,5.12,0.35,2608.44,,,09-16
226,300400,劲拓股份,0.29,,3.75,8.17,0.21,1767.13,,,09-16
227,603456,九洲药业,0.48,,4.95,10.08,0.39,7519.4,,,09-16
228,300399,京天利,0.34,,4.6,7.58,-0.22,2030.55,,,09-16
229,603169,兰石重装,0.08,,1.65,4.73,0.05,3739.75,,,09-16
230,300398,飞凯材料,0.63,,4.63,14.52,0.55,3762.05,,,09-16
231,603885,吉祥航空,0.38,,,10.42,0.74,19140.09,,,09-15
232,603869,北部湾旅,0.1,,2.65,3.7,0.23,1601.19,,,09-12
233,603315,福鞍股份,0.35,,4.58,7.46,0.63,2653.18,,,09-11
234,300428,四通新材,0.5,,4.4,12.09,0.28,3030.4,,,09-02
235,002024,苏宁云商,-0.1,-200.0,,-2.7,,-75528.3,-202.93,,08-30
236,600150,中国船舶,0.09,117.5,,0.69,,11967.1,114.75,,08-30
237,601099,太平洋,0.08,533.33,,4.13,,14413.37,601.99,10转5,08-30
238,600241,时代万恒,-0.1,-1649.25,,-4.23,,-1870.15,-1657.18,,08-30
239,600112,天成控股,0.06,11.42,,2.56,,3082.62,11.43,,08-30
240,000021,深科技,-0.01,-108.9,,-0.18,,-866.54,-109.9,,08-30
241,601999,出版传媒,0.04,-20.0,,1.24,,2184.36,-15.84,,08-30
242,600640,号百控股,0.08,-8.96,,1.71,,4247.25,-8.96,,08-30
243,600693,东百集团,0.5,275.15,,14.76,,16996.54,276.4,,08-30
244,000652,泰达股份,-0.02,-56.61,,-1.06,,-2224.69,-56.71,,08-30
245,600725,*ST云维,-0.59,3.51,,-30.16,,-36269.92,3.87,,08-30
246,601007,金陵饭店,0.05,-35.8,,1.15,,1558.38,-36.01,,08-30
247,600229,城市传媒,0.05,-118.59,,1.93,,2093.31,-119.63,,08-30
248,600962,国投中鲁,-0.12,-12.77,,-3.66,,-3213.53,-13.05,,08-30
249,600052,浙江广厦,-0.14,-450.0,,-6.8,,-12017.62,-489.72,,08-30
250,000638,万方发展,0.01,-331.58,,1.86,,407.39,-332.37,,08-30
251,600833,第一医药,0.09,2.48,,3.55,,1938.73,2.44,,08-30
252,600745,中茵股份,0.06,-14.29,,2.32,,2006.77,-12.48,,08-30
253,600843,上工申贝,0.08,22.84,,3.68,,4185.42,36.45,,08-30
254,600332,白云山,0.52,12.02,5.58,9.73,0.9,67365.92,14.72,,08-30
255,600395,盘江股份,0.16,-18.27,,3.67,,26656.4,-18.3,,08-30
256,600295,鄂尔多斯,0.17,-29.17,,2.63,,17702.96,-29.15,,08-30
257,600500,中化国际,0.27,3.85,,5.12,,55346.84,46.7,,08-30
258,000625,长安汽车,0.78,168.97,,17.61,,362809.3,172.59,,08-30
259,600146,商赢环球,-0.07,19.64,,-9.89,,-1330.46,19.7,,08-30
260,600978,宜华生活,0.23,9.52,,6.61,,31889.92,31.89,,08-30
261,601390,中国中铁,0.19,16.46,,4.58,,406089.4,16.42,,08-30
262,600895,张江高科,0.07,16.67,,1.51,,10493.86,15.08,,08-30
263,002345,潮宏基,0.3,0.0,,5.59,,12779.07,20.27,10转10,08-30
264,600571,信雅达,0.22,43.05,,6.91,,4385.55,43.05,,08-30
265,600168,武汉控股,0.28,300.0,,5.05,,19869.13,525.16,,08-30
266,000581,威孚高科,0.82,5.13,,8.41,,84058.58,58.02,,08-30
267,601939,建设银行,0.52,8.33,4.55,11.49,0.36,13066200.0,9.15,,08-30
268,600039,四川路桥,0.35,46.32,,7.72,,52181.89,111.13,10转10,08-30
269,600635,大众公用,0.08,-8.75,,3.16,,12355.81,-8.76,,08-30
270,603077,和邦生物,0.72,698.89,,17.28,,67329.97,1528.54,,08-30
271,600084,中葡股份,-0.1,0.1,,-8.61,,-7862.86,-0.32,,08-30
272,601166,兴业银行,1.34,-21.18,11.57,11.9,8.61,2552700.0,17.97,,08-30
273,600649,城投控股,0.22,-12.0,,4.57,,66065.34,-9.86,,08-30
274,601618,中国中冶,0.09,12.5,,4.0,,180933.5,22.22,,08-30
275,600247,ST成城,-0.05,-2650.0,,-4.56,,-1702.67,-2416.28,,08-30
276,601901,方正证券,0.13,95.78,,4.85,,76946.44,90.07,,08-30
277,002129,中环股份,0.08,150.16,,1.98,,7009.37,150.31,,08-30
278,600787,中储股份,0.22,3.25,3.19,6.94,0.25,40343.34,106.49,,08-30
279,600682,南京新百,0.25,25.0,,6.34,,9101.47,26.69,,08-30
280,600604,市北高新,0.03,-67.25,,1.32,,1697.23,-67.31,,08-30
281,600639,浦东金桥,0.23,10.17,,4.6,,21721.52,10.13,,08-30
282,000807,云铝股份,-0.19,126.19,,-7.87,,-29515.7,129.37,,08-30
283,600132,重庆啤酒,0.23,0.0,,7.0,,11127.51,-1.43,,08-30
284,600162,香江控股,0.18,7.06,,8.45,,13973.94,4.38,,08-30
285,601558,华锐风电,-0.07,-36.36,,-3.2,,-28568.04,-37.61,,08-30
286,600285,羚锐制药,0.11,-52.99,,3.98,,3941.73,-50.35,,08-30
287,600807,天业股份,0.04,122.22,,9.18,,1972.49,240.07,,08-30
288,000157,中联重科,0.12,-68.42,,2.14,,90005.82,-69.03,,08-30
289,600432,*ST吉恩,0.01,-106.25,,0.13,,384.37,-105.73,,08-30
290,600438,通威股份,0.1,64.23,,3.66,,8437.92,95.07,,08-30
291,600029,南方航空,-0.1,-433.33,,-3.03,,-101800.0,-437.09,,08-30
292,600648,外高桥,0.13,-75.0,,1.96,,13229.9,-74.87,,08-30
293,600730,中国高科,0.48,-1183.67,,10.9,,14017.87,-1184.1,,08-30
294,000710,天兴仪表,-0.03,71.35,,-3.91,,-460.51,71.2,,08-30
295,600266,北京城建,0.17,-68.41,,2.19,,18581.71,-62.09,,08-30
296,000725,京东方A,0.05,-21.88,,2.38,,104163.57,21.22,,08-30
297,600399,抚顺特钢,0.03,26.82,,0.84,,1448.37,28.78,,08-30
298,600005,武钢股份,0.04,-8.7,,1.18,,42801.42,-7.1,,08-30
299,600568,中珠医疗,0.03,-76.16,,1.03,,1077.59,-76.14,,08-30
300,600648,外高桥,0.13,-75.0,,1.96,,13229.9,-74.87,,08-30
301,600730,中国高科,0.48,-1183.67,,10.9,,14017.87,-1184.1,,08-30
302,000710,天兴仪表,-0.03,71.35,,-3.91,,-460.51,71.2,,08-30
303,600266,北京城建,0.17,-68.41,,2.19,,18581.71,-62.09,,08-30
304,600285,羚锐制药,0.11,-52.99,,3.98,,3941.73,-50.35,,08-30
305,000725,京东方A,0.05,-21.88,,2.38,,104163.57,21.22,,08-30
306,600399,抚顺特钢,0.03,26.82,,0.84,,1448.37,28.78,,08-30
307,600005,武钢股份,0.04,-8.7,,1.18,,42801.42,-7.1,,08-30
308,600568,中珠医疗,0.03,-76.16,,1.03,,1077.59,-76.14,,08-30
309,600493,凤竹纺织,0.0,-50.0,,0.11,,66.75,-50.52,,08-30
310,600626,申达股份,0.1,-21.66,,3.34,,7293.51,-21.67,,08-30
311,600074,保千里,0.03,-128.07,,5.47,,2876.81,-138.0,,08-30
312,600681,百川能源,,,,0.52,,9.69,-101.18,,08-30
313,600710,*ST常林,-0.09,-25.0,,-2.98,,-5496.91,-28.48,,08-30
314,600887,伊利股份,0.75,-21.05,,13.32,,229287.28,31.93,,08-30
315,600271,航天信息,0.68,6.25,,9.98,,63215.87,6.88,,08-30
316,000815,美利云,-0.43,65.38,,-35.26,,-13604.29,67.95,,08-30
317,600759,洲际油气,0.01,-61.15,,0.1,,910.78,-61.05,,08-30
318,600789,鲁抗医药,-0.09,125.0,,-3.33,,-5001.87,108.6,,08-30
319,600605,汇通能源,0.02,-51.43,,0.67,,321.65,-51.83,,08-30
320,000630,铜陵有色,0.16,-23.81,,2.0,,22346.52,-25.95,,08-30
321,600611,大众交通,0.13,8.33,,3.72,,20828.37,5.82,,08-30
322,600638,新黄浦,0.11,-38.85,,1.8,,6111.69,-38.84,,08-30
323,601818,光大银行,0.34,-8.11,3.53,9.7,1.17,1584500.0,6.22,,08-30
324,600653,申华控股,-0.05,-1880.77,,-4.07,,-8090.89,-1916.0,,08-30
325,600965,福成股份,0.07,-38.81,,2.94,,2645.0,-17.25,,08-30
326,600302,标准股份,-0.12,154.29,,-3.37,,-4002.25,154.28,,08-30
327,002306,中科云网,-0.01,-98.18,,-1.68,,-658.87,-97.01,,08-30
328,600782,新钢股份,-0.01,-93.75,,-0.25,,-1898.41,-91.62,,08-30
329,600257,大湖股份,0.03,-95.06,,1.43,,1106.07,-95.06,,08-30
330,000066,长城电脑,-0.06,-2233.33,,-3.3,,-8484.49,-2132.09,,08-30
331,600242,中昌海运,-0.19,-3.54,,-21.62,,-5227.13,-3.51,,08-30
332,600586,金晶科技,0.03,-40.0,,0.88,,3647.24,-43.29,,08-30
333,600027,华电国际,0.36,57.83,,11.14,,267810.9,58.04,,08-30
334,600066,宇通客车,0.55,10.49,,7.74,,69678.46,10.25,,08-30
335,600726,华电能源,0.13,-11325.0,,8.52,,26483.44,-11781.1,,08-30
336,600170,上海建工,0.24,-29.41,,6.32,,85509.81,9.27,,08-30
337,600345,长江通信,0.16,1500.0,,2.93,,3194.0,1289.53,,08-30
338,000592,平潭发展,0.04,135.1,,2.78,,3008.76,135.44,,08-30
339,600117,西宁特钢,-0.17,-280.99,,-4.54,,-12486.94,-280.94,,08-30
340,600036,招商银行,1.21,-0.82,11.34,10.75,16.21,3045900.0,15.94,,08-30
341,600658,电子城,0.7,14.75,,14.21,,40363.38,14.66,,08-30
342,002506,协鑫集成,-3.09,530.61,,,,-260701.42,527.98,,08-30
343,000548,湖南投资,0.02,0.0,,0.68,,1005.61,1.72,,08-30
344,600182,S佳通,0.3,-12.89,,9.88,,10367.03,-13.45,,08-30
345,600321,国栋建设,-0.01,-181.25,,-0.73,,-1572.06,-182.26,,08-30
346,000789,万年青,0.62,90.28,,11.32,,25207.41,90.16,,08-30
347,600756,浪潮软件,0.04,-116.99,,1.29,,1012.55,-117.14,,08-30
348,600191,华资实业,0.06,7.88,,1.63,,2719.0,7.81,,08-30
349,000629,*ST钒钛,0.07,71.5,,3.86,,58883.69,70.88,,08-30
350,600388,龙净环保,0.33,6.45,,5.02,,14287.29,7.15,,08-30
351,000973,佛塑科技,0.03,50.0,,1.25,,2553.69,26.3,,08-30
352,600664,哈药股份,0.17,70.0,,3.88,,32036.6,75.7,,08-30
353,600689,上海三毛,-0.07,-669.23,1.51,-4.76,,-1478.41,-669.75,,08-30
354,600652,游久游戏,-0.09,-1442.86,,-5.63,,-5245.86,-1453.72,,08-30
355,600130,波导股份,0.04,18.18,,3.54,,2966.57,16.16,,08-30
356,600735,新华锦,0.09,0.79,,3.71,,2225.29,0.74,,08-30
357,601010,文峰股份,0.34,21.43,,6.53,,25118.24,21.52,,08-30
358,600503,华丽家族,0.01,-50.0,,0.31,,617.0,-50.01,,08-30
359,000338,潍柴动力,1.88,80.77,,12.64,,376483.62,80.57,10派1,08-30
360,600027,华电国际,0.36,57.83,,11.14,,267810.9,58.04,,08-30
361,600066,宇通客车,0.55,10.49,,7.74,,69678.46,10.25,,08-30
362,600726,华电能源,0.13,-11325.0,,8.52,,26483.44,-11781.1,,08-30
363,000548,湖南投资,0.02,0.0,,0.68,,1005.61,1.72,,08-30
