,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
658,002723,金莱特,4.7129,76.3861,5.0136,71.8047,1.8721,192.2974
659,601699,潞安环能,2.6993,133.3679,5.0129,71.8147,0.4636,776.5315
660,600894,广日股份,4.3435,82.8825,5.0123,71.8233,0.8188,439.6678
661,000060,中金岭南,40.6539,8.8552,5.0117,71.8319,2.8365,126.917
662,002141,蓉胜超微,4.0845,88.1381,5.01,71.8563,1.6505,218.1157
663,002681,奋达科技,3.6908,97.5398,4.9944,72.0807,0.9385,383.5908
664,000570,苏常柴A,3.5335,101.882,4.9901,72.1428,1.1453,314.3281
665,601038,一拖股份,7.5387,47.7536,4.9783,72.3138,1.2712,283.197
666,600818,中路股份,10.5569,34.1009,4.9576,72.6158,1.606,224.1594
667,300390,天华超净,3.105,115.942,4.9478,72.7596,1.2796,281.3379
668,300481,濮阳惠成,6.1528,58.5099,4.9441,72.8141,1.432,251.3966
669,002078,太阳纸业,8.8776,40.5515,4.9367,72.9232,1.3221,272.2941
670,002618,丹邦科技,1.3885,259.2726,4.9335,72.9705,0.3592,1002.2272
671,002441,众业达,3.8532,93.4288,4.929,73.0371,1.4497,248.3272
672,002075,沙钢股份,70.6238,5.0974,4.9265,73.0742,2.2728,158.3949
673,600449,宁夏建材,2.4208,148.7112,4.9181,73.199,1.0368,347.2222
674,000555,神州信息,1.7977,200.2559,4.9084,73.3437,0.8744,411.7109
675,002776,柏堡龙,6.7684,53.1883,4.9023,73.4349,0.5762,624.7831
676,600058,五矿发展,4.9598,72.5836,4.8955,73.5369,1.5995,225.0703
677,300335,迪森股份,3.077,116.9971,4.8939,73.561,0.6951,517.9111
678,300085,银之杰,1.8396,195.6947,4.8596,74.0802,0.6028,597.213
679,002333,罗普斯金,13.5868,26.4963,4.8539,74.1672,1.1856,303.6437
680,002262,恩华药业,3.3284,108.1601,4.8522,74.1931,1.3348,269.7033
681,600182,S佳通,2.0323,177.1392,4.8502,74.2237,1.3115,274.4949
682,000951,中国重汽,3.2259,111.5968,4.8495,74.2345,0.9695,371.3254
683,002554,惠博普,1.1919,302.0388,4.8427,74.3387,0.6215,579.2438
684,300151,昌红科技,3.404,105.7579,4.842,74.3494,0.6304,571.066
685,002539,新都化工,10.0089,35.968,4.8292,74.5465,1.6468,218.6058
686,000591,太阳能,6.3676,56.5362,4.8256,74.6021,1.6469,218.5925
687,300269,联建光电,2.2963,156.7739,4.8194,74.6981,1.0152,354.6099
688,600811,东方集团,28.1521,12.7877,4.8176,74.726,0.8851,406.7337
689,002116,中国海诚,6.2093,57.9775,4.8153,74.7617,1.042,345.4894
690,002144,宏达高科,3.426,105.0788,4.8126,74.8036,0.6201,580.5515
691,300243,瑞丰高材,3.2825,109.6725,4.8049,74.9235,1.1154,322.7542
692,603788,宁波高发,4.4995,80.0089,4.7912,75.1378,0.8537,421.6938
693,002600,江粉磁材,3.4712,103.7105,4.7909,75.1425,1.1526,312.3373
694,002056,横店东磁,4.3805,82.1824,4.7908,75.144,1.0265,350.7063
695,600595,中孚实业,19.9473,18.0476,4.7884,75.1817,1.1868,303.3367
696,600888,新疆众和,10.0776,35.7228,4.785,75.2351,1.5323,234.9409
697,002607,亚夏汽车,150.4123,2.3934,4.7555,75.7018,2.2106,162.8517
698,000030,富奥股份,3.2758,109.8968,4.7385,75.9734,0.9457,380.6704
699,002410,广联达,10.3247,34.8678,4.7366,76.0039,0.4812,748.1297
700,002463,沪电股份,3.2127,112.0553,4.7228,76.226,1.1636,309.3847
701,300143,星河生物,9.2883,38.7584,4.7208,76.2583,1.8273,197.012
702,600739,辽宁成大,4.3072,83.581,4.7058,76.5013,1.2717,283.0856
703,000912,泸天化,49.8747,7.2181,4.6928,76.7133,1.9217,187.3341
704,300437,清水源,6.1126,58.8947,4.6878,76.7951,1.0527,341.9778
705,300376,易事特,2.1725,165.7077,4.684,76.8574,0.9996,360.1441
706,300339,润和软件,1.2275,293.279,4.6693,77.0994,0.616,584.4156
707,000877,天山股份,3.6203,99.4393,4.669,77.1043,0.8144,442.0432
708,002382,蓝帆医疗,4.6132,78.0369,4.6629,77.2052,1.3518,266.3116
709,000601,韶能股份,6.9342,51.9166,4.6596,77.2599,1.8432,195.3125
710,002226,江南化工,2.5697,140.0942,4.6448,77.506,0.7879,456.9108
711,002024,苏宁云商,124.0389,2.9023,4.6434,77.5294,1.7671,203.7236
712,002015,霞客环保,3.5947,100.1474,4.6403,77.5812,1.0724,335.6956
713,000859,国风塑业,4.9254,73.0905,4.6396,77.5929,0.8313,433.0567
714,002772,众兴菌业,91.4698,3.9357,4.6281,77.7857,0.7125,505.2632
715,603288,海天味业,,,4.6134,78.0336,1.2836,280.4612
716,300207,欣旺达,3.7774,95.3036,4.5995,78.2694,1.2216,294.6955
717,002233,塔牌集团,30.9214,11.6424,4.5968,78.3153,1.3934,258.3608
718,002533,金杯电工,3.2783,109.813,4.5885,78.457,1.1072,325.1445
719,002032,苏泊尔,6.0222,59.7788,4.5884,78.4587,1.5114,238.1898
720,603306,华懋科技,3.1935,112.729,4.5816,78.5752,0.5771,623.8087
721,000066,长城电脑,4.3571,82.6238,4.5739,78.7074,1.6562,217.3651
722,000672,上峰水泥,12.946,27.8078,4.5735,78.7143,1.3036,276.1583
723,000688,建新矿业,4.0276,89.3833,4.5713,78.7522,1.147,313.8622
724,601677,明泰铝业,11.5092,31.2793,4.5605,78.9387,1.4847,242.4732
725,002156,通富微电,3.9356,91.4727,4.5596,78.9543,0.9091,395.996
726,000027,深圳能源,3.1547,114.1154,4.5542,79.0479,0.6669,539.8111
727,300459,金科娱乐,4.1316,87.1333,4.5538,79.0549,1.0618,339.0469
728,002330,得利斯,6.4398,55.9024,4.5517,79.0913,2.0858,172.5956
729,600373,中文传媒,4.8924,73.5835,4.5468,79.1766,0.8022,448.7659
730,002735,王子新材,2.0235,177.9096,4.5308,79.4562,0.717,502.0921
731,300072,三聚环保,1.2781,281.6681,4.5292,79.4842,0.6285,572.7924
732,600699,均胜电子,5.2015,69.2108,4.5241,79.5738,1.5912,226.2443
733,002405,四维图新,4.2363,84.9798,4.5224,79.6038,0.5109,704.6389
734,601877,正泰电器,3.5113,102.5261,4.5222,79.6073,0.9206,391.0493
735,000421,南京公用,16.7643,21.4742,4.5187,79.6689,1.6797,214.324
736,600513,联环药业,3.0073,119.7087,4.5129,79.7713,0.89,404.4944
737,300433,蓝思科技,4.2553,84.6004,4.508,79.858,1.6684,215.7756
738,002647,宏磊股份,3.4781,103.5048,4.495,80.089,1.2085,297.8899
739,300398,飞凯材料,2.5763,139.7353,4.4837,80.2908,0.5963,603.723
740,002734,利民股份,4.788,75.188,4.4776,80.4002,1.8205,197.7479
741,601313,江南嘉捷,2.6511,135.7927,4.4754,80.4397,0.929,387.5135
742,000553,沙隆达A,5.9736,60.2652,4.4747,80.4523,1.5829,227.4307
743,000035,中国天楹,3.2421,111.0391,4.4709,80.5207,0.5921,608.0054
744,603818,曲美家居,26.9778,13.3443,4.4675,80.582,1.4573,247.0322
745,002497,雅化集团,3.8199,94.2433,4.4584,80.7465,1.1135,323.3049
746,002324,普利特,2.6199,137.4098,4.453,80.8444,1.2345,291.616
747,600744,华银电力,4.5153,79.7289,4.4521,80.8607,1.1289,318.8945
748,600469,风神股份,4.4189,81.4682,4.4422,81.0409,1.3975,257.6029
749,600063,皖维高新,8.9447,40.2473,4.4387,81.1048,1.548,232.5581
750,000960,锡业股份,34.2742,10.5035,4.4343,81.1853,2.4343,147.8865
751,000708,大冶特钢,11.4623,31.4073,4.4317,81.2329,1.9423,185.3473
752,603168,莎普爱思,44.2147,8.1421,4.423,81.3927,1.4132,254.741
753,300253,卫宁健康,0.9496,379.107,4.4165,81.5125,0.5309,678.0938
754,000572,海马汽车,175.318,2.0534,4.399,81.8368,1.2318,292.2552
755,002584,西陇科学,5.1612,69.7512,4.387,82.0606,1.3466,267.34
756,300325,德威新材,2.3137,155.5949,4.375,82.2857,0.8095,444.719
757,002597,金禾实业,15.9636,22.5513,4.3697,82.3855,1.2769,281.9328
758,002068,黑猫股份,3.3232,108.3293,4.3695,82.3893,1.0905,330.1238
759,600532,宏达矿业,8.8841,40.5218,4.3689,82.4006,0.4723,762.2274
760,000050,深天马A,3.5133,102.4678,4.3674,82.4289,1.3085,275.1242
761,002379,*ST鲁丰,9.2171,39.0578,4.351,82.7396,0.5451,660.4293
762,600419,天润乳业,14.6875,24.5106,4.3495,82.7681,1.4614,246.3391
763,300192,科斯伍德,2.7356,131.5982,4.3456,82.8424,0.7769,463.3801
764,002668,奥马电器,7.2216,49.8504,4.3439,82.8748,1.6537,217.6937
765,002247,帝龙新材,3.8706,93.0088,4.3426,82.8996,0.803,448.3188
766,603519,立霸股份,3.6085,99.7644,4.3349,83.0469,1.1002,327.2132
767,300501,海顺新材,2.6228,137.2579,4.3237,83.262,1.0346,347.9606
768,002182,云海金属,5.6557,63.6526,4.3162,83.4067,1.6371,219.901
769,600218,全柴动力,4.2262,85.1829,4.3156,83.4183,1.3076,275.3136
770,002034,美欣达,6.0378,59.6244,4.3104,83.5189,1.373,262.1996
771,600018,上港集团,9.3882,38.346,4.3004,83.7131,1.213,296.7848
772,002509,天广中茂,1.4593,246.6936,4.3001,83.719,0.4824,746.2687
773,600272,开开实业,5.1224,70.2796,4.2975,83.7696,1.7429,206.5523
774,603333,明星电缆,0.8384,429.3893,4.2956,83.8067,0.5166,696.8641
775,000059,华锦股份,73.5965,4.8915,4.2941,83.836,2.1874,164.579
776,002669,康达新材,2.3011,156.4469,4.2889,83.9376,0.9125,394.5205
777,600282,南钢股份,28.6294,12.5745,4.2882,83.9513,1.3487,266.9237
778,600123,兰花科创,31.8772,11.2933,4.2841,84.0317,0.5111,704.3631
779,000919,金陵药业,4.8104,74.8379,4.2699,84.3111,1.0273,350.4332
780,600808,马钢股份,37.1305,9.6955,4.2607,84.4932,1.4524,247.8656
781,600213,亚星客车,0.7976,451.3541,4.2577,84.5527,0.5352,672.6457
782,600864,哈投股份,9.3838,38.364,4.2498,84.7099,0.6242,576.7382
783,600629,华建集团,4.2575,84.5567,4.249,84.7258,1.5547,231.5559
784,600206,有研新材,10.4268,34.5264,4.2384,84.9377,0.672,535.7143
785,600720,祁连山,6.4686,55.6535,4.2372,84.9618,1.5686,229.504
786,002048,宁波华翔,4.4799,80.3589,4.2369,84.9678,1.454,247.5928
787,600370,三房巷,6.9152,52.0592,4.2349,85.0079,0.6951,517.9111
788,600242,中昌海运,1.1347,317.2645,4.2349,85.0079,0.3626,992.8296
789,300107,建新股份,5.4265,66.3411,4.2324,85.0581,0.7633,471.6363
790,600308,华泰股份,4.8192,74.7012,4.2283,85.1406,1.1592,310.559
791,300198,纳川股份,1.5389,233.9333,4.2241,85.2253,0.8261,435.7826
792,000629,*ST钒钛,5.9865,60.1353,4.2191,85.3263,0.9575,375.9791
793,600127,金健米业,12.8758,27.9594,4.2119,85.4721,1.8918,190.295
794,000930,中粮生化,14.6774,24.5275,4.203,85.6531,2.1887,164.4812
795,300174,元力股份,7.1109,50.6265,4.1988,85.7388,1.634,220.3182
796,600470,六国化工,22.0661,16.3146,4.1973,85.7694,2.4484,147.0348
797,600071,凤凰光学,2.2541,159.709,4.1942,85.8328,1.011,356.0831
798,600171,上海贝岭,3.1215,115.3292,4.1921,85.8758,0.3106,1159.047
799,300297,蓝盾股份,1.206,298.5075,4.1867,85.9866,0.5547,648.9995
800,002096,南岭民爆,5.7945,62.1279,4.184,86.0421,1.0314,349.0401
801,002746,仙坛股份,35.0935,10.2583,4.1821,86.0812,2.1333,168.7526
802,002235,安妮股份,3.7931,94.9092,4.1781,86.1636,1.1089,324.646
803,600019,宝钢股份,12.7903,28.1463,4.1754,86.2193,1.6335,220.3857
804,002388,新亚制程,3.2183,111.8603,4.1716,86.2978,1.1375,316.4835
805,600538,国发股份,2.52,142.8571,4.1579,86.5822,0.7187,500.9044
806,600211,西藏药业,16.2654,22.1329,4.1524,86.6969,1.9195,187.5488
807,603969,银龙股份,2.2067,163.1395,4.1449,86.8537,1.0578,340.329
808,600336,澳柯玛,10.6132,33.92,4.1438,86.8768,1.8842,191.0625
809,300290,荣科科技,0.7783,462.5466,4.1432,86.8894,0.442,814.4796
810,002709,天赐材料,2.667,134.9831,4.1412,86.9313,1.1322,317.965
811,000619,海螺型材,22.674,15.8772,4.13,87.1671,1.2504,287.9079
812,002413,雷科防务,2.8145,127.909,4.1198,87.3829,1.2759,282.1538
813,002243,通产丽星,2.3653,152.2006,4.1123,87.5423,1.0601,339.5906
814,000521,美菱电器,6.5951,54.586,4.1076,87.6424,1.107,325.2033
815,600858,银座股份,4749.8443,0.0758,4.1034,87.7321,2.9041,123.9627
816,002336,*ST人乐,1592.5888,0.226,4.1026,87.7492,1.8928,190.1944
817,002394,联发股份,6.8299,52.7094,4.1001,87.8027,0.952,378.1513
818,300233,金城医药,3.0126,119.4981,4.0918,87.9808,0.9841,365.8165
819,603366,日出东方,38.7214,9.2972,4.0873,88.0777,0.5988,601.2024
820,000639,西王食品,13.1006,27.4797,4.0855,88.1165,1.6174,222.5794
821,601258,庞大集团,53.2764,6.7572,4.0801,88.2331,0.8253,436.205
822,000065,北方国际,2.6329,136.7314,4.0701,88.4499,0.357,1008.4034
823,002650,加加食品,23.6248,15.2382,4.0672,88.513,1.5816,227.6176
824,002578,闽发铝业,6.5878,54.6465,4.0665,88.5282,1.7395,206.956
825,002014,永新股份,4.2505,84.6959,4.0631,88.6023,1.0717,335.9149
826,000911,南宁糖业,5.0662,71.0592,4.0586,88.7005,0.7335,490.7975
827,600422,昆药集团,6.1709,58.3383,4.0562,88.753,1.6729,215.1952
828,002660,茂硕电源,1.6197,222.2634,4.0489,88.913,0.6994,514.7269
829,002752,昇兴股份,4.9071,73.3631,4.0413,89.0802,1.2919,278.6593
830,600444,国机通用,1.9999,180.009,4.0299,89.3322,0.9908,363.3428
831,603309,维力医疗,5.0113,71.8376,4.0282,89.3699,0.9488,379.4266
832,603227,雪峰科技,3.6684,98.1354,4.0277,89.381,0.62,580.6452
833,002430,杭氧股份,2.2509,159.936,4.0239,89.4654,0.945,380.9524
834,002677,浙江美大,29.0723,12.3829,4.0211,89.5277,0.4417,815.0328
835,600870,厦华电子,15.8542,22.7069,4.0201,89.55,0.6146,585.7468
836,002616,长青集团,4.3976,81.8628,4.0162,89.637,1.1066,325.3208
837,002230,科大讯飞,1.1924,301.9121,4.0064,89.8562,0.4551,791.0349
838,002329,皇氏集团,2.4121,149.2475,4.0017,89.9618,0.9677,372.0161
839,600873,梅花生物,21.7451,16.5555,3.9983,90.0383,1.6306,220.7776
840,000401,冀东水泥,4.1387,86.9838,3.9948,90.1172,0.7991,450.5068
841,600401,海润光伏,1.3225,272.2117,3.992,90.1804,0.5639,638.4111
842,000756,新华制药,7.2334,49.7691,3.9916,90.1894,1.7537,205.2803
843,600833,第一医药,7.7993,46.158,3.9875,90.2821,1.928,186.722
844,000576,广东甘化,3.0773,116.9857,3.9872,90.2889,0.6194,581.2076
845,600522,中天科技,3.0053,119.7884,3.9852,90.3342,1.2261,293.6139
846,300218,安利股份,9.393,38.3264,3.9837,90.3683,1.5367,234.2682
847,600458,时代新材,3.4247,105.1187,3.9815,90.4182,1.2457,288.9941
848,300213,佳讯飞鸿,1.5096,238.4738,3.9764,90.5342,0.6858,524.9344
849,002228,合兴包装,3.049,118.0715,3.9717,90.6413,1.4204,253.4497
850,600256,广汇能源,4.5585,78.9733,3.9695,90.6915,0.6411,561.5349
851,002415,海康威视,2.6426,136.2295,3.968,90.7258,0.8036,447.9841
852,002697,红旗连锁,370.2883,0.9722,3.9616,90.8724,1.6602,216.8413
853,601311,骆驼股份,5.928,60.7287,3.9555,91.0125,1.0497,342.9551
854,002429,兆驰股份,2.972,121.1306,3.9498,91.1439,0.6932,519.3306
855,603020,爱普股份,6.2125,57.9477,3.946,91.2316,1.0661,337.6794
856,000793,华闻传媒,3.8774,92.8457,3.9453,91.2478,0.7216,498.8914
857,000705,浙江震元,3.6077,99.7866,3.9346,91.496,1.3306,270.5546
858,002301,齐心集团,2.8933,124.4254,3.9303,91.5961,0.8914,403.8591
859,601600,中国铝业,25.5501,14.09,3.9289,91.6287,1.5405,233.6904
860,002549,凯美特气,1.346,267.4591,3.9287,91.6334,0.195,1846.1538
861,002103,广博股份,4.3355,83.0354,3.926,91.6964,1.4135,254.6869
862,002245,澳洋顺昌,3.1759,113.3537,3.9256,91.7057,0.7305,492.8131
863,000823,超声电子,2.7824,129.3847,3.9228,91.7712,0.9842,365.7793
864,603568,伟明环保,2.9334,122.7245,3.9155,91.9423,0.9957,361.5547
865,300485,赛升药业,48.9389,7.3561,3.9073,92.1352,0.4032,892.8571
866,600227,赤天化,4.5915,78.4057,3.9028,92.2415,1.2887,279.3513
867,300405,科隆精化,1.7418,206.6827,3.8967,92.3859,0.5886,611.6208
868,000593,大通燃气,36.2921,9.9195,3.8866,92.6259,1.1166,322.4073
869,002426,胜利精密,2.4195,148.7911,3.8857,92.6474,0.7779,462.7844
870,002573,清新环境,2.2763,158.1514,3.8841,92.6856,0.8395,428.8267
871,603555,贵人鸟,1.0374,347.0214,3.8825,92.7238,0.4435,811.7249
872,002284,亚太股份,4.0535,88.8121,3.8811,92.7572,0.8662,415.6084
873,002420,毅昌股份,2.1212,169.7153,3.8658,93.1243,0.9526,377.9131
874,600581,*ST八钢,86.1703,4.1778,3.8611,93.2377,1.9354,186.0081
875,300310,宜通世纪,2.0533,175.3275,3.8459,93.6062,1.0206,352.7337
876,002409,雅克科技,4.1362,87.0364,3.8437,93.6598,0.6535,550.8799
877,600482,中国动力,7.9023,45.5564,3.8394,93.7647,1.8745,192.0512
878,600139,西部资源,1.5458,232.8891,3.8386,93.7842,0.3645,987.6543
879,002003,伟星股份,5.7748,62.3398,3.8384,93.7891,1.5011,239.8241
880,300342,天银机电,2.5835,139.3458,3.8321,93.9433,0.6509,553.0804
881,600303,曙光股份,2.8172,127.7865,3.8292,94.0144,0.6324,569.26
882,603899,晨光文具,28.985,12.4202,3.8272,94.0635,2.2648,158.9544
883,300479,神思电子,3.7227,96.704,3.8249,94.1201,0.8669,415.2728
884,600535,天士力,2.078,173.2435,3.8156,94.3495,1.0796,333.4568
885,002456,欧菲光,3.5833,100.4661,3.815,94.3644,1.3216,272.3971
886,600005,武钢股份,4.6551,77.3345,3.8121,94.4361,1.2531,287.2875
887,600332,白云山,12.7233,28.2945,3.8109,94.4659,1.5845,227.201
888,600653,申华控股,14.9419,24.0933,3.7998,94.7418,1.2121,297.0052
889,002260,德奥通航,3.9763,90.5364,3.7992,94.7568,1.1815,304.6974
890,002475,立讯精密,2.7153,132.582,3.7991,94.7593,1.0979,327.8987
891,002390,信邦制药,2.284,157.6182,3.7893,95.0044,0.7884,456.621
892,002067,景兴纸业,4.2097,85.5168,3.7853,95.1047,0.8821,408.117
893,600230,*ST沧大,242.6522,1.4836,3.7679,95.5439,1.3494,266.7852
894,600122,宏图高科,14.5771,24.6963,3.7659,95.5947,1.0833,332.3179
895,600105,永鼎股份,2.5494,141.2097,3.7635,95.6556,0.94,382.9787
896,300408,三环集团,2.5609,140.5756,3.7629,95.6709,0.535,672.8972
897,300209,天泽信息,1.7746,202.8626,3.7504,95.9898,0.2889,1246.1059
898,002100,天康生物,10.0351,35.8741,3.7482,96.0461,1.7959,200.4566
899,300259,新天科技,2.3638,152.2971,3.7469,96.0794,0.4126,872.5158
900,300235,方直科技,2.3401,153.8396,3.7404,96.2464,0.3153,1141.7697
901,603611,诺力股份,7.0745,50.887,3.735,96.3855,1.1135,323.3049
902,601898,中煤能源,4.7492,75.8022,3.7333,96.4294,0.7483,481.0905
903,002602,世纪华通,4.0988,87.8306,3.7331,96.4346,1.4123,254.9033
904,000533,万家乐,2.4626,146.187,3.7318,96.4682,0.9452,380.8718
905,000155,*ST川化,4.5319,79.4369,3.7317,96.4708,0.5635,638.8642
906,002299,圣农发展,18.2704,19.704,3.7296,96.5251,2.1591,166.7361
907,603100,川仪股份,1.5225,236.4532,3.7233,96.6884,0.7654,470.3423
908,002692,远程电缆,1.7546,205.175,3.7228,96.7014,0.9935,362.3553
909,002105,信隆健康,2.9907,120.3732,3.7214,96.7378,1.2861,279.916
910,002030,达安基因,1.555,231.5113,3.7056,97.1503,0.744,483.871
911,600757,长江传媒,7.3852,48.7461,3.7012,97.2658,0.9628,373.9094
912,002579,中京电子,2.74,131.3869,3.7011,97.2684,1.1577,310.9614
913,601058,赛轮金宇,4.5024,79.9574,3.6999,97.2999,1.0996,327.3918
914,600797,浙大网新,3.2791,109.7862,3.6977,97.3578,1.0401,346.1206
915,603993,洛阳钼业,3.665,98.2265,3.6961,97.4,0.2142,1680.6723
916,600517,置信电气,1.5084,238.6635,3.6895,97.5742,0.7665,469.6673
917,000851,高鸿股份,3.4327,104.8737,3.6858,97.6721,0.9372,384.1229
918,300252,金信诺,1.7375,207.1942,3.6837,97.7278,0.8612,418.0214
919,300121,阳谷华泰,2.5207,142.8175,3.6837,97.7278,0.9099,395.6479
920,600775,南京熊猫,2.8571,126.0019,3.6825,97.7597,0.7595,473.9961
921,002079,苏州固锝,3.4189,105.297,3.679,97.8527,0.6618,543.971
922,002670,国盛金控,2.7465,131.0759,3.6776,97.8899,0.9151,393.3996
923,603022,新通联,3.5268,102.0755,3.6709,98.0686,1.0721,335.7896
924,600187,国中水务,0.751,479.3609,3.6667,98.1809,0.3074,1171.1126
925,002411,必康股份,1.7796,202.2927,3.6655,98.2131,0.7901,455.6385
926,600389,江山股份,10.8916,33.053,3.6637,98.2613,2.2648,158.9544
927,002106,莱宝高科,2.8214,127.5962,3.6627,98.2881,0.6307,570.7944
928,603019,中科曙光,3.1301,115.0123,3.6614,98.323,1.0975,328.0182
929,002672,东江环保,3.1071,115.8637,3.6603,98.3526,0.7496,480.2561
930,300453,三鑫医疗,2.875,125.2174,3.6504,98.6193,0.9983,360.613
931,600183,生益科技,2.2096,162.9254,3.6472,98.7059,1.1184,321.8884
932,000158,常山股份,10.2586,35.0925,3.6462,98.7329,1.6135,223.1174
933,002045,国光电器,2.4475,147.0889,3.6423,98.8386,1.0486,343.3149
934,000807,云铝股份,41.4835,8.6781,3.6414,98.8631,1.7817,202.0542
935,300373,扬杰科技,2.0418,176.315,3.6368,98.9881,0.7609,473.1239
936,002011,盾安环境,3.6194,99.464,3.6326,99.1026,1.0319,348.871
937,000045,深纺织A,5.3694,67.0466,3.6323,99.1108,0.568,633.8028
938,000927,一汽夏利,60.5936,5.9412,3.6309,99.149,1.6794,214.3623
939,000758,中色股份,4.6098,78.0945,3.6274,99.2446,1.1071,325.1739
940,300322,硕贝德,3.0229,119.0909,3.6238,99.3432,0.9576,375.9398
941,600358,国旅联合,13.4818,26.7027,3.6207,99.4283,0.3965,907.9445
942,600479,千金药业,12.1853,29.5438,3.6187,99.4832,1.0101,356.4004
943,600481,双良节能,2.9757,120.9799,3.6162,99.552,0.8527,422.1883
944,300019,硅宝科技,2.7075,132.964,3.6147,99.5933,1.0051,358.1733
945,000983,西山煤电,3.062,117.5702,3.6123,99.6595,1.0107,356.1888
946,000716,黑芝麻,6.9934,51.4771,3.6045,99.8752,0.7526,478.3417
947,000833,贵糖股份,29.3189,12.2788,3.6036,99.9001,1.2586,286.0321
948,002402,和而泰,2.7393,131.4204,3.6028,99.9223,0.843,427.0463
949,601113,华鼎股份,5.0148,71.7875,3.5944,100.1558,0.5913,608.828
950,000407,胜利股份,5.6697,63.4954,3.5899,100.2813,1.0873,331.0954
951,600423,柳化股份,9.4583,38.0618,3.5868,100.368,1.176,306.1224
952,600329,中新药业,3.8937,92.457,3.5867,100.3708,1.339,268.8574
953,002211,宏达新材,4.1888,85.9435,3.5866,100.3736,0.8363,430.4675
954,002741,光华科技,2.8197,127.6732,3.586,100.3904,1.0835,332.2566
955,300328,宜安科技,2.6423,136.2449,3.5746,100.7106,0.8507,423.1809
956,000723,美锦能源,1.5823,227.5169,3.5739,100.7303,0.92,391.3043
957,600567,山鹰纸业,4.6532,77.3661,3.5693,100.8601,1.0395,346.3203
958,300465,高伟达,1.8529,194.29,3.5674,100.9138,0.7756,464.1568
959,002694,顾地科技,2.5556,140.8671,3.5671,100.9223,1.0194,353.1489
960,300291,华录百纳,1.3753,261.7611,3.5665,100.9393,0.6714,536.193
961,000850,华茂股份,8.6434,41.6503,3.5655,100.9676,1.056,340.9091
962,601118,海南橡胶,5.0719,70.9793,3.5603,101.1151,0.943,381.7603
963,002312,三泰控股,0.6108,589.391,3.5585,101.1662,0.3312,1086.9565
964,600725,*ST云维,2.9361,122.6116,3.5405,101.6806,0.5172,696.0557
965,002753,永东股份,4.1652,86.4304,3.538,101.7524,1.2268,293.4464
966,000800,一汽轿车,99.3787,3.6225,3.5351,101.8359,1.8878,190.6982
967,300031,宝通科技,1.3892,259.142,3.5347,101.8474,0.5819,618.663
968,002614,蒙发利,4.8688,73.9402,3.5285,102.0264,0.8124,443.1315
969,000898,鞍钢股份,25.6879,14.0144,3.5197,102.2814,1.435,250.8711
970,000739,普洛药业,4.5517,79.0913,3.5182,102.3251,1.3207,272.5827
971,002019,亿帆鑫富,4.2628,84.4515,3.5169,102.3629,1.3292,270.8396
972,002790,瑞尔特,4.7862,75.2162,3.5155,102.4036,1.4817,242.9642
973,002562,兄弟科技,4.552,79.0861,3.5153,102.4095,1.0642,338.2823
974,603701,德宏股份,2.796,128.7554,3.5001,102.8542,1.2316,292.3027
975,601003,柳钢股份,42.3366,8.5033,3.499,102.8865,1.6396,219.5657
976,601718,际华集团,6.8232,52.7612,3.4971,102.9424,1.1243,320.1992
977,600261,阳光照明,3.1015,116.0729,3.4912,103.1164,0.9457,380.6704
978,600363,联创光电,2.7301,131.8633,3.4901,103.1489,1.0005,359.8201
979,000581,威孚高科,3.5812,100.525,3.489,103.1814,0.5676,634.2495
980,600655,豫园商城,27.1605,13.2545,3.4796,103.4602,1.9977,180.2072
981,002089,新海宜,1.9576,183.8987,3.4785,103.4929,0.5917,608.4164
982,002246,北化股份,3.6742,97.9805,3.4785,103.4929,1.3866,259.6279
983,603806,福斯特,3.0669,117.3824,3.4782,103.5018,0.6311,570.4326
984,603398,邦宝益智,62.5103,5.7591,3.4754,103.5852,2.1841,164.8276
985,000932,华菱钢铁,12.4803,28.8455,3.4678,103.8122,1.2482,288.4153
986,002234,民和股份,17.9811,20.021,3.4655,103.8811,0.8745,411.6638
987,300225,金力泰,2.3833,151.0511,3.4654,103.8841,0.7934,453.7434
988,002216,三全食品,11.0129,32.6889,3.4645,103.9111,2.1542,167.1154
989,002653,海思科,42.5829,8.4541,3.4631,103.9531,0.4605,781.759
990,002150,通润装备,3.3344,107.9655,3.4623,103.9771,1.1881,303.0048
991,600345,长江通信,1.6393,219.6059,3.4602,104.0402,0.517,696.325
992,300005,探路者,9.0613,39.7294,3.4584,104.0944,1.3295,270.7785
993,002124,天邦股份,14.3267,25.1279,3.453,104.2572,1.9804,181.7815
994,600824,益民集团,32.204,11.1787,3.4517,104.2964,2.5891,139.0445
995,002546,新联电子,1.2733,282.7299,3.4514,104.3055,0.3843,936.7681
996,603601,再升科技,3.5252,102.1219,3.4501,104.3448,0.922,390.4555
997,000016,深康佳A,5.682,63.358,3.4489,104.3811,1.0774,334.1377
998,002360,同德化工,7.354,48.953,3.4476,104.4205,0.8039,447.8169
999,600099,林海股份,2.7493,130.9424,3.4377,104.7212,0.6571,547.8618
1000,600619,海立股份,3.0135,119.4624,3.4351,104.8004,0.8556,420.7574
1001,002521,齐峰新材,4.0609,88.6503,3.4308,104.9318,0.6016,598.4043
1002,300475,聚隆科技,3.4165,105.371,3.429,104.9869,0.2955,1218.2741
