,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
41,603000,人民网,2.1459,167.7618,119.2971,3.0177,0.4496,800.7117
42,300215,电科院,21.0568,17.0966,114.0781,3.1557,0.5558,647.715
43,002238,天威视讯,17.1886,20.9441,109.3828,3.2912,0.698,515.7593
44,603885,吉祥航空,45.4522,7.9204,106.9333,3.3666,2.5634,140.4385
45,601021,春秋航空,67.9779,5.2958,99.2632,3.6267,1.6902,212.9925
46,000504,*ST生物,1.105,325.7919,98.2579,3.6638,0.2598,1385.6813
47,600033,福建高速,3.3701,106.8218,98.134,3.6685,1.5308,235.1712
48,002081,金螳螂,0.9003,399.8667,97.9963,3.6736,0.7162,502.6529
49,603223,恒通股份,20.2623,17.767,96.8105,3.7186,5.9082,60.9323
50,002095,生意宝,18.5561,19.4006,89.293,4.0317,0.2655,1355.9322
51,002195,二三四五,10.6964,33.6562,87.2722,4.125,0.5982,601.8054
52,002739,万达院线,41.7094,8.6311,78.281,4.5988,2.0467,175.8929
53,300240,飞力达,4.4293,81.277,74.0502,4.8616,1.6524,217.8649
54,603117,万林股份,5.3164,67.715,73.7588,4.8808,0.1155,3116.8831
55,600593,大连圣亚,163.6159,2.2003,64.2202,5.6057,1.6156,222.8274
56,002325,洪涛股份,0.6817,528.0915,63.9241,5.6317,0.4585,785.169
57,300144,宋城演艺,104.7453,3.4369,63.4174,5.6767,0.8595,418.8482
58,300431,暴风集团,1.8515,194.4369,60.5025,5.9502,0.8761,410.912
59,600617,国新能源,10.6934,33.6656,60.2628,5.9738,1.4009,256.9777
60,601008,连云港,6.929,51.9555,58.0563,6.2009,1.4708,244.7648
61,000018,神州长城,1.8841,191.0727,57.3031,6.2824,1.5685,229.5186
62,002492,恒基达鑫,2.1303,168.9903,56.7381,6.3449,0.3275,1099.2366
63,002315,焦点科技,22.9945,15.6559,55.7036,6.4628,0.1934,1861.4271
64,002267,陕天然气,10.2013,35.2896,54.003,6.6663,2.5247,142.5912
65,000416,民生控股,5.6028,64.2536,53.9762,6.6696,0.1402,2567.7603
66,600705,中航资本,9.4663,38.0296,53.2126,6.7653,0.0353,10198.3003
67,000430,张家界,244.6696,1.4714,52.5922,6.8451,3.7939,94.8892
68,600515,海航基础,13.0381,27.6114,49.9446,7.208,0.8388,429.1845
69,000516,国际医学,66.2818,5.4314,48.9082,7.3607,1.3751,261.7991
70,600874,创业环保,0.7743,464.9361,47.0231,7.6558,0.4549,791.3827
71,600814,杭州解百,126.0625,2.8557,46.8339,7.6867,1.5442,233.1304
72,603300,华铁科技,0.8183,439.9365,44.5033,8.0893,0.4229,851.2651
73,600547,山东黄金,493.2344,0.7299,44.4852,8.0926,18.0614,19.932
74,300494,盛天网络,2.9019,124.0567,44.4083,8.1066,0.6069,593.1784
75,000096,广聚能源,220.6015,1.6319,43.6433,8.2487,0.6937,518.9563
76,601111,中国国航,26.2778,13.6998,42.4912,8.4723,3.9686,90.7121
77,300226,上海钢联,11280.2339,0.0319,41.8655,8.599,8.883,40.5268
78,600780,通宝能源,12.8706,27.9707,41.3016,8.7164,2.3798,151.2732
79,600774,汉商集团,167.864,2.1446,40.7517,8.834,4.3676,82.4251
80,000900,现代投资,16.4714,21.8561,39.7438,9.058,1.2235,294.2378
81,002711,欧浦智网,13.5922,26.4858,39.5742,9.0968,0.8477,424.6785
82,600029,南方航空,29.172,12.3406,39.487,9.1169,3.8916,92.5069
83,002561,徐家汇,81.564,4.4137,38.3766,9.3807,1.1863,303.4646
84,300364,中文在线,1.8934,190.1342,38.3369,9.3904,0.9047,397.922
85,000022,深赤湾A,6.0823,59.1881,37.944,9.4877,1.8586,193.6942
86,600004,白云机场,5.6286,63.9591,37.3823,9.6302,1.225,293.8776
87,300359,全通教育,2.774,129.7765,37.3575,9.6366,0.7261,495.7995
88,600588,用友网络,1.5165,237.3887,37.1133,9.7,0.4303,836.6256
89,600917,重庆燃气,18.3712,19.5959,37.0074,9.7278,1.469,245.0647
90,603828,柯利达,0.8017,449.0458,36.728,9.8018,0.6276,573.6138
91,600830,香溢融通,17.1981,20.9325,36.3844,9.8944,0.7855,458.3068
92,600642,申能股份,16.0371,22.4479,35.799,10.0561,2.4452,147.2272
93,300295,三六五网,10.9751,32.8015,35.001,10.2854,0.4587,784.8267
94,300036,超图软件,1.4354,250.8012,34.9812,10.2912,0.5325,676.0563
95,300017,网宿科技,4.5459,79.1922,34.1849,10.531,1.0161,354.2958
96,600804,鹏博士,21.146,17.0245,33.619,10.7082,1.6552,217.4964
97,002040,南京港,8.3952,42.8816,33.5732,10.7228,1.4154,254.3451
98,600050,中国联通,11.1688,32.2326,32.9356,10.9304,3.4454,104.4871
99,002320,海峡股份,17.3303,20.7729,32.5892,11.0466,0.8874,405.6795
100,600121,郑州煤电,8.0686,44.6174,31.8703,11.2958,2.4648,146.0565
101,600007,中国国贸,11.5051,31.2905,31.8643,11.2979,1.6735,215.118
102,000669,金鸿能源,4.3024,83.6742,31.2706,11.5124,0.6834,526.7779
103,601018,宁波港,6.7806,53.0926,30.9915,11.6161,1.5022,239.6485
104,603003,龙宇燃油,14.811,24.3063,29.8849,12.0462,3.9822,90.4023
105,300231,银信科技,1.9992,180.072,29.8288,12.0689,0.9676,372.0546
106,600505,西昌电力,13.5453,26.5775,29.7388,12.1054,2.691,133.7793
107,603167,渤海轮渡,48.8275,7.3729,29.6843,12.1276,3.0927,116.4031
108,600969,郴电国际,8.3896,42.9103,28.9367,12.4409,0.6696,537.6344
109,603123,翠微股份,105.551,3.4107,28.8368,12.484,2.2876,157.3702
110,000554,泰山石油,74.2231,4.8502,27.7364,12.9793,14.4682,24.8822
111,000543,皖能电力,8.451,42.5985,27.1806,13.2447,2.913,123.5839
112,002586,围海股份,1.4964,240.5774,26.5883,13.5398,0.6266,574.5292
113,600561,江西长运,11.1255,32.3581,26.4892,13.5904,1.393,258.435
114,600880,博瑞传播,2.5639,140.4111,26.3644,13.6548,0.5783,622.5143
115,000819,岳阳兴长,525.0833,0.6856,26.2161,13.732,2.4378,147.6741
116,600859,王府井,167.8232,2.1451,26.1331,13.7756,1.787,201.455
117,000715,中兴商业,10692.7965,0.0337,26.0177,13.8367,2.2751,158.2348
118,600711,盛屯矿业,9.0501,39.7786,26.0059,13.843,1.5836,227.3301
119,000875,吉电股份,4.0988,87.8306,25.8639,13.919,1.4383,250.2955
120,601333,广深铁路,4.5861,78.4981,25.7081,14.0034,2.28,157.8947
121,600115,东方航空,18.4049,19.56,25.3659,14.1923,4.0412,89.0825
122,600821,津劝业,345.5336,1.0419,24.7978,14.5174,1.1839,304.0797
123,000520,长航凤凰,3.3694,106.8439,24.6765,14.5888,1.5055,239.1232
124,300413,快乐购,79.4498,4.5312,24.5697,14.6522,1.2864,279.8507
125,000033,*ST新都,6.2457,57.6397,24.2427,14.8498,1.7892,201.2072
126,002148,北纬通信,2.1202,169.7953,24.0308,14.9808,0.2596,1386.7488
127,002027,分众传媒,12.9967,27.6993,23.806,15.1222,2.1156,170.1645
128,600317,营口港,8.7002,41.3784,23.7778,15.1402,0.8317,432.8484
129,600717,天津港,7.7513,46.4438,23.6327,15.2331,1.2197,295.1545
130,002082,栋梁新材,53.2743,6.7575,23.1032,15.5823,7.8279,45.9893
131,600695,绿庭投资,4.0108,89.7577,22.8715,15.7401,0.9018,399.2016
132,000665,湖北广电,22.2738,16.1625,22.8435,15.7594,1.5534,231.7497
133,600633,浙报传媒,6.2832,57.2956,22.671,15.8793,1.039,346.487
134,600017,日照港,4.9977,72.0331,22.535,15.9751,1.1694,307.8502
135,300399,京天利,6.0128,59.8723,22.5244,15.9827,0.3104,1159.7938
136,002302,西部建设,1.2781,281.6681,22.4254,16.0532,0.8157,441.3387
137,600021,上海电力,4.6959,76.6626,21.9694,16.3864,1.4428,249.5148
138,603199,九华旅游,28.0018,12.8563,21.9089,16.4317,2.9713,121.1591
139,300113,顺网科技,4.5922,78.3938,21.6092,16.6596,0.9362,384.5332
140,601919,中国远洋,10.9735,32.8063,21.5259,16.724,0.8613,417.9728
141,603128,华贸物流,4.6875,76.8,21.444,16.7879,2.1385,168.3423
142,600654,中安消,0.954,377.3585,21.4121,16.8129,0.3337,1078.8133
143,000156,华数传媒,4.1129,87.5295,21.2983,16.9028,0.4451,808.807
144,600689,上海三毛,19.3105,18.6427,21.1386,17.0305,2.1439,167.9183
145,000607,华媒控股,2.2697,158.6113,20.9443,17.1884,0.7607,473.2483
146,600093,禾嘉股份,13.3066,27.0542,20.8597,17.2582,0.398,904.5226
147,002555,三七互娱,10.7685,33.4308,20.3546,17.6864,2.1065,170.8996
148,002187,广百股份,76.9071,4.681,20.3489,17.6914,2.0119,178.9353
149,601866,中海集运,10.8818,33.0828,20.2696,17.7606,1.722,209.0592
150,600747,大连控股,149.2269,2.4124,20.1901,17.8305,0.802,448.8778
151,600826,兰生股份,15.6338,23.027,20.0551,17.9505,1.4099,255.3373
152,600556,慧球科技,6.0762,59.2476,20.0362,17.9675,0.6067,593.374
153,002479,富春环保,6.2318,57.7682,19.6736,18.2986,1.7158,209.8147
154,603866,桃李面包,8.338,43.1758,19.4673,18.4925,4.0604,88.6612
155,000711,京蓝科技,46.9991,7.6597,19.3802,18.5757,0.8829,407.7472
156,600426,华鲁恒升,237.0826,1.5185,19.3718,18.5837,2.5549,140.9057
157,600418,江淮汽车,18.4568,19.505,19.3684,18.587,1.8203,197.7696
158,600798,宁波海运,11.6948,30.7829,19.3044,18.6486,2.5213,142.7835
159,600694,大商股份,99.0608,3.6341,18.9576,18.9897,2.7766,129.655
160,002789,建艺集团,1.4914,241.3839,18.761,19.1887,0.9603,374.8828
161,000524,岭南控股,13.6443,26.3846,18.7175,19.2333,1.8408,195.5671
162,600278,东方创业,13.6662,26.3424,18.6867,19.265,2.558,140.7349
163,600723,首商股份,122.8208,2.9311,18.6537,19.2991,1.8159,198.2488
164,600822,上海物贸,140.7098,2.5585,18.376,19.5908,6.5592,54.8847
165,300284,苏交科,0.6278,573.431,18.0584,19.9353,0.4254,846.2623
166,002467,二六三,8.2868,43.4426,17.755,20.276,0.8216,438.1694
167,300378,鼎捷软件,2.5554,140.8781,17.7261,20.309,0.6704,536.9928
168,600428,中远航运,9.9248,36.2728,17.5932,20.4625,1.732,207.8522
169,000637,茂化实华,27.2968,13.1884,17.5837,20.4735,2.9141,123.5373
170,002047,宝鹰股份,1.3685,263.0617,17.5759,20.4826,0.9977,360.8299
171,600119,长江投资,3.5863,100.382,17.3759,20.7184,1.4638,245.9352
172,600323,瀚蓝环境,9.477,37.9867,17.0969,21.0564,1.5465,232.7837
173,000507,珠海港,5.3504,67.2847,17.0898,21.0652,1.4168,254.0937
174,600856,中天能源,8.8641,40.6133,17.0891,21.0661,1.8975,189.7233
175,002044,美年健康,4.0979,87.8499,17.0392,21.1278,1.4226,253.0578
176,600746,江苏索普,15.5091,23.2122,16.7148,21.5378,4.1646,86.4429
177,002769,普路通,3.0247,119.0201,16.6544,21.6159,0.0947,3801.4784
178,000693,ST华泽,15.2764,23.5658,16.395,21.9579,1.9815,181.6805
179,600900,长江电力,6.5401,55.045,16.3206,22.058,2.7864,129.199
180,000564,西安民生,92.1089,3.9084,16.2726,22.1231,0.9607,374.7268
181,600626,申达股份,11.5806,31.0865,16.2307,22.1802,2.2236,161.8996
182,600395,盘江股份,2.6857,134.0433,15.8619,22.6959,0.7342,490.3296
183,603766,隆鑫通用,5.681,63.3691,15.7278,22.8894,1.3978,257.5476
184,000626,如意集团,117.5117,3.0635,15.5594,23.1371,3.9767,90.5273
185,601006,大秦铁路,15.7159,22.9067,15.5473,23.1551,2.344,153.5836
186,002063,远光软件,1.2384,290.6977,15.2706,23.5747,0.4718,763.0352
187,300262,巴安水务,2.4108,149.328,15.2449,23.6145,0.579,621.7617
188,600701,*ST工新,14.8547,24.2348,15.1574,23.7508,1.4064,255.9727
189,601678,滨化股份,18.0107,19.9881,15.1273,23.798,2.4002,149.9875
190,600188,兖州煤业,15.1436,23.7724,15.0852,23.8644,0.9881,364.3356
191,000600,建投能源,10.0111,35.9601,15.0219,23.965,1.7461,206.1738
192,603099,长白山,301.4386,1.1943,14.9149,24.1369,0.5643,637.9585
193,000544,中原环保,1.7568,204.918,14.9095,24.1457,0.6211,579.6168
194,600640,号百控股,8.6274,41.7275,14.8357,24.2658,1.0629,338.696
195,002748,世龙实业,11.2137,32.1036,14.169,25.4076,1.8661,192.9157
196,600236,桂冠电力,7.0221,51.2667,14.1337,25.471,1.667,215.9568
197,300496,中科创达,3.2092,112.1775,14.1157,25.5035,1.0255,351.0483
198,600461,洪城水业,4.0302,89.3256,13.9433,25.8189,1.4373,250.4696
199,000021,深科技,4.8283,74.5604,13.835,26.021,0.9895,363.8201
200,000905,厦门港务,6.1749,58.3005,13.7595,26.1637,2.2214,162.06
201,600250,南纺股份,8.7418,41.1815,13.7563,26.1698,0.8595,418.8482
202,600857,宁波中百,308.9468,1.1652,13.7496,26.1826,2.1901,164.3761
203,600348,阳泉煤业,3.7035,97.2053,13.7385,26.2037,1.218,295.5665
204,603898,好莱客,84.0934,4.281,13.5681,26.5328,1.574,228.7166
205,600795,国电电力,6.0477,59.5268,13.5497,26.5689,2.4299,148.1542
206,300242,明家联合,4.3267,83.2043,13.4664,26.7332,2.2622,159.1371
207,002661,克明面业,6.8469,52.5785,13.3997,26.8663,2.6225,137.2736
208,600301,*ST南化,4.1945,85.8267,13.3355,26.9956,1.3299,270.697
209,002061,*ST江化,14.1998,25.3525,13.2549,27.1598,2.268,158.7302
210,000690,宝新能源,9.2424,38.9509,13.1956,27.2818,1.159,310.6126
211,603869,北部湾旅,20.4137,17.6352,13.1461,27.3845,1.1699,307.7186
212,000536,华映科技,1.564,230.179,13.1116,27.4566,0.6235,577.3857
213,600310,桂东电力,6.5864,54.6581,13.1005,27.4799,1.0744,335.0707
214,600863,内蒙华电,7.2542,49.6264,13.0557,27.5742,3.6137,99.6209
215,002548,金新农,9.0819,39.6393,13.0026,27.6868,2.7188,132.4114
216,000683,远兴能源,24.4511,14.7233,12.9771,27.7412,1.3398,268.6968
217,000582,北部湾港,4.9938,72.0894,12.9374,27.8263,1.1981,300.4758
218,600763,通策医疗,58.7014,6.1327,12.9045,27.8972,1.711,210.4033
219,002742,三圣特材,1.3464,267.3797,12.8448,28.0269,0.8344,431.4477
220,601168,西部矿业,30.4328,11.8293,12.7739,28.1825,2.1097,170.6404
221,000685,中山公用,11.2058,32.1262,12.7348,28.269,0.5531,650.8769
222,600397,安源煤业,2.987,120.5223,12.6048,28.5605,0.9235,389.8213
223,600128,弘业股份,6.4785,55.5684,12.5544,28.6752,1.4242,252.7735
224,600810,神马股份,11.8497,30.3805,12.5523,28.68,2.7661,130.1471
225,600650,锦江投资,19.0366,18.9109,12.5131,28.7698,1.4085,255.5911
226,000605,渤海股份,4.7087,76.4542,12.3908,29.0538,1.1102,324.2659
227,002398,建研集团,0.9513,378.4295,12.279,29.3183,0.6121,588.1392
228,600982,宁波热电,18.9292,19.0182,12.2294,29.4373,0.4514,797.5188
229,000731,四川美丰,15.2086,23.6708,12.2243,29.4495,1.9265,186.8674
230,600741,华域汽车,4.6164,77.9828,12.1646,29.5941,1.5842,227.244
231,600027,华电国际,7.4698,48.1941,12.1615,29.6016,2.1736,165.6238
232,002506,协鑫集成,1.6111,223.4498,12.092,29.7717,1.1643,309.1987
233,000818,方大化工,48.665,7.3975,11.9375,30.1571,3.7069,97.1162
234,000883,湖北能源,7.7092,46.6975,11.8919,30.2727,2.1231,169.5634
235,002203,海亮股份,9.4706,38.0124,11.8761,30.313,1.9132,188.1664
236,000703,恒逸石化,23.6286,15.2358,11.8719,30.3237,1.9877,181.1139
237,000501,鄂武商A,970.9765,0.3708,11.8363,30.4149,2.4311,148.0811
238,601225,陕西煤业,4.83,74.5342,11.8132,30.4744,1.3413,268.3963
239,600396,金山股份,8.564,42.0364,11.7996,30.5095,2.4789,145.2257
240,601139,深圳燃气,18.9093,19.0383,11.7257,30.7018,1.3682,263.1194
241,600578,京能电力,6.471,55.6328,11.7006,30.7677,1.5286,235.5096
242,000695,滨海能源,2.2052,163.2505,11.6921,30.79,1.3895,259.086
243,000418,小天鹅A,10.0356,35.8723,11.6226,30.9741,0.9229,390.0748
244,000958,东方能源,3.7181,96.8236,11.6058,31.019,2.1518,167.3018
245,300104,乐视网,3.2996,109.1041,11.5764,31.0978,1.4619,246.2549
246,000698,沈阳化工,233.3877,1.5425,11.5396,31.1969,3.3571,107.2354
247,000987,越秀金控,3941.3265,0.0913,11.4697,31.387,0.8018,448.9898
248,000985,大庆华科,364.8411,0.9867,11.4034,31.5695,3.6513,98.595
249,000017,深中华A,15.7755,22.8202,11.3784,31.6389,2.5508,141.1322
250,600886,国投电力,7.0036,51.4021,11.3423,31.7396,1.6091,223.7275
251,600546,*ST山煤,5.8337,61.7104,11.3053,31.8435,1.4121,254.9395
252,000906,物产中拓,13.4447,26.7764,11.225,32.0713,2.8762,125.1651
253,002171,楚江新材,13.96,25.788,11.2106,32.1125,4.2113,85.4843
254,000752,西藏发展,,,11.1639,32.2468,0.3432,1048.951
255,601872,招商轮船,6.0628,59.3785,11.1322,32.3386,0.6808,528.7897
256,300350,华鹏飞,1.2482,288.4153,11.1089,32.4064,0.7342,490.3296
257,600644,乐山电力,24.7516,14.5445,11.0485,32.5836,1.4128,254.8131
258,600066,宇通客车,2.42,148.7603,10.9372,32.9152,1.059,339.9433
259,000012,南玻A,11.1767,32.2099,10.9235,32.9565,3.3353,107.9363
260,600011,华能国际,7.6379,47.1334,10.9234,32.9568,2.8804,124.9826
261,600729,重庆百货,179.8721,2.0014,10.8619,33.1434,2.8292,127.2445
262,601368,绿城水务,8.0684,44.6185,10.7784,33.4001,0.7272,495.0495
263,600104,上汽集团,18.6865,19.2652,10.7563,33.4688,1.9639,183.3087
264,002501,利源精制,21.4928,16.7498,10.6859,33.6893,0.5223,689.259
265,000876,新希望,87.2326,4.1269,10.6559,33.7841,4.1024,87.7535
266,300388,国祯环保,2.0292,177.4098,10.654,33.7901,0.7734,465.4771
267,002386,天原集团,28.6474,12.5666,10.5686,34.0632,1.3249,271.7186
268,002221,东华能源,11.44,31.4685,10.5556,34.1051,1.5343,234.6347
269,600026,中海发展,5.2697,68.3151,10.5511,34.1197,1.4579,246.9305
270,002567,唐人神,83.4831,4.3123,10.5248,34.2049,5.3188,67.6844
271,002470,金正大,50.2984,7.1573,10.4567,34.4277,2.6872,133.9684
272,600037,歌华有线,6.6921,53.7948,10.3377,34.824,0.3666,981.9967
273,600577,精达股份,4.7886,75.1785,10.3111,34.9138,1.8272,197.0228
274,601808,中海油服,2.0477,175.807,10.2327,35.1813,0.6766,532.0721
275,600678,四川金顶,3.1686,113.6148,10.2144,35.2444,0.8524,422.3369
276,600802,福建水泥,323.7175,1.1121,10.2024,35.2858,2.44,147.541
277,600831,广电网络,12.8596,27.9946,10.1397,35.504,2.1245,169.4516
278,600794,保税科技,13.0654,27.5537,10.1152,35.59,0.3679,978.5268
279,002018,华信国际,2.8932,124.4297,10.1068,35.6196,1.6173,222.5932
280,000888,峨眉山A,41.4775,8.6794,10.0965,35.6559,1.1357,316.9851
281,600138,中青旅,5.7914,62.1611,10.0711,35.7458,2.2826,157.7149
282,000899,赣能股份,6.1446,58.588,10.0631,35.7743,2.2568,159.5179
283,000967,盈峰环境,2.2222,162.0016,9.9847,36.0552,1.3329,270.0878
284,600740,山西焦化,3.38,106.5089,9.9838,36.0584,0.5334,674.9156
285,002416,爱施德,28.3381,12.7037,9.9702,36.1076,3.377,106.6035
286,002091,江苏国泰,6.2642,57.4694,9.9693,36.1109,1.9726,182.5003
287,000990,诚志股份,2.5764,139.7299,9.9398,36.218,1.0615,339.1427
288,600483,福能股份,5.676,63.4249,9.9392,36.2202,1.6616,216.6586
289,600157,永泰能源,2.0385,176.6004,9.9373,36.2271,0.4907,733.6458
290,600635,大众公用,12.9319,27.8381,9.8383,36.5917,1.2953,277.9279
291,600971,恒源煤电,5.4245,66.3656,9.819,36.6636,0.8014,449.2139
292,600637,东方明珠,7.5328,47.791,9.8067,36.7096,1.146,314.1361
293,600987,航民股份,10.8906,33.056,9.7846,36.7925,1.1188,321.7733
294,601216,君正集团,35.4625,10.1516,9.7576,36.8943,1.438,250.3477
295,000829,天音控股,32.641,11.0291,9.7408,36.958,3.0171,119.3199
296,000020,深华发A,2.7705,129.9404,9.7186,37.0424,0.4386,820.7934
297,002756,永兴特钢,27.3547,13.1604,9.7104,37.0737,1.3682,263.1194
298,600787,中储股份,11.3511,31.715,9.6991,37.1168,1.871,192.4105
299,601633,长城汽车,63.5614,5.6638,9.6668,37.2409,1.4954,240.7383
300,002505,大康农业,27.5211,13.0809,9.6539,37.2906,0.4279,841.3181
301,600166,福田汽车,4.9952,72.0692,9.6244,37.4049,1.8502,194.5736
302,000966,长源电力,8.1599,44.1182,9.6071,37.4723,4.0134,89.6995
303,600712,南宁百货,505.8858,0.7116,9.5811,37.574,3.3484,107.514
304,600667,太极实业,6.376,56.4617,9.4922,37.9259,1.4948,240.8349
305,000529,广弘控股,59.4852,6.0519,9.4733,38.0015,1.6897,213.0556
306,000780,平庄能源,1.3983,257.4555,9.4509,38.0916,0.3472,1036.8664
307,000938,紫光股份,6.5326,55.1082,9.4222,38.2076,2.7853,129.25
308,300229,拓尔思,0.6928,519.6305,9.4027,38.2869,0.3029,1188.5111
309,600754,锦江股份,12.0025,29.9938,9.2421,38.9522,0.6259,575.1718
310,002620,瑞和股份,1.1489,313.3432,9.2388,38.9661,0.7151,503.4261
311,600829,人民同泰,5.5304,65.0947,9.2159,39.0629,2.4727,145.5898
312,603789,星光农机,23.601,15.2536,9.213,39.0752,0.7511,479.297
313,600297,广汇汽车,77.7234,4.6318,9.2122,39.0786,2.94,122.449
314,002504,弘高创意,1.0853,331.7055,9.1692,39.2619,0.899,400.4449
315,002610,爱康科技,1.5097,238.458,9.1597,39.3026,0.7196,500.2779
316,300013,新宁物流,1.6091,223.7275,9.1477,39.3542,0.5297,679.63
317,600827,百联股份,123.2603,2.9206,9.1443,39.3688,2.0867,172.5212
318,002636,金安国纪,3.167,113.6722,9.137,39.4002,1.1446,314.5204
319,300042,朗科科技,8.8781,40.5492,9.1021,39.5513,0.511,704.501
320,600713,南京医药,3.1161,115.529,9.0982,39.5683,1.6674,215.905
321,600073,上海梅林,12.5207,28.7524,9.0949,39.5826,2.241,160.6426
322,000510,金路集团,47.2532,7.6185,9.079,39.6519,2.7719,129.8748
323,600438,通威股份,27.5197,13.0815,9.0765,39.6629,3.5966,100.0945
324,001696,宗申动力,5.0354,71.4938,9.054,39.7614,0.8261,435.7826
325,600688,上海石化,36.8984,9.7565,9.0425,39.812,6.907,52.121
326,600180,瑞茂通,8.3213,43.2625,9.0348,39.8459,0.7718,466.4421
327,002033,丽江旅游,30.7235,11.7174,9.0127,39.9436,0.4435,811.7249
328,600691,阳煤化工,11.5628,31.1343,8.9924,40.0338,1.2067,298.3343
329,600758,红阳能源,7.3133,49.2254,8.9856,40.0641,1.2848,280.1993
330,603968,醋化股份,6.3062,57.0867,8.9527,40.2113,1.218,295.5665
331,601991,大唐发电,5.7996,62.0732,8.9426,40.2567,2.0936,171.9526
332,600726,华电能源,4.7436,75.8917,8.9222,40.3488,1.3188,272.9754
333,300135,宝利国际,1.4665,245.4824,8.8877,40.5054,0.6172,583.2793
334,600706,曲江文旅,1.9859,181.278,8.8609,40.6279,1.1781,305.5768
335,002172,澳洋科技,14.2544,25.2554,8.831,40.7655,2.7431,131.2384
336,000755,山西三维,30.9311,11.6388,8.8299,40.7706,2.5642,140.3947
337,000785,武汉中商,78.3888,4.5925,8.8057,40.8826,3.3859,106.3233
338,600101,明星电力,55.9695,6.4321,8.7913,40.9496,2.3129,155.6488
339,002311,海大集团,21.5393,16.7136,8.7692,41.0528,4.2618,84.4714
340,600228,昌九生化,15.6064,23.0675,8.7592,41.0996,1.8052,199.4239
341,000681,视觉中国,1.7369,207.2658,8.7492,41.1466,0.4071,884.3036
342,000539,粤电力A,7.8482,45.8704,8.7336,41.2201,1.7518,205.5029
343,600279,重庆港九,8.27,43.5308,8.7144,41.3109,0.8912,403.9497
344,000610,西安旅游,17.8154,20.2072,8.6916,41.4193,1.1503,312.9618
345,300051,三五互联,2.6419,136.2656,8.6732,41.5072,0.4123,873.1506
