,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
70,601985,中国核电,0.5076,0.0429,1.8505,0.0543,41.3543
71,002492,恒基达鑫,0.5047,0.0715,1.9878,0.2604,35.9804
72,600240,华业资本,0.5035,0.082,3.3751,0.1063,21.6434
73,600168,武汉控股,0.5004,0.0786,1.8117,0.1845,45.6614
74,600959,江苏有线,0.4992,0.1462,2.5887,0.3851,40.2811
75,002041,登海种业,0.4977,0.1865,1.3755,0.7042,77.5857
76,600548,深高速,0.4955,0.0737,0.7897,0.16,61.1167
77,002357,富临运业,0.4904,0.1579,1.5918,0.4516,46.5702
78,300040,九洲电气,0.4884,0.0663,,0.4353,72.3525
79,600674,川投能源,0.4884,0.0251,0.153,0.0886,31.811
80,600895,张江高科,0.4877,0.0827,3.534,0.1433,20.5009
81,600007,中国国贸,0.4873,0.1122,2.0271,0.243,57.7859
82,600037,歌华有线,0.4856,0.1145,2.1044,0.2879,109.7496
83,000666,经纬纺机,0.484,0.1162,1.237,0.2665,32.127
84,000862,银星能源,0.4834,0.073,24.3298,0.0907,72.1234
85,601929,吉视传媒,0.4807,0.1053,2.4101,0.229,53.6499
86,002447,壹桥海参,0.4781,0.0803,1.1288,0.233,112.7516
87,600817,*ST宏盛,0.4703,0.0295,,0.0578,11.2884
88,600897,厦门空港,0.4697,0.1676,1.331,0.7823,78.4228
89,300446,乐凯新材,0.4675,0.2996,1.2801,1.1536,142.0562
90,300101,振芯科技,0.4662,0.1617,2.8663,0.507,56.8195
91,002399,海普瑞,0.466,0.0919,2.7221,0.5785,490.0164
92,600645,中源协和,0.4644,0.0916,4.7244,0.1757,18.3928
93,000037,*ST南电A,0.4629,0.113,,0.1553,16.5388
94,300268,万福生科,0.4623,0.0847,7.0144,0.3018,35.4493
95,300079,数码视讯,0.4615,0.0769,1.3528,0.9758,112.2529
96,600215,长春经开,0.4568,0.1118,49.0936,0.2774,29.7038
97,603658,安图生物,0.4561,0.394,1.2339,1.7006,273.0974
98,000022,深赤湾A,0.4534,0.118,1.5446,0.3972,84.4295
99,600798,宁波海运,0.4519,0.077,,0.1229,56.0831
100,300461,田中精机,0.4459,0.2406,2.1319,1.6693,175.4142
101,002772,众兴菌业,0.4441,0.1605,1.8755,0.3025,142.1151
102,600936,广西广电,0.443,0.181,2.4896,0.3538,41.8338
103,603117,万林股份,0.4409,0.0514,1.7308,0.0695,7.1118
104,600882,广泽股份,0.4392,0.2144,3.1078,1.2354,149.4412
105,300306,远方光电,0.439,0.0825,1.0153,1.3476,134.7614
106,000061,农产品,0.4383,0.0523,5.3354,0.0944,12.8302
107,601518,吉林高速,0.4355,0.0514,0.9909,0.1126,31.9627
108,000665,湖北广电,0.4343,0.103,3.1594,0.3104,35.5726
109,600570,恒生电子,0.4315,0.2024,1.7282,0.6166,66.6594
110,000598,兴蓉环境,0.4307,0.0966,1.5409,0.2518,48.3418
111,002180,艾派克,0.4285,0.3059,0.981,2.3494,249.1864
112,000600,建投能源,0.4278,0.1844,1.7515,0.3257,83.1881
113,300345,红宇新材,0.4247,0.1084,7.6853,0.4752,49.1264
114,600350,山东高速,0.4239,0.0612,1.1046,0.125,33.6241
115,603099,长白山,0.4212,0.1477,1.5481,2.5453,289.4036
116,300436,广生堂,0.4206,0.4776,1.2778,1.5918,206.2309
117,300113,顺网科技,0.4186,0.2047,1.6941,0.9317,95.7514
118,300494,盛天网络,0.4177,0.3133,0.9163,3.3254,333.7662
119,300488,恒锋工具,0.4156,0.1717,1.0583,0.7597,84.2794
120,300125,易世达,0.4156,0.0475,7.3918,0.1016,18.2627
121,002653,海思科,0.4151,0.1748,1.1155,0.6548,69.664
122,300229,拓尔思,0.415,0.0768,1.2546,0.79,98.1975
123,000667,美好集团,0.4146,0.0548,11.6626,0.085,13.0333
124,603528,多伦科技,0.4116,0.2126,1.0386,0.3186,32.4463
125,601872,招商轮船,0.4098,0.0379,4.7405,0.0729,25.5374
126,002033,丽江旅游,0.4091,0.1163,1.2644,0.534,133.5376
127,600053,九鼎投资,0.4065,0.1296,4.3221,0.1989,19.9592
128,603377,东方时尚,0.4061,0.3075,1.7505,0.549,79.0857
129,600519,贵州茅台,0.4001,0.1918,0.7765,1.1961,119.8095
130,002007,华兰生物,0.3998,0.1319,0.923,3.7185,371.8474
131,600543,莫高股份,0.3994,0.1028,7.6305,0.6952,82.6386
132,300262,巴安水务,0.3956,0.1166,1.8473,0.2384,25.4552
133,600578,京能电力,0.3954,0.1281,1.6045,0.2322,49.3778
134,603698,航天工程,0.3946,0.1841,1.7317,0.2981,31.1391
135,600377,宁沪高速,0.3924,0.1127,1.168,0.4751,53.8432
136,000088,盐田港,0.392,0.0173,0.2491,0.0918,105.849
137,600064,南京高科,0.3912,0.0623,1.9842,0.1087,12.9668
138,002651,利君股份,0.3899,0.1239,1.106,0.637,66.1335
139,603005,晶方科技,0.3891,0.117,1.2204,0.5031,65.0408
140,603718,海利生物,0.3864,0.1684,1.104,1.1484,233.904
141,002321,华英农业,0.3861,0.1664,51.334,0.2577,26.9969
142,300183,东软载波,0.3861,0.1204,1.012,1.3491,147.2034
143,300508,维宏股份,0.3856,0.3337,0.8816,5.8691,600.5727
144,603025,大豪科技,0.3845,0.2523,1.1695,2.9266,299.0902
145,600269,赣粤高速,0.3814,0.0505,2.7181,0.0935,29.202
146,002501,利源精制,0.3797,0.1095,1.8446,0.2248,41.0098
147,603023,威帝股份,0.3791,0.3433,0.9091,1.2116,121.1554
148,300288,朗玛信息,0.3788,0.0391,1.5466,0.1755,34.9444
149,300382,斯莱克,0.3778,0.1395,1.2865,0.6452,64.9482
150,300480,光力科技,0.3762,0.1318,1.4058,0.6705,85.6185
151,600354,敦煌种业,0.376,0.1281,,0.1955,19.6435
152,002750,龙津药业,0.3744,0.1611,1.1037,0.4677,56.0959
153,002346,柘中股份,0.3744,0.0917,2.0547,0.3787,48.4509
154,000882,华联股份,0.3743,0.0423,8.5897,0.0855,11.8255
155,002038,双鹭药业,0.3741,0.1401,0.6633,3.3715,401.7816
156,600461,洪城水业,0.374,0.109,3.5662,0.1772,50.8222
157,600598,北大荒,0.3739,0.2321,2.6435,0.7373,74.3879
158,603199,九华旅游,0.3739,0.1685,2.3273,0.4063,117.3176
159,601991,大唐发电,0.3739,0.0868,13.6274,0.1097,36.5756
160,002568,百润股份,0.3734,0.0879,1.0295,3.1328,365.1071
161,002621,三垒股份,0.3724,0.0601,1.1326,1.2559,125.5888
162,002622,永大集团,0.3709,0.0425,1.2639,0.3218,32.6268
163,300529,健帆生物,0.3703,0.2548,0.8582,1.5863,256.1703
164,600637,东方明珠,0.3697,0.1691,1.5506,0.5951,60.8858
165,600795,国电电力,0.3695,0.0922,2.4929,0.1258,25.1968
166,300199,翰宇药业,0.3658,0.0904,0.8943,0.3823,129.8647
167,300028,金亚科技,0.3655,0.1541,7.7501,0.3015,44.0515
168,603789,星光农机,0.3643,0.2523,1.6651,0.6999,76.871
169,300485,赛升药业,0.3632,0.2982,1.0583,2.9875,305.9407
170,603779,威龙股份,0.3605,0.1748,7.2895,0.2615,26.7845
171,600396,金山股份,0.36,0.1106,3.6127,0.1379,33.3021
172,600318,新力金融,0.3573,0.2298,4.1458,0.5352,77.5875
173,603300,华铁科技,0.3559,0.1052,1.3904,0.235,52.758
174,600018,上港集团,0.3547,0.1083,1.3009,0.2998,49.4884
175,002437,誉衡药业,0.3537,0.1369,1.4793,0.3703,46.8322
176,002252,上海莱士,0.3531,0.0497,0.9127,0.617,170.606
177,300467,迅游科技,0.3524,0.4054,1.1026,1.2792,133.1552
178,002152,广电运通,0.3517,0.1669,1.3563,0.4784,48.6366
179,600593,大连圣亚,0.3516,0.1509,2.6164,0.3533,67.6523
180,002113,天润数娱,0.3515,0.0497,9.2017,0.2442,24.42
181,601595,上海电影,0.3515,0.2017,1.4397,0.4268,44.7501
182,600641,万业企业,0.3503,0.0888,1.3239,0.1878,26.0396
183,300357,我武生物,0.3495,0.1575,0.8408,4.7148,516.5943
184,002700,新疆浩源,0.3491,0.1278,1.1491,0.67,67.6232
185,000883,湖北能源,0.3488,0.0753,1.964,0.1409,20.1099
186,600831,广电网络,0.3479,0.1562,6.1114,0.2441,31.5406
187,600027,华电国际,0.3474,0.1262,3.1856,0.1636,33.9051
188,600265,*ST景谷,0.3468,0.0799,,0.0811,8.1144
189,000690,宝新能源,0.3459,0.17,1.5904,0.3577,97.1974
190,300286,安科瑞,0.3458,0.1578,1.3715,0.7879,87.7863
191,300238,冠昊生物,0.3438,0.1056,1.3063,0.7444,216.009
192,300383,光环新网,0.3433,0.1729,1.567,0.9058,92.3945
193,300512,中亚股份,0.3431,0.1926,1.426,0.3901,39.4453
194,002253,川大智胜,0.3424,0.074,5.1083,0.4204,50.2043
195,002320,海峡股份,0.3421,0.0926,2.4415,0.8916,160.8437
196,300519,新光药业,0.3417,0.3293,0.9448,1.8452,234.723
197,000875,吉电股份,0.3416,0.0799,26.7083,0.103,23.6471
198,002410,广联达,0.3413,0.1885,0.9925,1.5853,185.0638
199,002294,信立泰,0.3407,0.2128,0.9414,1.1864,123.859
200,600323,瀚蓝环境,0.3405,0.0755,2.3582,0.1137,22.7084
201,300148,天舟文化,0.3388,0.0861,1.4678,0.6853,69.1958
202,600533,栖霞建设,0.3385,0.0657,77.5806,0.0883,12.2127
203,600483,福能股份,0.3372,0.1365,2.4492,0.2379,131.9189
204,001896,豫能控股,0.3357,0.0928,2.3911,0.1337,31.0425
205,600874,创业环保,0.3333,0.0561,1.918,0.0934,31.157
206,002222,福晶科技,0.3322,0.1019,,1.0493,165.0449
207,002461,珠江啤酒,0.3312,0.1857,16.7355,0.3995,77.8812
208,600868,梅雁吉祥,0.3311,0.0487,,0.2351,73.8716
209,002079,苏州固锝,0.3301,0.2052,8.4082,1.5648,168.1263
210,600004,白云机场,0.3299,0.1647,1.5765,0.8225,90.639
211,000685,中山公用,0.329,0.0382,0.4895,0.1638,73.5317
212,300146,汤臣倍健,0.3288,0.2076,1.1155,2.2118,230.3793
213,002287,奇正藏药,0.3273,0.1735,1.3205,1.2838,179.1928
214,600880,博瑞传播,0.3271,0.1097,1.5795,0.7461,118.9366
215,002690,美亚光电,0.3261,0.1145,0.8597,1.2066,161.4818
216,603636,南威软件,0.3237,0.0955,1.2145,0.3725,37.6949
217,600844,丹化科技,0.3217,0.1011,7.2857,0.1978,30.2613
218,300326,凯利泰,0.3214,0.0544,1.0676,0.3285,53.2008
219,601006,大秦铁路,0.3208,0.1628,1.2202,0.7751,92.3859
220,002029,七匹狼,0.3207,0.1109,2.605,0.3776,38.7811
221,300408,三环集团,0.3207,0.1674,1.0854,1.223,224.3261
222,600050,中国联通,0.3203,0.1689,7.7231,0.2918,31.7447
223,300271,华宇软件,0.3199,0.1614,1.9301,0.4544,46.5267
224,600863,内蒙华电,0.3186,0.112,2.0993,0.1776,33.5062
225,600468,百利电气,0.3184,0.1898,5.1927,0.3673,38.2297
226,603566,普莱柯,0.3179,0.1805,1.0781,0.981,120.419
227,000888,峨眉山A,0.3179,0.1432,1.6799,0.7919,81.0189
228,002224,三力士,0.3174,0.2205,1.5524,2.6527,265.2687
229,300046,台基股份,0.3172,0.08,1.6018,1.1291,128.2257
230,600295,鄂尔多斯,0.3171,0.1123,5.6909,0.1606,22.6829
231,002693,双成药业,0.3164,0.0541,0.8654,1.0203,224.8896
232,000966,长源电力,0.3161,0.2006,2.6421,0.2652,40.0556
233,603669,灵康药业,0.3149,0.3242,1.2111,0.9774,108.1703
234,000612,焦作万方,0.3131,0.1797,4.6115,0.372,67.6007
235,600638,新黄浦,0.312,0.0312,1.8885,0.0499,7.123
236,002718,友邦吊顶,0.3112,0.2015,1.1256,2.0297,208.4068
237,300435,中泰股份,0.3107,0.1931,1.6824,0.337,34.1932
238,002550,千红制药,0.3094,0.1091,1.0407,1.4153,176.0227
239,002191,劲嘉股份,0.3088,0.1514,1.1856,0.6379,73.7922
240,300406,九强生物,0.3088,0.1503,0.7451,2.732,319.4698
241,002191,劲嘉股份,0.3088,0.1514,1.1856,0.6379,73.7922
242,300527,华舟应急,0.3087,0.2105,4.0684,0.3485,36.3832
243,002439,启明星辰,0.3079,0.1533,2.0214,0.4683,49.0001
244,300318,博晖创新,0.3075,0.0388,0.8496,0.4267,46.7724
245,300371,汇中股份,0.3072,0.1241,0.8335,1.5919,178.4397
246,300528,幸福蓝海,0.3068,0.1639,3.1576,0.6261,63.0654
247,002280,联络互动,0.3068,0.1029,0.5983,0.843,116.1547
248,002405,四维图新,0.3067,0.1044,2.5095,0.6749,68.5712
249,300450,先导智能,0.3052,0.1272,1.4279,0.2085,22.2568
250,002609,捷顺科技,0.3052,0.151,1.7089,0.5752,67.3253
251,603869,北部湾旅,0.3046,0.1636,1.9293,0.685,116.6474
252,600751,天海投资,0.3039,0.0102,1.6312,0.1878,18.8664
253,000688,建新矿业,0.3039,0.1826,0.9297,0.6871,74.1944
254,000089,深圳机场,0.3037,0.0711,3.2692,0.1891,32.0567
255,000151,中成股份,0.3027,0.2632,6.8182,0.4008,40.1769
256,300379,东方通,0.3023,0.0604,1.0274,0.3097,31.3722
257,600701,*ST工新,0.3021,0.0803,,0.1302,22.233
258,002064,华峰氨纶,0.3019,0.1608,1.7359,0.5523,85.0994
259,601808,中海油服,0.3013,0.1169,1.351,0.2569,70.9882
260,002021,中捷资源,0.2997,0.0825,34.0016,0.1327,13.2855
261,300394,天孚通信,0.299,0.1738,0.6765,3.0635,306.3483
262,600182,S佳通,0.2985,0.3767,2.8472,1.0512,135.7652
263,300346,南大光电,0.2984,0.0353,0.8779,0.482,84.6478
264,300314,戴维医疗,0.2984,0.0943,1.2645,1.3616,136.2822
265,300093,金刚玻璃,0.2973,0.0807,6.6786,0.1786,27.1196
266,600727,鲁北化工,0.2947,0.1146,20.6487,0.4708,47.0816
267,300530,达志科技,0.2947,0.1766,1.046,5.0782,507.8246
268,600415,小商品城,0.2946,0.0397,2.7852,0.0589,7.1461
269,002467,二六三,0.2933,0.1192,1.3585,0.7514,77.3606
270,000899,赣能股份,0.2931,0.1315,2.0171,0.2039,34.644
271,000672,上峰水泥,0.2923,0.2078,2.1654,0.3856,39.6113
272,300029,天龙光电,0.2923,0.0369,7.2859,0.0923,9.4241
273,300295,三六五网,0.2919,0.1504,0.9447,1.0931,109.3055
274,300460,惠伦晶体,0.2916,0.1847,2.3122,0.4279,46.7973
275,002549,凯美特气,0.2914,0.0639,2.4301,0.2154,26.8612
276,600585,海螺水泥,0.2906,0.1727,1.5236,0.5409,122.6261
277,600532,宏达矿业,0.2905,0.0909,1.1436,0.1997,25.4195
278,002632,道明光学,0.2904,0.126,4.8606,0.8991,116.6584
279,300445,康斯特,0.2902,0.1663,1.1736,0.5763,57.6347
280,000544,中原环保,0.2892,0.0728,2.4605,0.12,14.6869
281,002174,游族网络,0.2891,0.1773,0.5981,0.5086,50.9553
282,000539,粤电力A,0.2889,0.1215,1.9388,0.2032,50.4653
283,300351,永贵电器,0.2884,0.0962,0.9794,0.873,89.4668
284,603167,渤海轮渡,0.2882,0.0909,1.6216,0.3894,127.6733
285,300188,美亚柏科,0.2879,0.1321,1.4071,0.5142,55.0549
286,000828,东莞控股,0.2877,0.0457,0.4491,0.1538,19.8901
287,600658,电子城,0.2866,0.0918,0.8164,0.3071,31.3352
288,300259,新天科技,0.2866,0.113,1.0206,0.6851,78.7567
289,600325,华发股份,0.286,0.0301,3.2319,0.0373,6.0947
290,300482,万孚生物,0.2859,0.2549,1.0621,1.0832,124.9067
291,300511,雪榕生物,0.2851,0.1635,2.6037,0.2484,36.0782
292,000002,万科A,0.285,0.0821,2.1633,0.1063,12.0713
293,300440,运达科技,0.2831,0.1313,0.9436,0.3975,40.3107
294,601515,东风股份,0.283,0.1372,0.7393,0.6901,69.4866
295,603306,华懋科技,0.2826,0.1339,1.2665,0.7552,80.62
296,002344,海宁皮城,0.2825,0.079,0.7149,0.1768,22.4065
297,002219,恒康医疗,0.282,0.1022,0.7519,0.2313,23.7099
298,000582,北部湾港,0.2814,0.1387,1.9607,0.2371,42.17
299,000935,四川双马,0.2811,0.1192,3.3838,0.4299,63.1798
300,601069,西部黄金,0.281,0.1304,3.8541,0.256,35.6915
301,300298,三诺生物,0.281,0.1264,0.7761,1.5238,221.097
302,600515,海航基础,0.2804,0.0846,8.3714,0.1086,26.6998
303,603288,海天味业,0.279,0.249,1.3107,0.7798,81.802
304,600485,信威集团,0.2787,0.0619,0.4607,0.2523,30.5286
305,300294,博雅生物,0.2784,0.1197,1.058,1.298,140.3196
306,600962,国投中鲁,0.2777,0.1089,,0.1867,18.6955
307,002117,东港股份,0.2769,0.1687,1.6543,0.6782,71.3701
308,600606,绿地控股,0.2768,0.0041,,0.0055,0.5696
309,000900,现代投资,0.2761,0.069,2.8432,0.1116,26.8702
310,002677,浙江美大,0.276,0.1146,0.9412,0.9044,92.568
311,600116,三峡水利,0.2748,0.0989,2.8421,0.1487,35.4926
312,000543,皖能电力,0.2748,0.1538,2.1659,0.3378,89.1856
313,600054,黄山旅游,0.2746,0.1192,1.8439,0.3464,37.3574
314,603508,思维列控,0.2742,0.1867,0.7379,1.0169,103.5526
315,002354,天神娱乐,0.2739,0.175,0.5565,1.6051,240.2755
316,002360,同德化工,0.2736,0.1796,1.7839,0.7077,93.0709
317,002762,金发拉比,0.2733,0.251,1.1791,1.9195,191.9523
318,300102,乾照光电,0.2732,0.0546,2.0834,0.3352,41.4663
319,300017,网宿科技,0.2731,0.2639,1.079,1.5274,178.6973
320,300127,银河磁体,0.273,0.0938,1.4229,1.1069,115.0625
321,601969,海南矿业,0.2727,0.0789,1.1369,0.3186,36.9857
322,000796,凯撒旅游,0.2721,0.1276,2.7876,0.2659,31.2852
323,000669,金鸿能源,0.272,0.0769,2.0217,0.1411,18.9493
324,300012,华测检测,0.2719,0.1586,1.6933,0.8529,103.5319
325,601088,中国神华,0.2718,0.1268,1.4558,0.3815,62.0158
326,002635,安洁科技,0.2706,0.0847,1.6064,0.1909,21.0178
327,002275,桂林三金,0.2704,0.1425,0.8913,0.8563,113.2162
328,002104,恒宝股份,0.2703,0.2648,1.4347,1.262,128.2921
329,300202,聚龙股份,0.2682,0.1729,0.8231,0.8164,83.123
330,600026,中海发展,0.2665,0.05,8.1478,0.0763,24.2101
331,600011,华能国际,0.2657,0.1224,2.4932,0.1765,32.5728
332,600176,中国巨石,0.2653,0.0861,3.5135,0.1092,16.1257
333,603696,安记食品,0.265,0.1961,1.3065,2.8665,286.6527
334,600979,广安爱众,0.2641,0.0652,,0.0952,25.5216
335,300458,全志科技,0.2619,0.2716,2.9477,1.6416,178.76
336,600161,天坛生物,0.2617,0.0795,2.1134,0.1258,18.7361
337,002218,拓日新能,0.2614,0.0447,,0.0796,10.7991
338,600791,京能置业,0.2608,0.0826,2.2683,0.1249,25.3321
339,002776,柏堡龙,0.2605,0.2447,1.3341,0.7938,79.8186
340,002729,好利来,0.2604,0.094,1.295,0.4117,124.1853
341,300050,世纪鼎利,0.2598,0.049,2.6853,0.2839,29.7411
342,300103,达刚路机,0.2598,0.0906,1.7041,0.6105,61.2276
343,600726,华电能源,0.2595,0.1071,16.1358,0.1275,28.0463
344,002001,新和成,0.2593,0.1183,1.3362,0.5121,55.3742
345,002233,塔牌集团,0.2585,0.2131,1.8964,0.999,115.6291
346,000767,漳泽电力,0.2579,0.093,4.1631,0.1164,23.5688
347,000869,张裕A,0.2574,0.1201,1.0945,0.5605,66.2561
348,600172,黄河旋风,0.2571,0.086,1.9112,0.167,24.8736
349,000975,银泰资源,0.2562,0.0376,0.5274,0.642,64.778
350,300396,迪瑞医疗,0.2552,0.1186,1.2251,0.9784,153.1976
351,002279,久其软件,0.2551,0.1011,1.1633,1.2724,129.8026
352,000027,深圳能源,0.2551,0.083,1.3656,0.1764,22.3168
353,601000,唐山港,0.2548,0.0857,1.0989,0.176,31.5338
354,300386,飞天诚信,0.2548,0.1686,1.0419,1.2624,142.926
355,600781,辅仁药业,0.2546,0.1039,6.9472,0.1604,27.011
356,002283,天润曲轴,0.2531,0.0832,2.9629,0.2443,24.8536
357,603333,明星电缆,0.2531,0.0894,,0.639,83.426
358,000601,韶能股份,0.2524,0.0882,2.804,0.1646,54.3973
359,300342,天银机电,0.2522,0.1139,1.1339,0.9025,98.3681
360,000502,绿景控股,0.2515,0.0568,4.0879,0.3391,33.9062
361,002424,贵州百灵,0.2514,0.111,1.2564,0.3252,33.6312
362,002133,广宇集团,0.2511,0.0494,2.8162,0.081,13.792
363,000659,珠海中富,0.2511,0.16,15.8678,0.2297,29.8656
364,002488,金固股份,0.2511,0.0935,5.302,0.1726,20.4405
365,000635,英力特,0.251,0.1566,9.2746,1.4734,167.4178
366,002581,未名医药,0.251,0.1041,0.9832,3.9889,447.9619
367,300499,高澜股份,0.2506,0.1336,1.5019,0.2739,34.0729
368,600157,永泰能源,0.2503,0.038,4.0883,0.0515,9.2281
369,600202,哈空调,0.2501,0.1013,11.741,0.1505,17.9525
370,300108,双龙股份,0.2496,0.0395,1.4906,0.1323,38.1782
371,002078,太阳纸业,0.2494,0.1601,4.7684,0.2491,33.8782
372,300235,方直科技,0.2492,0.0582,0.9163,1.1151,159.9098
373,603009,北特科技,0.249,0.1705,3.4768,0.3341,37.4857
374,002634,棒杰股份,0.2481,0.1172,2.7516,0.6111,62.9107
375,002159,三特索道,0.2461,0.0455,,0.1008,12.9646
376,600963,岳阳林纸,0.2457,0.0974,121.713,0.144,19.38
377,000568,泸州老窖,0.2442,0.0992,1.3392,0.387,39.212
378,600490,鹏欣资源,0.2441,0.1292,2.4803,0.6329,145.7435
379,600660,福耀玻璃,0.244,0.1869,1.4225,0.3907,49.0004
380,000813,天山纺织,0.244,0.0672,2.6596,0.2008,31.0991
381,002777,久远银海,0.2433,0.129,1.5058,0.2188,22.8454
382,002478,常宝股份,0.2432,0.2307,3.2484,1.0025,100.2704
383,600467,好当家,0.2428,0.0451,15.1991,0.1174,12.5812
384,603567,珍宝岛,0.2425,0.1072,0.8325,0.2699,28.4102
385,300490,华自科技,0.2423,0.1253,1.9701,0.2314,24.115
386,600400,红豆股份,0.2423,0.119,9.362,0.17,24.9744
387,300429,强力新材,0.2421,0.1809,0.9842,0.6277,69.1571
388,002068,黑猫股份,0.2416,0.2196,14.6106,0.2818,32.4524
389,600159,大龙地产,0.2415,0.0979,2.1993,0.3385,33.8483
390,300489,中飞股份,0.2413,0.0756,1.0536,0.1449,37.1684
391,603398,邦宝益智,0.2408,0.2797,1.2237,1.1209,121.3008
392,300525,博思软件,0.2408,0.118,0.9063,0.5603,56.031
393,600801,华新水泥,0.24,0.1474,2.5706,0.2559,41.5608
394,600493,凤竹纺织,0.2399,0.1711,18.6096,0.4077,41.4457
