,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
203,600182,S佳通,0.3046,0.1625,2.7156,0.4051,47.4062
204,300086,康芝药业,0.3043,0.028,2.4732,0.4165,44.1864
205,000539,粤电力A,0.3029,0.067,1.9519,0.1086,21.4803
206,000615,京汉股份,0.3025,0.0827,45.7237,0.151,15.5807
207,002700,新疆浩源,0.3022,0.0562,0.9348,0.3424,34.7077
208,600021,上海电力,0.3009,0.0551,2.7644,0.0775,18.2788
209,300037,新宙邦,0.3002,0.0716,1.6112,0.4581,48.7665
210,603199,九华旅游,0.3,,1.8373,,
211,000547,航天发展,0.2998,0.026,0.993,0.0797,16.2085
212,600393,粤泰股份,0.2996,0.0129,16.1752,0.0179,2.7144
213,600519,贵州茅台,0.2995,0.0777,0.5596,0.499,50.0076
214,300046,台基股份,0.2977,0.0391,1.4476,0.4786,53.4653
215,600119,长江投资,0.2963,0.0939,6.2258,0.185,23.3537
216,000813,天山纺织,0.2938,0.0314,2.8161,0.1105,17.1099
217,002033,丽江旅游,0.2936,0.0401,0.8089,0.2038,73.1436
218,002581,未名医药,0.2934,0.0666,0.9975,1.089,114.2674
219,300412,迦南科技,0.293,0.0784,1.3619,0.2348,23.4768
220,002690,美亚光电,0.2929,0.0487,0.7694,0.612,87.1807
221,000048,康达尔,0.2917,0.132,36.4767,0.1895,19.8753
222,002092,中泰化学,0.2916,0.0582,8.5868,0.0864,25.1529
223,002757,南兴装备,0.2895,,2.7711,,
224,600064,南京高科,0.2892,0.027,1.6832,0.04,4.3605
225,002113,天润数娱,0.289,0.0202,3.365,0.0962,9.6173
226,002622,永大集团,0.2888,0.0135,1.1533,0.2619,27.4375
227,600050,中国联通,0.2888,0.0854,6.6652,0.1509,16.446
228,000875,吉电股份,0.2887,0.0344,,0.045,11.6897
229,300127,银河磁体,0.2884,0.0501,1.5304,0.663,69.5382
230,600658,电子城,0.2873,0.0794,0.7886,0.2983,30.4842
231,601929,吉视传媒,0.2845,0.045,1.0765,0.1465,20.7461
232,600867,通化东宝,0.2844,0.0672,1.2603,0.2337,41.4979
233,600585,海螺水泥,0.2833,0.085,1.3274,0.251,62.1843
234,002695,煌上煌,0.2832,0.094,2.5643,1.9018,218.4784
235,603166,福达股份,0.2828,0.0614,3.3055,0.0823,10.8592
236,601006,大秦铁路,0.2827,0.0726,1.0377,0.3031,42.907
237,002621,三垒股份,0.2817,0.0256,0.8509,0.6226,62.2587
238,300421,力星股份,0.2817,,2.2265,,
239,002751,易尚展示,0.2817,,3.2199,,
240,601808,中海油服,0.2813,0.0538,1.0314,0.1122,34.843
241,600116,三峡水利,0.2803,0.0358,2.0867,0.0533,10.7496
242,600037,歌华有线,0.2794,0.0308,1.6662,0.0718,28.2627
243,002632,道明光学,0.2776,0.0587,4.5705,0.4718,49.1331
244,600863,内蒙华电,0.2772,0.0434,1.3597,0.0701,14.4865
245,000601,韶能股份,0.2764,0.0456,2.106,0.0813,26.6893
246,300467,迅游科技,0.2756,,0.8513,,
247,600847,万里股份,0.2753,0.0246,9.0344,0.1589,16.388
248,600220,江苏阳光,0.2746,0.0736,8.0373,0.1378,13.8533
249,002219,恒康医疗,0.2738,0.0637,0.6334,0.1573,16.4031
250,002360,同德化工,0.2733,0.0772,1.387,0.2859,37.5298
251,000543,皖能电力,0.273,0.084,2.2416,0.1563,35.6215
252,300295,三六五网,0.2728,0.0697,0.7029,0.7036,70.359
253,002651,利君股份,0.2727,0.0537,0.6998,0.241,25.0429
254,600737,中粮屯河,0.2726,0.0859,321.2965,0.1707,17.8302
255,300408,三环集团,0.2722,0.113,1.035,0.46,77.3881
256,002568,百润股份,0.2718,0.0323,0.6933,0.9384,106.815
257,002283,天润曲轴,0.2701,0.0507,3.2084,0.147,14.9439
258,603116,红蜻蜓,0.2699,0.1557,3.0562,0.4052,45.8351
259,601677,明泰铝业,0.2698,0.1854,14.6451,0.4875,49.0452
260,603025,大豪科技,0.2698,0.1104,0.812,1.0095,102.4578
261,600221,海南航空,0.2691,0.042,10.0477,0.0554,12.5694
262,002233,塔牌集团,0.2688,0.0993,1.5106,0.3796,44.8676
263,600251,冠农股份,0.2687,0.0547,0.8973,0.1722,18.9731
264,002140,东华科技,0.2686,0.0443,2.6038,0.0626,6.2596
265,000428,华天酒店,0.2679,0.0234,,0.0298,5.2208
266,002762,金发拉比,0.2677,,1.2142,,
267,300482,万孚生物,0.2666,,0.9167,,
268,002245,澳洋顺昌,0.2659,0.084,2.1339,0.2874,34.6744
269,000584,友利控股,0.2654,0.079,1.9395,0.1821,18.3421
270,002367,康力电梯,0.2652,0.0933,2.1081,0.1936,20.4487
271,002224,三力士,0.2647,0.0893,1.5533,0.7221,72.211
272,300252,金信诺,0.2646,0.0793,2.8638,0.1348,13.5866
273,300315,掌趣科技,0.2642,0.0183,0.7792,0.0812,10.8209
274,000890,法尔胜,0.2639,0.0633,25.2772,0.0988,10.1499
275,600157,永泰能源,0.2638,0.0218,2.5469,0.0304,4.8008
276,603869,北部湾旅,0.2637,0.0585,2.3379,0.178,34.4119
277,002461,珠江啤酒,0.2636,0.073,12.9368,0.1705,28.0548
278,300031,宝通科技,0.2629,0.0658,1.5391,0.4037,42.7531
279,300316,晶盛机电,0.2614,0.018,1.0648,0.2297,22.968
280,000027,深圳能源,0.2606,0.0441,1.331,0.0929,12.0988
281,600193,创兴资源,0.2603,0.0105,,0.0255,3.839
282,000882,华联股份,0.2594,0.0125,4.4063,0.0256,6.7297
283,002467,二六三,0.2588,0.0585,1.2962,0.3734,38.2618
284,000929,兰州黄河,0.2584,0.0798,3.328,0.2717,29.1256
285,601005,重庆钢铁,0.2583,0.0322,,0.0396,5.8192
286,002776,柏堡龙,0.2575,,1.294,,
287,002481,双塔食品,0.2574,0.0772,2.3583,0.1757,17.8711
288,600805,悦达投资,0.2562,0.0219,0.4956,0.0506,6.202
289,601636,旗滨集团,0.2555,0.0491,4.1609,0.0808,16.5453
290,000885,同力水泥,0.2546,0.1027,5.1015,0.2232,39.9025
291,600868,梅雁吉祥,0.2545,0.0185,3.8633,0.09,33.7713
292,002644,佛慈制药,0.254,0.0544,3.4285,0.1869,56.6176
293,300198,纳川股份,0.2529,0.0498,1.6432,0.2505,25.0473
294,600660,福耀玻璃,0.2525,0.0952,1.4894,0.1836,22.6792
295,002068,黑猫股份,0.2524,0.1085,26.6136,0.1353,15.8596
296,600011,华能国际,0.2515,0.0616,1.9522,0.0873,16.1363
297,002222,福晶科技,0.2514,0.035,0.8857,0.3042,42.2839
298,600346,*ST橡塑,0.2508,0.0327,,0.0464,6.2649
299,600356,恒丰纸业,0.2502,0.0607,6.2142,0.1478,22.0271
300,002508,老板电器,0.2498,0.1212,1.8686,0.3416,34.4565
301,601088,中国神华,0.2483,0.0578,1.219,0.1484,18.9714
302,002453,天马精化,0.2483,0.0665,4.1656,0.1994,20.0531
303,600594,益佰制药,0.2462,0.0714,1.846,0.2583,33.1131
304,300138,晨光生物,0.2456,0.1001,26.178,0.3116,35.6429
305,600509,天富能源,0.2446,0.0311,2.043,0.0475,8.99
306,002267,陕天然气,0.2439,0.0702,2.1208,0.1151,33.4628
307,000536,华映科技,0.2438,0.0851,3.6402,0.1405,15.3842
308,300103,达刚路机,0.2435,0.0569,1.7413,0.3369,33.9496
309,000935,四川双马,0.2434,0.051,2.6157,0.1904,20.2426
310,300441,鲍斯股份,0.2433,,1.3523,,
311,600423,柳化股份,0.2433,0.0683,,0.0896,10.5115
312,002054,德美化工,0.2427,0.0612,2.2769,0.2568,44.6812
313,000672,上峰水泥,0.2418,0.1016,1.6123,0.2095,21.4627
314,603158,腾龙股份,0.2416,0.1188,1.3889,0.292,29.357
315,000403,ST生化,0.2416,0.0303,0.3925,0.0471,5.6259
316,600780,通宝能源,0.2405,0.0943,2.5266,0.1884,28.9346
317,603021,山东华鹏,0.2401,,2.584,,
318,002633,申科股份,0.2396,0.0386,,0.0985,10.5135
319,300268,万福生科,0.2386,0.0276,,0.0834,10.7741
320,002490,山东墨龙,0.2378,0.0515,40.0104,0.0928,10.8969
321,300113,顺网科技,0.2376,0.0506,1.4189,0.3129,32.4997
322,603566,普莱柯,0.2376,,0.9549,,
323,000665,湖北广电,0.2371,0.0406,1.3297,0.1447,15.8179
324,600533,栖霞建设,0.2371,0.0196,10.9458,0.026,3.709
325,600026,中海发展,0.237,0.0234,19.534,0.0358,9.399
326,600666,奥瑞德,0.2356,0.06,5.0841,0.0746,8.733
327,300418,昆仑万维,0.2355,0.169,0.9841,0.645,64.8509
328,002691,冀凯股份,0.235,0.0358,1.881,0.309,41.241
329,300401,花园生物,0.2345,0.0283,1.1415,0.4973,61.5929
330,002437,誉衡药业,0.2337,0.0489,1.0253,0.1269,16.4985
331,600586,金晶科技,0.2335,0.043,10.726,0.0807,10.2111
332,002269,美邦服饰,0.2333,0.097,3.905,0.2019,26.5949
333,600131,岷江水电,0.2331,0.038,1.2991,0.0544,16.6482
334,600023,浙能电力,0.2327,0.0503,1.2986,0.0986,23.0427
335,002001,新和成,0.2319,0.0554,0.9005,0.228,24.1374
336,002299,圣农发展,0.2317,0.0779,22.1605,0.1324,15.346
337,601313,江南嘉捷,0.2315,0.1025,2.9873,0.2161,21.6432
338,600368,五洲交通,0.2307,0.0172,2.5717,0.0225,6.5978
339,002021,中捷资源,0.2305,0.0351,7.9568,0.0577,5.7755
340,002041,登海种业,0.2297,0.0383,0.6696,0.158,19.5026
341,603838,四通股份,0.2297,,1.96,,
342,002749,国光股份,0.2295,,0.8219,,
343,603306,华懋科技,0.2286,0.0811,1.0239,0.2641,29.0259
344,600600,青岛啤酒,0.2281,0.1322,2.6907,0.2649,31.744
345,000546,金圆股份,0.2278,0.0339,,0.1495,20.3362
346,600276,恒瑞医药,0.2277,0.0979,1.0194,1.1126,112.832
347,300384,三联虹普,0.2269,0.0619,1.032,0.1002,10.1802
348,600201,生物股份,0.2263,0.0642,0.5347,0.3938,46.3984
349,002557,洽洽食品,0.2255,0.0819,2.7639,0.275,28.8474
350,002326,永太科技,0.2249,0.0457,3.0953,0.0952,9.944
351,000729,燕京啤酒,0.2247,0.0884,2.6697,0.2734,27.7012
352,002737,葵花药业,0.2241,0.1268,1.5075,0.2115,29.1514
353,603315,福鞍股份,0.2239,0.0473,1.7703,0.0724,8.5459
354,002625,龙生股份,0.2231,0.0628,1.679,0.3181,32.2592
355,603669,灵康药业,0.2218,,0.8249,,
356,600573,惠泉啤酒,0.2216,0.0752,14.8485,0.6924,69.2368
357,000582,北部湾港,0.2209,0.0501,1.4115,0.0805,14.6089
358,300149,量子高科,0.2206,0.0431,1.6466,0.8247,83.4752
359,600593,大连圣亚,0.2204,0.0346,,0.0683,11.7972
360,002394,联发股份,0.2203,0.0871,3.0156,0.242,57.3589
361,000939,凯迪生态,0.2202,0.0215,3.3137,0.0282,5.2505
362,000553,沙隆达A,0.22,0.1188,1.298,0.2795,41.9882
363,300406,九强生物,0.2199,0.0818,0.5133,1.0951,121.2494
364,600419,天润乳业,0.2189,0.0769,3.0845,0.1917,39.9291
365,002729,好利来,0.2186,0.0641,1.0811,0.1697,27.9731
366,002191,劲嘉股份,0.2183,0.0591,0.7849,0.239,29.7185
367,600493,凤竹纺织,0.2182,0.0643,113.359,0.1379,14.0025
368,600252,中恒集团,0.2179,0.0646,0.7969,0.1714,21.0376
369,002399,海普瑞,0.2178,0.0208,1.8167,0.1271,22.5772
370,300227,光韵达,0.2168,0.0442,1.7467,0.1794,21.7737
371,002019,亿帆鑫富,0.2165,0.0821,0.8845,0.1763,18.2057
372,600836,界龙实业,0.2156,0.0297,61.1421,0.0354,4.0459
373,600217,秦岭水泥,0.2154,0.0349,,0.0335,14.6119
374,002623,亚玛顿,0.2154,0.0363,4.5353,0.2965,32.9801
375,002211,宏达新材,0.215,0.0677,26.4727,0.2508,26.6794
376,000421,南京公用,0.2147,0.0845,1.8612,0.2404,32.6588
377,300433,蓝思科技,0.2146,0.0798,2.3358,0.1453,15.8896
378,600463,空港股份,0.2129,0.0316,2.7519,0.0469,5.5869
379,300286,安科瑞,0.2118,0.0517,0.796,0.353,36.7324
380,600642,申能股份,0.2115,0.0688,1.8882,0.2112,29.1966
381,600721,*ST百花,0.2105,0.0211,,0.0299,4.0453
382,600801,华新水泥,0.2092,0.0594,2.4456,0.0993,18.9237
383,000661,长春高新,0.209,0.0617,1.0905,0.1505,16.6492
384,600311,荣华实业,0.2076,0.0255,38.1955,0.3465,34.6523
385,600132,重庆啤酒,0.2071,0.0703,3.2406,0.1167,11.6661
386,600261,阳光照明,0.2065,0.0754,2.2565,0.2115,22.9802
387,300475,聚隆科技,0.2064,,0.4932,,
388,002572,索菲亚,0.2063,0.0797,1.7089,0.5686,58.5436
389,002292,奥飞娱乐,0.2055,0.0559,1.2627,0.1305,19.9448
390,002198,嘉应制药,0.2055,0.0556,1.7002,0.3621,47.2307
391,300459,金科娱乐,0.2051,,2.2687,,
392,600017,日照港,0.2032,0.0307,1.0997,0.0826,24.7825
393,002067,景兴纸业,0.2029,0.0542,10.1495,0.1221,19.8406
394,300473,德尔股份,0.2026,,0.9484,,
395,000650,仁和药业,0.2019,0.0857,1.5401,0.4843,50.5514
396,000725,京东方A,0.2019,0.0254,2.7979,0.0628,18.1467
397,600113,浙江东日,0.2019,0.0362,3.4226,0.0981,11.2313
398,600360,华微电子,0.2005,0.0351,8.655,0.0779,10.2355
399,300359,全通教育,0.2,0.049,0.6093,0.9089,98.6531
400,600114,东睦股份,0.2,0.0684,1.8142,0.348,38.7956
401,603168,莎普爱思,0.1999,0.0783,1.1897,0.2756,39.2652
402,002049,紫光国芯,0.1985,0.0277,0.6832,0.115,25.6063
403,603188,亚邦股份,0.1978,0.1115,0.7129,0.202,20.2532
404,000564,西安民生,0.1974,0.0527,11.2503,0.0682,7.8108
405,002731,萃华珠宝,0.197,0.2512,8.0997,0.4211,42.3354
