,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
24,300520,科大国创,-0.02,-33.33,,-0.49,,-130.32,-40.72,,06-20
25,603016,新宏泰,0.13,0.0,,3.27,,1411.85,0.72,,06-08
26,002801,微光股份,0.43,22.86,9.73,4.53,0.34,1903.14,22.94,,06-07
27,603958,哈森股份,0.21,-24.54,,,,3362.0,-24.48,,06-07
28,002802,洪汇新材,0.15,36.36,,4.25,,1220.06,36.52,,06-07
29,300518,盛讯达,0.26,23.81,,3.65,,1803.84,23.94,,06-06
30,300519,新光药业,0.66,,,12.11,,3977.53,3.35,,06-06
31,300517,海波重科,0.08,14.29,,1.79,,582.91,4.53,,06-06
32,603909,合诚股份,0.17,,,4.16,,1268.61,,,06-06
33,300515,三德科技,0.08,-426.07,,2.48,,572.37,-425.65,,05-20
34,603339,四方冷链,0.18,-5.26,,3.85,0.48,2811.32,-5.79,,05-18
35,002800,天顺股份,0.07,75.0,,1.4,,384.02,78.6,,05-17
36,603737,三棵树,-0.18,-35.71,,-2.55,,-1378.15,-34.93,,05-16
37,300516,久之洋,0.23,9.52,4.63,5.15,-0.67,2091.23,13.08,,05-16
38,603959,百利科技,0.01,,2.76,0.44,-0.34,203.97,,,05-16
39,300513,恒泰实达,-0.04,,,-0.71,,-215.64,,,05-16
40,603779,威龙股份,0.07,75.0,,,,1121.47,83.38,,05-13
41,002797,第一创业,0.05,-54.55,3.16,1.62,-0.56,9989.12,-54.27,,05-10
42,002796,世嘉科技,0.11,0.0,4.42,2.53,-0.02,655.06,-3.12,,05-09
43,300510,金冠电气,0.09,12.5,4.73,1.9,0.02,592.22,18.68,,05-05
44,603101,汇嘉时代,0.12,-1.17,3.64,3.29,-0.37,2122.09,-1.21,,05-05
45,300511,雪榕生物,0.46,142.11,6.11,7.89,0.61,5218.34,140.07,,05-03
46,600246,万通地产,0.0,-91.14,,0.16,,471.58,-91.2,,04-30
47,002608,*ST舜船,-0.2,33.33,,,,-7682.34,37.54,,04-30
48,600887,伊利股份,0.26,-39.53,,7.48,,155373.88,19.26,,04-30
49,002322,理工环科,0.02,-166.67,,0.28,,813.73,-197.53,,04-30
50,600859,王府井,0.41,-17.01,,2.52,,18725.43,-17.02,,04-30
51,000428,华天酒店,-0.06,-14.29,,-1.82,,-5768.12,18.22,,04-30
52,000995,*ST皇台,-0.02,-0.0,,-2.96,,-375.2,31.33,,04-30
53,600767,运盛医疗,-0.05,108.0,,-6.13,,-1761.38,104.24,,04-30
54,601928,凤凰传媒,0.1,16.95,,2.31,,24943.34,17.01,,04-30
55,000716,黑芝麻,0.07,-25.0,,1.28,,2235.39,-25.67,,04-30
56,000876,新希望,0.32,28.0,,3.27,,65950.91,28.0,,04-30
57,002622,永大集团,0.01,-66.67,,0.29,,350.75,-72.93,,04-30
58,000666,经纬纺机,0.08,-44.64,,0.89,,5455.98,-45.52,,04-30
59,000050,深天马A,0.06,-43.17,,0.68,,9088.55,-29.68,,04-30
60,002150,通润装备,0.06,20.0,,2.25,,1410.49,10.64,,04-30
61,000902,新洋丰,0.33,13.79,,4.52,,21662.26,23.6,,04-30
62,002369,卓翼科技,0.01,-116.67,,0.34,,454.22,-115.9,,04-30
63,600477,杭萧钢构,0.05,125.0,,2.19,,3660.06,238.92,,04-30
64,600533,栖霞建设,0.01,46.03,,0.24,,965.22,46.01,,04-30
65,300135,宝利国际,0.01,-61.54,,0.42,,484.25,-26.68,,04-30
66,600158,中体产业,-0.01,-204.65,,-0.73,,-1135.22,-204.67,,04-30
67,600287,江苏舜天,0.05,10.25,,1.68,,2115.68,10.43,,04-30
68,600007,中国国贸,0.18,20.0,,3.07,,17633.22,16.06,,04-30
69,601899,紫金矿业,0.0,-84.21,,0.23,,6376.07,-84.64,,04-30
70,600033,福建高速,0.06,8.89,,2.11,,17142.35,8.82,,04-30
71,600623,华谊集团,0.07,-179.12,,0.94,,15201.06,-288.62,,04-30
72,600071,凤凰光学,-0.05,321.54,,-2.56,,-1298.03,319.0,,04-30
73,600657,信达地产,-0.1,400.0,,-1.78,,-14875.31,403.19,,04-30
74,002578,闽发铝业,0.01,-83.33,,0.49,,477.57,-51.69,,04-30
75,000759,中百集团,0.01,-91.86,,0.13,,387.3,-92.17,,04-30
76,600121,郑州煤电,-0.12,-590.53,,-3.54,,-12099.41,-589.93,,04-30
77,600129,太极集团,2.15,4388.33,,70.13,,91969.54,4390.14,,04-30
78,600139,西部资源,-0.07,108.05,1.48,-4.44,0.18,-4450.08,108.01,,04-30
79,603117,万林股份,0.04,-20.0,,1.3,,1759.5,-7.49,,04-30
80,601011,宝泰隆,0.0,-104.25,,0.05,,228.94,-111.76,,04-30
81,600222,太龙药业,0.0,-126.74,,0.09,,129.29,-126.32,,04-30
82,000155,*ST川化,-0.07,-36.36,,,,-3457.42,-35.37,,04-30
83,002412,汉森制药,0.1,-0.62,,2.31,,2843.75,-0.65,,04-30
84,603861,白云电器,0.07,-11.35,,1.86,,2558.28,-11.44,,04-30
85,600883,博闻科技,-0.01,-105.54,,-0.23,,-150.69,-105.53,,04-30
86,600478,科力远,-0.04,-22.13,,-2.35,,-3482.39,51.26,,04-30
87,002031,巨轮智能,0.02,-77.78,,0.45,,1353.6,-71.8,,04-30
88,600777,新潮能源,-0.02,-60.0,,-0.41,,-1423.89,-51.04,,04-30
89,600352,浙江龙盛,0.09,-87.75,4.33,2.18,-0.59,30366.94,-73.95,,04-30
90,600401,海润光伏,0.0,-82.78,,0.25,,1250.53,-47.26,,04-30
91,600377,宁沪高速,0.15,8.86,,3.71,,77369.03,8.83,,04-30
92,002028,思源电气,0.08,-11.11,,1.18,,4887.78,-7.94,,04-30
93,600485,信威集团,0.16,60.0,,4.04,,46424.98,51.87,,04-30
94,600190,锦州港,0.01,-81.4,,0.23,,1340.44,-81.31,,04-30
95,000987,越秀金控,0.17,-5.56,,2.69,,6057.41,-5.77,,04-30
96,600015,华夏银行,0.41,-10.87,13.29,3.7,-9.55,443100.0,7.13,,04-30
97,000572,海马汽车,0.05,-35.32,,1.13,,8367.66,-35.38,,04-30
98,000976,春晖股份,0.0,-118.55,,2.35,,566.3,-138.97,,04-30
99,000990,诚志股份,-0.05,-747.14,,-0.7,,-1756.85,-760.42,,04-30
100,000880,潍柴重机,0.02,-39.75,,0.52,,666.16,-31.65,,04-30
101,600651,飞乐音响,0.02,-50.0,,0.63,,2059.62,-50.81,,04-30
102,000651,格力电器,0.53,-42.39,,6.43,,315981.61,13.85,,04-30
103,600136,当代明诚,0.0,75.0,,0.03,,46.29,199.39,,04-30
104,600727,鲁北化工,0.01,-66.67,,0.45,,478.61,-48.52,,04-30
105,002496,辉丰股份,0.12,-20.0,,1.52,,4937.28,-7.17,,04-30
106,002403,爱仕达,0.14,0.0,,2.62,,4424.94,36.4,,04-30
107,600259,广晟有色,-0.25,-2600.0,,-13.16,,-6554.47,-2530.97,,04-30
108,600875,东方电气,0.0,-96.0,,0.02,,439.48,-95.92,,04-30
109,600282,南钢股份,0.0,-85.42,,0.18,,1113.28,-85.08,,04-30
110,002336,*ST人乐,0.05,-52.82,,0.92,,2071.39,-52.85,,04-30
111,000717,*ST韶钢,-0.1,-46.38,,-96.55,,-23109.34,-46.38,,04-30
112,002325,洪涛股份,0.08,-27.27,,2.49,,8203.33,-3.78,,04-30
113,600746,江苏索普,0.0,-115.13,,0.3,,124.64,-115.02,,04-30
114,000951,中国重汽,0.08,-50.0,,0.78,,3564.45,-45.53,,04-30
115,002133,广宇集团,,,,0.02,,44.07,-57.91,,04-30
116,000687,华讯方舟,0.06,-188.24,,2.97,,4568.03,-189.19,,04-30
117,000760,斯太尔,-0.04,-0.0,,-2.32,,-3501.62,44.89,,04-30
118,002308,威创股份,0.03,-250.0,,1.01,,2201.62,-218.73,,04-30
119,000509,华塑控股,-0.01,-24.82,,-15.93,,-872.24,-25.0,,04-30
120,000909,数源科技,0.01,0.0,,0.48,,347.67,7.62,,04-30
121,000798,中水渔业,-0.02,-271.53,,-1.59,,-750.82,-271.6,,04-30
122,600386,北巴传媒,0.06,-14.29,,1.37,,2508.35,-17.04,,04-30
123,600170,上海建工,0.08,0.0,,2.46,,49687.25,32.62,,04-30
124,000048,康达尔,0.02,25.49,,1.05,,749.64,25.53,,04-30
125,600203,福日电子,0.05,25.0,,1.1,,1800.86,25.55,,04-30
126,600218,全柴动力,0.08,-9.91,,1.55,,2818.26,6.54,,04-30
127,600973,宝胜股份,0.07,66.26,,1.29,,3847.83,128.45,,04-30
128,600270,外运发展,0.16,-10.43,,2.01,,14613.2,-10.44,,04-30
129,002331,皖通科技,0.04,7.69,,0.86,,1062.39,7.69,,04-30
130,600861,北京城乡,0.09,-1.32,,1.22,,2833.21,-1.27,,04-30
131,600291,西水股份,0.06,-70.88,,0.99,,5512.03,-27.78,,04-30
132,600822,上海物贸,0.02,-3.38,,3.48,,978.27,-4.71,,04-30
133,000767,漳泽电力,-0.08,-382.0,,-3.38,,-19060.1,-381.32,,04-30
134,600345,长江通信,0.06,20.0,,1.01,,1276.42,39.13,,04-30
135,000592,平潭发展,0.0,20.0,,0.04,,113.22,35.09,,04-30
136,600117,西宁特钢,-0.34,209.09,,-26.96,,-25464.34,223.52,,04-30
137,000713,丰乐种业,0.05,-30.04,,1.04,,1419.09,-30.04,,04-30
138,603969,银龙股份,0.01,-92.31,,0.39,,583.75,-74.04,,04-30
139,000663,永安林业,-0.05,1150.0,,-0.85,,-1701.06,1823.15,,04-30
140,002027,分众传媒,0.16,5160.0,,13.2,,64943.07,61413.23,,04-30
141,000011,深物业A,0.0,66.67,,0.03,,57.7,61.92,,04-30
142,603333,明星电缆,-0.0,-57.14,,-0.12,,-177.42,-48.13,,04-30
143,000982,中银绒业,-0.05,-2600.0,,-2.74,,-9109.37,-1772.62,,04-30
144,600624,复旦复华,0.01,-11.61,2.04,0.67,-0.11,720.39,15.01,,04-30
145,000931,中关村,-0.02,-17.13,,-2.01,,-1597.51,-17.11,,04-30
146,600072,钢构工程,-0.05,-742.86,,-1.9,,-2172.03,-727.83,,04-30
147,000889,茂业通信,0.08,10.38,,2.12,,4824.08,10.38,,04-30
148,600680,上海普天,-0.01,-42.11,,-0.32,,-401.89,-43.42,,04-30
149,000567,海德股份,0.01,305.71,,0.98,,215.2,305.83,,04-30
150,603399,新华龙,-0.1,100.0,,-2.75,,-4989.05,178.34,,04-30
151,601169,北京银行,0.42,-10.64,,4.62,,527500.0,5.8,,04-30
152,000548,湖南投资,0.0,50.0,,0.08,,127.28,17.82,,04-30
153,600182,S佳通,0.11,-8.33,,3.2,,3659.55,-9.22,,04-30
154,600999,招商证券,0.17,-62.12,,2.09,,100895.27,-62.11,,04-30
155,002419,天虹商场,0.23,15.0,,3.28,,18367.31,15.66,,04-30
156,600992,贵绳股份,0.02,0.63,,0.29,,390.0,0.51,,04-30
157,002715,登云股份,-0.05,-1141.67,,-1.0,,-414.17,-1047.39,,04-30
158,601601,中国太保,0.24,-55.56,14.61,1.7,1.77,219900.0,-55.15,,04-30
159,002340,格林美,0.05,0.0,,1.0,,6602.8,48.85,,04-30
160,600321,国栋建设,-0.01,143.66,1.76,-0.71,-0.02,-1893.8,144.58,,04-30
161,000789,万年青,0.01,-93.98,,0.2,,524.4,-90.93,,04-30
162,002274,华昌化工,0.01,-108.66,,0.14,,404.74,-110.96,,04-30
163,600191,华资实业,0.0,-95.56,,0.09,,201.22,-95.51,,04-30
164,000402,金融街,0.26,-3.7,,3.01,,77995.16,-2.21,,04-30
165,600408,安泰集团,-0.12,-50.0,,-8.03,,-11939.81,-50.53,,04-30
166,603997,继峰股份,0.14,-6.67,,4.36,,5944.62,13.74,,04-30
167,002118,紫鑫药业,0.02,100.0,,0.53,,1062.46,119.97,,04-30
168,000679,大连友谊,0.05,-85.71,,1.41,,1784.96,-85.71,,04-30
169,000031,中粮地产,0.11,175.0,,3.14,,19047.47,164.82,,04-30
170,600645,中源协和,-0.02,-104.76,,-0.4,,-618.5,-103.85,,04-30
171,600388,龙净环保,0.07,-50.0,,2.12,,7649.84,26.28,,04-30
172,600016,民生银行,0.38,-2.56,8.52,4.49,4.84,1370600.0,2.46,,04-30
173,000918,嘉凯城,-0.13,62.5,,-12.83,,-24079.87,64.01,,04-30
174,600664,哈药股份,0.04,-50.0,,1.36,,9738.33,-39.91,,04-30
175,000587,金洲慈航,0.14,133.33,,2.0,,15298.72,376.74,,04-30
176,600130,波导股份,0.01,-16.67,,1.09,,1054.6,18.3,,04-30
177,603223,恒通股份,0.1,25.0,,1.97,,1164.18,55.2,,04-30
178,600735,新华锦,0.03,-17.75,,2.05,,1236.1,18.44,,04-30
179,000333,美的集团,0.92,16.46,,7.58,,390725.2,16.91,,04-30
180,603568,伟明环保,0.18,5.88,,4.81,,8279.1,17.92,,04-30
181,000913,*ST钱江,0.1,900.0,,2.22,,4343.3,593.0,,04-30
182,000792,盐湖股份,0.08,821.43,,0.62,,14367.34,978.48,,04-30
183,000655,金岭矿业,-0.14,133.33,,-2.58,,-8072.5,111.45,,04-30
184,601118,海南橡胶,-0.02,-21.07,,-1.1,,-8692.61,-21.02,,04-30
185,600162,香江控股,0.07,-12.5,,2.34,,10437.88,69.96,,04-30
186,002623,亚玛顿,0.07,-41.67,,0.5,,1071.57,-45.46,,04-30
187,603778,乾景园林,0.16,77.78,,1.42,,1244.46,128.33,,04-30
188,600979,广安爱众,0.03,10.65,,1.33,,2086.01,10.58,,04-30
189,600266,北京城建,0.11,-26.67,,0.91,,17350.61,-24.56,,04-30
190,002357,富临运业,0.1,-53.61,,3.03,,3001.36,-25.76,,04-30
191,000532,力合股份,0.02,39.39,,0.92,,634.96,40.02,,04-30
192,600844,丹化科技,-0.04,1619.23,,-4.35,0.01,-3483.49,1600.48,,04-30
193,600776,东方通信,0.01,-40.52,,0.57,,1685.15,-40.53,,04-30
194,600330,天通股份,0.06,233.33,,1.42,,5005.54,326.38,,04-30
195,600781,辅仁药业,0.03,-16.3,,1.53,,547.56,-16.24,,04-30
196,600068,葛洲坝,0.14,26.13,,3.16,,64576.21,26.85,,04-30
197,000416,民生控股,-0.02,-192.92,,-1.29,,-1118.06,-192.92,,04-30
198,002618,丹邦科技,0.04,-29.05,,0.4,,655.72,-28.98,,04-30
199,600261,阳光照明,0.07,-30.0,,3.39,,10060.88,4.18,,04-30
200,603015,弘讯科技,0.07,-41.67,,1.35,,1446.78,-29.36,,04-30
201,002130,沃尔核材,0.04,100.0,,1.21,,2052.68,48.37,,04-30
202,002103,广博股份,0.04,100.0,,0.75,,1225.34,255.82,,04-30
203,002140,东华科技,0.04,-28.62,,0.87,,1733.4,-28.63,,04-30
204,603123,翠微股份,0.07,-28.72,,1.2,,3486.28,-29.35,,04-30
205,600587,新华医疗,0.11,-45.0,,1.32,,4287.91,-46.38,,04-30
206,603566,普莱柯,0.27,-30.77,,3.22,,4375.06,-6.41,,04-30
207,600438,通威股份,-0.01,-79.28,,-0.18,,-791.01,-75.22,,04-30
208,600029,南方航空,0.27,42.11,,6.66,,268300.0,40.99,,04-30
209,600984,建设机械,-0.04,-51.91,,-0.72,,-2240.87,26.8,,04-30
210,600576,万家文化,0.02,-211.76,,0.71,,1225.93,-435.04,,04-30
211,600093,禾嘉股份,0.08,112.82,,1.66,,9370.6,642.72,,04-30
212,000809,铁岭新城,-0.03,100.0,,-0.66,,-2124.45,204.41,,04-30
213,002489,浙江永强,0.08,-83.67,,5.17,,17266.32,-25.85,,04-30
214,000552,靖远煤电,0.05,-22.73,,0.85,,5230.26,-23.0,,04-30
215,600882,广泽股份,-0.06,500.0,,-2.29,,-2434.56,797.59,,04-30
216,000018,神州长城,0.17,-8670.0,,5.63,,7658.73,-19696.21,,04-30
217,600246,万通地产,0.0,-91.14,,0.16,,471.58,-91.2,,04-30
218,002608,*ST舜船,-0.2,33.33,,,,-7682.34,37.54,,04-30
219,600887,伊利股份,0.26,-39.53,,7.48,,155373.88,19.26,,04-30
220,002322,理工环科,0.02,-166.67,,0.28,,813.73,-197.53,,04-30
221,600859,王府井,0.41,-17.01,,2.52,,18725.43,-17.02,,04-30
222,000428,华天酒店,-0.06,-14.29,,-1.82,,-5768.12,18.22,,04-30
223,000995,*ST皇台,-0.02,-0.0,,-2.96,,-375.2,31.33,,04-30
224,600767,运盛医疗,-0.05,108.0,,-6.13,,-1761.38,104.24,,04-30
225,601928,凤凰传媒,0.1,16.95,,2.31,,24943.34,17.01,,04-30
226,000716,黑芝麻,0.07,-25.0,,1.28,,2235.39,-25.67,,04-30
227,000876,新希望,0.32,28.0,,3.27,,65950.91,28.0,,04-30
228,002622,永大集团,0.01,-66.67,,0.29,,350.75,-72.93,,04-30
229,000666,经纬纺机,0.08,-44.64,,0.89,,5455.98,-45.52,,04-30
230,000050,深天马A,0.06,-43.17,,0.68,,9088.55,-29.68,,04-30
231,002069,*ST獐岛,-0.01,-0.0,,-1.32,,-923.07,-2.03,,04-30
232,001696,宗申动力,0.08,-2.12,,2.43,,8983.19,-2.22,,04-30
233,600336,澳柯玛,0.04,27.19,,2.89,,2966.94,27.01,,04-30
234,601933,永辉超市,0.12,9.09,,3.79,,47207.82,29.75,,04-30
235,000729,燕京啤酒,0.02,-10.53,,0.37,,4717.44,-11.07,,04-30
236,600126,杭钢股份,0.05,-171.43,,1.43,,11140.04,-282.28,,04-30
237,002505,大康农业,0.0,600.0,,0.14,,796.16,666.2,,04-30
238,601088,中国神华,0.23,-18.88,14.97,1.56,0.77,460700.0,-19.03,,04-30
239,000739,普洛药业,0.03,-21.43,,1.55,,3775.02,-21.47,,04-30
240,000759,中百集团,0.01,-91.86,,0.13,,387.3,-92.17,,04-30
241,600121,郑州煤电,-0.12,-590.53,,-3.54,,-12099.41,-589.93,,04-30
242,002024,苏宁云商,-0.04,-0.0,,-0.98,,-29611.8,-10.79,,04-30
243,600150,中国船舶,0.08,-6.67,,0.66,,11571.92,-7.04,,04-30
244,000546,金圆股份,-0.03,-43.54,,-1.07,,-1986.29,-43.56,,04-30
245,000528,柳工,0.01,-79.6,,0.17,,1499.8,-79.56,,04-30
246,600222,太龙药业,0.0,-126.74,,0.09,,129.29,-126.32,,04-30
247,000155,*ST川化,-0.07,-36.36,,,,-3457.42,-35.37,,04-30
248,002412,汉森制药,0.1,-0.62,,2.31,,2843.75,-0.65,,04-30
249,603861,白云电器,0.07,-11.35,,1.86,,2558.28,-11.44,,04-30
250,600883,博闻科技,-0.01,-105.54,,-0.23,,-150.69,-105.53,,04-30
251,600478,科力远,-0.04,-22.13,,-2.35,,-3482.39,51.26,,04-30
252,002031,巨轮智能,0.02,-77.78,,0.45,,1353.6,-71.8,,04-30
253,600777,新潮能源,-0.02,-60.0,,-0.41,,-1423.89,-51.04,,04-30
254,600352,浙江龙盛,0.09,-87.75,4.33,2.18,-0.59,30366.94,-73.95,,04-30
255,600401,海润光伏,0.0,-82.78,,0.25,,1250.53,-47.26,,04-30
256,600377,宁沪高速,0.15,8.86,,3.71,,77369.03,8.83,,04-30
257,002028,思源电气,0.08,-11.11,,1.18,,4887.78,-7.94,,04-30
258,600485,信威集团,0.16,60.0,,4.04,,46424.98,51.87,,04-30
259,600190,锦州港,0.01,-81.4,,0.23,,1340.44,-81.31,,04-30
260,000987,越秀金控,0.17,-5.56,,2.69,,6057.41,-5.77,,04-30
261,600015,华夏银行,0.41,-10.87,13.29,3.7,-9.55,443100.0,7.13,,04-30
262,000572,海马汽车,0.05,-35.32,,1.13,,8367.66,-35.38,,04-30
263,000976,春晖股份,0.0,-118.55,,2.35,,566.3,-138.97,,04-30
264,000990,诚志股份,-0.05,-747.14,,-0.7,,-1756.85,-760.42,,04-30
265,000880,潍柴重机,0.02,-39.75,,0.52,,666.16,-31.65,,04-30
266,600651,飞乐音响,0.02,-50.0,,0.63,,2059.62,-50.81,,04-30
267,600129,太极集团,2.15,4388.33,,70.13,,91969.54,4390.14,,04-30
268,600139,西部资源,-0.07,108.05,1.48,-4.44,0.18,-4450.08,108.01,,04-30
269,603117,万林股份,0.04,-20.0,,1.3,,1759.5,-7.49,,04-30
270,601011,宝泰隆,0.0,-104.25,,0.05,,228.94,-111.76,,04-30
271,002403,爱仕达,0.14,0.0,,2.62,,4424.94,36.4,,04-30
272,600259,广晟有色,-0.25,-2600.0,,-13.16,,-6554.47,-2530.97,,04-30
273,600875,东方电气,0.0,-96.0,,0.02,,439.48,-95.92,,04-30
274,600282,南钢股份,0.0,-85.42,,0.18,,1113.28,-85.08,,04-30
275,002336,*ST人乐,0.05,-52.82,,0.92,,2071.39,-52.85,,04-30
276,000717,*ST韶钢,-0.1,-46.38,,-96.55,,-23109.34,-46.38,,04-30
277,002325,洪涛股份,0.08,-27.27,,2.49,,8203.33,-3.78,,04-30
278,600746,江苏索普,0.0,-115.13,,0.3,,124.64,-115.02,,04-30
279,000951,中国重汽,0.08,-50.0,,0.78,,3564.45,-45.53,,04-30
280,002133,广宇集团,,,,0.02,,44.07,-57.91,,04-30
281,000687,华讯方舟,0.06,-188.24,,2.97,,4568.03,-189.19,,04-30
282,000760,斯太尔,-0.04,-0.0,,-2.32,,-3501.62,44.89,,04-30
283,002308,威创股份,0.03,-250.0,,1.01,,2201.62,-218.73,,04-30
284,000509,华塑控股,-0.01,-24.82,,-15.93,,-872.24,-25.0,,04-30
285,000020,深华发A,0.0,-5.56,,0.15,,46.99,-8.19,,04-30
286,000811,烟台冰轮,0.01,-88.89,,0.2,,403.19,-89.2,,04-30
287,603022,新通联,0.09,-40.0,,1.28,,716.55,-19.69,,04-30
288,000565,渝三峡A,0.03,-40.0,,1.54,,1203.82,43.72,,04-30
289,000960,锡业股份,-0.01,-96.36,,-0.15,,-1437.71,-95.32,,04-30
290,600712,南宁百货,0.0,-50.0,,0.07,,74.03,-29.85,,04-30
291,002687,乔治白,0.03,-25.0,,0.95,,992.74,9.1,,04-30
292,600668,尖峰集团,0.07,5.71,,1.17,,2550.92,10.53,,04-30
293,600696,匹凸匹,-0.05,51.06,,-3.73,,-1848.53,64.23,,04-30
294,000651,格力电器,0.53,-42.39,,6.43,,315981.61,13.85,,04-30
295,600136,当代明诚,0.0,75.0,,0.03,,46.29,199.39,,04-30
296,600727,鲁北化工,0.01,-66.67,,0.45,,478.61,-48.52,,04-30
297,002496,辉丰股份,0.12,-20.0,,1.52,,4937.28,-7.17,,04-30
298,000038,深大通,0.22,-3800.0,,3.07,,3556.84,-6560.94,,04-30
299,002425,凯撒股份,0.03,36.84,,0.6,,1183.07,61.45,,04-30
300,000511,*ST烯碳,0.0,-115.0,,0.05,,67.5,-115.29,,04-30
301,002354,天神娱乐,0.37,12.12,,2.2,,10820.51,47.43,,04-30
302,600083,博信股份,0.01,60.0,,3.33,,175.7,39.15,,04-30
303,600757,长江传媒,0.11,120.0,,2.73,,13880.85,119.81,,04-30
304,000887,中鼎股份,0.21,31.25,,6.24,,23576.74,32.0,,04-30
305,600802,福建水泥,-0.21,-4.17,2.14,-11.15,-0.24,-7921.84,-4.12,,04-30
306,300142,沃森生物,-0.03,-85.71,,-1.86,,-4205.41,-12.86,,04-30
307,600773,西藏城投,0.02,6.67,,0.46,,1135.16,4.74,,04-30
308,002284,亚太股份,0.06,-3.33,,1.63,,4257.08,-4.51,,04-30
309,000981,银亿股份,0.02,-80.0,,0.95,,4942.3,-41.5,,04-30
310,002741,光华科技,0.02,-65.6,,0.85,,618.39,10.01,,04-30
311,600502,安徽水利,0.09,0.0,,1.75,,4609.85,7.65,,04-30
312,600532,宏达矿业,-0.06,-3100.0,,-1.65,,-2936.77,-4425.94,,04-30
313,002076,雪莱特,0.01,-55.9,,0.51,,522.61,-26.74,,04-30
314,000043,中航地产,-0.23,129.62,,-4.04,,-15668.0,129.7,,04-30
315,600006,东风汽车,0.06,-11.26,,1.88,,12131.04,-11.38,,04-30
316,000779,三毛派神,-0.08,60.0,,-7.86,,-1556.42,56.65,,04-30
317,000988,华工科技,0.05,66.67,,1.51,,4489.5,55.1,,04-30
318,000937,冀中能源,0.0,-33.33,,0.02,,420.32,-16.11,,04-30
319,600860,京城股份,-0.07,16.67,,-4.35,,-3033.16,18.85,,04-30
320,000756,新华制药,0.04,33.33,,1.07,,2029.68,42.34,,04-30
321,600678,四川金顶,-0.02,-16.04,,-56.58,,-859.71,-15.96,,04-30
322,000898,鞍钢股份,-0.09,-2933.33,,-1.43,,-61500.0,-3336.84,,04-30
323,600120,浙江东方,0.28,47.37,,2.72,,14131.31,48.91,,04-30
324,000897,津滨发展,-0.0,-86.78,,-0.39,,-489.94,-86.64,,04-30
325,000785,武汉中商,0.07,40.0,,2.11,,1647.24,38.9,,04-30
326,002487,大金重工,0.04,100.0,,1.28,,2118.9,102.46,,04-30
327,600890,中房股份,-0.01,88.16,,-2.56,,-830.25,87.89,,04-30
328,600969,郴电国际,0.05,-23.72,,0.45,,1420.07,-23.64,,04-30
329,000505,*ST珠江,-0.09,-156.25,,,,-3854.12,-155.11,,04-30
330,002126,银轮股份,0.16,0.0,,2.72,,5621.27,10.46,,04-30
331,600273,嘉化能源,0.14,60.0,,5.33,,18810.12,62.89,,04-30
332,002312,三泰控股,-0.0,-95.56,,-0.07,,-327.2,-92.15,,04-30
333,600839,四川长虹,0.05,1131.58,,1.8,,21623.44,1148.64,,04-30
334,600319,*ST亚星,-0.09,-40.0,,,,-2923.45,-37.58,,04-30
335,000837,秦川机床,-0.04,37.06,,-1.07,,-2976.38,37.13,,04-30
336,600350,山东高速,0.11,42.11,,2.25,,52167.07,43.43,,04-30
337,000501,鄂武商A,0.5,-3.85,,5.99,,25604.96,-2.25,,04-30
338,000778,新兴铸管,0.01,-15.75,,0.23,,3909.95,-15.19,,04-30
339,000410,沈阳机床,-0.16,-9.44,,-6.23,,-12445.6,-11.07,,04-30
