,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
73,300518,盛讯达,12.2013,12.2013,1027.3001,-1755.3594,92.074,7.926
74,002279,久其软件,6.7017,6.7005,447.2806,-2371.5753,92.0572,7.9428
75,002252,上海莱士,9.7654,7.2201,531.07,4522.7978,91.9488,8.0512
76,000623,吉林敖东,3.9488,3.3735,233.9869,-4248.6586,91.9351,8.0649
77,600620,天宸股份,6.1814,5.7017,547.1506,-1891.5384,91.9098,8.0902
78,600206,有研新材,12.1087,10.3941,586.7311,-1091.3382,91.774,8.226
79,300387,富邦股份,10.3497,9.0128,457.0523,-2387.9188,91.7379,8.2621
80,300298,三诺生物,14.3488,13.7615,923.5398,-1390.7718,91.7058,8.2942
81,002224,三力士,8.2855,6.8655,542.1104,-5143.7594,91.6871,8.3129
82,000835,长城动漫,9.3122,7.5497,17.5439,258.4817,91.5872,8.4128
83,300127,银河磁体,9.5206,8.4939,692.4775,-379.9538,91.5257,8.4743
84,300200,高盟新材,10.2364,8.8766,438.5849,-734.7016,91.4749,8.5251
85,002575,群兴玩具,3.9789999999999996,2.9751,109.4574,1569.9184,91.4718,8.5282
86,300144,宋城演艺,3.2628,3.2571,316.172,-3836.8543,91.4634,8.5366
87,603025,大豪科技,8.1652,6.6838,352.5217,-12401.7987,91.3777,8.6223
88,300078,思创医惠,6.9253,5.9503,460.7204,-361.6739,91.3573,8.6427
89,300076,GQY视讯,8.7995,8.2314,640.1272,-56.442,91.2438,8.7562
90,600276,恒瑞医药,10.0764,9.3054,482.69599999999997,-2133.3781,91.2293,8.7707
91,300018,中元股份,9.5909,8.7649,671.1964,-276.5464,91.1973,8.8027
92,002585,双星新材,5.2505,3.7488,217.3762,-376.2469,91.1238,8.8762
93,300183,东软载波,11.5995,11.2052,964.3265,-424.5734,91.0788,8.9212
94,002425,凯撒股份,7.2334,4.7367,168.6832,1705.6941,90.9894,9.0106
95,300318,博晖创新,7.3171,7.0919,646.9606,-547.2122,90.8964,9.1036
96,300327,中颖电子,10.0678,9.1725,769.4663,-155.5025,90.8408,9.1592
97,300099,尤洛卡,7.0779,6.3446,294.3052,-14.5236,90.8028,9.1972
98,600149,廊坊发展,5.2626,5.2626,240.6061,-3369.6359,90.7802,9.2198
99,300294,博雅生物,6.9383,5.4702,398.2578,-1193.3936,90.7742,9.2258
100,600311,荣华实业,6.7968,5.9304,431.6418,520.8395,90.7653,9.2347
101,000681,视觉中国,3.3969,3.3403,201.4377,-19833.9603,90.7373,9.2627
102,000798,中水渔业,7.6673,5.8069,397.4153,-481.9355,90.6955,9.3045
103,002680,长生生物,10.1652,6.8495,377.4468,-104.3614,90.6856,9.3144
104,603998,方盛制药,11.4667,9.8688,917.7625,-5398.5893,90.6848,9.3152
105,300146,汤臣倍健,7.8577,6.9155,631.6043,-1250.072,90.616,9.384
106,000697,炼石有色,6.9653,6.9224,260.7793,-5628.2237,90.5894,9.4106
107,002626,金达威,8.1381,6.9864,517.8283,-2759.2359,90.589,9.411
108,300494,盛天网络,8.5222,8.492,633.3141,-4077.7488,90.5781,9.4219
109,300122,智飞生物,12.3857,11.2189,780.8298,-612.8899,90.5426,9.4574
110,002690,美亚光电,12.0438,11.3761,338.1232,-3294.9262,90.5073,9.4927
111,300291,华录百纳,4.9824,4.0361,88.9712,-40402.7044,90.4265,9.5735
112,002188,巴士在线,7.3819,6.3086,50.1926,-604.8394,90.2973,9.7027
113,002222,福晶科技,5.6422,2.8726,171.8763,778.6545,90.2881,9.7119
114,300229,拓尔思,6.1184,6.0863,361.7593,-623.0985,90.2824,9.7176
115,600883,博闻科技,7.3628,7.1358,366.6635,2210.7627,90.2344,9.7656
116,300193,佳士科技,8.3696,7.397,520.9594,-68.2467,90.2095,9.7905
117,002540,亚太科技,7.391,6.5387,87.7485,6109.7354,90.0996,9.9004
118,002718,友邦吊顶,7.5409,7.1529,560.1305,-2516.8002,90.0733,9.9267
119,300485,赛升药业,7.8661,7.2093,688.5379,-1356.5018,90.0176,9.9824
120,002308,威创股份,8.316,7.197,549.3998,-313.083,90.0007,9.9993
121,600365,通葡股份,7.0429,5.4054,365.5177,32.2605,89.9137,10.0863
122,300081,恒信移动,7.4461,6.996,534.3759,-130.7612,89.8271,10.1729
123,002148,北纬通信,4.9863,4.9688,235.033,-116.0204,89.8117,10.1883
124,600370,三房巷,6.7954,5.5364,413.3743,-504.7896,89.8043,10.1957
125,300150,世纪瑞尔,8.7628,8.2742,594.6611,-389.0738,89.6982,10.3018
126,002018,华信国际,7.3425,6.195,114.2995,-1131.9339,89.6247,10.3753
127,002320,海峡股份,4.5326,4.4439,413.36199999999997,-852.5055,89.6151,10.3849
128,002393,力生制药,6.2816,5.4443,426.0308,-612.788,89.5965,10.4035
129,000563,陕国投A,2.2568,2.2568,107.4757,--,89.5855,10.4145
130,002603,以岭药业,6.1058,3.8357,109.3311,-4879.5982,89.5083,10.4917
131,000635,英力特,1.6307,1.0698,33.0174,539.1561,89.3716,10.6284
132,603806,福斯特,8.4934,7.3908,34.4438,-358258.0082,89.2508,10.7492
133,600563,法拉电子,7.2848,6.065,176.4129,-2022.4893,89.2412,10.7588
134,002728,台城制药,8.3921,7.6716,604.8072,-1306.6292,89.1034,10.8966
135,002354,天神娱乐,6.1636,6.1636,421.2785,-16097.1634,89.0958,10.9042
136,300002,神州泰岳,4.5656,4.1867,216.8202,-3535.9796,89.0698,10.9302
137,002552,宝鼎科技,4.1411,2.2789,29.404,94932.4737,89.0535,10.9465
138,300039,上海凯宝,8.1485,7.6351,386.996,-1633.8753,89.0089,10.9911
139,300351,永贵电器,7.0526,6.1479,445.0478,-1063.3391,88.9849,11.0151
140,002691,冀凯股份,10.215,6.8205,293.8977,-1119.2401,88.982,11.018
141,300214,日科化学,5.2316,4.524,127.8562,-7591.7927,88.8941,11.1059
142,002646,青青稞酒,5.9816,3.8452,297.6856,-3754.9142,88.8828,11.1172
143,002473,圣莱达,4.8455,4.0112,284.7973,361.283,88.8644,11.1356
144,600171,上海贝岭,5.4559,5.0744,221.9705,-512.8902,88.8105,11.1895
145,000008,神州高铁,3.1302,3.0143,243.64700000000002,3159.159,88.7724,11.2276
146,002022,科华生物,6.0831,4.2231,253.1491,-4393.2828,88.7066,11.2934
147,300159,新研股份,8.1683,6.6783,423.5313,-1160.5605,88.6964,11.3036
148,002406,远东传动,6.0071,4.8394,120.7891,-7057.2592,88.6865,11.3135
149,300272,开能环保,5.8746,5.257999999999999,51.5505,-4055.7063,88.6834,11.3166
150,600613,神奇制药,5.4774,4.883,116.9713,15012.7866,88.6582,11.3418
151,300352,北信源,7.7741,7.6606,337.3444,-713.8446,88.5949,11.4051
152,002505,大康农业,23.0266,21.8801,1255.8513,255.7113,88.5623,11.4377
153,300341,麦迪电气,6.9936,6.2774,439.5254,-606.3499,88.562,11.438
154,300053,欧比特,5.3251,4.1474,221.3955,627.0473,88.5499,11.4501
155,300468,四方精创,7.1141,7.0122,550.5753,-3983.6965,88.4773,11.5227
156,000996,中国中期,1.6789,1.0787,84.0115,-6195.8516,88.2408,11.7592
157,000518,四环生物,3.806,3.3437,37.9342,110.7904,88.2053,11.7947
158,002410,广联达,6.5009,6.4831,624.7236,-2347.7251,88.1069,11.8931
159,002370,亚太药业,4.9299,3.9719,224.71200000000002,-1257.1012,88.0719,11.9281
160,600610,中毅达,8.6123,1.0643,73.5109,1741.1543,88.0042,11.9958
161,002239,奥特佳,6.566,6.0011,454.9839,-215.2759,87.9143,12.0857
162,300396,迪瑞医疗,10.4764,8.8999,687.2079,-2041.777,87.8751,12.1249
163,002595,豪迈科技,4.9067,3.6936,44.7427,-182779.3504,87.8724,12.1276
164,300245,天玑科技,7.2997,6.9563,520.8648,-687.1085,87.8049,12.1951
165,002280,联络互动,11.1239,11.1239,763.5068,4970.4965,87.7896,12.2104
166,601333,广深铁路,1.2762,1.1668,48.316,1679.7874,87.719,12.281
167,002529,海源机械,4.6039,1.896,34.7951,-803.5458,87.7078,12.2922
168,002161,远望谷,3.9578,3.1991,105.8119,2822.1051,87.6848,12.3152
169,300275,梅安森,6.2995,5.65,146.7715,-646.4894,87.4796,12.5204
170,002176,江特电机,6.129,4.8683,261.2492,509.5138,87.4748,12.5252
171,603168,莎普爱思,5.0599,4.6654,190.1969,3224.1503,87.4542,12.5458
172,300148,天舟文化,3.2902,3.1309,196.4221,-2591.6021,87.4368,12.5632
173,002323,雅百特,5.8433,5.4109,60.8097,-1016.4813,87.4005,12.5995
174,300250,初灵信息,6.4907,5.9752,333.3113,-754.9932,87.398,12.602
175,300342,天银机电,6.4869,5.9616,342.6669,-1387.5812,87.3744,12.6256
176,002805,丰元股份,4.4253,3.0407,55.233999999999995,12542.8785,87.3597,12.6403
177,002677,浙江美大,5.2982,5.0783,262.7216,-11089.6322,87.3281,12.6719
178,600602,云赛智联,6.2921,5.7497,474.3752,-1155.9663,87.3187,12.6813
179,300067,安诺其,4.7852,3.2786,93.4406,-13631.6677,87.202,12.798
180,600616,金枫酒业,6.6034,3.7142,199.3213,-3020.5501,87.1479,12.8521
181,300338,开元仪器,5.4205,4.4792,237.2587,-847.6242,87.0897,12.9103
182,000655,金岭矿业,2.9502,2.4275,21.1402,3335.1728,87.0559,12.9441
183,002726,龙大肉食,5.3858,2.9649,152.3232,3865.1784,87.0461,12.9539
184,300307,慈星股份,6.8739,5.6049,438.2558,849.8713,87.0307,12.9693
185,300119,瑞普生物,4.8212,4.058,220.0696,-432.5598,87.0278,12.9722
186,300137,先河环保,6.2718,4.9745,284.1873,-1452.5973,87.016,12.984
187,002643,万润股份,3.9246,2.3624,126.3713,-1815.6107,87.0054,12.9946
188,002180,艾派克,8.0008,7.3447,630.8034,-3661.0483,86.979,13.021
189,002762,金发拉比,6.6434,4.984,425.5064,-2529.6710000000003,86.9252,13.0748
190,000858,五粮液,6.497999999999999,5.1323,377.7608,-1118.64,86.9081,13.0919
191,002079,苏州固锝,4.9182,4.1138,293.601,-224.2552,86.8871,13.1129
192,002177,御银股份,5.2757,3.8081,191.6922,10461.5921,86.8507,13.1493
193,002622,永大集团,3.9806,3.4642,300.4618,-122.0559,86.7918,13.2082
194,300085,银之杰,5.212000000000001,4.9353,284.4534,-372.5655,86.7916,13.2084
195,300386,飞天诚信,7.9939,6.7647,502.9195,-7617.1911,86.6477,13.3523
196,300380,安硕信息,6.5781,5.803999999999999,433.0896,-423.2554,86.6467,13.3533
197,002602,世纪华通,2.4483,1.6834,51.4236,16623.8088,86.5991,13.4009
198,300066,三川智慧,4.9776,4.268,295.4081,-1950.6117,86.5943,13.4057
199,600763,通策医疗,2.9827,2.7729,240.7846,-5294.4775,86.5429,13.4571
200,002459,天业通联,6.7032,5.0873,286.9855,134.9328,86.5323,13.4677
201,000593,大通燃气,2.9831,2.4759,215.9676,2070.3456,86.499,13.501
202,002287,奇正藏药,7.8061,7.2984,163.5901,-7458.1377,86.4833,13.5167
203,000819,岳阳兴长,5.031000000000001,4.7226,435.5701,-395.54699999999997,86.4635,13.5365
204,300340,科恒股份,6.0388,5.0984,264.0459,1191.8315,86.4329,13.5671
205,601566,九牧王,5.4813,4.6227,110.2454,-496.3084,86.4148,13.5852
206,601996,丰林集团,5.0822,3.26,154.732,-1771.7722,86.4077,13.5923
207,300304,云意电气,6.1193,5.2344,191.4012,-789.7352,86.3713,13.6287
208,002036,联创电子,3.8352,2.5575,62.8316,444.2907,86.3629,13.6371
209,002724,海洋王,5.471,5.1286,342.7303,-2963.4922,86.353,13.647
210,600059,古越龙山,4.8153,1.6174,69.8298,2045.6553,86.3483,13.6517
211,300408,三环集团,10.1267,9.4326,382.1387,-229493.9776,86.3106,13.6894
212,601965,中国汽研,5.3828,4.9803,260.9608,-1261.8721,86.2641,13.7359
213,300295,三六五网,6.9976,6.9976,538.3272,-1694.0613,86.2393,13.7607
214,002808,苏州恒久,5.1294,4.2133,336.5683,-2554.0193,86.1655,13.8345
215,002362,汉王科技,4.5383,3.7481,217.375,-429.8932,86.1491,13.8509
216,300397,天和防务,6.8302,6.0114,315.7252,-502.0913,86.1354,13.8646
217,600270,外运发展,3.7757,3.7710000000000004,242.9105,-1235.2574,86.1104,13.8896
218,002484,江海股份,4.6009,3.6415,202.5402,-1544.8609,86.1103,13.8897
219,002181,粤传媒,4.3453,4.1719,187.9382,-433.26,86.0923,13.9077
220,000019,深深宝A,3.7066,2.8118,183.9526,-1647.3046,86.0582,13.9418
221,000752,西藏发展,4.5501,4.421,430.0215,-809.2146,86.016,13.984
222,603333,明星电缆,4.6999,4.2330000000000005,48.7798,-430.9742,86.0017,13.9983
223,002632,道明光学,3.3269,1.9207,106.0666,-23032.3896,85.9878,14.0122
224,300003,乐普医疗,3.3161,2.8333,97.9659,-5000.0583,85.97,14.03
225,600062,华润双鹤,4.745,3.9539,165.34400000000002,-3490.7913,85.8758,14.1242
226,002667,鞍重股份,6.5729999999999995,5.2699,270.242,-583.1276,85.8394,14.1606
227,300238,冠昊生物,9.417,8.737,748.7219,-761.7983,85.808,14.192
228,300206,理邦仪器,10.4059,9.5195,781.5395,48.7373,85.7949,14.2051
229,002662,京威股份,4.325,3.2024,141.1116,-2066.7659,85.7646,14.2354
230,300154,瑞凌股份,6.5028,5.591,480.9493,-256.9935,85.7317,14.2683
231,601100,恒立液压,4.3427,3.1692,111.6313,-1326.4135,85.7147,14.2853
232,300395,菲利华,7.0878,6.5333,466.6637,-98346.9721,85.6583,14.3417
233,300097,智云股份,5.7661,4.3402,230.94799999999998,-532.7897,85.6479,14.3521
234,300461,田中精机,5.7047,3.6193,253.1569,45384.0609,85.5869,14.4131
235,300011,鼎汉技术,6.9377,6.044,227.6479,5351.4614,85.5246,14.4754
236,002338,奥普光电,7.7015,5.4698,177.1436,-5365.8237,85.5187,14.4813
237,002315,焦点科技,6.3517,6.345,290.6437,-348.13,85.4872,14.5128
238,600233,大杨创世,5.5305,4.1016,165.8071,-942.9719,85.4045,14.5955
239,300417,南华仪器,5.6586,4.3069,300.5684,-1563.8817,85.3956,14.6044
240,603718,海利生物,7.4814,6.7088,566.0335,-1806.0567,85.3351,14.6649
241,600880,博瑞传播,3.7867,3.7381,261.6382,-2258.8843,85.2996,14.7004
242,300177,中海达,5.1796,4.2251,221.15400000000002,-1347.2551,85.2895,14.7105
243,300285,国瓷材料,3.4367,2.3044,76.0992,-1913.0259,85.2683,14.7317
244,600543,莫高股份,4.5583,3.7996,66.7896,-224.9824,85.2187,14.7813
245,002631,德尔未来,4.5952,3.8647,184.2532,-5466.8983,85.1946,14.8054
246,300248,新开普,5.1692,3.9378,199.0707,-1399.6951,85.1794,14.8206
247,300103,达刚路机,5.6676,4.977,293.6345,-170.9661,85.1565,14.8435
248,300179,四方达,6.4448,5.5277,317.9312,-512.0994,85.1184,14.8816
249,002675,东诚药业,4.0574,2.5804,81.5598,-17024.3608,84.9956,15.0044
250,002003,伟星股份,2.8936,2.272,128.6618,15284.2457,84.8689,15.1311
251,300302,同有科技,6.6089,6.0788,410.4314,-346.824,84.8443,15.1557
252,300120,经纬电材,3.9687,3.5317,158.4823,-732.1260000000001,84.821,15.179
253,300230,永利股份,5.7674,4.2333,278.3779,-1938.5192,84.8141,15.1859
254,300035,中科电气,6.8184,5.9123,309.6867,-773.5725,84.8071,15.1929
255,300040,九洲电气,6.4657,5.5463,228.7884,702.3173,84.7707,15.2293
256,300189,神农基因,4.945,2.721,193.8158,1994.0282,84.7611,15.2389
257,002334,英威腾,5.2366,4.5658,142.8529,-2007.4276,84.7154,15.2846
258,600135,乐凯胶片,4.3471,2.8468,106.1198,-3517.2695,84.7114,15.2886
259,002095,生意宝,5.4477,5.4477,529.73,-233.5966,84.7011,15.2989
260,603000,人民网,4.7381,4.7316,291.5871,16909.0991,84.6961,15.3039
261,002801,微光股份,4.206,3.79,156.6294,12877.118,84.6855,15.3145
262,300126,锐奇股份,5.0394,4.3795,307.4447,-372.9084,84.6757,15.3243
263,002380,科远股份,4.6798,4.0328,212.5295,-350.4675,84.6497,15.3503
264,300247,乐金健康,3.2889999999999997,2.2601,135.0015,601.6609,84.6181,15.3819
265,002756,永兴特钢,5.1623,4.2689,201.8022,1075.8876,84.5403,15.4597
266,002405,四维图新,4.519,4.4105,367.0817,-383.4145,84.5332,15.4668
267,300211,亿通科技,3.8334,3.3872,162.6988,-292.3639,84.5225,15.4775
268,300009,安科生物,2.9878,2.7558,130.1515,-2178.1177,84.4791,15.5209
269,300162,雷曼股份,4.1826,3.5556,224.2802,-449.8404,84.4616,15.5384
270,300503,昊志机电,5.3108,3.3082,73.2077,-78751.695,84.3809,15.6191
271,002058,威尔泰,5.2134,3.9863,199.6121,3459.3827,84.3431,15.6569
272,300109,新开源,2.2277,1.1767,62.7028,9110.9322,84.3284,15.6716
273,002412,汉森制药,3.3308,2.8303,147.703,-12656.0303,84.3113,15.6887
274,000886,海南高速,4.2878,2.5472,118.1217,-857.2453,84.2284,15.7716
275,002452,长高集团,5.3387,3.8622,213.2567,-1087.3039,84.2262,15.7738
276,002063,远光软件,8.5058,8.4581,610.7096,-759.0617,84.1776,15.8224
277,002467,二六三,2.5053,2.4866,196.5313,-1360.8247,84.1409,15.8591
278,002399,海普瑞,36.2786,31.5352,2214.9508,-139.1197,84.1115,15.8885
279,603866,桃李面包,1.922,1.6406,56.3757,-27371.4943,84.0405,15.9595
280,002433,太安堂,4.899,2.3488,119.2055,1232.3881,84.0038,15.9962
281,300140,启源装备,3.7011,3.1913,181.269,-44.801,83.9846,16.0154
282,300141,和顺电气,5.0624,4.5622,207.1633,-649.8018,83.9734,16.0266
283,600519,贵州茅台,4.5117,3.0908,262.8142,-17666.1417,83.9667,16.0333
284,300529,健帆生物,5.7988,5.1447,434.2736,-3760.3576,83.9354,16.0646
285,000554,泰山石油,1.0759,0.6406,39.8678,392.3114,83.9041,16.0959
286,002027,分众传媒,1.3555,1.2426,60.5833,947.9281,83.8569,16.1431
287,300102,乾照光电,3.7076,3.1854,135.9933,11350.2391,83.7045,16.2955
288,300112,万讯自控,3.0512,2.4726,129.6399,-1798.4464,83.6524,16.3476
289,300031,宝通科技,4.1001,3.6946,132.5414,-1511.4656,83.6397,16.3603
290,002082,栋梁新材,4.2391,2.762,108.0267,-31496.6798,83.5792,16.4208
291,300204,舒泰神,5.7239,5.6108,349.1071,-984.0182,83.5787,16.4213
292,002658,雪迪龙,5.4101,4.1413,155.094,-4258.3365,83.5172,16.4828
293,002464,金利科技,3.4085,2.8944,72.9851,7236.3829,83.5077,16.4923
294,300259,新天科技,4.8452,4.5788,339.2169,-999.2002,83.5054,16.4946
295,600099,林海股份,4.0861,3.4387,217.6782,34.09,83.4805,16.5195
296,300458,全志科技,5.5786,4.3958,431.517,-663.4654,83.4523,16.5477
297,300326,凯利泰,4.0297,3.6845,239.012,1886.6943,83.4255,16.5745
298,300195,长荣股份,3.6860000000000004,2.9753,93.8,-4769.556,83.4191,16.5809
299,002198,嘉应制药,2.2159999999999997,1.7789,24.2655,3889.5766,83.3922,16.6078
300,600216,浙江医药,2.8389,2.1576,107.2987,-52584.8142,83.3822,16.6178
301,002275,桂林三金,4.684,4.2585,178.8196,-3919.7263,83.3646,16.6354
302,002749,国光股份,5.4621,4.0205,326.1237,-7784.8495,83.3263,16.6737
303,300054,鼎龙股份,3.4019999999999997,2.7873,144.8667,-4568.3,83.2506,16.7494
304,000650,仁和药业,3.4282,2.6982,152.5536,-13705.8421,83.2483,16.7517
305,000502,绿景控股,5.3496,1.7826,137.2127,-6164.0019999999995,83.2421,16.7579
306,600209,罗顿发展,1.8773,1.2062,51.541000000000004,-32563.4101,83.2287,16.7713
307,002591,恒大高新,4.4192,4.0513,100.7801,288.9521,83.2215,16.7785
308,002555,三七互娱,2.1423,2.039,104.7328,-601.6577,83.1873,16.8127
309,002476,宝莫股份,3.6860000000000004,3.3971,90.6659,-91198.0418,83.1545,16.8455
310,601958,金钼股份,4.2462,3.6111,277.5556,-190.7723,83.1215,16.8785
311,601616,广电电气,3.7828,3.4553,55.919,-2462.1786,83.1161,16.8839
312,300308,中际装备,4.0542,3.0482,182.0434,-102.4014,83.1035,16.8965
313,002548,金新农,3.2784,2.384,96.4009,-3802.9826,83.0887,16.9113
314,002640,跨境通,3.1268,2.3249,89.5452,570.5416,83.0827,16.9173
315,002507,涪陵榨菜,4.7475,3.7905,258.8509,-1113.6659,83.0634,16.9366
316,002773,康弘药业,5.1494,4.6964,409.6328,-4023.1329,83.0432,16.9568
317,300155,安居宝,5.4388,4.538,322.5065,-337.9993,83.0155,16.9845
318,601188,龙江交通,1.9591,0.4814,31.11,-21593.6676,82.9972,17.0028
319,002645,华宏科技,4.5382,3.4359,140.9408,-142.921,82.9958,17.0042
320,603328,依顿电子,4.8153,4.4838,319.9906,-843.6189999999999,82.97,17.03
321,000780,平庄能源,4.0504,3.9554,165.173,-479.4673,82.9603,17.0397
322,002519,银河电子,3.2567,2.5914,79.3398,-1406.2934,82.9268,17.0732
323,000965,天保基建,4.7836,1.7139,170.9102,-1330.0857,82.8398,17.1602
324,600982,宁波热电,10.7901,10.4103,568.4005,10606.3661,82.827,17.173
325,002509,天广中茂,3.7128,3.4803,192.5894,14185.8759,82.8168,17.1832
326,000541,佛山照明,4.1675,3.0385,178.555,-3236.0842,82.8136,17.1864
327,300166,东方国信,2.6817,2.582,78.4536,-38757.0626,82.7766,17.2234
328,002725,跃岭股份,3.0791,2.408,138.5737,-3591.4947,82.769,17.231
329,300037,新宙邦,3.9584,3.4622,124.3281,-1155.7279,82.7645,17.2355
