,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
690,300157,恒泰艾普,0.5241,686.8918,3.0935,116.373,0.2841,1267.1595
691,600469,风神股份,3.362,107.0791,3.0918,116.437,1.1086,324.7339
692,000705,浙江震元,2.5246,142.5968,3.0894,116.5275,0.8741,411.8522
693,600812,华北制药,3.109,115.7929,3.087,116.6181,0.9508,378.6285
694,601898,中煤能源,3.8289,94.0218,3.0837,116.7429,0.6853,525.3174
695,300135,宝利国际,0.8458,425.6325,3.081,116.8452,0.3786,950.8716
696,002156,通富微电,2.6584,135.4198,3.0793,116.9097,0.6988,515.1689
697,002556,辉隆股份,27.8369,12.9325,3.0769,117.0009,1.2237,294.1898
698,002124,天邦股份,15.085,23.8648,3.074,117.1113,0.9579,375.8221
699,002181,粤传媒,1.8834,191.1437,3.07,117.2638,0.2668,1349.3253
700,002330,得利斯,4.8669,73.9691,3.066,117.4168,1.4165,254.1475
701,002228,合兴包装,2.0767,173.352,3.059,117.6855,1.0773,334.1688
702,600583,海油工程,2.3948,150.3257,3.0585,117.7048,0.7602,473.5596
703,002170,芭田股份,17.3138,20.7927,3.0549,117.8435,0.7644,470.9576
704,300408,三环集团,1.6783,214.5028,3.0503,118.0212,0.7357,489.3299
705,002442,龙星化工,2.8258,127.3976,3.0477,118.1219,0.8115,443.6229
706,002533,金杯电工,2.0247,177.8041,3.039,118.46,0.7061,509.8428
707,002588,史丹利,43570.2474,0.0083,3.0368,118.5458,1.0607,339.3985
708,603788,宁波高发,3.4848,103.3058,3.0368,118.5458,0.8635,416.9079
709,600272,开开实业,3.4694,103.7643,3.0344,118.6396,1.0791,333.6113
710,600699,均胜电子,3.7074,97.1031,3.0263,118.9571,1.2946,278.0782
711,002105,信隆健康,2.4046,149.713,3.0261,118.965,0.9246,389.3576
712,002401,中海科技,2.5423,141.6041,3.0249,119.0122,0.4356,826.4463
713,000930,中粮生化,11.1875,32.1788,3.0198,119.2132,1.8393,195.7266
714,000651,格力电器,16.6443,21.629,3.0186,119.2606,0.5719,629.4807
715,601600,中国铝业,15.6302,23.0323,3.0141,119.4386,1.0377,346.9211
716,600609,金杯汽车,2.9481,122.1125,3.0139,119.4466,0.4469,805.5493
717,600018,上港集团,6.1039,58.9787,3.0082,119.6729,0.7909,455.1776
718,002048,宁波华翔,3.0039,119.8442,3.0035,119.8602,1.0294,349.7183
719,000912,泸天化,24.779,14.5284,3.002,119.9201,0.7169,502.1621
720,002464,金利科技,2.0585,174.8846,2.9935,120.2606,0.5147,699.4366
721,002067,景兴纸业,2.7685,130.0343,2.9929,120.2847,0.6293,572.0642
722,600597,光明乳业,6.6992,53.7378,2.989,120.4416,1.4843,242.5386
723,000153,丰原药业,2.4492,146.9868,2.9869,120.5263,0.9069,396.9567
724,002735,王子新材,1.4111,255.1201,2.9832,120.6758,0.6901,521.6635
725,600744,华银电力,2.7159,132.5527,2.9825,120.7041,0.7991,450.5068
726,300322,硕贝德,2.8547,126.1078,2.9813,120.7527,0.7084,508.1875
727,300011,鼎汉技术,0.6641,542.087,2.9807,120.777,0.3475,1035.9712
728,603519,立霸股份,2.0844,172.7116,2.98,120.8054,0.8407,428.2146
729,000717,*ST韶钢,33.8308,10.6412,2.9714,121.155,1.4758,243.9355
730,000555,神州信息,1.1172,322.2342,2.9702,121.204,0.572,629.3706
731,600538,国发股份,1.8071,199.2142,2.9672,121.3265,0.4506,798.9348
732,000756,新华制药,4.3899,82.0064,2.965,121.4165,1.2458,288.9709
733,000521,美菱电器,5.3505,67.2834,2.9635,121.478,0.8644,416.4739
734,002064,华峰氨纶,3.8326,93.931,2.9569,121.7491,0.9454,380.7912
735,002476,宝莫股份,1.0806,333.1483,2.9537,121.881,0.4341,829.302
736,600535,天士力,2.398,150.1251,2.9523,121.9388,0.9738,369.6858
737,600336,澳柯玛,9.1759,39.2332,2.9504,122.0174,1.2837,280.4394
738,000034,神州数码,12.3021,29.2633,2.9445,122.2618,0.7745,464.816
739,600019,宝钢股份,8.7638,41.0781,2.9425,122.3449,1.217,295.8094
740,300107,建新股份,3.8635,93.1798,2.9376,122.549,0.6857,525.0109
741,300389,艾比森,3.8023,94.6795,2.9263,123.0222,0.8815,408.3948
742,601801,皖新传媒,5.477,65.7294,2.9236,123.1359,0.5003,719.5683
743,600833,第一医药,5.2814,68.1637,2.9219,123.2075,1.3615,264.4142
744,600218,全柴动力,2.817,127.7955,2.9193,123.3172,1.0345,347.9942
745,600149,廊坊发展,1.5376,234.1311,2.9185,123.351,0.1865,1930.2949
746,300225,金力泰,1.9068,188.798,2.9167,123.4272,0.5762,624.7831
747,002607,亚夏汽车,163.5695,2.2009,2.9157,123.4695,1.4435,249.3938
748,002450,康得新,3.541,101.6662,2.9132,123.5754,0.56,642.8571
749,600282,南钢股份,24.3191,14.8032,2.908,123.7964,1.0458,344.2341
750,600099,林海股份,2.1225,169.6113,2.9063,123.8688,0.4449,809.1706
751,002299,圣农发展,12.5443,28.6983,2.9055,123.9029,1.5535,231.7348
752,300293,蓝英装备,1.4193,253.6462,2.9053,123.9115,0.2742,1312.9103
753,002120,新海股份,2.575,139.8058,2.8973,124.2536,1.1341,317.4323
754,000932,华菱钢铁,15.4984,23.2282,2.8924,124.4641,1.2183,295.4937
755,300373,扬杰科技,1.7624,204.2669,2.8914,124.5072,0.7024,512.5285
756,600217,秦岭水泥,8.5542,42.0846,2.8894,124.5933,1.1336,317.5723
757,600071,凤凰光学,3.3069,108.8633,2.8882,124.6451,0.8561,420.5116
758,002032,苏泊尔,6.4077,56.1824,2.8866,124.7142,1.0618,339.0469
759,300134,大富科技,1.8242,197.3468,2.8795,125.0217,0.6697,537.5541
760,002741,光华科技,2.1334,168.7447,2.8769,125.1347,0.9836,366.0024
761,600389,江山股份,12.042,29.8954,2.8756,125.1913,1.8583,193.7254
762,600123,兰花科创,43.1426,8.3444,2.8714,125.3744,0.3614,996.1262
763,600303,曙光股份,2.351,153.1263,2.8674,125.5493,0.562,640.5694
764,600643,爱建集团,12.8743,27.9627,2.8652,125.6457,0.053,6792.4528
765,600581,*ST八钢,128.0352,2.8117,2.8643,125.6852,1.8059,199.3466
766,300198,纳川股份,0.5569,646.4356,2.8596,125.8917,0.3286,1095.5569
767,000710,天兴仪表,2.9679,121.2979,2.8569,126.0107,0.6447,558.3993
768,000919,金陵药业,3.238,111.1797,2.8528,126.1918,0.6629,543.0683
769,300192,科斯伍德,2.0788,173.1768,2.8441,126.5778,0.4789,751.7227
770,600636,三爱富,4.324,83.2562,2.8421,126.6669,0.9139,393.9162
771,600870,厦华电子,1.3731,262.1805,2.8387,126.8186,0.4762,755.9849
772,300325,德威新材,1.4902,241.5783,2.838,126.8499,0.4784,752.5084
773,000581,威孚高科,2.4585,146.4308,2.83,127.2085,0.4567,788.2636
774,000830,鲁西化工,732.3144,0.4916,2.8259,127.393,1.8811,191.3774
775,002382,蓝帆医疗,3.4495,104.363,2.8239,127.4833,1.0528,341.9453
776,002243,通产丽星,1.7615,204.3713,2.8201,127.655,0.5228,688.5998
777,002697,红旗连锁,356.9377,1.0086,2.8143,127.9181,1.7933,200.7472
778,600332,白云山,9.4507,38.0924,2.8074,128.2325,1.251,287.7698
779,000739,普洛药业,3.1999,112.5035,2.8053,128.3285,0.8898,404.5853
780,300233,金城医药,1.8879,190.6881,2.8046,128.3606,0.6013,598.7028
781,600449,宁夏建材,1.7389,207.0274,2.8009,128.5301,0.7612,472.9375
782,002324,普利特,1.5172,237.2792,2.7988,128.6266,0.7019,512.8936
783,002053,云南能投,14.0658,25.594,2.7984,128.6449,1.4657,245.6164
784,002286,保龄宝,4.6702,77.0845,2.7974,128.6909,0.5978,602.2081
785,000552,靖远煤电,3.2194,111.8221,2.7965,128.7323,0.5618,640.7974
786,600410,华胜天成,1.1822,304.517,2.7941,128.8429,0.4601,782.4386
787,000627,天茂集团,7.25,49.6552,2.7914,128.9675,0.8068,446.2072
788,002648,卫星石化,10.9987,32.7311,2.7898,129.0415,0.7847,458.7741
789,002144,宏达高科,2.2838,157.632,2.7888,129.0878,0.3225,1116.2791
790,000933,*ST神火,17.8808,20.1333,2.7865,129.1943,0.8315,432.9525
791,000925,众合科技,0.6756,532.8597,2.7842,129.3011,0.3513,1024.7652
792,600299,安迪苏,3.8965,92.3906,2.7826,129.3754,0.7361,489.064
793,600697,欧亚集团,4070.439,0.0884,2.7802,129.4871,1.7027,211.4289
794,002546,新联电子,1.1421,315.2088,2.7785,129.5663,0.2126,1693.3208
795,000898,鞍钢股份,18.5731,19.3829,2.773,129.8233,1.3264,271.4113
796,300433,蓝思科技,2.6929,133.6849,2.7694,129.9921,0.9501,378.9075
797,002723,金莱特,3.1892,112.881,2.7655,130.1754,1.0591,339.9112
798,600557,康缘药业,1.4068,255.8999,2.7621,130.3356,0.6917,520.4568
799,000968,*ST煤气,2.3681,152.0206,2.7618,130.3498,0.3399,1059.135
800,300427,红相电力,0.4382,821.5427,2.7599,130.4395,0.2557,1407.8999
801,002410,广联达,15.6316,23.0303,2.7579,130.5341,0.3935,914.8666
802,600725,*ST云维,5.1643,69.7094,2.7543,130.7047,0.5885,611.7247
803,600097,开创国际,13.2772,27.1142,2.7476,131.0234,0.759,474.3083
804,601311,骆驼股份,4.509,79.8403,2.7417,131.3054,0.671,536.5127
805,000401,冀东水泥,4.5071,79.874,2.7379,131.4876,0.6801,529.3339
806,000593,大通燃气,27.5277,13.0777,2.7375,131.5068,0.5564,647.0165
807,002143,印纪传媒,18.3747,19.5922,2.7328,131.733,1.2544,286.9898
808,002650,加加食品,23.3147,15.4409,2.7306,131.8392,0.7138,504.343
809,002456,欧菲光,3.4484,104.3962,2.7286,131.9358,1.0921,329.6401
810,002215,诺普信,5.1005,70.5813,2.7278,131.9745,1.0395,346.3203
811,002301,齐心集团,2.1876,164.5639,2.7278,131.9745,0.7218,498.7531
812,601038,一拖股份,3.6642,98.2479,2.7187,132.4162,0.8102,444.3347
813,600808,马钢股份,39.0558,9.2176,2.7181,132.4455,1.008,357.1429
814,300070,碧水源,0.6802,529.2561,2.7154,132.5772,0.2699,1333.8273
815,603299,井神股份,5.7241,62.892,2.7143,132.6309,1.1464,314.0265
816,002629,仁智油服,0.3749,960.2561,2.7099,132.8462,0.2241,1606.4257
817,002106,莱宝高科,2.0618,174.6047,2.7012,133.2741,0.3903,922.3674
818,000793,华闻传媒,4.7242,76.2034,2.6987,133.3976,0.5714,630.0315
819,002056,横店东磁,2.6306,136.8509,2.6828,134.1882,0.8178,440.2054
820,603806,福斯特,2.0277,177.5411,2.6795,134.3534,0.6123,587.9471
821,600629,华建集团,1.0249,351.2538,2.6766,134.499,0.4509,798.4032
822,002429,兆驰股份,2.9245,123.098,2.6734,134.66,0.573,628.2723
823,300121,阳谷华泰,1.703,211.3917,2.6719,134.7356,0.5869,613.3924
824,000927,一汽夏利,27.5199,13.0814,2.6697,134.8466,0.7165,502.4424
825,002573,清新环境,1.7141,210.0228,2.6696,134.8517,0.3697,973.7625
826,600882,广泽股份,4.1867,85.9866,2.6695,134.8567,0.6263,574.8044
827,002592,八菱科技,3.7269,96.595,2.6649,135.0895,0.5436,662.2517
828,300290,荣科科技,0.5604,642.3983,2.6633,135.1707,0.3293,1093.2281
829,300243,瑞丰高材,2.3584,152.6459,2.6629,135.191,0.7501,479.936
830,002669,康达新材,1.3434,267.9768,2.6561,135.5371,0.4184,860.4207
831,600566,济川药业,1.7832,201.8843,2.6556,135.5626,1.1523,312.4186
832,603100,川仪股份,1.2243,294.0456,2.6551,135.5881,0.6525,551.7241
833,002420,毅昌股份,1.4687,245.1147,2.6428,136.2192,0.6657,540.7841
834,600551,时代出版,2.7472,131.0425,2.6394,136.3946,0.6441,558.9194
835,002101,广东鸿图,1.5781,228.1224,2.6346,136.6431,0.807,446.0967
836,002516,旷达科技,1.7869,201.4662,2.6329,136.7314,0.4931,730.075
837,000636,风华高科,2.6789,134.3835,2.6294,136.9134,0.6734,534.6005
838,000615,京汉股份,6.2932,57.2046,2.6249,137.1481,0.6013,598.7028
839,600761,安徽合力,4.4885,80.205,2.6215,137.326,1.0908,330.033
840,600548,深高速,2.8807,124.9696,2.6175,137.5358,0.5905,609.6528
841,002245,澳洋顺昌,2.0285,177.471,2.6175,137.5358,0.7356,489.3964
842,600513,联环药业,2.1439,167.9183,2.617,137.5621,0.7627,472.0073
843,300342,天银机电,1.7001,211.7522,2.614,137.72,0.3046,1181.8779
844,600775,南京熊猫,1.6346,220.2374,2.6121,137.8201,0.4172,862.8955
845,600110,诺德股份,1.5804,227.7904,2.6118,137.836,0.3304,1089.5884
846,000599,青岛双星,2.5498,141.1875,2.6036,138.2701,0.8706,413.5079
847,002574,明牌珠宝,7.1678,50.2246,2.6032,138.2913,0.833,432.1729
848,601003,柳钢股份,55.5795,6.4772,2.6004,138.4402,1.4777,243.6218
849,002625,龙生股份,1.4056,256.1184,2.5986,138.5361,0.645,558.1395
850,000570,苏常柴A,3.2428,111.0152,2.5985,138.5415,0.7675,469.0554
851,300393,中来股份,1.6666,216.0086,2.5978,138.5788,0.6272,573.9796
852,600444,国机通用,1.0968,328.2276,2.5942,138.7711,0.6063,593.7655
853,002576,通达动力,3.0419,118.3471,2.5907,138.9586,0.6404,562.1487
854,002075,沙钢股份,61.3486,5.8681,2.585,139.265,1.3589,264.9202
855,002247,帝龙新材,3.2837,109.6324,2.5839,139.3243,0.5788,621.9765
856,600811,东方集团,18.9335,19.0139,2.5818,139.4376,0.5923,607.8001
857,300355,蒙草生态,0.5605,642.2837,2.5813,139.4646,0.4226,851.8694
858,600805,悦达投资,10.4384,34.488,2.5802,139.5241,0.3548,1014.6561
859,000880,潍柴重机,18.8343,19.1141,2.5799,139.5403,1.3158,273.5978
860,002601,佰利联,3.92,91.8367,2.5794,139.5673,0.5748,626.3048
861,300302,同有科技,0.7935,453.6862,2.5768,139.7082,0.2295,1568.6275
862,002004,华邦健康,2.1215,169.6913,2.5765,139.7244,0.5743,626.8501
863,002271,东方雨虹,1.7492,205.8084,2.574,139.8601,0.8742,411.8051
864,600216,浙江医药,2.5,144.0,2.5735,139.8873,0.6685,538.5191
865,600183,生益科技,1.5168,237.3418,2.5685,140.1596,0.7136,504.4843
866,002594,比亚迪,2.7057,133.0524,2.5674,140.2197,0.8171,440.5825
867,601258,庞大集团,28.1065,12.8084,2.5655,140.3235,0.6798,529.5675
868,000801,四川九洲,1.0146,354.8196,2.5609,140.5756,0.4488,802.139
869,601313,江南嘉捷,2.1183,169.9476,2.5587,140.6964,0.5572,646.0876
870,002750,龙津药业,89.3506,4.0291,2.5455,141.426,0.7893,456.1003
871,002681,奋达科技,2.4956,144.2539,2.5434,141.5428,0.412,873.7864
872,600422,昆药集团,4.6421,77.5511,2.5431,141.5595,0.9607,374.7268
873,600329,中新药业,3.5058,102.687,2.5417,141.6375,1.0427,345.2575
874,002034,美欣达,4.7468,75.8406,2.5363,141.939,0.8715,413.0809
875,600894,广日股份,3.2523,110.6909,2.5327,142.1408,0.6469,556.5002
876,000721,西安饮食,17.298,20.8117,2.5294,142.3262,0.5846,615.8057
877,600206,有研新材,5.6724,63.4652,2.5287,142.3656,0.7185,501.0438
878,600193,创兴资源,5.9241,60.7687,2.5282,142.3938,0.2266,1588.7026
879,600226,升华拜克,5.0645,71.083,2.5254,142.5517,0.7243,497.0316
880,000951,中国重汽,4.5056,79.9006,2.5228,142.6986,0.8702,413.698
881,000790,华神集团,0.7757,464.0969,2.5228,142.6986,0.4713,763.8447
882,000662,天夏智慧,2.0293,177.4011,2.5222,142.7325,0.4323,832.755
883,000823,超声电子,1.9278,186.7414,2.5207,142.8175,0.7147,503.7078
884,002024,苏宁云商,72.7992,4.9451,2.5194,142.8912,0.9798,367.4219
885,300460,惠伦晶体,1.912,188.2845,2.5191,142.9082,0.9042,398.142
886,000955,欣龙控股,4.4557,80.7954,2.5159,143.0899,0.3012,1195.2191
887,002249,大洋电机,3.3392,107.8103,2.5138,143.2095,0.6392,563.204
888,002131,利欧股份,1.2574,286.3051,2.5128,143.2665,0.6508,553.1653
889,002388,新亚制程,2.3351,154.169,2.5087,143.5006,0.5445,661.157
890,002721,金一文化,2.3775,151.4196,2.5087,143.5006,0.9533,377.6356
891,601966,玲珑轮胎,3.2286,111.5034,2.5064,143.6323,0.8819,408.2095
892,002079,苏州固锝,2.7228,132.2168,2.506,143.6552,0.4965,725.0755
893,600308,华泰股份,3.0107,119.5735,2.5058,143.6667,0.8101,444.3896
894,603022,新通联,2.3504,153.1654,2.5044,143.747,0.9767,368.5881
895,000155,*ST川化,12.0931,29.769,2.4994,144.0346,0.705,510.6383
896,300403,地尔汉宇,2.2052,163.2505,2.4993,144.0403,0.9769,368.5126
897,600179,*ST黑化,1.673,215.1823,2.4949,144.2944,0.3315,1085.9729
898,000533,万家乐,1.9018,189.2944,2.4926,144.4275,0.6178,582.7129
899,600114,东睦股份,2.2684,158.7022,2.4883,144.6771,0.8815,408.3948
900,300088,长信科技,1.5587,230.9617,2.4829,144.9917,0.636,566.0377
901,300103,达刚路机,1.4002,257.1061,2.4827,145.0034,0.2807,1282.508
902,002246,北化股份,2.8406,126.7338,2.4824,145.0209,1.0196,353.0796
903,000700,模塑科技,3.0003,119.988,2.4809,145.1086,0.9053,397.6582
904,002426,胜利精密,1.826,197.1522,2.4807,145.1203,0.7009,513.6253
905,002579,中京电子,2.0011,179.9011,2.4794,145.1964,0.5544,649.3506
906,603678,火炬电子,1.4052,256.1913,2.4743,145.4957,0.6735,534.5212
907,002733,雄韬股份,2.6698,134.8416,2.4741,145.5075,0.8748,411.5226
908,603309,维力医疗,2.9876,120.4981,2.4731,145.5663,0.9672,372.2084
909,601107,四川成渝,6.966,51.6796,2.4641,146.098,0.6535,550.8799
910,300149,量子高科,3.6465,98.7248,2.458,146.4605,0.3353,1073.6654
911,600297,广汇汽车,1.9261,186.9062,2.4553,146.6216,0.3196,1126.408
912,300372,欣泰电气,0.7916,454.7751,2.4541,146.6933,0.3288,1094.8905
913,600760,*ST黑豹,3.4311,104.9226,2.4521,146.8129,0.8838,407.332
914,002604,龙力生物,6.3458,56.7304,2.4508,146.8908,0.1932,1863.354
915,002011,盾安环境,2.867,125.5668,2.4505,146.9088,0.6379,564.3518
916,002641,永高股份,4.5208,79.6319,2.4501,146.9328,0.9782,368.0229
917,002676,顺威股份,2.2177,162.3303,2.4481,147.0528,0.7481,481.2191
918,002003,伟星股份,3.5958,100.1168,2.4468,147.1309,0.966,372.6708
919,002677,浙江美大,14.5291,24.7779,2.4453,147.2212,0.2861,1258.3013
920,002407,多氟多,3.1494,114.3075,2.4453,147.2212,0.6665,540.135
921,000719,大地传媒,2.8103,128.1002,2.4414,147.4564,0.6852,525.394
922,600776,东方通信,2.7681,130.0531,2.4346,147.8682,0.6277,573.5224
923,002233,塔牌集团,25.8578,13.9223,2.4342,147.8925,1.1001,327.243
924,600873,梅花生物,17.1031,21.0488,2.432,148.0263,0.938,383.7953
925,002489,浙江永强,4.3635,82.5026,2.4257,148.4108,0.5799,620.7967
926,002306,中科云网,5.8573,61.4618,2.4182,148.8711,0.5682,633.5797
927,600509,天富能源,3.6021,99.9417,2.4147,149.0868,0.4327,831.9852
928,002230,科大讯飞,0.8316,432.9004,2.4138,149.1424,0.2489,1446.364
929,300207,欣旺达,1.7285,208.2731,2.4127,149.2104,0.6507,553.2503
930,300297,蓝盾股份,0.8204,438.8103,2.4101,149.3714,0.301,1196.0133
931,000065,北方国际,1.4241,252.7912,2.4097,149.3962,0.3567,1009.2515
932,002709,天赐材料,2.0917,172.1088,2.4095,149.4086,0.6886,522.7999
933,000559,万向钱潮,2.8481,126.4001,2.4092,149.4272,0.7669,469.4223
934,600242,中昌海运,0.6189,581.6772,2.4063,149.6073,0.1866,1929.2605
935,002705,新宝股份,4.7923,75.1205,2.4053,149.6695,0.9616,374.376
936,600537,亿晶光电,2.5343,142.0511,2.4025,149.8439,0.6342,567.6443
937,600423,柳化股份,7.9049,45.5414,2.4009,149.9438,0.9138,393.9593
938,300320,海达股份,1.117,322.2919,2.3998,150.0125,0.6687,538.358
939,600797,浙大网新,2.1316,168.8872,2.3973,150.1689,0.6863,524.5519
940,002360,同德化工,5.726,62.8711,2.3972,150.1752,0.6312,570.3422
941,600479,千金药业,8.9742,40.115,2.3956,150.2755,0.8412,427.9601
942,600720,祁连山,5.7296,62.8316,2.3955,150.2818,1.0609,339.3345
943,600328,兰太实业,5.6193,64.0649,2.3926,150.4639,0.9837,365.9652
944,601113,华鼎股份,3.7618,95.6989,2.3925,150.4702,0.4699,766.1205
945,300375,鹏翎股份,4.1248,87.277,2.3903,150.6087,1.0073,357.391
946,002096,南岭民爆,4.7653,75.5461,2.39,150.6276,0.7674,469.1165
947,000727,华东科技,2.0279,177.5235,2.39,150.6276,0.9153,393.3137
948,002014,永新股份,2.6508,135.8081,2.3891,150.6844,0.6132,587.0841
949,000338,潍柴动力,4.0378,89.1575,2.3862,150.8675,0.5848,615.5951
950,002637,赞宇科技,9.617,37.4337,2.3843,150.9877,1.301,276.7102
951,002343,慈文传媒,2.9134,123.567,2.3827,151.0891,0.678,530.9735
952,600608,ST沪科,1.5036,239.4254,2.3706,151.8603,0.7156,503.0743
953,002539,新都化工,15.053,23.9155,2.369,151.9629,1.1832,304.2596
954,603939,益丰药房,11.6794,30.8235,2.369,151.9629,1.4693,245.0146
955,300049,福瑞股份,1.9078,188.699,2.3678,152.0399,0.4812,748.1297
956,600360,华微电子,1.9257,186.945,2.3645,152.2521,0.3292,1093.5601
957,002050,三花股份,2.7494,130.9377,2.3638,152.2971,0.7089,507.829
958,300042,朗科科技,2.4336,147.929,2.3592,152.5941,0.148,2432.4324
959,300256,星星科技,2.0332,177.0608,2.3583,152.6523,0.6485,555.1272
960,002706,良信电器,4.0947,87.9185,2.3571,152.73,0.6897,521.9661
961,300341,麦迪电气,1.7095,210.5879,2.3557,152.8208,0.3449,1043.7808
962,600580,卧龙电气,1.8557,193.9969,2.353,152.9962,0.702,512.8205
963,603019,中科曙光,3.2512,110.7283,2.3518,153.0742,0.791,455.1201
964,002057,中钢天源,1.287,279.7203,2.3481,153.3154,0.4157,866.0091
965,002513,*ST蓝丰,2.2309,161.3699,2.3476,153.3481,0.7717,466.5025
966,002153,石基信息,3.7017,97.2526,2.3464,153.4265,0.6704,536.9928
967,600482,中国动力,5.4896,65.5785,2.3448,153.5312,1.219,295.324
968,600248,延长化建,1.3629,264.1426,2.336,154.1096,0.6572,547.7785
969,300398,飞凯材料,1.7864,201.5226,2.3323,154.3541,0.6351,566.8399
970,300009,安科生物,2.8108,128.0774,2.3299,154.5131,0.5462,659.0992
971,600379,宝光股份,3.0034,119.8642,2.3245,154.872,0.8275,435.0453
972,002653,海思科,32.0297,11.2396,2.3239,154.912,0.3404,1057.5793
973,002454,松芝股份,1.5599,230.784,2.317,155.3733,0.4662,772.2008
974,002319,乐通股份,1.2297,292.7543,2.3088,155.9252,0.5483,656.5749
975,600481,双良节能,4.9706,72.4259,2.3085,155.9454,0.7853,458.4235
976,600993,马应龙,3.9249,91.7221,2.3076,156.0062,0.4944,728.1553
977,600370,三房巷,3.8843,92.6808,2.3074,156.0198,0.5284,681.302
978,300019,硅宝科技,2.2348,161.0882,2.3008,156.4673,0.5941,605.9586
979,600858,银座股份,15886.8859,0.0227,2.3005,156.4877,1.6453,218.8051
980,002660,茂硕电源,1.1254,319.8863,2.3001,156.5149,0.3814,943.8909
981,002234,民和股份,14.8882,24.1802,2.2985,156.6239,0.5335,674.7891
982,000751,锌业股份,35.762,10.0666,2.2973,156.7057,1.5047,239.2503
983,300331,苏大维格,1.4032,256.5564,2.294,156.9311,0.4518,796.8127
984,300267,尔康制药,4.7877,75.1927,2.287,157.4115,0.7822,460.2403
985,002030,达安基因,1.0595,339.7829,2.2854,157.5217,0.6424,560.3985
986,600213,亚星客车,0.6387,563.6449,2.285,157.5492,0.3816,943.3962
987,600358,国旅联合,11.8316,30.427,2.2838,157.632,0.1708,2107.7283
988,002430,杭氧股份,1.4891,241.7568,2.2813,157.8048,0.5184,694.4444
989,002471,中超控股,0.9744,369.4581,2.2804,157.867,0.4994,720.865
990,600522,中天科技,1.2876,279.5899,2.2804,157.867,0.6543,550.2063
991,603686,龙马环卫,1.3882,259.3286,2.276,158.1722,0.7082,508.331
992,601118,海南橡胶,5.7375,62.7451,2.2735,158.3462,0.8129,442.8589
993,000850,华茂股份,5.697,63.1912,2.2707,158.5414,0.8923,403.4518
994,603611,诺力股份,7.3855,48.7442,2.2701,158.5833,0.9943,362.0638
995,000665,湖北广电,20.3391,17.6999,2.2662,158.8562,1.0172,353.9127
996,603333,明星电缆,0.3802,946.8701,2.2611,159.2145,0.2276,1581.7223
997,600673,东阳光科,2.7759,129.6877,2.2596,159.3202,0.5974,602.6113
998,002654,万润科技,1.9399,185.5766,2.2524,159.8295,0.5973,602.7122
999,600483,福能股份,4.1324,87.1164,2.2508,159.9431,0.7518,478.8508
1000,300332,天壕环境,3.1895,112.8704,2.2485,160.1067,0.4352,827.2059
1001,002451,摩恩电气,0.7543,477.2637,2.248,160.1423,0.4253,846.4613
1002,002615,哈尔斯,4.8849,73.6965,2.2477,160.1637,0.7619,472.503
1003,002543,万和电气,5.9044,60.9715,2.2473,160.1922,0.8269,435.361
1004,002437,誉衡药业,5.3959,66.7173,2.2458,160.2992,0.6743,533.887
1005,300237,美晨科技,2.0475,175.8242,2.2441,160.4207,0.5054,712.3071
1006,002692,远程电缆,1.1233,320.4843,2.2368,160.9442,0.5759,625.1085
1007,000619,海螺型材,25.4901,14.1231,2.2358,161.0162,0.7871,457.3752
1008,600315,上海家化,5.2343,68.7771,2.2333,161.1964,0.7969,451.7505
1009,600478,科力远,2.4679,145.873,2.2326,161.247,0.5848,615.5951
1010,600171,上海贝岭,1.4527,247.8144,2.2322,161.2759,0.2569,1401.3235
1011,600458,时代新材,1.6732,215.1566,2.2315,161.3265,0.5067,710.4796
1012,002562,兄弟科技,3.0959,116.2828,2.2311,161.3554,0.5769,624.025
1013,300326,凯利泰,1.7494,205.7848,2.2308,161.3771,0.2182,1649.8625
1014,000589,黔轮胎A,2.1535,167.1697,2.23,161.435,0.6415,561.1847
1015,300126,锐奇股份,2.3582,152.6588,2.2293,161.4857,0.3834,938.9671
1016,002394,联发股份,4.9311,73.006,2.2284,161.5509,0.7004,513.992
1017,600093,禾嘉股份,3.1263,115.1521,2.2265,161.6887,0.5503,654.1886
1018,002381,双箭股份,1.5697,229.3432,2.2262,161.7105,0.5411,665.3114
1019,300054,鼎龙股份,2.0623,174.5624,2.2255,161.7614,0.5763,624.6746
1020,600714,金瑞矿业,8.8084,40.8701,2.2191,162.2279,0.5039,714.4275
1021,002126,银轮股份,1.8312,196.5924,2.2095,162.9328,0.6357,566.3049
1022,300063,天龙集团,1.8876,190.7184,2.2071,163.11,0.6834,526.7779
1023,603008,喜临门,2.0734,173.6279,2.2063,163.1691,0.6633,542.7408
1024,601899,紫金矿业,33.2628,10.8229,2.2058,163.2061,1.2129,296.8093
1025,600885,宏发股份,2.0233,177.9271,2.2056,163.2209,0.6247,576.2766
1026,603601,再升科技,2.5025,143.8561,2.2004,163.6066,0.9708,370.8282
1027,600195,中牧股份,2.9041,123.9627,2.1999,163.6438,0.7525,478.4053
1028,600501,航天晨光,1.4064,255.9727,2.1908,164.3235,0.6897,521.9661
1029,000915,山大华特,4.6588,77.2731,2.1908,164.3235,0.7476,481.5409
1030,002379,*ST鲁丰,4.3282,83.1755,2.1891,164.4511,0.4368,824.1758
1031,300376,易事特,1.1434,314.8504,2.1876,164.5639,0.5293,680.1436
1032,601789,宁波建工,1.9554,184.1056,2.1781,165.2817,0.763,471.8218
