,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
1385,002514,宝馨科技,1.5338,234.7112,1.5675,229.6651,0.4459,807.3559
1386,300269,联建光电,1.1001,327.243,1.5667,229.7823,0.4493,801.2464
1387,002179,中航光电,0.9638,373.5215,1.5659,229.8997,0.3657,984.4135
1388,300327,中颖电子,3.4539,104.23,1.5656,229.9438,0.3094,1163.5423
1389,300085,银之杰,0.4557,789.9934,1.564,230.179,0.1126,3197.1581
1390,300369,绿盟科技,0.547,658.1353,1.5636,230.2379,0.2396,1502.5042
1391,002703,浙江世宝,1.3479,267.0821,1.5636,230.2379,0.5566,646.784
1392,002159,三特索道,22.2026,16.2143,1.5623,230.4295,0.5078,708.9405
1393,600884,杉杉股份,1.7,211.7647,1.5562,231.3327,0.5181,694.8466
1394,600261,阳光照明,1.8948,189.9937,1.5562,231.3327,0.5237,687.4165
1395,600446,金证股份,3.6299,99.1763,1.5557,231.4071,0.823,437.4241
1396,002481,双塔食品,8.1001,44.4439,1.5557,231.4071,0.6377,564.5288
1397,002084,海鸥卫浴,1.7352,207.4689,1.5536,231.7199,0.7626,472.0692
1398,002346,柘中股份,0.6214,579.337,1.5531,231.7945,0.0887,4058.6246
1399,002508,老板电器,6.978,51.5907,1.552,231.9588,0.6263,574.8044
1400,300089,文化长城,1.1847,303.8744,1.5495,232.333,0.3054,1178.7819
1401,600145,*ST新亿,,,1.5459,232.8741,0.555,648.6486
1402,002498,汉缆股份,1.526,235.9109,1.5458,232.8891,0.4739,759.6539
1403,000425,徐工机械,0.6249,576.0922,1.5447,233.055,0.3482,1033.8886
1404,601777,力帆股份,3.0291,118.8472,1.543,233.3117,0.5127,702.165
1405,600433,冠豪高新,2.6547,135.6085,1.5428,233.342,0.438,821.9178
1406,300258,精锻科技,2.3605,152.5101,1.5424,233.4025,0.715,503.4965
1407,600737,中粮屯河,6.6009,54.538,1.5406,233.6752,0.6181,582.43
1408,000761,本钢板材,52.6214,6.8413,1.5384,234.0094,0.9447,381.0734
1409,600135,乐凯胶片,2.7511,130.8567,1.5364,234.314,0.6113,588.9089
1410,600235,民丰特纸,2.3738,151.6556,1.5332,234.803,0.6128,587.4674
1411,002440,闰土股份,2.4168,148.9573,1.5327,234.8796,0.6744,533.8078
1412,600116,三峡水利,17.8591,20.1578,1.5326,234.8949,0.5275,682.4645
1413,300254,仟源医药,4.0183,89.5901,1.5293,235.4018,1.0091,356.7535
1414,300086,康芝药业,5.9727,60.2742,1.5293,235.4018,0.1405,2562.2776
1415,601218,吉鑫科技,0.9273,388.2239,1.5267,235.8027,0.272,1323.5294
1416,600170,上海建工,5.155,69.8351,1.5213,236.6397,0.7515,479.0419
1417,000566,海南海药,2.9402,122.4407,1.5168,237.3418,0.4234,850.2598
1418,000953,河池化工,3.3769,106.6067,1.5154,237.561,0.2788,1291.2482
1419,601928,凤凰传媒,9.6078,37.4696,1.5154,237.561,0.4535,793.8258
1420,000678,襄阳轴承,2.3043,156.2297,1.5154,237.561,0.6956,517.5388
1421,300209,天泽信息,1.1652,308.9598,1.5146,237.6865,0.1185,3037.9747
1422,002518,科士达,1.1557,311.4995,1.513,237.9379,0.403,893.3002
1423,601717,郑煤机,0.8297,433.8918,1.5108,238.2844,0.3182,1131.3639
1424,002469,三维工程,0.8234,437.2116,1.5099,238.4264,0.2531,1422.3627
1425,600198,大唐电信,0.6833,526.855,1.5052,239.1709,0.3561,1010.952
1426,002684,猛狮科技,4.6587,77.2748,1.5048,239.2344,0.7875,457.1429
1427,002473,圣莱达,2.0256,177.7251,1.5038,239.3935,0.3002,1199.2005
1428,002370,亚太药业,2.3258,154.7855,1.4982,240.2883,0.4148,867.8881
1429,002631,德尔未来,52.1796,6.8992,1.4972,240.4488,0.3038,1184.9901
1430,300110,华仁药业,0.973,369.9897,1.4965,240.5613,0.4029,893.522
1431,600778,友好集团,451.0257,0.7982,1.4964,240.5774,1.1095,324.4705
1432,600843,上工申贝,3.4445,104.5144,1.4956,240.7061,0.6138,586.5103
1433,002161,远望谷,0.8393,428.9289,1.4944,240.8994,0.3846,936.0374
1434,601567,三星医疗,1.5274,235.6946,1.4939,240.98,0.4197,857.7555
1435,601886,江河集团,0.9697,371.2488,1.4933,241.0768,0.4844,743.1874
1436,002642,荣之联,1.5532,231.7796,1.4915,241.3678,0.515,699.0291
1437,002038,双鹭药业,1.2248,293.9255,1.4913,241.4001,0.3147,1143.9466
1438,603618,杭电股份,1.6882,213.2449,1.4902,241.5783,0.6477,555.8129
1439,600680,上海普天,1.4963,240.5935,1.49,241.6107,0.5151,698.8934
1440,600276,恒瑞医药,2.1847,164.7823,1.4899,241.627,0.5977,602.3089
1441,600290,华仪电气,0.4428,813.0081,1.4894,241.7081,0.229,1572.0524
1442,002201,九鼎新材,1.8673,192.7917,1.4868,242.1308,0.4205,856.1237
1443,000890,法尔胜,1.2392,290.51,1.4867,242.147,0.3912,920.2454
1444,002392,北京利尔,0.9747,369.3444,1.4828,242.7839,0.3606,998.3361
1445,000597,东北制药,3.2275,111.5414,1.4817,242.9642,0.6213,579.4302
1446,002421,达实智能,0.8783,409.8827,1.4806,243.1447,0.4334,830.6414
1447,300158,振东制药,1.4582,246.8797,1.4805,243.1611,0.5473,657.7745
1448,000901,航天科技,1.7505,205.6555,1.4772,243.7043,0.5446,661.0356
1449,002051,中工国际,1.4613,246.356,1.4766,243.8033,0.2781,1294.4984
1450,600610,中毅达,8.7492,41.1466,1.476,243.9024,0.2062,1745.8778
1451,300282,汇冠股份,2.5654,140.329,1.4692,245.0313,0.4948,727.5667
1452,300301,长方集团,2.9458,122.2079,1.4681,245.2149,0.7849,458.6572
1453,002042,华孚色纺,4.818,74.7198,1.4679,245.2483,0.7796,461.7753
1454,600685,中船防务,5.4049,66.6062,1.4623,246.1875,0.3292,1093.5601
1455,600820,隧道股份,0.9335,385.6454,1.4602,246.5416,0.3883,927.1182
1456,002268,卫士通,0.6246,576.3689,1.4597,246.626,0.2356,1528.0136
1457,300127,银河磁体,1.8067,199.2583,1.4585,246.8289,0.2235,1610.7383
1458,300153,科泰电源,1.2937,278.2716,1.4575,246.9983,0.3276,1098.9011
1459,002406,远东传动,1.834,196.2923,1.4564,247.1848,0.3769,955.1605
1460,600380,健康元,2.2942,156.9174,1.4558,247.2867,0.72,500.0
1461,002350,北京科锐,1.3207,272.5827,1.4547,247.4737,0.448,803.5714
1462,002662,京威股份,3.1708,113.536,1.4506,248.1732,0.4406,817.0676
1463,000949,新乡化纤,7.8662,45.7654,1.4492,248.4129,0.8275,435.0453
1464,000969,安泰科技,2.5309,142.2419,1.4486,248.5158,0.5633,639.0911
1465,002536,西泵股份,2.5465,141.3705,1.4465,248.8766,0.6934,519.1808
1466,600966,博汇纸业,5.2268,68.8758,1.4456,249.0315,0.4195,858.1645
1467,002188,巴士在线,1.8501,194.5841,1.4449,249.1522,0.2283,1576.8725
1468,600090,同济堂,69.3651,5.1899,1.4432,249.4457,1.0138,355.0996
1469,300477,合纵科技,1.2752,282.3087,1.4409,249.8438,0.5164,697.134
1470,002129,中环股份,2.1643,166.3355,1.4404,249.9306,0.4638,776.1966
1471,002699,美盛文化,2.4021,149.8689,1.4394,250.1042,0.3542,1016.3749
1472,300109,新开源,4.1919,85.8799,1.4375,250.4348,0.9992,360.2882
1473,300275,梅安森,0.4887,736.6483,1.4372,250.4871,0.2244,1604.2781
1474,000158,常山股份,20.5166,17.5468,1.4371,250.5045,0.7424,484.9138
1475,300072,三聚环保,0.8519,422.5848,1.4371,250.5045,0.3598,1000.5559
1476,600120,浙江东方,7.0534,51.0392,1.4355,250.7837,0.7263,495.6629
1477,300298,三诺生物,5.0915,70.7061,1.4319,251.4142,0.279,1290.3226
1478,300145,中金环境,5.5903,64.3973,1.4315,251.4845,0.6532,551.1329
1479,600475,华光股份,1.3349,269.6831,1.4271,252.2598,0.4381,821.7302
1480,300385,雪浪环境,0.8893,404.8128,1.4269,252.2952,0.342,1052.6316
1481,002690,美亚光电,3.4945,103.019,1.4261,252.4367,0.1995,1804.5113
1482,300032,金龙机电,1.6465,218.6456,1.4256,252.5253,0.5417,664.5745
1483,002052,同洲电子,0.52,692.3077,1.4256,252.5253,0.2916,1234.5679
1484,600728,佳都科技,1.6674,215.905,1.4254,252.5607,0.4829,745.496
1485,002237,恒邦股份,42.0709,8.557,1.4252,252.5961,0.7669,469.4223
1486,600333,长春燃气,6.8178,52.803,1.4213,253.2892,0.7857,458.1901
1487,002738,中矿资源,0.9645,373.2504,1.4202,253.4854,0.4472,805.0089
1488,002281,光迅科技,1.7765,202.6457,1.4199,253.539,0.5866,613.7061
1489,002362,汉王科技,4.3103,83.5209,1.4196,253.5926,0.3866,931.195
1490,002060,粤水电,2.7001,133.3284,1.4182,253.8429,0.505,712.8713
1491,600893,中航动力,3.2048,112.3315,1.4163,254.1834,0.678,530.9735
1492,002591,恒大高新,0.3954,910.4704,1.4158,254.2732,0.1738,2071.3464
1493,002585,双星新材,14.514,24.8036,1.4155,254.3271,0.6749,533.4124
1494,002019,亿帆鑫富,2.3141,155.568,1.4118,254.9936,0.8153,441.5553
1495,600727,鲁北化工,8.0812,44.5478,1.4116,255.0298,0.5755,625.543
1496,300217,东方电热,1.8027,199.7004,1.4091,255.4822,0.4176,862.069
1497,300112,万讯自控,1.9692,182.8154,1.4072,255.8272,0.5391,667.7796
1498,300124,汇川技术,2.4883,144.6771,1.4067,255.9181,0.3177,1133.1445
1499,000970,中科三环,2.0075,179.3275,1.4043,256.3555,0.4678,769.5596
1500,601222,林洋能源,1.1379,316.3723,1.402,256.776,0.3117,1154.9567
1501,300039,上海凯宝,2.4507,146.8968,1.4018,256.8127,0.5516,652.6468
1502,002557,洽洽食品,16.6978,21.5597,1.4,257.1429,0.5628,639.6588
1503,300022,吉峰农机,1.8421,195.4291,1.3986,257.4003,0.5802,620.4757
1504,002423,*ST中特,1.8762,191.8772,1.3959,257.8981,0.4542,792.6024
1505,002730,电光科技,0.7775,463.0225,1.3958,257.9166,0.4407,816.8822
1506,300444,双杰电气,0.7297,493.3534,1.3949,258.083,0.4082,881.9206
1507,601012,隆基股份,4.5831,78.5495,1.3946,258.1385,0.6167,583.7522
1508,300246,宝莱特,2.9354,122.6409,1.3905,258.8997,0.3692,975.0813
1509,000426,兴业矿业,12.6744,28.4037,1.3901,258.9742,0.3914,919.7752
1510,300438,鹏辉能源,1.4894,241.7081,1.3888,259.2166,0.6523,551.8933
1511,002335,科华恒盛,1.0696,336.5744,1.3847,259.9841,0.4207,855.7167
1512,600466,蓝光发展,3.111,115.7184,1.3827,260.3602,0.5312,677.7108
1513,000551,创元科技,2.4092,149.4272,1.3806,260.7562,0.6433,559.6145
1514,002480,新筑股份,0.7593,474.1209,1.3796,260.9452,0.3608,997.7827
1515,300324,旋极信息,1.2761,282.1096,1.3778,261.2861,0.2008,1792.8287
1516,300093,金刚玻璃,1.7585,204.7199,1.3752,261.7801,0.2176,1654.4118
1517,300242,明家联合,2.0166,178.5183,1.3749,261.8372,0.4013,897.0845
1518,002107,沃华医药,6.0695,59.313,1.3741,261.9897,0.3681,977.9951
1519,002012,凯恩股份,2.0119,178.9353,1.3728,262.2378,0.5503,654.1886
1520,002323,雅百特,0.4305,836.2369,1.3722,262.3524,0.2279,1579.6402
1521,000585,东北电气,0.5762,624.7831,1.368,263.1579,0.2535,1420.1183
1522,600487,亨通光电,1.7453,206.2683,1.3676,263.2349,0.5738,627.3963
1523,300115,长盈精密,2.1577,166.8443,1.367,263.3504,0.6875,523.6364
1524,600249,两面针,3.7359,96.3623,1.3666,263.4275,0.5834,617.0723
1525,601369,陕鼓动力,1.0402,346.0873,1.3653,263.6783,0.2125,1694.1176
1526,300001,特锐德,0.7215,498.9605,1.3631,264.1039,0.4144,868.7259
1527,600237,铜峰电子,1.5596,230.8284,1.363,264.1233,0.297,1212.1212
1528,600275,武昌鱼,3.6768,97.9112,1.3615,264.4142,0.0959,3753.9103
1529,300095,华伍股份,1.5391,233.9029,1.3607,264.5697,0.4779,753.2957
1530,300356,光一科技,0.7236,497.5124,1.3603,264.6475,0.2441,1474.8054
1531,300078,思创医惠,2.9925,120.3008,1.3598,264.7448,0.2284,1576.1821
1532,002318,久立特材,3.6288,99.2063,1.3591,264.8812,0.8148,441.8262
1533,000513,丽珠集团,2.4317,148.0446,1.3576,265.1738,0.8463,425.3811
1534,002099,海翔药业,2.5916,138.9103,1.3569,265.3106,0.591,609.1371
1535,300065,海兰信,0.7784,462.4872,1.3566,265.3693,0.2775,1297.2973
1536,002176,江特电机,1.444,249.3075,1.3552,265.6434,0.5161,697.5392
1537,300360,炬华科技,1.3836,260.1908,1.3547,265.7415,0.4798,750.3126
1538,002499,科林环保,0.9069,396.9567,1.3545,265.7807,0.3126,1151.6315
1539,300057,万顺股份,1.9776,182.0388,1.353,266.0754,0.5287,680.9155
1540,300381,溢多利,2.3253,154.8187,1.3528,266.1147,0.5646,637.6196
1541,002434,万里扬,3.0959,116.2828,1.35,266.6667,0.3764,956.4293
1542,002571,德力股份,1.7516,205.5264,1.3484,266.9831,0.3615,995.8506
1543,300277,海联讯,0.8739,411.9464,1.3462,267.4194,0.2568,1401.8692
1544,300154,瑞凌股份,5.3791,66.9257,1.3462,267.4194,0.2402,1498.751
1545,000738,中航动控,1.0221,352.216,1.3436,267.9369,0.2954,1218.6865
1546,002263,大东南,3.965,90.7945,1.3413,268.3963,0.3384,1063.8298
1547,600499,科达洁能,3.7005,97.2842,1.3396,268.7369,0.5659,636.1548
1548,002611,东方精工,3.0308,118.7805,1.3395,268.757,0.5172,696.0557
1549,600850,华东电脑,3.395,106.0383,1.3385,268.9578,0.7167,502.3022
1550,600406,国电南瑞,0.5938,606.2647,1.3385,268.9578,0.3035,1186.1614
1551,002602,世纪华通,2.2228,161.9579,1.3377,269.1186,0.7032,511.9454
1552,600493,凤竹纺织,3.0634,117.5165,1.334,269.8651,0.6997,514.5062
1553,002689,远大智能,1.2356,291.3564,1.3339,269.8853,0.476,756.3025
1554,002595,豪迈科技,2.213,162.6751,1.3324,270.1891,0.5129,701.8912
1555,002076,雪莱特,1.7547,205.1633,1.3321,270.25,0.5946,605.449
1556,000922,佳电股份,1.1663,308.6684,1.3321,270.25,0.5232,688.0734
1557,002737,葵花药业,7.4759,48.1547,1.3318,270.3109,1.1316,318.1336
1558,002461,珠江啤酒,3.5066,102.6635,1.3316,270.3515,0.8881,405.3598
1559,300257,开山股份,3.1095,115.7742,1.3274,271.2069,0.384,937.5
1560,600330,天通股份,1.8432,195.3125,1.3258,271.5342,0.5877,612.5574
1561,603318,派思股份,0.9899,363.6731,1.324,271.9033,0.4812,748.1297
1562,002219,恒康医疗,1.3275,271.1864,1.3215,272.4177,0.5922,607.9027
1563,600531,豫光金铅,124.6958,2.887,1.3196,272.8099,0.7657,470.158
1564,002005,德豪润达,1.3944,258.1756,1.3184,273.0583,0.4574,787.0573
1565,002422,科伦药业,1.7028,211.4165,1.3183,273.079,0.4827,745.8048
1566,603111,康尼机电,1.3073,275.3767,1.317,273.3485,0.5364,671.1409
1567,002534,杭锅股份,0.7772,463.2012,1.3164,273.4731,0.3008,1196.8085
1568,002025,航天电器,1.1799,305.1106,1.3143,273.9101,0.4217,853.6875
1569,300352,北信源,0.3258,1104.9724,1.3133,274.1186,0.1301,2767.1022
1570,600075,新疆天业,4.2159,85.391,1.3127,274.2439,0.6741,534.0454
1571,600462,九有股份,6.2096,57.9747,1.3118,274.4321,0.5697,631.9115
1572,600070,浙江富润,11.6791,30.8243,1.3103,274.7462,0.6814,528.324
1573,300304,云意电气,1.6467,218.6191,1.3086,275.1032,0.2517,1430.2741
1574,002527,新时达,1.2594,285.8504,1.3065,275.5454,0.4002,899.5502
1575,600165,新日恒力,1.4731,244.3826,1.3059,275.672,0.4613,780.4032
1576,600312,平高电气,0.5881,612.1408,1.3047,275.9255,0.3528,1020.4082
1577,002232,启明信息,1.948,184.8049,1.3044,275.989,0.492,731.7073
1578,002695,煌上煌,28.0496,12.8344,1.3038,276.116,0.4671,770.7129
1579,002169,智光电气,0.5053,712.4481,1.303,276.2855,0.3124,1152.3688
1580,600176,中国巨石,1.738,207.1346,1.3025,276.3916,0.4531,794.5266
1581,002439,启明星辰,0.8535,421.7926,1.3004,276.8379,0.279,1290.3226
1582,300010,立思辰,0.6834,526.7779,1.2991,277.1149,0.348,1034.4828
1583,002542,中化岩土,1.1543,311.8773,1.2982,277.307,0.4346,828.3479
1584,300363,博腾股份,3.3082,108.8205,1.297,277.5636,0.694,518.732
1585,002359,齐星铁塔,0.5584,644.6991,1.2944,278.1211,0.2707,1329.8855
1586,000005,世纪星源,11.3621,31.6843,1.294,278.2071,0.0776,4639.1753
1587,300003,乐普医疗,1.1067,325.2914,1.2939,278.2286,0.447,805.3691
1588,601636,旗滨集团,211.1098,1.7053,1.2902,279.0265,0.7417,485.3714
1589,300286,安科瑞,5.3936,66.7458,1.2894,279.1996,0.3202,1124.2973
1590,600288,大恒科技,3.2443,110.9638,1.2891,279.2646,0.6494,554.3579
1591,002331,皖通科技,1.5623,230.4295,1.2862,279.8943,0.3488,1032.1101
1592,600518,康美药业,4.1617,86.5031,1.2854,280.0685,0.5006,719.137
1593,300443,金雷风电,1.3519,266.2919,1.2844,280.2865,0.496,725.8065
1594,002644,佛慈制药,1.8551,194.0596,1.281,281.0304,0.3739,962.8243
1595,002022,科华生物,3.7938,94.8917,1.2804,281.1621,0.6608,544.7942
1596,600083,博信股份,1.9097,188.5113,1.2799,281.272,0.5443,661.4
1597,600960,渤海活塞,2.1134,170.3416,1.2799,281.272,0.3614,996.1262
1598,600587,新华医疗,2.6486,135.9209,1.2791,281.4479,0.6828,527.2408
1599,000798,中水渔业,13.3959,26.8739,1.2777,281.7563,0.2707,1329.8855
1600,300224,正海磁材,2.2883,157.322,1.2772,281.8666,0.2258,1594.3313
1601,002448,中原内配,5.5932,64.3639,1.2767,281.977,0.5248,685.9756
1602,300259,新天科技,1.4423,249.6013,1.2756,282.2201,0.204,1764.7059
1603,300008,天海防务,3.7449,96.1307,1.2754,282.2644,0.4053,888.2309
1604,002396,星网锐捷,1.9916,180.7592,1.2736,282.6633,0.4863,740.2838
1605,002511,中顺洁柔,3.8175,94.3026,1.2727,282.8632,0.5497,654.9027
1606,000628,高新发展,2.2665,158.8352,1.2723,282.9521,0.2861,1258.3013
1607,600150,中国船舶,6.2851,57.2783,1.2714,283.1524,0.4282,840.7286
1608,002290,禾盛新材,2.21,162.8959,1.2703,283.3976,0.5259,684.5408
1609,300162,雷曼股份,1.3643,263.8716,1.2699,283.4869,0.3429,1049.8688
1610,603456,九洲药业,3.4782,103.5018,1.2653,284.5175,0.8281,434.7301
1611,000421,南京公用,17.7755,20.2526,1.2649,284.6075,0.6435,559.4406
1612,000070,特发信息,1.2525,287.4251,1.2648,284.63,0.5143,699.9806
1613,002390,信邦制药,1.5704,229.241,1.2645,284.6975,0.4108,876.3389
1614,002292,奥飞娱乐,3.0259,118.9729,1.2631,285.0131,0.4929,730.3713
1615,002080,中材科技,1.0816,332.8402,1.2629,285.0582,0.3994,901.352
1616,600420,现代制药,5.0916,70.7047,1.2627,285.1033,0.8225,437.69
1617,000833,贵糖股份,18.7383,19.212,1.2596,285.805,0.8913,403.9044
1618,600855,航天长峰,0.7106,506.6141,1.2584,286.0776,0.2345,1535.1812
1619,000518,四环生物,1.5411,233.5994,1.2577,286.2368,0.2949,1220.7528
1620,300526,中潜股份,1.7589,204.6734,1.2574,286.3051,0.6391,563.2921
1621,300006,莱美药业,2.1852,164.7446,1.2572,286.3506,0.3931,915.7975
1622,000538,云南白药,12.4483,28.9196,1.2572,286.3506,0.7624,472.1931
1623,300114,中航电测,1.8627,193.2678,1.2572,286.3506,0.5305,678.6051
1624,002272,川润股份,1.0911,329.9423,1.2555,286.7384,0.3085,1166.9368
1625,300105,龙源技术,0.6827,527.318,1.2552,286.8069,0.234,1538.4615
1626,300250,初灵信息,0.8141,442.2061,1.2493,288.1614,0.2545,1414.5383
1627,002460,赣锋锂业,2.1267,169.2763,1.2477,288.5309,0.3988,902.7081
1628,000726,鲁泰A,13.2243,27.2226,1.245,289.1566,1.0387,346.5871
1629,600731,湖南海利,4.0764,88.3132,1.2446,289.2496,0.6916,520.5321
1630,002104,恒宝股份,3.8391,93.772,1.2439,289.4123,0.6792,530.0353
1631,600682,南京新百,82.0778,4.3861,1.2401,290.2992,0.7853,458.4235
1632,600529,山东药玻,1.9026,189.2148,1.2352,291.4508,0.5545,649.2335
1633,300168,万达信息,0.9515,378.35,1.2348,291.5452,0.3029,1188.5111
1634,300446,乐凯新材,1.8367,196.0037,1.2348,291.5452,0.5788,621.9765
1635,300098,高新兴,0.9496,379.107,1.2346,291.5924,0.3612,996.6777
1636,002089,新海宜,0.7415,485.5024,1.2341,291.7106,0.3188,1129.2346
1637,300092,科新机电,1.1534,312.1207,1.2338,291.7815,0.5223,689.259
1638,002551,尚荣医疗,0.9132,394.2181,1.2333,291.8998,0.3128,1150.8951
1639,603998,方盛制药,47.268,7.6161,1.2332,291.9235,0.8494,423.8286
1640,002624,完美世界,1.1928,301.8109,1.2331,291.9471,0.5606,642.1691
1641,300034,钢研高纳,1.78,202.2472,1.2329,291.9945,0.3422,1052.0164
1642,600502,安徽水利,1.328,271.0843,1.2325,292.0892,0.5209,691.1115
1643,600139,西部资源,5.9742,60.2591,1.2324,292.113,0.1544,2331.6062
1644,300395,菲利华,2.3164,155.4136,1.2324,292.113,0.5325,676.0563
1645,002638,勤上光电,0.8653,416.0407,1.2286,293.0164,0.1892,1902.7484
1646,603018,设计股份,0.476,756.3025,1.2284,293.0641,0.3119,1154.2161
1647,300435,中泰股份,1.2029,299.2767,1.2263,293.566,0.3877,928.553
1648,002151,北斗星通,1.1035,326.2347,1.2255,293.7576,0.3987,902.9345
1649,000603,盛达矿业,,,1.2214,294.7437,0.7685,468.445
1650,600298,安琪酵母,4.041,89.0869,1.2199,295.1062,0.7715,466.6235
1651,002072,凯瑞德,3.3249,108.2739,1.2199,295.1062,0.568,633.8028
1652,601010,文峰股份,146.1101,2.4639,1.2184,295.4695,1.0085,356.9658
1653,002349,精华制药,1.823,197.4767,1.2183,295.4937,0.6011,598.902
1654,002374,丽鹏股份,2.7886,129.097,1.2167,295.8823,0.5711,630.3625
1655,603025,大豪科技,3.0761,117.0313,1.2157,296.1257,0.6055,594.55
1656,601800,中国交建,2.6202,137.3941,1.2136,296.6381,0.4707,764.8184
1657,600295,鄂尔多斯,4.6912,76.7394,1.2132,296.7359,0.4687,768.0819
1658,002740,爱迪尔,4.1935,85.8471,1.2109,297.2995,0.6433,559.6145
1659,002378,章源钨业,3.9637,90.8242,1.2096,297.619,0.7428,484.6527
1660,000666,经纬纺机,2.8238,127.4878,1.2089,297.7914,0.1635,2201.8349
1661,600876,洛阳玻璃,11.0978,32.4389,1.2084,297.9146,0.5141,700.2529
1662,600835,上海机电,4.9327,72.9823,1.2076,298.112,0.4414,815.5868
1663,600721,*ST百花,4.552,79.0861,1.2056,298.6065,0.5066,710.6198
1664,600710,*ST常林,0.8674,415.0334,1.2048,298.8048,0.3713,969.5664
1665,600151,航天机电,1.3133,274.1186,1.2027,299.3265,0.3842,937.012
1666,002550,千红制药,2.7002,133.3235,1.2008,299.8001,0.2629,1369.342
1667,600965,福成股份,5.6629,63.5717,1.2,300.0,0.8897,404.6308
1668,002275,桂林三金,12.6612,28.4333,1.1987,300.3254,0.4177,861.8626
1669,600847,万里股份,1.476,243.9024,1.1987,300.3254,0.1279,2814.699
1670,300056,三维丝,0.7834,459.5354,1.1981,300.4758,0.3463,1039.5611
1671,002013,中航机电,0.7907,455.2928,1.1928,301.8109,0.3645,987.6543
1672,300130,新国都,1.2327,292.0419,1.1923,301.9374,0.2556,1408.4507
1673,002671,龙泉股份,1.3617,264.3754,1.1923,301.9374,0.3235,1112.8284
1674,000910,大亚科技,3.7356,96.3701,1.1915,302.1402,0.6832,526.9321
1675,601727,上海电气,1.3774,261.362,1.1907,302.3432,0.3464,1039.261
1676,600353,旭光股份,1.1384,316.2333,1.1891,302.75,0.2322,1550.3876
1677,300096,易联众,0.7163,502.5827,1.1839,304.0797,0.2344,1535.8362
1678,002560,通达股份,0.8756,411.1466,1.1837,304.1311,0.2923,1231.6114
1679,002240,威华股份,5.7937,62.1365,1.1837,304.1311,0.9356,384.7798
1680,002240,威华股份,5.7937,62.1365,1.1837,304.1311,0.9356,384.7798
1681,600366,宁波韵升,3.034,118.6552,1.1824,304.4655,0.3103,1160.1676
1682,002666,德联集团,2.8179,127.7547,1.1823,304.4912,0.5187,694.0428
1683,002428,云南锗业,2.9815,120.7446,1.1791,305.3176,0.4254,846.2623
1684,000988,华工科技,1.2961,277.7563,1.1753,306.3048,0.4314,834.4924
1685,603698,航天工程,1.6042,224.4109,1.1751,306.3569,0.3794,948.8666
1686,002282,博深工具,1.0652,337.9647,1.1746,306.4873,0.4779,753.2957
1687,600398,海澜之家,44.3384,8.1194,1.1746,306.4873,0.8363,430.4675
1688,000908,景峰医药,0.6386,563.7332,1.1741,306.6178,0.3139,1146.8621
1689,000687,华讯方舟,8.9492,40.2271,1.1731,306.8792,0.3082,1168.0727
1690,000400,许继电气,0.7554,476.5687,1.1726,307.0101,0.4141,869.3552
1691,600883,博闻科技,0.3892,924.9743,1.1707,307.5083,0.0617,5834.684
1692,300091,金通灵,0.7052,510.4935,1.1696,307.7975,0.3465,1038.961
1693,300193,佳士科技,1.9487,184.7385,1.1691,307.9292,0.1939,1856.6271
1694,002070,众和股份,1.6113,223.4221,1.1691,307.9292,0.5522,651.9377
1695,000948,南天信息,1.467,245.3988,1.1659,308.7743,0.4109,876.1256
1696,300353,东土科技,1.4487,248.4987,1.1658,308.8008,0.2889,1246.1059
1697,000952,广济药业,3.4684,103.7943,1.1619,309.8373,0.4994,720.865
1698,600189,吉林森工,5.0068,71.9022,1.1606,310.1844,0.3498,1029.1595
1699,000099,中信海直,2.1575,166.8598,1.1593,310.5322,0.5904,609.7561
1700,300386,飞天诚信,3.5067,102.6606,1.1553,311.6074,0.4457,807.7182
1701,601028,玉龙股份,2.6122,137.8149,1.1546,311.7963,0.5366,670.8908
1702,002512,达华智能,1.0789,333.6732,1.1522,312.4458,0.3141,1146.1318
1703,000632,三木集团,7.0053,51.3897,1.1513,312.69,0.4909,733.3469
1704,000962,*ST东钽,3.0712,117.218,1.1499,313.0707,0.679,530.1915
1705,002049,紫光国芯,0.9494,379.1869,1.1497,313.1252,0.2621,1373.5216
1706,002125,湘潭电化,1.5185,237.0761,1.1486,313.425,0.4421,814.2954
1707,000753,漳州发展,16.803,21.4247,1.1481,313.5615,0.6227,578.1275
1708,002196,方正电机,2.1284,169.1411,1.1474,313.7528,0.4447,809.5345
1709,002006,精功科技,2.1031,171.1759,1.1472,313.8075,0.4637,776.364
1710,600662,强生控股,10.1644,35.4177,1.1456,314.2458,0.7483,481.0905
1711,002066,瑞泰科技,1.2121,297.0052,1.1451,314.383,0.4908,733.4963
1712,002114,罗平锌电,8.2619,43.5735,1.1448,314.4654,0.7588,474.4333
1713,600866,*ST星湖,3.4553,104.1878,1.1431,314.9331,0.3839,937.7442
1714,000889,茂业通信,33.822,10.644,1.1429,314.9882,1.0628,338.7279
1715,002675,东诚药业,2.4017,149.8938,1.1427,315.0433,0.544,661.7647
1716,600765,中航重机,1.2063,298.4332,1.1422,315.1812,0.3967,907.4868
1717,600460,士兰微,1.78,202.2472,1.1414,315.4021,0.3811,944.634
1718,600068,葛洲坝,8.4236,42.7371,1.1409,315.5404,0.633,568.7204
1719,002722,金轮股份,1.5264,235.8491,1.1399,315.8172,0.4858,741.0457
