日期,股票,数量,持仓,收盘价,收益
2014-05-07,南方中证500ETF(510500.XSHG),14100,52667.73,3.735,3222.08
2014-05-07,Cash,,279.35,,
2014-05-08,南方中证500ETF(510500.XSHG),14100,52718.49,3.739,3272.84
2014-05-08,Cash,,279.35,,
2014-05-09,南方中证500ETF(510500.XSHG),14100,52215.12,3.703,2769.47
2014-05-09,Cash,,279.35,,
2014-05-12,南方中证500ETF(510500.XSHG),14100,53572.95,3.8,4127.3
2014-05-12,Cash,,279.35,,
2014-05-13,南方中证500ETF(510500.XSHG),14100,53472.84,3.792,4027.19
2014-05-13,Cash,,279.35,,
2014-05-14,南方中证500ETF(510500.XSHG),14100,53321.97,3.782,3876.32
2014-05-14,Cash,,279.35,,
2014-05-15,南方中证500ETF(510500.XSHG),14100,52466.1,3.721,3020.45
2014-05-15,Cash,,279.35,,
2014-05-16,南方中证500ETF(510500.XSHG),14100,52365.99,3.714,2920.34
2014-05-16,Cash,,279.35,,
2014-05-19,南方中证500ETF(510500.XSHG),14100,51962.73,3.685,2517.08
2014-05-19,Cash,,279.35,,
2014-05-20,南方中证500ETF(510500.XSHG),14100,52215.12,3.703,2769.47
2014-05-20,Cash,,279.35,,
2014-05-21,南方中证500ETF(510500.XSHG),14100,52667.73,3.735,3222.08
2014-05-21,Cash,,279.35,,
2014-05-22,南方中证500ETF(510500.XSHG),14100,52667.73,3.735,3222.08
2014-05-22,Cash,,279.35,,
2014-05-23,南方中证500ETF(510500.XSHG),14100,53321.97,3.782,3876.32
2014-05-23,Cash,,279.35,,
2014-05-26,南方中证500ETF(510500.XSHG),14100,53874.69,3.821,4429.04
2014-05-26,Cash,,279.35,,
2014-05-27,南方中证500ETF(510500.XSHG),14100,53673.06,3.807,4227.41
2014-05-27,Cash,,279.35,,
2014-05-28,南方中证500ETF(510500.XSHG),14100,54327.3,3.853,4881.65
2014-05-28,Cash,,279.35,,
2014-05-29,南方中证500ETF(510500.XSHG),14100,53723.82,3.81,4278.17
2014-05-29,Cash,,279.35,,
2014-05-30,南方中证500ETF(510500.XSHG),14100,53874.69,3.821,4429.04
2014-05-30,Cash,,279.35,,
2014-06-03,南方中证500ETF(510500.XSHG),14100,53723.82,3.81,4278.17
2014-06-03,Cash,,279.35,,
2014-06-04,南方中证500ETF(510500.XSHG),14100,53321.97,3.782,3876.32
2014-06-04,Cash,,279.35,,
2014-06-05,南方中证500ETF(510500.XSHG),14100,53925.45,3.825,4479.8
2014-06-05,Cash,,279.35,,
2014-06-06,南方中证500ETF(510500.XSHG),14100,53774.58,3.814,4328.93
2014-06-06,Cash,,279.35,,
2014-06-09,南方中证500ETF(510500.XSHG),14100,53371.32,3.785,3925.67
2014-06-09,Cash,,279.35,,
2014-06-10,南方中证500ETF(510500.XSHG),14100,54076.32,3.835,4630.67
2014-06-10,Cash,,279.35,,
2014-06-11,南方中证500ETF(510500.XSHG),14100,54327.3,3.853,4881.65
2014-06-11,Cash,,279.35,,
2014-06-12,南方中证500ETF(510500.XSHG),14100,54227.19,3.846,4781.54
2014-06-12,Cash,,279.35,,
2014-06-13,南方中证500ETF(510500.XSHG),14100,54830.67,3.889,5385.02
2014-06-13,Cash,,279.35,,
2014-06-16,南方中证500ETF(510500.XSHG),14100,55081.65,3.907,5636
2014-06-16,Cash,,279.35,,
2014-06-17,南方中证500ETF(510500.XSHG),14100,54629.04,3.874,5183.39
2014-06-17,Cash,,279.35,,
2014-06-18,南方中证500ETF(510500.XSHG),14100,54378.06,3.857,4932.41
2014-06-18,Cash,,279.35,,
2014-06-19,南方中证500ETF(510500.XSHG),14100,52869.36,3.75,3423.71
2014-06-19,Cash,,279.35,,
2014-06-20,南方中证500ETF(510500.XSHG),14100,53371.32,3.785,3925.67
2014-06-20,Cash,,279.35,,
2014-06-23,南方中证500ETF(510500.XSHG),14100,53774.58,3.814,4328.93
2014-06-23,Cash,,279.35,,
2014-06-24,南方中证500ETF(510500.XSHG),14100,54125.67,3.839,4680.02
2014-06-24,Cash,,279.35,,
2014-06-25,南方中证500ETF(510500.XSHG),14100,53823.93,3.817,4378.28
2014-06-25,Cash,,279.35,,
2014-06-26,南方中证500ETF(510500.XSHG),14100,54528.93,3.867,5083.28
2014-06-26,Cash,,279.35,,
2014-06-27,南方中证500ETF(510500.XSHG),14100,54830.67,3.889,5385.02
2014-06-27,Cash,,279.35,,
2014-06-30,南方中证500ETF(510500.XSHG),14100,55383.39,3.928,5937.74
2014-06-30,Cash,,279.35,,
2014-07-01,南方中证500ETF(510500.XSHG),14100,55786.65,3.957,6341
2014-07-01,Cash,,279.35,,
2014-07-02,南方中证500ETF(510500.XSHG),14100,56188.5,3.985,6742.85
2014-07-02,Cash,,279.35,,
2014-07-03,南方中证500ETF(510500.XSHG),14100,56742.63,4.024,7296.98
2014-07-03,Cash,,279.35,,
2014-07-04,南方中证500ETF(510500.XSHG),14100,56591.76,4.014,7146.11
2014-07-04,Cash,,279.35,,
2014-07-07,南方中证500ETF(510500.XSHG),14100,56691.87,4.021,7246.22
2014-07-07,Cash,,279.35,,
2014-07-08,南方中证500ETF(510500.XSHG),14100,57093.72,4.049,7648.07
2014-07-08,Cash,,279.35,,
2014-07-09,南方中证500ETF(510500.XSHG),14100,56239.26,3.989,6793.61
2014-07-09,Cash,,279.35,,
2014-07-10,南方中证500ETF(510500.XSHG),14100,56188.5,3.985,6742.85
2014-07-10,Cash,,279.35,,
2014-07-11,南方中证500ETF(510500.XSHG),14100,56942.85,4.039,7497.2
2014-07-11,Cash,,279.35,,
2014-07-14,南方中证500ETF(510500.XSHG),14100,57747.96,4.096,8302.31
2014-07-14,Cash,,279.35,,
2014-07-15,南方中证500ETF(510500.XSHG),14100,57848.07,4.103,8402.42
2014-07-15,Cash,,279.35,,
2014-07-16,南方中证500ETF(510500.XSHG),14100,57395.46,4.071,7949.81
2014-07-16,Cash,,279.35,,
2014-07-17,南方中证500ETF(510500.XSHG),14100,56993.61,4.042,7547.96
2014-07-17,Cash,,279.35,,
2014-07-18,南方中证500ETF(510500.XSHG),14100,57093.72,4.049,7648.07
2014-07-18,Cash,,279.35,,
2014-07-21,南方中证500ETF(510500.XSHG),14100,56942.85,4.039,7497.2
2014-07-21,Cash,,279.35,,
2014-07-22,南方中证500ETF(510500.XSHG),14100,57747.96,4.096,8302.31
2014-07-22,Cash,,279.35,,
2014-07-23,南方中证500ETF(510500.XSHG),14100,57346.11,4.067,7900.46
2014-07-23,Cash,,279.35,,
2014-07-24,南方中证500ETF(510500.XSHG),14100,57295.35,4.064,7849.7
2014-07-24,Cash,,279.35,,
2014-07-25,南方中证500ETF(510500.XSHG),14100,57798.72,4.099,8353.07
2014-07-25,Cash,,279.35,,
2014-07-28,南方中证500ETF(510500.XSHG),14100,58804.05,4.171,9358.4
2014-07-28,Cash,,279.35,,
2014-07-29,南方中证500ETF(510500.XSHG),14100,59358.18,4.21,9912.53
2014-07-29,Cash,,279.35,,
2014-07-30,南方中证500ETF(510500.XSHG),14100,59458.29,4.217,10012.64
2014-07-30,Cash,,279.35,,
2014-07-31,南方中证500ETF(510500.XSHG),14100,60163.29,4.267,10717.64
2014-07-31,Cash,,279.35,,
2014-08-01,南方中证500ETF(510500.XSHG),14100,59609.16,4.228,10163.51
2014-08-01,Cash,,279.35,,
2014-08-04,南方中证500ETF(510500.XSHG),14100,60414.27,4.285,10968.62
2014-08-04,Cash,,279.35,,
2014-08-05,南方中证500ETF(510500.XSHG),14100,60665.25,4.303,11219.6
2014-08-05,Cash,,279.35,,
2014-08-06,南方中证500ETF(510500.XSHG),14100,61117.86,4.335,11672.21
2014-08-06,Cash,,279.35,,
2014-08-07,南方中证500ETF(510500.XSHG),14100,60565.14,4.295,11119.49
2014-08-07,Cash,,279.35,,
2014-08-08,南方中证500ETF(510500.XSHG),14100,60866.88,4.317,11421.23
2014-08-08,Cash,,279.35,,
2014-08-11,南方中证500ETF(510500.XSHG),14100,61822.86,4.385,12377.21
2014-08-11,Cash,,279.35,,
2014-08-12,南方中证500ETF(510500.XSHG),14100,62175.36,4.41,12729.71
2014-08-12,Cash,,279.35,,
2014-08-13,南方中证500ETF(510500.XSHG),14100,62175.36,4.41,12729.71
2014-08-13,Cash,,279.35,,
2014-08-14,南方中证500ETF(510500.XSHG),14100,61772.1,4.381,12326.45
2014-08-14,Cash,,279.35,,
2014-08-15,南方中证500ETF(510500.XSHG),14100,62526.45,4.435,13080.8
2014-08-15,Cash,,279.35,,
2014-08-18,南方中证500ETF(510500.XSHG),14100,63433.08,4.499,13987.43
2014-08-18,Cash,,279.35,,
2014-08-19,南方中证500ETF(510500.XSHG),14100,63583.95,4.51,14138.3
2014-08-19,Cash,,279.35,,
2014-08-20,南方中证500ETF(510500.XSHG),14100,63583.95,4.51,14138.3
2014-08-20,Cash,,279.35,,
2014-08-21,南方中证500ETF(510500.XSHG),14100,63482.43,4.502,14036.78
2014-08-21,Cash,,279.35,,
2014-08-22,南方中证500ETF(510500.XSHG),14100,63885.69,4.531,14440.04
2014-08-22,Cash,,279.35,,
2014-08-25,南方中证500ETF(510500.XSHG),14100,63382.32,4.495,13936.67
2014-08-25,Cash,,279.35,,
2014-08-26,南方中证500ETF(510500.XSHG),14100,62375.58,4.424,12929.93
2014-08-26,Cash,,279.35,,
2014-08-27,南方中证500ETF(510500.XSHG),14100,62426.34,4.427,12980.69
2014-08-27,Cash,,279.35,,
2014-08-28,南方中证500ETF(510500.XSHG),14100,61873.62,4.388,12427.97
2014-08-28,Cash,,279.35,,
2014-08-29,南方中证500ETF(510500.XSHG),14100,62627.97,4.442,13182.32
2014-08-29,Cash,,279.35,,
2014-09-01,南方中证500ETF(510500.XSHG),14100,63684.06,4.517,14238.41
2014-09-01,Cash,,279.35,,
2014-09-02,南方中证500ETF(510500.XSHG),14100,64689.39,4.588,15243.74
2014-09-02,Cash,,279.35,,
2014-09-03,南方中证500ETF(510500.XSHG),14100,65192.76,4.624,15747.11
2014-09-03,Cash,,279.35,,
2014-09-04,南方中证500ETF(510500.XSHG),14100,65645.37,4.656,16199.72
2014-09-04,Cash,,279.35,,
2014-09-05,南方中证500ETF(510500.XSHG),14100,65947.11,4.677,16501.46
2014-09-05,Cash,,279.35,,
2014-09-09,南方中证500ETF(510500.XSHG),14100,66450.48,4.713,17004.83
2014-09-09,Cash,,279.35,,
2014-09-10,南方中证500ETF(510500.XSHG),14100,66550.59,4.72,17104.94
2014-09-10,Cash,,279.35,,
2014-09-11,南方中证500ETF(510500.XSHG),14100,66450.48,4.713,17004.83
2014-09-11,Cash,,279.35,,
2014-09-12,南方中证500ETF(510500.XSHG),14100,67255.59,4.77,17809.94
2014-09-12,Cash,,279.35,,
2014-09-15,南方中证500ETF(510500.XSHG),14100,67859.07,4.813,18413.42
2014-09-15,Cash,,279.35,,
2014-09-16,南方中证500ETF(510500.XSHG),14100,65645.37,4.656,16199.72
2014-09-16,Cash,,279.35,,
2014-09-17,南方中证500ETF(510500.XSHG),14100,66199.5,4.695,16753.85
2014-09-17,Cash,,279.35,,
2014-09-18,南方中证500ETF(510500.XSHG),14100,66652.11,4.727,17206.46
2014-09-18,Cash,,279.35,,
2014-09-19,南方中证500ETF(510500.XSHG),14100,67255.59,4.77,17809.94
2014-09-19,Cash,,279.35,,
2014-09-22,南方中证500ETF(510500.XSHG),14100,66299.61,4.702,16853.96
2014-09-22,Cash,,279.35,,
2014-09-23,南方中证500ETF(510500.XSHG),14100,67204.83,4.766,17759.18
2014-09-23,Cash,,279.35,,
2014-09-24,南方中证500ETF(510500.XSHG),14100,68110.05,4.831,18664.4
2014-09-24,Cash,,279.35,,
2014-09-25,南方中证500ETF(510500.XSHG),14100,68009.94,4.823,18564.29
2014-09-25,Cash,,279.35,,
2014-09-26,南方中证500ETF(510500.XSHG),14100,68260.92,4.841,18815.27
2014-09-26,Cash,,279.35,,
2014-09-29,南方中证500ETF(510500.XSHG),14100,69016.68,4.895,19571.03
2014-09-29,Cash,,279.35,,
2014-09-30,南方中证500ETF(510500.XSHG),14100,69469.29,4.927,20023.64
2014-09-30,Cash,,279.35,,
2014-10-08,南方中证500ETF(510500.XSHG),14100,70676.25,5.013,21230.6
2014-10-08,Cash,,279.35,,
2014-10-09,南方中证500ETF(510500.XSHG),14100,70727.01,5.016,21281.36
2014-10-09,Cash,,279.35,,
2014-10-10,南方中证500ETF(510500.XSHG),14100,70374.51,4.991,20928.86
2014-10-10,Cash,,279.35,,
2014-10-13,南方中证500ETF(510500.XSHG),14100,70423.86,4.995,20978.21
2014-10-13,Cash,,279.35,,
2014-10-14,南方中证500ETF(510500.XSHG),8300,41277.56,4.973,12171.26
2014-10-14,Cash,,29001.17,,
2014-10-15,南方中证500ETF(510500.XSHG),4800,23974.08,4.995,7141.52
2014-10-15,Cash,,46443.67,,
2014-10-16,南方中证500ETF(510500.XSHG),2900,14267.13,4.92,4097.46
2014-10-16,Cash,,55849.18,,
2014-10-17,南方中证500ETF(510500.XSHG),2900,14122.42,4.87,3952.75
2014-10-17,Cash,,55849.18,,
2014-10-20,南方中证500ETF(510500.XSHG),1800,8887.68,4.938,2575.47
2014-10-20,Cash,,61257.06,,
2014-10-21,南方中证500ETF(510500.XSHG),1800,8804.16,4.891,2491.95
2014-10-21,Cash,,61257.06,,
2014-10-22,南方中证500ETF(510500.XSHG),1800,8694.9,4.831,2382.69
2014-10-22,Cash,,61257.06,,
2014-10-23,南方中证500ETF(510500.XSHG),1800,8585.82,4.77,2273.61
2014-10-23,Cash,,61257.06,,
2014-10-24,南方中证500ETF(510500.XSHG),1800,8611.56,4.784,2299.35
2014-10-24,Cash,,61257.06,,
2014-10-27,南方中证500ETF(510500.XSHG),1800,8675.64,4.82,2363.43
2014-10-27,Cash,,61257.06,,
2014-10-28,南方中证500ETF(510500.XSHG),2000,9868,4.934,2570.63
2014-10-28,Cash,,60266.9,,
2014-10-29,南方中证500ETF(510500.XSHG),2200,11019.58,5.009,2723.49
2014-10-29,Cash,,59263.18,,
2014-10-30,南方中证500ETF(510500.XSHG),2400,11995.68,4.998,2700.15
2014-10-30,Cash,,58258.74,,
2014-10-31,南方中证500ETF(510500.XSHG),2600,13004.68,5.002,2711.15
2014-10-31,Cash,,57255.74,,
2014-11-03,南方中证500ETF(510500.XSHG),2700,13610.7,5.041,2814.94
2014-11-03,Cash,,56748.51,,
2014-11-04,南方中证500ETF(510500.XSHG),2800,14035,5.013,2737.73
2014-11-04,Cash,,56242,,
2014-11-05,南方中证500ETF(510500.XSHG),2900,14515.66,5.005,2716.16
2014-11-05,Cash,,55734.77,,
2014-11-06,南方中证500ETF(510500.XSHG),3000,15123,5.041,2819.85
2014-11-06,Cash,,55226.12,,
2014-11-07,南方中证500ETF(510500.XSHG),3000,14962.5,4.988,2659.35
2014-11-07,Cash,,55226.12,,
2014-11-10,南方中证500ETF(510500.XSHG),3100,15627.1,5.041,2821.01
2014-11-10,Cash,,54718.18,,
2014-11-11,南方中证500ETF(510500.XSHG),3300,16129.08,4.888,2345.69
2014-11-11,Cash,,53735.88,,
2014-11-12,南方中证500ETF(510500.XSHG),3300,16400.01,4.97,2616.62
2014-11-12,Cash,,53735.88,,
2014-11-13,南方中证500ETF(510500.XSHG),3300,16270.32,4.93,2486.93
2014-11-13,Cash,,53735.88,,
2014-11-14,南方中证500ETF(510500.XSHG),3300,16223.46,4.916,2440.07
2014-11-14,Cash,,53735.88,,
2014-11-17,南方中证500ETF(510500.XSHG),3500,17393.95,4.97,2613.98
2014-11-17,Cash,,52734.3,,
2014-11-18,南方中证500ETF(510500.XSHG),3700,18374.57,4.966,2599.44
2014-11-18,Cash,,51734.14,,
2014-11-19,南方中证500ETF(510500.XSHG),3900,19465.29,4.991,2690.72
2014-11-19,Cash,,50729.7,,
2014-11-20,南方中证500ETF(510500.XSHG),4100,20433.99,4.984,2663.56
2014-11-20,Cash,,49728.84,,
2014-11-21,南方中证500ETF(510500.XSHG),4200,21172.2,5.041,2898.12
2014-11-21,Cash,,49220.19,,
2014-11-24,南方中证500ETF(510500.XSHG),4300,22029.33,5.123,3243.74
2014-11-24,Cash,,48703.68,,
2014-11-25,南方中证500ETF(510500.XSHG),4400,22871.2,5.198,3566.24
2014-11-25,Cash,,48179.31,,
2014-11-26,南方中证500ETF(510500.XSHG),4500,23471.1,5.216,3644.27
2014-11-26,Cash,,47652.44,,
2014-11-27,南方中证500ETF(510500.XSHG),4600,24190.02,5.259,3839.54
2014-11-27,Cash,,47123.79,,
2014-11-28,南方中证500ETF(510500.XSHG),4700,24631.76,5.241,3756.56
2014-11-28,Cash,,46594.07,,
2014-12-01,南方中证500ETF(510500.XSHG),4800,25035.84,5.216,3638.06
2014-12-01,Cash,,46066.49,,
2014-12-02,南方中证500ETF(510500.XSHG),4900,25889.64,5.284,3963.56
2014-12-02,Cash,,45533.19,,
2014-12-03,南方中证500ETF(510500.XSHG),5000,26757,5.351,4295.12
2014-12-03,Cash,,44992.39,,
2014-12-04,南方中证500ETF(510500.XSHG),5100,27837.84,5.458,4829.8
2014-12-04,Cash,,44441.23,,
2014-12-05,南方中证500ETF(510500.XSHG),5300,28343.34,5.348,4267.98
2014-12-05,Cash,,43363.91,,
2014-12-08,南方中证500ETF(510500.XSHG),5400,29263.68,5.419,4644.66
2014-12-08,Cash,,42815.25,,
2014-12-09,南方中证500ETF(510500.XSHG),5500,28589,5.198,3439.9
2014-12-09,Cash,,42280.17,,
2014-12-10,南方中证500ETF(510500.XSHG),5500,29707.7,5.401,4558.6
2014-12-10,Cash,,42280.17,,
2014-12-11,南方中证500ETF(510500.XSHG),5600,30626.96,5.469,4932.42
2014-12-11,Cash,,41729.73,,
2014-12-12,南方中证500ETF(510500.XSHG),5700,31356.84,5.501,5111.5
2014-12-12,Cash,,41173.93,,
2014-12-15,南方中证500ETF(510500.XSHG),5800,32424.32,5.59,5619.96
2014-12-15,Cash,,40609.91,,
2014-12-16,南方中证500ETF(510500.XSHG),5900,33046.49,5.601,5682.75
2014-12-16,Cash,,40045.53,,
2014-12-17,南方中证500ETF(510500.XSHG),6100,33905.63,5.558,5435.29
2014-12-17,Cash,,38928.93,,
2014-12-18,南方中证500ETF(510500.XSHG),6200,34550.12,5.573,5522.55
2014-12-18,Cash,,38366.7,,
2014-12-19,南方中证500ETF(510500.XSHG),6200,34240.74,5.523,5213.17
2014-12-19,Cash,,38366.7,,
2014-12-22,南方中证500ETF(510500.XSHG),6300,33466.86,5.312,3904.56
2014-12-22,Cash,,37826.97,,
2014-12-23,南方中证500ETF(510500.XSHG),6400,33244.16,5.194,3157.5
2014-12-23,Cash,,37297.61,,
2014-12-24,南方中证500ETF(510500.XSHG),6400,33678.08,5.262,3591.42
2014-12-24,Cash,,37297.61,,
2014-12-25,南方中证500ETF(510500.XSHG),6400,34340.48,5.366,4253.82
2014-12-25,Cash,,37297.61,,
2014-12-26,南方中证500ETF(510500.XSHG),6500,35224.8,5.419,4596.99
2014-12-26,Cash,,36751.46,,
2014-12-29,南方中证500ETF(510500.XSHG),6700,35758.57,5.337,4057.02
2014-12-29,Cash,,35667.72,,
2014-12-30,南方中证500ETF(510500.XSHG),6800,35661.92,5.244,3434.57
2014-12-30,Cash,,35136.92,,
2014-12-31,南方中证500ETF(510500.XSHG),6800,36122.96,5.312,3895.61
2014-12-31,Cash,,35136.92,,
2015-01-05,南方中证500ETF(510500.XSHG),6900,37244.82,5.398,4475.24
2015-01-05,Cash,,34589.69,,
2015-01-06,南方中证500ETF(510500.XSHG),7000,38358.6,5.48,5042.15
2015-01-06,Cash,,34037.82,,
2015-01-07,南方中证500ETF(510500.XSHG),7100,38932.14,5.483,5066.68
2015-01-07,Cash,,33483.81,,
2015-01-08,南方中证500ETF(510500.XSHG),7200,39121.2,5.434,4707.09
2015-01-08,Cash,,32930.16,,
2015-01-09,南方中证500ETF(510500.XSHG),7300,39455.77,5.405,4492.65
2015-01-09,Cash,,32376.15,,
2015-01-12,南方中证500ETF(510500.XSHG),7400,39415.36,5.326,3918.58
2015-01-12,Cash,,31837.49,,
2015-01-13,南方中证500ETF(510500.XSHG),7400,39970.36,5.401,4473.58
2015-01-13,Cash,,31837.49,,
2015-01-14,南方中证500ETF(510500.XSHG),7400,39812,5.38,4315.22
2015-01-14,Cash,,31837.49,,
2015-01-15,南方中证500ETF(510500.XSHG),7500,41018.25,5.469,4978.17
2015-01-15,Cash,,31289.19,,
2015-01-16,南方中证500ETF(510500.XSHG),7600,41945.16,5.519,5353.2
2015-01-16,Cash,,30732.31,,
2015-01-19,南方中证500ETF(510500.XSHG),7700,40656.77,5.28,3536.51
2015-01-19,Cash,,30199.01,,
2015-01-20,南方中证500ETF(510500.XSHG),7800,42631.68,5.466,4968.47
2015-01-20,Cash,,29651.06,,
2015-01-21,南方中证500ETF(510500.XSHG),7900,44248.69,5.601,6024.68
2015-01-21,Cash,,29085.26,,
2015-01-22,南方中证500ETF(510500.XSHG),8000,45551.2,5.694,6756.74
2015-01-22,Cash,,28509.81,,
2015-01-23,南方中证500ETF(510500.XSHG),8200,46251.28,5.64,6328.78
2015-01-23,Cash,,27371.77,,
2015-01-26,南方中证500ETF(510500.XSHG),8300,47822.11,5.762,7323.8
2015-01-26,Cash,,26790.96,,
2015-01-27,南方中证500ETF(510500.XSHG),8400,48518.4,5.776,7444.28
2015-01-27,Cash,,26210.15,,
2015-01-28,南方中证500ETF(510500.XSHG),8500,48852.9,5.747,7201.9
2015-01-28,Cash,,25628.27,,
2015-01-29,南方中证500ETF(510500.XSHG),8600,49120.62,5.712,6894.88
2015-01-29,Cash,,25048.53,,
2015-01-30,南方中证500ETF(510500.XSHG),8600,48538.4,5.644,6312.66
2015-01-30,Cash,,25048.53,,
2015-02-02,南方中证500ETF(510500.XSHG),8600,48323.4,5.619,6097.66
2015-02-02,Cash,,25048.53,,
2015-02-03,南方中证500ETF(510500.XSHG),8700,49784.88,5.722,6985.84
2015-02-03,Cash,,24470.23,,
2015-02-04,南方中证500ETF(510500.XSHG),8800,50106.32,5.694,6734.69
2015-02-04,Cash,,23892.64,,
2015-02-05,南方中证500ETF(510500.XSHG),8900,50326.83,5.655,6385.11
2015-02-05,Cash,,23317.55,,
2015-02-06,南方中证500ETF(510500.XSHG),9000,49896.9,5.544,5399.74
2015-02-06,Cash,,22757.11,,
2015-02-09,南方中证500ETF(510500.XSHG),9000,49608,5.512,5110.84
2015-02-09,Cash,,22757.11,,
2015-02-10,南方中证500ETF(510500.XSHG),9000,50217.3,5.58,5720.14
2015-02-10,Cash,,22757.11,,
2015-02-11,南方中证500ETF(510500.XSHG),9100,51327.64,5.64,6266.82
2015-02-11,Cash,,22188.45,,
2015-02-12,南方中证500ETF(510500.XSHG),9200,52318.56,5.687,6688.01
2015-02-12,Cash,,21613.72,,
2015-02-13,南方中证500ETF(510500.XSHG),9300,53716.8,5.776,7509.01
2015-02-13,Cash,,21031.48,,
2015-02-16,南方中证500ETF(510500.XSHG),9400,55366.94,5.89,8571.56
2015-02-16,Cash,,20438.89,,
2015-02-17,南方中证500ETF(510500.XSHG),9500,56227.65,5.919,8839.67
2015-02-17,Cash,,19841.29,,
2015-02-25,南方中证500ETF(510500.XSHG),9600,56682.24,5.904,8704.17
2015-02-25,Cash,,19246.2,,
2015-02-26,南方中证500ETF(510500.XSHG),9700,57964.29,5.976,9389.7
2015-02-26,Cash,,18644.68,,
2015-02-27,南方中证500ETF(510500.XSHG),9800,59156.72,6.036,9978.82
2015-02-27,Cash,,18036.37,,
2015-03-02,南方中证500ETF(510500.XSHG),9900,61031.52,6.165,11240.31
2015-03-02,Cash,,17418.06,,
2015-03-03,南方中证500ETF(510500.XSHG),10000,61220,6.122,10813.69
2015-03-03,Cash,,16797.96,,
2015-03-04,南方中证500ETF(510500.XSHG),10100,63020.97,6.24,11993.85
2015-03-04,Cash,,16172.15,,
2015-03-05,南方中证500ETF(510500.XSHG),10200,63500.1,6.226,11853.6
2015-03-05,Cash,,15547.77,,
2015-03-06,南方中证500ETF(510500.XSHG),10400,63817.52,6.136,10937.24
2015-03-06,Cash,,14303.99,,
2015-03-09,南方中证500ETF(510500.XSHG),10500,65516.85,6.24,12015.05
2015-03-09,Cash,,13677.47,,
2015-03-10,南方中证500ETF(510500.XSHG),10600,66519.24,6.275,12389.84
2015-03-10,Cash,,13044.87,,
2015-03-11,南方中证500ETF(510500.XSHG),10700,67109.33,6.272,12353.05
2015-03-11,Cash,,12412.99,,
2015-03-12,南方中证500ETF(510500.XSHG),10800,67658.76,6.265,12276.67
2015-03-12,Cash,,11782.18,,
2015-03-13,南方中证500ETF(510500.XSHG),10900,69140.88,6.343,13126.54
2015-03-13,Cash,,11144.93,,
2015-03-16,南方中证500ETF(510500.XSHG),11000,72012.6,6.547,15345.66
2015-03-16,Cash,,10487.33,,
2015-03-17,南方中证500ETF(510500.XSHG),11100,73656.27,6.636,16330.3
2015-03-17,Cash,,9823.3,,
2015-03-18,南方中证500ETF(510500.XSHG),11200,75479.04,6.739,17479.75
2015-03-18,Cash,,9144.98,,
2015-03-19,南方中证500ETF(510500.XSHG),11300,76919.1,6.807,18241.13
2015-03-19,Cash,,8461.3,,
2015-03-20,南方中证500ETF(510500.XSHG),11400,78290.64,6.868,18926.14
2015-03-20,Cash,,7769.77,,
2015-03-23,南方中证500ETF(510500.XSHG),11500,82013.4,7.132,21947.01
2015-03-23,Cash,,7062.88,,
2015-03-24,南方中证500ETF(510500.XSHG),11600,81981.84,7.067,21205.7
2015-03-24,Cash,,6348.13,,
2015-03-25,南方中证500ETF(510500.XSHG),11700,83439.72,7.132,21945.61
2015-03-25,Cash,,5625.16,,
2015-03-26,南方中证500ETF(510500.XSHG),11800,83480.28,7.075,21274.28
2015-03-26,Cash,,4908.27,,
2015-03-27,南方中证500ETF(510500.XSHG),11900,85545.53,7.189,22621.56
2015-03-27,Cash,,4185.3,,
2015-03-30,南方中证500ETF(510500.XSHG),12000,87763.2,7.314,24109.47
2015-03-30,Cash,,3450.54,,
2015-03-31,南方中证500ETF(510500.XSHG),12100,88149.71,7.285,23767.29
2015-03-31,Cash,,2716.85,,
2015-04-01,南方中证500ETF(510500.XSHG),12200,91184.02,7.474,26056.12
2015-04-01,Cash,,1966.37,,
2015-04-02,南方中证500ETF(510500.XSHG),12300,93555.03,7.606,27672.01
2015-04-02,Cash,,1206.25,,
2015-04-03,南方中证500ETF(510500.XSHG),12400,95731.72,7.72,29080.37
2015-04-03,Cash,,432.92,,
2015-04-07,南方中证500ETF(510500.XSHG),12400,98164.6,7.917,31513.25
2015-04-07,Cash,,432.92,,
2015-04-08,南方中证500ETF(510500.XSHG),12400,96749.76,7.802,30098.41
2015-04-08,Cash,,432.92,,
2015-04-09,南方中证500ETF(510500.XSHG),7100,55118.01,7.763,16954.74
2015-04-09,Cash,,41105.95,,
2015-04-10,南方中证500ETF(510500.XSHG),7200,57615.12,8.002,18651.01
2015-04-10,Cash,,40300.11,,
2015-04-13,南方中证500ETF(510500.XSHG),7200,57615.12,8.002,18651.01
2015-04-13,Cash,,40300.11,,
2015-04-14,南方中证500ETF(510500.XSHG),7200,57615.12,8.002,18651.01
2015-04-14,Cash,,40300.11,,
2015-04-15,南方中证500ETF(510500.XSHG),7300,57071.4,7.818,17313.31
2015-04-15,Cash,,39501.13,,
2015-04-16,南方中证500ETF(510500.XSHG),4200,33125.4,7.887,10250.88
2015-04-16,Cash,,63708.37,,
2015-04-17,南方中证500ETF(510500.XSHG),4300,34146.3,7.941,10473.7
2015-04-17,Cash,,62905.29,,
2015-04-20,南方中证500ETF(510500.XSHG),2600,20334.6,7.821,5788.5
2015-04-20,Cash,,76171.05,,
2015-04-21,南方中证500ETF(510500.XSHG),2700,21870,8.1,6519.41
2015-04-21,Cash,,75361.56,,
