,code,name,type,report_date,pre_eps,range
36,300345,红宇新材,预增,2016-04-20,0.12,167.9
37,600725,*ST云维,预亏,2016-04-19,-1.7,0
38,002476,宝莫股份,预降,2016-04-19,0.0783,-49.62
39,002715,登云股份,预亏,2016-04-19,0.21,-385.19
40,300308,中际装备,预降,2016-04-19,0.04,-31.49
41,000982,中银绒业,预亏,2016-04-19,0.05,-1088.14
42,600346,*ST橡塑,预亏,2016-04-19,-0.67,-27.14
43,300020,银江股份,预降,2016-04-19,0.68,-36.56
44,600105,永鼎股份,预升,2016-04-19,0.38,0
45,600640,号百控股,预降,2016-04-18,0.1638,-47.26
46,600526,菲达环保,预增,2016-04-18,0.14,50.53
47,002708,光洋股份,预降,2016-04-18,0.3438,-42.04
48,600321,国栋建设,预亏,2016-04-18,0.005,0
49,002735,王子新材,预降,2016-04-18,0.53,-18.83
50,600004,白云机场,预升,2016-04-16,0.95,15.21
51,000010,美丽生态,预盈,2016-04-16,-0.1268,143.11
52,000821,京山轻机,预增,2016-04-16,0.03,377.78
53,000591,太阳能,预升,2016-04-16,0.0141,21.19
54,601558,华锐风电,预亏,2016-04-16,0.01,0
55,600815,厦工股份,预亏,2016-04-16,0.01,0
56,002291,星期六,预降,2016-04-16,0.1,-37.32
57,000426,兴业矿业,预亏,2016-04-15,0.2711,-115.01
58,000820,金城股份,预增,2016-04-15,0.01,412.29
59,000913,*ST钱江,减亏,2016-04-15,-0.43,33.43
60,000539,粤电力A,预升,2016-04-15,0.69,7.78
61,000863,三湘股份,预降,2016-04-15,0.19,-28.41
62,000657,中钨高新,预亏,2016-04-15,0.035,0.0
63,000960,锡业股份,预亏,2016-04-15,0.03,-1569.44
64,000753,漳州发展,预亏,2016-04-15,0.161,-220.61
65,000662,天夏智慧,预亏,2016-04-15,0.0334,-126.7
66,000420,吉林化纤,预降,2016-04-15,0.0501,-29.87
67,000518,四环生物,预亏,2016-04-15,0.0058,-1349.8
68,000612,焦作万方,预减,2016-04-15,0.305,-95.88
69,000825,太钢不锈,预亏,2016-04-15,0.078,-939.76
70,000070,特发信息,预增,2016-04-15,0.2051,65.42
71,000678,襄阳轴承,预亏,2016-04-15,0.01,-1347.25
72,000725,京东方A,预降,2016-04-15,0.087,-36.21
73,000766,通化金马,预升,2016-04-15,0.01,32.86
74,000687,华讯方舟,预增,2016-04-15,0.019,419.85
75,000560,昆百大A,预减,2016-04-15,0.4151,-56.62
76,000663,永安林业,预盈,2016-04-15,-0.1,329.3
77,000615,京汉股份,预增,2016-04-15,0.07,73.7
78,000008,神州高铁,预增,2016-04-15,0.03,2278.54
79,000806,银河生物,预增,2016-04-15,0.0373,292.98
80,000587,金洲慈航,预增,2016-04-15,0.26,110.91
81,000809,铁岭新城,预亏,2016-04-15,0.05,-723.32
82,000526,紫光学大,预亏,2016-04-15,0.0204,-789.66
83,000933,*ST神火,预亏,2016-04-15,-0.1929,-356.36
84,000019,深深宝A,预亏,2016-04-15,0.0443,-367.53
85,000004,国农科技,预减,2016-04-15,0.05,-67.19
86,000830,鲁西化工,预降,2016-04-15,0.25,-19.87
87,000007,全新好,预盈,2016-04-15,-0.1307,0.0
88,000897,津滨发展,预亏,2016-04-15,0.0063,-1823.39
89,000918,嘉凯城,预亏,2016-04-15,0.021,-6252.24
90,000546,金圆股份,预增,2016-04-15,0.3012,104.42
91,000402,金融街,预降,2016-04-15,0.97,-23.03
92,000557,西部创业,预亏,2016-04-15,0.0017,-1586.91
93,000672,上峰水泥,预减,2016-04-15,0.46,-83.07
94,000038,深大通,预盈,2016-04-15,-0.513,112.03
95,000630,铜陵有色,预亏,2016-04-15,0.19,-321.66
96,000589,黔轮胎A,预亏,2016-04-15,0.24,-255.88
97,000723,美锦能源,预亏,2016-04-15,0.03,-65.18
98,000680,山推股份,预亏,2016-04-15,0.0374,-1985.63
99,000155,*ST川化,减亏,2016-04-15,-3.33,63.54
100,000629,*ST钒钛,减亏,2016-04-15,-0.4395,0.0
101,000767,漳泽电力,预降,2016-04-15,0.2443,-3.43
102,000509,华塑控股,预盈,2016-04-15,-0.0617,132.04
103,000036,华联控股,预增,2016-04-15,0.0306,123.27
104,000668,荣丰控股,预盈,2016-04-15,-0.31,155.31
105,000638,万方发展,预亏,2016-04-15,0.0098,-1269.91
106,000990,诚志股份,预增,2016-04-15,0.229,61.94
107,000611,*ST天首,预亏,2016-04-15,-0.1623,-22.255
108,000955,欣龙控股,预亏,2016-04-15,0.0088,-1677.05
109,000807,云铝股份,预盈,2016-04-15,-0.303,105.93
110,600288,大恒科技,预升,2016-04-15,0.0608,3.93
111,000801,四川九洲,预增,2016-04-15,0.1873,151.42
112,000558,莱茵体育,预亏,2016-04-15,0.06,-933.42
113,000792,盐湖股份,预减,2016-04-15,0.8188,-57.08
114,000005,世纪星源,预亏,2016-04-15,0.0472,-225.08
115,000056,皇庭国际,预盈,2016-04-15,-1.26,0.0
116,000691,ST亚太,预盈,2016-04-15,-0.0648,189.42
117,000989,九芝堂,预升,2016-04-15,0.83,16.79
118,000409,山东地矿,预盈,2016-04-15,-0.0662,435.02
119,000061,农产品,预减,2016-04-15,0.0497,-75.64
120,000995,*ST皇台,预盈,2016-04-15,-0.22,119.62
121,000835,长城动漫,预减,2016-04-15,0.0195,-75.45
122,000504,*ST生物,减亏,2016-04-15,-0.08,18.86
123,000959,首钢股份,预亏,2016-04-15,0.0118,-1931.8
124,000931,中关村,预增,2016-04-15,0.0204,1063.71
125,000622,*ST恒立,预亏,2016-04-15,-0.09,-28.02
126,000511,*ST烯碳,预盈,2016-04-15,-0.23,104.99
127,000923,河北宣工,预盈,2016-04-15,-0.364,0
128,000633,*ST合金,预亏,2016-04-15,-0.075,-46.1
129,000670,*ST盈方,预增,2016-04-15,0.0105,305.87
130,000505,*ST珠江,减亏,2016-04-15,-0.41,37.97
131,300094,国联水产,预减,2016-04-15,0.64,-89.88
132,000852,石化机械,预减,2016-04-14,0.18,-91.88
133,000503,海虹控股,预降,2016-04-14,0.0278,-7.66
134,000032,深桑达A,预降,2016-04-14,0.09,-45.29
135,600322,天房发展,预减,2016-04-14,0.15,-97.33
136,000717,*ST韶钢,预亏,2016-04-14,-0.57,-86.96
137,000930,中粮生化,预亏,2016-04-14,0.037,-4124.88
138,000584,友利控股,预减,2016-04-14,0.2662,-83.92
139,000893,东凌国际,预盈,2016-04-14,-1.16,109.05
140,000967,盈峰环境,预增,2016-04-14,0.22,85
141,600610,中毅达,预亏,2016-04-14,0.09,-106.55
142,600784,鲁银投资,预亏,2016-04-14,0.065,0
143,600596,新安股份,预亏,2016-04-13,0.0732,-634.95
144,601789,宁波建工,预升,2016-04-13,0.3768,2.2
145,000780,平庄能源,预亏,2016-04-13,0.03,-1526.5
146,603800,道森股份,预减,2016-04-13,0.6902,-74.36
147,000055,方大集团,预升,2016-04-13,0.13,9.9
148,600704,物产中大,预升,2016-04-13,0.4103,1.37
149,000788,北大医药,预盈,2016-04-13,-0.05,192.34
150,603601,再升科技,预升,2016-04-13,0.7171,39.7
151,000506,中润资源,预盈,2016-04-13,-0.2331,110.04
152,000616,海航投资,预升,2016-04-13,0.13,15.72
153,000957,中通客车,预升,2016-04-12,1.17,42.8
154,000962,*ST东钽,预亏,2016-04-12,-0.7637,-89.25
155,000748,长城信息,预升,2016-04-12,0.2413,47.42
156,601718,际华集团,预降,2016-04-12,0.3,-0.27
157,000803,金宇车城,预亏,2016-04-12,0.0294,-985.11
158,000935,四川双马,预亏,2016-04-12,0.05,0
159,600778,友好集团,预减,2016-04-11,0.295,-83.35
160,002582,好想你,预亏,2016-04-11,0.36,-106.02
161,000620,新华联,预降,2016-04-11,0.26,-27.22
162,000415,渤海金控,预升,2016-04-11,0.55,42.85
163,000655,金岭矿业,预减,2016-04-11,0.35,-95
164,600330,天通股份,预增,2016-04-09,0.021,438%~453%
165,600282,南钢股份,预亏,2016-04-09,0.0753,0
166,000407,胜利股份,预降,2016-04-09,0.05,-17.58
167,603558,健盛集团,预升,2016-04-09,1.28,33.69
168,601168,西部矿业,预减,2016-04-09,0.12,-100%~-50%
169,300002,神州泰岳,预降,2016-04-09,0.4868,-44.65
170,300402,宝色股份,预减,2016-04-08,0.2821,-90.97
171,002552,宝鼎科技,预减,2016-04-07,0.05,-69.88
172,601567,三星医疗,预升,2016-04-07,0.93,37.43
173,600339,*ST天利,预亏,2016-04-06,-0.2929,0
174,002123,梦网荣信,预盈,2016-04-06,-0.51,138.25
175,000156,华数传媒,预升,2016-04-06,0.33,39.12
176,000601,韶能股份,预升,2016-04-06,0.24,7.43
177,601985,中国核电,预增,2016-04-05,0.226,50%~55%
178,300330,华虹计通,预亏,2016-04-02,0.08,-202.39
179,000703,恒逸石化,预盈,2016-04-01,-0.31,155.79
180,000557,西部创业,预亏,2016-03-31,0.0017,-1583.63
181,000607,华媒控股,预升,2016-03-31,0.36,48.54
182,000966,长源电力,预升,2016-03-31,1.2456,40.13
183,000066,长城电脑,预亏,2016-03-31,0.044,0
184,000069,华侨城A,预降,2016-03-31,0.6566,-2.8
185,002684,猛狮科技,预减,2016-03-31,0.1,-74.05
186,603800,道森股份,预减,2016-03-30,0.6902,-75%~-65%
187,002693,双成药业,预降,2016-03-30,0.22,-13.33
188,600686,金龙汽车,预增,2016-03-30,0.56,110.3
189,000798,中水渔业,预亏,2016-03-30,0.0659,-1196
190,601005,重庆钢铁,预亏,2016-03-26,0.012,0
191,000659,珠海中富,预亏,2016-03-26,0.03,0
192,000650,仁和药业,预升,2016-03-25,0.3,30.04
193,000538,云南白药,预升,2016-03-25,2.41,10.56
194,603997,继峰股份,预降,2016-03-25,0.56,-15.42%~-5.47%
195,000909,数源科技,预盈,2016-03-25,0.12,0
196,300081,恒信移动,预升,2016-03-24,0.08,0
197,600242,中昌海运,预盈,2016-03-23,-1.21,0
198,600699,均胜电子,预升,2016-03-23,0.55,15.31
199,600458,时代新材,预增,2016-03-23,0.07,250%~300%
200,002248,华东数控,预亏,2016-03-22,0.01,-5535.98
201,600806,*ST昆机,减亏,2016-03-21,-0.3843,0
202,002433,太安堂,预升,2016-03-21,0.3,2.05
203,002181,粤传媒,预亏,2016-03-19,0.3253,-219.33
204,603022,新通联,预降,2016-03-19,0.873,-38.41
205,601008,连云港,预降,2016-03-19,0.1,-47.61
206,603609,禾丰牧业,预升,2016-03-19,0.5,26.31
207,600980,北矿科技,预增,2016-03-18,-0.218,219.4
208,600707,彩虹股份,预盈,2016-03-18,-1.39,0
209,600578,京能电力,预升,2016-03-18,0.55,2.88
210,603118,共进股份,预升,2016-03-17,0.87,30.36
211,000526,紫光学大,预亏,2016-03-17,0.0204,-811.92%~-761.07%
212,600353,旭光股份,预降,2016-03-16,0.2325,-24.79
213,600744,华银电力,预盈,2016-03-16,-0.25,0
214,000096,广聚能源,预增,2016-03-16,0.08,276
215,000636,风华高科,预降,2016-03-16,0.14,-34.43
216,000837,秦川机床,预亏,2016-03-16,0.0301,0
217,600661,新南洋,预降,2016-03-16,0.2503,-4.72
218,002316,键桥通讯,预升,2016-03-16,0.05,21.69
219,600856,中天能源,预增,2016-03-15,0.001,98717
220,000950,*ST建峰,预亏,2016-03-12,-0.6,-1.59
221,600177,雅戈尔,预升,2016-03-12,1.42,39.01
222,603686,龙马环卫,预升,2016-03-12,1.3,16.29
223,600138,中青旅,预降,2016-03-12,0.53,-19.48
224,600279,重庆港九,预降,2016-03-12,0.22,-20
225,600479,千金药业,预降,2016-03-11,0.3448,-11.07
226,600612,老凤祥,预升,2016-03-10,1.7967,18.88
227,600110,诺德股份,预盈,2016-03-08,-0.2279,155.08
228,600706,曲江文旅,预增,2016-03-08,0.16,66.97
229,600663,陆家嘴,预升,2016-03-07,0.8575,18.64
230,000902,新洋丰,预升,2016-03-07,1.09,30.69
231,600639,浦东金桥,预升,2016-03-05,0.4627,9.27
232,000777,中核科技,预升,2016-03-05,0.1876,20.45
233,600895,张江高科,预升,2016-03-05,0.28,10.47
234,600959,江苏有线,预升,2016-03-05,0.33,1.87
235,002686,亿利达,预升,2016-03-05,0.3,16.38
236,002021,中捷资源,预亏,2016-03-05,0.005,-14293.7
237,603918,金桥信息,预降,2016-03-05,0.58,-3.51
238,000829,天音控股,预亏,2016-03-05,0.02,-1341.24
239,603398,邦宝益智,预升,2016-03-05,0.82,12.55
240,600037,歌华有线,预升,2016-03-04,0.5359,18.39
241,601969,海南矿业,预减,2016-03-04,0.25,-97.6
242,601369,陕鼓动力,预降,2016-03-04,0.32,-36.8
243,601012,隆基股份,预增,2016-03-04,0.55,77.25
244,600648,外高桥,预降,2016-03-04,0.64,-22.72
245,601137,博威合金,预升,2016-03-03,0.32,1.67
246,600889,南京化纤,预增,2016-03-03,0.018,8530.59
247,600502,安徽水利,预升,2016-03-03,0.46,10.95
248,601311,骆驼股份,预降,2016-03-02,0.79,-9.15
249,603377,东方时尚,预升,2016-03-02,0.88,0.86
250,600869,智慧能源,预增,2016-03-02,0.1846,124%~152%
251,603099,长白山,预升,2016-03-01,0.36,31
252,000534,万泽股份,预降,2016-03-01,0.1,-20%~0%
253,002153,石基信息,预升,2016-02-29,1.24,0.39
254,300384,三联虹普,预升,2016-02-29,2.3884,5.77
255,300369,绿盟科技,预升,2016-02-29,1.08,37.52
256,300360,炬华科技,预升,2016-02-29,0.9,10.4
257,300237,美晨科技,预增,2016-02-29,0.93,102.47
258,300493,润欣科技,预升,2016-02-29,0.43,7.54
259,300056,三维丝,预升,2016-02-29,0.39,17.38
260,300475,聚隆科技,预降,2016-02-29,1.05,-32.88
261,300028,金亚科技,预增,2016-02-29,0.1,234.77
262,300011,鼎汉技术,预增,2016-02-29,0.3863,50.44
263,000065,北方国际,预升,2016-02-29,0.73,17.59
264,002126,银轮股份,预升,2016-02-29,0.46,33.64
265,002107,沃华医药,预增,2016-02-29,0.22,64.63
266,002548,金新农,预增,2016-02-29,0.2,69.92
267,002103,广博股份,预增,2016-02-29,0.04,781.06
268,002760,凤形股份,预降,2016-02-29,0.56,-15.09
269,002081,金螳螂,预降,2016-02-29,1.07,-14.18
270,002489,浙江永强,预增,2016-02-29,0.67,60.24
271,002748,世龙实业,预减,2016-02-29,0.9119,-53.01
272,002320,海峡股份,预升,2016-02-29,0.2,41.22
273,002059,云南旅游,预升,2016-02-29,0.2055,28.35
274,002295,精艺股份,预盈,2016-02-29,-0.2644,111.37
275,002263,大东南,预降,2016-02-29,0.02,-11.13
276,002703,浙江世宝,预升,2016-02-29,0.16,22.53
277,002038,双鹭药业,预降,2016-02-29,1.52,-12.11
278,300465,高伟达,预降,2016-02-29,0.66,-38.67
279,300447,全信股份,预升,2016-02-29,0.8107,28.42
280,300284,苏交科,预升,2016-02-29,0.5173,22.95
281,300184,力源信息,预增,2016-02-29,0.13,85.02
282,300168,万达信息,预升,2016-02-29,0.3899,16.22
283,300451,创业软件,预升,2016-02-29,0.93,4.34
284,300252,金信诺,预增,2016-02-29,0.51,71.14
285,002392,北京利尔,预减,2016-02-29,0.34,-56.83
286,002346,柘中股份,预升,2016-02-29,0.19,37.99
287,002121,科陆电子,预增,2016-02-29,0.3169,55.74
288,002052,同洲电子,预盈,2016-02-29,-0.61,121.33
289,002046,轴研科技,预亏,2016-02-29,0.06,-1112.98
290,002739,万达院线,预升,2016-02-29,1.602,48.04
291,002626,金达威,预降,2016-02-29,0.68,-42.01
292,002533,金杯电工,预升,2016-02-29,0.236,14.51
293,002426,胜利精密,预增,2016-02-29,0.1595,102.72
294,002719,麦趣尔,预增,2016-02-29,0.46,89.9
295,002633,申科股份,预盈,2016-02-29,-0.25,163.57
296,002586,围海股份,预降,2016-02-29,0.29,-41.38
297,002444,巨星科技,预降,2016-02-29,0.5,-4.95
298,002374,丽鹏股份,预增,2016-02-29,0.16,299.08
299,002682,龙洲股份,预增,2016-02-29,0.1,113.09
300,002353,杰瑞股份,预减,2016-02-29,1.26,-87.79
301,002195,二三四五,预增,2016-02-29,0.69,255.37
302,002658,雪迪龙,预升,2016-02-29,0.72,32.23
303,002418,康盛股份,预盈,2016-02-29,-0.13,436.86
304,002105,信隆健康,预亏,2016-02-29,0.015,-1199.14
305,002270,华明装备,预升,2016-02-29,0.1,20.45
306,002132,恒星科技,预降,2016-02-29,0.084,-6.15
307,300441,鲍斯股份,预降,2016-02-29,0.64,-22.91
308,300393,中来股份,预降,2016-02-29,1.15,-8.34
309,002127,南极电商,预增,2016-02-29,0.02,154.62
310,002524,光正集团,预盈,2016-02-29,-0.17,110.12
311,300378,鼎捷软件,预减,2016-02-29,0.42,-79.86
312,002124,天邦股份,预增,2016-02-29,0.16,243.24
313,300038,梅泰诺,预升,2016-02-29,0.33,5.25
314,300442,普丽盛,预降,2016-02-29,1.21,-45.21
315,002019,亿帆鑫富,预增,2016-02-29,0.87,52.93
316,300438,鹏辉能源,预升,2016-02-29,0.96,45.93
317,002409,雅克科技,预升,2016-02-29,0.3624,49.56
318,300195,长荣股份,预降,2016-02-29,1.1,-4.93
319,300123,太阳鸟,预降,2016-02-29,0.08,-26.85
320,002007,华兰生物,预升,2016-02-29,0.9266,9.61
321,300249,依米康,预升,2016-02-29,0.07,36.76
322,300182,捷成股份,预增,2016-02-29,0.5639,103.64
323,300427,红相电力,预升,2016-02-29,0.85,26.35
324,300165,天瑞仪器,预降,2016-02-29,0.32,-2.45
325,300342,天银机电,预升,2016-02-29,0.46,20.56
326,300101,振芯科技,预增,2016-02-29,0.19,51.53
327,300092,科新机电,预亏,2016-02-29,0.12,-421.98
328,300424,航新科技,预降,2016-02-29,0.81,-9.67
329,002510,天汽模,预升,2016-02-29,0.4,2.19
330,300080,易成新能,预减,2016-02-29,0.0912,-85.75
331,300016,北陆药业,预升,2016-02-29,0.28,1.08
332,002433,太安堂,预升,2016-02-29,0.3,15.87
333,002358,森源电气,预降,2016-02-29,0.66,-29.52
334,002622,永大集团,预增,2016-02-29,0.32,90.02
335,002218,拓日新能,预盈,2016-02-29,-0.01,719.99
336,002583,海能达,预增,2016-02-29,0.06,487.23
337,300440,运达科技,预升,2016-02-29,1.3,16.59
338,300402,宝色股份,预减,2016-02-29,0.2821,-83.46
339,002178,延华智能,预增,2016-02-29,0.16,77.36
340,300280,南通锻压,预增,2016-02-29,0.0237,144.19
341,002549,凯美特气,预亏,2016-02-29,0.08,-240.49
342,002747,埃斯顿,预升,2016-02-29,0.49,17.49
343,002319,乐通股份,预减,2016-02-29,0.03,-53.04
344,002492,恒基达鑫,预降,2016-02-29,0.1847,-27.21
345,002471,中超控股,预升,2016-02-29,0.2,4.82
346,002084,海鸥卫浴,预升,2016-02-29,0.1,11.81
347,002624,完美世界,预增,2016-02-29,0.66,51.47
348,300418,昆仑万维,预升,2016-02-29,1.55,24.14
349,300389,艾比森,预降,2016-02-29,2.282,-19.88
350,300404,博济医药,预降,2016-02-29,0.76,-31.91
351,002781,奇信股份,预降,2016-02-29,0.83,-12.73
352,002717,岭南园林,预升,2016-02-29,0.73,44.08
353,002440,闰土股份,预降,2016-02-29,1.68,-41.04
354,300145,中金环境,预升,2016-02-29,0.76,44.72
355,002523,天桥起重,预增,2016-02-29,0.04,491.93
356,002495,佳隆股份,预升,2016-02-29,0.1292,8.63
357,002457,青龙管业,预降,2016-02-29,0.17,-18.19
358,002400,省广股份,预升,2016-02-29,0.74,29.09
359,002369,卓翼科技,预亏,2016-02-29,0.09,-220.13
360,002225,濮耐股份,预降,2016-02-29,0.2,-47.04
361,002024,苏宁云商,预升,2016-02-29,0.12,0.6
362,002142,宁波银行,预升,2016-02-29,1.89,16.31
363,002767,先锋电子,预降,2016-02-29,0.89,-20.65
364,002634,棒杰股份,预升,2016-02-29,0.28,11.25
365,002751,易尚展示,预升,2016-02-29,0.67,11.95
366,002741,光华科技,预降,2016-02-29,0.75,-14.5667
367,002592,八菱科技,预升,2016-02-29,0.49,31.92
368,002509,天广中茂,预降,2016-02-29,0.28,-12.89
369,002567,唐人神,预升,2016-02-29,0.193,2.97
370,002463,沪电股份,预盈,2016-02-29,-0.01,145.73
371,300253,卫宁健康,预升,2016-02-29,0.56,26.26
372,002464,金利科技,预盈,2016-02-29,-0.89,124.49
373,002786,银宝山新,预升,2016-02-29,0.64,24.43
374,002244,滨江集团,预升,2016-02-29,0.61,23.78
375,002176,江特电机,预升,2016-02-29,0.08,11.89
376,002048,宁波华翔,预减,2016-02-29,0.99,-58.15
377,002393,力生制药,预升,2016-02-29,0.51,22.93
378,002459,天业通联,预亏,2016-02-29,0.12,-1277.92
379,300045,华力创通,预降,2016-02-29,0.18,-33.44
380,002335,科华恒盛,预升,2016-02-29,0.58,16.5
381,002380,科远股份,预增,2016-02-29,0.42,50.91
382,002330,得利斯,预降,2016-02-29,0.07,-41.81
383,002073,软控股份,预升,2016-02-29,0.26,8.8
384,002373,千方科技,预升,2016-02-29,0.54,18.96
385,002010,传化股份,预增,2016-02-29,0.44,119.89
386,002212,南洋股份,预升,2016-02-29,0.1,1.35
387,300422,博世科,预升,2016-02-29,0.67,36.47
388,002339,积成电子,预升,2016-02-29,0.34,17.67
389,002411,必康股份,预升,2016-02-29,0.08,17.75
390,002458,益生股份,预亏,2016-02-29,0.08,-1800.23
391,002044,美年健康,预增,2016-02-29,0.22,85.83
392,002439,启明星辰,预升,2016-02-29,0.41,42.98
393,002431,棕榈股份,预亏,2016-02-29,0.93,-149.33
394,002680,长生生物,预升,2016-02-29,0.18,42.56
395,002589,瑞康医药,预升,2016-02-29,0.83,30.56
396,002283,天润曲轴,预升,2016-02-29,0.24,13.08
397,002428,云南锗业,预减,2016-02-29,0.19,-51.25
398,002242,九阳股份,预升,2016-02-29,0.7,15.1
399,002036,联创电子,预升,2016-02-29,0.06,21.42
400,300464,星徽精密,预降,2016-02-29,0.65,-9.44
401,300416,苏试试验,预升,2016-02-29,0.8448,22.92
402,300208,恒顺众,,,,
