,code,name,type,report_date,pre_eps,range
90,002119,康强电子,预亏,2015-07-31,0.004,-5639.34
91,002663,普邦园林,预降,2015-07-31,0.36,-29.56
92,002183,怡亚通,预增,2015-07-31,0.15,53.78
93,002614,蒙发利,预降,2015-07-31,0.15,-0.17
94,000520,长航凤凰,预降,2015-07-31,0.2763,-41.7
95,002256,彩虹精化,预降,2015-07-31,0.13,-17.55
96,002344,海宁皮城,预降,2015-07-31,0.534,-14.45
97,002361,神剑股份,预升,2015-07-31,0.1198,35.43
98,002462,嘉事堂,预降,2015-07-31,0.6676,-43.99
99,600176,中国巨石,预增,2015-07-30,0.1503,250%~270%
100,601199,江南水务,预增,2015-07-30,0.31,50%~70%
101,002410,广联达,预减,2015-07-30,0.354,-79.21
102,002652,扬子新材,预升,2015-07-30,0.11,47.51
103,002560,通达股份,预增,2015-07-30,0.13,69.15
104,002243,通产丽星,预亏,2015-07-30,0.0039,-996.16
105,002194,武汉凡谷,预降,2015-07-30,0.0938,-25.8
106,002058,威尔泰,预亏,2015-07-30,-0.006,-627.6
107,002008,大族激光,预升,2015-07-30,0.23,31.33
108,002573,清新环境,预增,2015-07-30,0.25,55.81
109,002758,华通医药,预升,2015-07-30,0.43,12.79
110,002214,大立科技,预升,2015-07-30,0.09,2.75
111,002252,上海莱士,预增,2015-07-30,0.303,380.07
112,002099,海翔药业,预增,2015-07-30,0.02,4483.08
113,601628,中国人寿,预增,2015-07-30,0.65,70
114,002020,京新药业,预增,2015-07-30,0.2355,59.73
115,002235,安妮股份,预降,2015-07-30,0.03,-14.65
116,002073,软控股份,预升,2015-07-30,0.15,11.11
117,002012,凯恩股份,预降,2015-07-30,0.07,-42.36
118,002010,传化股份,预升,2015-07-30,0.17,26.45
119,002103,广博股份,预增,2015-07-30,0.026,347.69
120,601088,中国神华,预降,2015-07-30,1.083,-45.6
121,002069,*ST獐岛,预减,2015-07-30,0.07,-95.63
122,002504,弘高创意,预升,2015-07-30,-0.14,31.55
123,002322,理工环科,预减,2015-07-30,0.05,-81.67
124,002373,千方科技,预升,2015-07-30,0.21,26.39
125,601567,三星医疗,预增,2015-07-30,0.26,77
126,002039,黔源电力,预盈,2015-07-30,-0.0985,407.11
127,603227,雪峰科技,预增,2015-07-30,0.102,177.59
128,002517,恺英网络,预盈,2015-07-30,-0.09,138.77
129,002659,中泰桥梁,预亏,2015-07-30,-0.02,-70.72
130,601016,节能风电,预升,2015-07-29,0.065,41.52
131,600819,耀皮玻璃,预亏,2015-07-29,0.03,0
132,600097,开创国际,预减,2015-07-29,0.19,-90%~-80%
133,002629,仁智油服,预亏,2015-07-29,-0.04,-289.04
134,002150,通润装备,预升,2015-07-29,0.12,5.32
135,002372,伟星新材,预升,2015-07-29,0.38,15.94
136,002003,伟星股份,预升,2015-07-29,0.31,8.09
137,002056,横店东磁,预降,2015-07-29,0.41,-13.03
138,002179,中航光电,预增,2015-07-29,0.2883,91.34
139,002406,远东传动,预降,2015-07-29,0.27,-16.57
140,002030,达安基因,预升,2015-07-29,0.13,0.57
141,600768,宁波富邦,减亏,2015-07-29,-0.191,0
142,002539,新都化工,预升,2015-07-29,0.18,49.43
143,002532,新界泵业,预升,2015-07-29,0.15,44.07
144,600801,华新水泥,预减,2015-07-29,0.34,-85%~-80%
145,002565,上海绿新,预减,2015-07-29,0.16,-54.29
146,002765,蓝黛传动,预升,2015-07-29,0.2,22.4
147,600399,抚顺特钢,预增,2015-07-29,0.0279,780%~830%
148,601111,中国国航,预增,2015-07-29,0.04,701%~743%
149,002054,德美化工,预增,2015-07-29,0.14,439.04
150,002399,海普瑞,预增,2015-07-29,0.14,150.28
151,002723,金莱特,预升,2015-07-29,0.2645,12.62
152,000732,泰禾集团,预升,2015-07-29,0.417,0
153,002390,信邦制药,预增,2015-07-29,0.11,75.68
154,002210,飞马国际,预升,2015-07-29,0.22,12.92
155,002302,西部建设,预增,2015-07-29,0.03,220.18
156,300153,科泰电源,预升,2015-07-29,0.08,18.29
157,002771,真视通,预升,2015-07-28,0.42,18.28
158,000966,长源电力,预升,2015-07-28,0.5799,2.97
159,002538,司尔特,预增,2015-07-28,0.24,67.11
160,002643,万润股份,预增,2015-07-28,0.13,89.85
161,002650,加加食品,预增,2015-07-28,0.18,73.96
162,002696,百洋股份,预减,2015-07-28,0.1099,-62.6
163,002706,良信电器,预升,2015-07-28,0.57,27.18
164,601633,长城汽车,预升,2015-07-28,1.3,23.95
165,002623,亚玛顿,预增,2015-07-28,0.12,152.72
166,002669,康达新材,预增,2015-07-28,0.12,154.45
167,002752,,,,,
