,code,name,type,report_date,pre_eps,range
34,000403,ST生化,预增,2015-04-16,0.26,103.04
35,002218,拓日新能,预亏,2015-04-16,0.0265,-141.43
36,600123,兰花科创,预减,2015-04-16,0.8765,-93.33
37,600572,康恩贝,预升,2015-04-16,0.516,32.34
38,600116,三峡水利,预升,2015-04-16,0.0,36.31
39,300220,金运激光,预降,2015-04-16,0.1013,-4.27
40,000503,海虹控股,预增,2015-04-15,0.0144,92.46
41,000526,紫光学大,预盈,2015-04-15,-0.0694,129.47
42,000155,*ST川化,预亏,2015-04-15,-1.35,-145.59
43,000159,国际实业,预增,2015-04-15,0.0739,263.12
44,000533,万家乐,预降,2015-04-15,0.26,-30
45,000678,襄阳轴承,预增,2015-04-15,0.01,365.96
46,000680,山推股份,预盈,2015-04-15,-0.2789,111.32
47,000035,中国天楹,预增,2015-04-15,5.99,114.35
48,000037,*ST南电A,预亏,2015-04-15,0.09,-722.45
49,000038,深大通,预亏,2015-04-15,0.021,-2950.2
50,000096,广聚能源,预降,2015-04-15,0.13,-37.62
51,000428,华天酒店,预亏,2015-04-15,0.17,-184.62
52,000520,长航凤凰,预盈,2015-04-15,-6.691,195.41
53,000567,海德股份,预增,2015-04-15,0.018,128.8
54,000590,启迪古汉,减亏,2015-04-15,-0.7364,0
55,000608,阳光股份,预亏,2015-04-15,0.26,-308.93
56,000615,京汉股份,预盈,2015-04-15,-0.17,141.37
57,000659,珠海中富,预盈,2015-04-15,0.0,104.14
58,000996,中国中期,预降,2015-04-15,0.08,-48.34
59,000668,荣丰控股,预亏,2015-04-15,0.01,-2723
60,000720,新能泰山,预增,2015-04-15,0.039,135.83
61,000955,欣龙控股,预盈,2015-04-15,-0.1,109.12
62,000937,冀中能源,预减,2015-04-15,0.5119,-97.94
63,000931,中关村,预盈,2015-04-15,-0.2918,106.87
64,000758,中色股份,预增,2015-04-15,0.0,224.49
65,000806,银河生物,预增,2015-04-15,0.0175,113.6
66,000807,云铝股份,预亏,2015-04-15,0.01,-3002.17
67,000922,佳电股份,预减,2015-04-15,0.32,-96.67
68,000918,嘉凯城,预降,2015-04-15,0.032,-31.89
69,000863,三湘股份,预减,2015-04-15,0.65,-69.56
70,000835,长城动漫,预升,2015-04-15,0.0193,0.66
71,000007,全新好,预亏,2015-04-15,0.1007,-155.68
72,000778,新兴铸管,预降,2015-04-15,0.5263,-18.99
73,000061,农产品,预降,2015-04-15,0.0666,-24.18
74,000638,万方发展,预盈,2015-04-15,-0.0389,126.75
75,000410,沈阳机床,预升,2015-04-15,0.0283,33.98
76,000426,兴业矿业,预增,2015-04-15,0.1441,138.85
77,000560,昆百大A,预降,2015-04-15,0.4464,-5.25
78,000820,金城股份,预减,2015-04-15,0.06,-87.08
79,300094,国联水产,预增,2015-04-15,0.161,300.41
80,000573,粤宏远A,预减,2015-04-14,0.1882,-88.04
81,000655,金岭矿业,预降,2015-04-14,0.44,-20.07
82,000780,平庄能源,预降,2015-04-14,0.04,-26.08
83,000019,深深宝A,预减,2015-04-14,0.174,-69.48
84,000409,山东地矿,预亏,2015-04-14,0.27,-124.67
85,000506,中润资源,预亏,2015-04-14,0.2084,-211.86
86,000673,当代东方,预降,2015-04-14,0.0109,-15.2
87,000825,太钢不锈,预降,2015-04-14,0.0,-29.82
88,000899,赣能股份,预降,2015-04-09,0.6817,0
89,000911,南宁糖业,预亏,2015-04-14,0.17,-680.66
90,000952,广济药业,预亏,2015-04-14,0.01,-9131.07
91,000972,中基健康,预盈,2015-04-14,-0.4741,0
92,002197,证通电子,预升,2015-04-14,0.25,12.65
93,600815,厦工股份,预盈,2015-04-14,-0.62,0
94,603799,华友钴业,预升,2015-04-14,0.0,10%~20%
95,002680,长生生物,预减,2015-04-14,0.0,-60.31
96,600596,新安股份,预减,2015-04-14,0.0,-88
97,000923,河北宣工,预亏,2015-04-14,0.0207,-1857.36
98,000809,铁岭新城,预减,2015-04-11,1.29,-95.94
99,600177,雅戈尔,预增,2015-04-11,0.0,132.48
100,000788,北大医药,预亏,2015-04-11,0.13,-135
101,600178,东安动力,预盈,2015-04-10,-1.2056,0
102,000511,*ST烯碳,预降,2015-04-10,0.06,-27.28
103,000723,美锦能源,预减,2015-04-10,0.13,-74.28
104,000725,京东方A,预升,2015-04-10,0.174,9.14
105,000803,金宇车城,预降,2015-04-10,0.0333,-11.53
106,600137,浪莎股份,预减,2015-04-10,0.0,-80.96
107,600869,智慧能源,预降,2015-04-10,0.3059,-39.62
108,002392,北京利尔,预升,2015-04-10,0.31,17.33
109,300123,太阳鸟,预减,2015-04-10,0.44,-63.77
110,002576,通达动力,预亏,2015-04-09,0.06,-262.81
111,000799,酒鬼酒,预亏,2015-04-09,-0.1129,-165.72
112,600516,方大炭素,预升,2015-04-09,0.1451,18.27
113,000036,华联控股,预减,2015-04-08,0.0,-56.44
114,000876,新希望,预升,2015-04-08,1.09,6.26
115,000962,*ST东钽,预亏,2015-04-08,0.008,-9607.71
116,601311,骆驼股份,预升,2015-04-04,0.62,27.89
117,000538,云南白药,预升,2015-04-04,3.34,7.95
118,600239,云南城投,预升,2015-04-04,0.39,38.59
119,002369,卓翼科技,预减,2015-04-04,0.37,-50.52
120,600869,智慧能源,预降,2015-04-03,0.3059,-35.0
121,600256,广汇能源,预增,2015-04-02,0.143,118.09
122,600496,精工钢构,预升,2015-04-02,0.4,18.62
123,000935,四川双马,预减,2015-04-02,0.0,-51.88
124,600626,申达股份,预降,2015-04-01,0.271,-23.31
125,000004,国农科技,预盈,2015-04-01,,
