,code,name,type,report_date,pre_eps,range
101,002247,帝龙新材,预增,2016-07-30,0.16,159.79
102,002500,山西证券,预减,2016-07-30,0.4778,-84.93
103,601668,中国建筑,0,2016-07-30,0.43,15%
104,601211,国泰君安,预降,2016-07-30,1.54,-47.91
105,002024,苏宁云商,预亏,2016-07-30,0.05,-135.71
106,002623,亚玛顿,预降,2016-07-30,0.29,-35.44
107,002426,胜利精密,预增,2016-07-30,0.0976,327.66
108,002044,美年健康,减亏,2016-07-30,0.03,10.02
109,600053,九鼎投资,预增,2016-07-29,0.0635,502.87
110,601101,昊华能源,预亏,2016-07-29,0.03,0
111,002058,威尔泰,减亏,2016-07-29,-0.045,67.06
112,002008,大族激光,预升,2016-07-29,0.3,26.23
113,002236,大华股份,预增,2016-07-29,0.4,53.03
114,002080,中材科技,预降,2016-07-29,0.4603,-18.54
115,002071,长城影视,预升,2016-07-29,0.0951,39.58
116,002094,青岛金王,预升,2016-07-29,0.112,46.3
117,002762,金发拉比,预降,2016-07-29,0.64,-10.92
118,002308,威创股份,预增,2016-07-29,0.02,297.09
119,002428,云南锗业,预亏,2016-07-29,0.086,-165.02
120,002025,航天电器,预升,2016-07-29,0.26,12.14
121,002254,泰和新材,预降,2016-07-29,0.09,-38.53
122,002195,二三四五,预升,2016-07-29,0.2099,24.35
123,002023,海特高新,预升,2016-07-29,0.07,8.37
124,002447,壹桥海参,预减,2016-07-29,0.06,-75.19
125,002237,恒邦股份,预降,2016-07-29,0.13,-4.67
126,002791,坚朗五金,预升,2016-07-29,0.47,20.26
127,002150,通润装备,预升,2016-07-29,0.12,24.78
128,603520,司太立,预升,2016-07-29,0.47,11.77
129,002164,宁波东力,预盈,2016-07-29,-0.01,166.89
130,002148,北纬通信,预盈,2016-07-29,-0.02,894.43
131,600892,大晟文化,预盈,2016-07-29,-0.045,0
132,002399,海普瑞,预降,2016-07-29,0.34,-5.12
133,600958,东方证券,预减,2016-07-29,1.23,-78.16
134,002583,海能达,预盈,2016-07-29,-0.003,1869.8
135,601633,长城汽车,预升,2016-07-29,1.5504,4.47
136,600765,中航重机,预增,2016-07-29,0.02,0
137,002736,国信证券,预减,2016-07-29,1.1,-75.65
138,002159,三特索道,减亏,2016-07-29,-0.21,11.79
139,002112,三变科技,预增,2016-07-29,0.03,617.13
140,600508,上海能源,预增,2016-07-29,0.02,0
141,600522,中天科技,预增,2016-07-29,0.4438,50%~70%
142,600077,宋都股份,预增,2016-07-29,0.005,1100%~1400%
143,002098,浔兴股份,预升,2016-07-29,0.146,38.94
144,002797,第一创业,预减,2016-07-29,0.0,-67.64
145,603515,欧普照明,预升,2016-07-29,0.26,27.93%~35.03%
146,300533,冰川网络,预降,2016-07-29,1.34,-19.13%~-10.14%
147,002501,利源精制,预升,2016-07-29,0.26,11.22
148,002256,彩虹精化,预增,2016-07-29,0.11,107.48
149,000550,江铃汽车,预降,2016-07-28,1.25,-34.86
150,600819,耀皮玻璃,预盈,2016-07-28,-0.09,0
151,002003,伟星股份,预升,2016-07-28,0.28,17.86
152,002119,康强电子,预盈,2016-07-28,-0.21,139.88
153,002410,广联达,预增,2016-07-28,0.049,92.11
154,002039,黔源电力,预升,2016-07-28,0.3026,10.91
155,600290,华仪电气,预减,2016-07-28,0.1531,-55%~-25%
156,002179,中航光电,预增,2016-07-28,0.4243,55.15
157,601216,君正集团,预增,2016-07-28,0.1922,50%~70%
158,600288,大恒科技,预亏,2016-07-28,0.0233,0
159,002637,赞宇科技,预增,2016-07-28,0.08,212.68
160,600706,曲江文旅,预增,2016-07-28,0.15,50%~60%
161,600368,五洲交通,预盈,2016-07-28,0.08,250
162,002243,通产丽星,预盈,2016-07-28,-0.0345,179.21
163,002420,毅昌股份,预亏,2016-07-28,0.0278,-775.66
164,002669,康达新材,预降,2016-07-28,0.295,-17.12
165,300535,达威股份,预升,2016-07-28,0.42,1.78%~23.2%
166,300532,今天国际,预升,2016-07-28,0.36,10.55%~41.5%
167,002048,宁波华翔,预增,2016-07-28,0.33,60%~90%
168,002362,汉王科技,预增,2016-07-28,0.0024,1486.08
169,002012,凯恩股份,预亏,2016-07-27,0.04,-115.85
170,600801,华新水泥,预减,2016-07-27,0.06,-95%~-90%
171,002795,永和智控,预升,2016-07-27,0.43,9.67
172,002372,伟星新材,预升,2016-07-27,0.33,29.75
173,002073,软控股份,预减,2016-07-27,0.16,-84.95
174,002407,多氟多,预增,2016-07-27,0.04,2532.78
175,002162,悦心健康,减亏,2016-07-27,-0.0176,67.92
176,600416,湘电股份,预盈,2016-07-27,-0.09,0
177,000027,深圳能源,预降,2016-07-27,0.2589,-14.26
178,002126,银轮股份,预升,2016-07-27,0.3,13.02
179,600884,杉杉股份,预减,2016-07-27,1.488,-70%~-60%
180,002725,跃岭股份,预降,2016-07-27,0.21,-14.03
181,002210,飞马国际,预升,2016-07-27,0.17,10.15
182,002056,横店东磁,预升,2016-07-27,0.36,39.59
183,002799,环球印务,预降,2016-07-27,0.27,-19.19
184,002584,西陇科学,预升,2016-07-27,0.24,16.01
185,002782,可立克,预升,2016-07-27,0.1965,49.27
186,002614,蒙发利,预降,2016-07-27,0.108,-14.71
187,600794,保税科技,预减,2016-07-23,0.062,-75%~-55%
188,002108,沧州明珠,预增,2016-07-27,0.15,185.39
189,603002,宏昌电子,预降,2016-07-27,0.07,-41.92
190,600390,*ST金瑞,预盈,2016-07-27,-0.0527,0
191,601997,贵阳银行,预升,2016-07-27,0.84,0%~15%
192,300530,达志科技,预升,2016-07-27,0.39,0
193,002111,威海广泰,预增,2016-07-27,0.19,55.69
194,600982,宁波热电,预降,2016-07-26,0.1003,-49.44
195,601069,西部黄金,预增,2016-07-26,0.0224,310%~350%
196,600429,三元股份,预增,2016-07-26,0.0383,156.41%~205.72%
197,002233,塔牌集团,预降,2016-07-26,0.2077,-40.74
198,601999,出版传媒,预增,2016-07-26,0.05,90.27
199,600743,华远地产,预增,2016-07-26,0.07,0
200,002408,齐翔腾达,预升,2016-07-26,0.23,5.15
201,002398,建研集团,预降,2016-07-26,0.32,-20.69
202,600537,亿晶光电,预增,2016-07-26,0.06,711
203,600420,现代制药,预降,2016-07-26,0.4267,-27.69
204,002252,上海莱士,预降,2016-07-26,0.61,-21.25
205,600123,兰花科创,预亏,2016-07-26,0.0695,0
206,600129,太极集团,预增,2016-07-26,0.4216,433.37
207,002807,江阴银行,预降,2016-07-26,0.2451,-10%~-3%
208,601808,中海油服,预亏,2016-07-25,0.19,0
209,603601,再升科技,预增,2016-07-25,0.1029,103%~113%
210,002802,洪汇新材,预升,2016-07-25,0.26,19.36
211,603159,上海亚虹,预升,2016-07-25,0.23,0%~20%
212,002808,苏州恒久,预降,2016-07-25,0.189,-14.93%~-4.93%
213,300531,优博讯,预升,2016-07-25,0.38,43
214,603843,正平股份,预升,2016-07-25,0.0799,-5%~5%
215,002302,西部建设,预增,2016-07-25,0.1,52.2
216,300258,精锻科技,预升,2016-07-25,0.249,37.59
217,002641,永高股份,预升,2016-07-23,0.14,8.4
218,601116,三江购物,预降,2016-07-23,0.1246,-1.73
219,600096,云天化,预亏,2016-07-23,0.0304,0
220,600151,航天机电,预盈,2016-07-23,-0.014,0
221,002186,全聚德,预升,2016-07-23,0.222,3.2
222,002777,久远银海,预升,2016-07-23,0.41,4.4
223,600704,物产中大,预平,2016-07-23,0.351,0
224,601908,京运通,预增,2016-07-23,0.16,70%~90%
225,600375,*ST星马,预亏,2016-07-23,-0.4,0
226,600183,生益科技,预升,2016-07-23,0.16,37.41
227,601336,新华保险,预减,2016-07-23,2.16,-50
228,600837,海通证券,预减,2016-07-23,1.03,-58.01
229,600238,海南椰岛,预亏,2016-07-23,0.0033,0
230,002706,良信电器,预升,2016-07-23,0.52,25.83
231,601968,宝钢包装,预亏,2016-07-23,0.08,0
232,601966,玲珑轮胎,预增,2016-07-23,0.04,1200%~1400%
233,600176,中国巨石,预增,2016-07-22,0.5516,50%~60%
234,600262,北方股份,减亏,2016-07-22,-0.0564,0
235,600460,士兰微,0,2016-07-22,0.05,-60%
236,600570,恒生电子,预降,2016-07-22,0.34,-21.23
237,600030,中信证券,预减,2016-07-22,1.13,-57.35
238,002032,苏泊尔,预升,2016-07-22,0.623,19.05
239,002338,奥普光电,预降,2016-07-22,0.26,-18.45
240,002677,浙江美大,预升,2016-07-22,0.14,21.31
241,002120,新海股份,预增,2016-07-22,0.15,45%~75%
242,002371,七星电子,预升,2016-07-22,0.06,3.46
243,000571,新大洲A,预盈,2016-07-22,0.0617,0
244,600683,京投发展,预盈,2016-07-21,-0.16,0
245,600449,宁夏建材,减亏,2016-07-21,-0.09,1.62
246,600348,阳泉煤业,预减,2016-07-21,0.13,-85%~-70%
247,601199,江南水务,预增,2016-07-21,0.48,50%~70%
248,600415,小商品城,预增,2016-07-21,0.04,150%~180%
249,600658,电子城,预增,2016-07-21,0.07,164.51
250,603227,雪峰科技,预减,2016-07-21,0.261,-84.4
251,600094,大名城,预增,2016-07-21,0.0649,140
252,002054,德美化工,预减,2016-07-21,0.6,-61.51
253,002421,达实智能,预增,2016-07-21,0.0766,71.64
254,601965,中国汽研,预升,2016-07-21,0.11,4.35
255,600684,珠江实业,预升,2016-07-20,0.16,35.45
256,603729,龙韵股份,预降,2016-07-20,0.61,-45%~-35%
257,600507,方大特钢,预增,2016-07-20,0.11,75
258,603377,东方时尚,预降,2016-07-20,0.5,-37.51
259,600917,重庆燃气,预降,2016-07-20,0.13,-1.49
260,600466,蓝光发展,预盈,2016-07-20,-0.1745,0
261,600561,江西长运,0,2016-07-20,0.19,-90%
262,600074,保千里,预增,2016-07-20,0.06,225%~250%
263,600152,维科精华,预亏,2016-07-19,0.0657,0
264,601012,隆基股份,预增,2016-07-19,0.07,630%
265,600456,宝钛股份,预亏,2016-07-19,-0.1162,0
266,002287,奇正藏药,预升,2016-07-19,0.38,5.93
267,600462,九有股份,预盈,2016-07-19,-0.0501,0
268,002058,威尔泰,减亏,2016-07-19,-0.045,0
269,600346,*ST橡塑,预盈,2016-07-19,-0.43,0
270,600755,厦门国贸,预增,2016-07-19,0.24,50%~100%
271,002116,中国海诚,预降,2016-07-19,0.27,-15.57
272,601016,节能风电,预升,2016-07-19,0.083,1.09
273,600973,宝胜股份,预增,2016-07-19,0.12,70%~90%
274,600606,绿地控股,预升,2016-07-19,0.32,16.63
275,600487,亨通光电,预增,2016-07-19,0.34,150%~200%
276,000633,*ST合金,预亏,2016-07-19,-0.0358,0
277,601811,新华文轩,预升,2016-07-19,0.3,4%~6%
278,000936,华西股份,预降,2016-07-18,0.088,-20%
279,300528,幸福蓝海,预升,2016-07-18,0.25,5.94%~15.41%
280,002066,瑞泰科技,预升,2016-07-18,0.0169,30.79
281,600322,天房发展,预亏,2016-07-16,0.0295,0
282,000815,美利云,减亏,2016-07-16,-0.47,66.47%~69.82%
283,600778,友好集团,预亏,2016-07-16,0.2813,0
284,600586,金晶科技,预盈,2016-07-16,-0.05,0
285,600596,新安股份,减亏,2016-07-16,-0.0501,0
286,600880,博瑞传播,预减,2016-07-16,0.07,-90
287,000595,宝塔实业,减亏,2016-07-16,-0.134,0
288,600965,福成股份,预降,2016-07-16,0.08,-3.75
289,600984,建设机械,预盈,2016-07-16,-0.1431,0
290,600048,保利地产,预升,2016-07-16,0.46,0.12
291,600798,宁波海运,预升,2016-07-16,0.0048,0
292,600161,天坛生物,预增,2016-07-16,0.11,70%~80%
293,002665,首航节能,预降,2016-07-16,0.14,-10%~0%
294,002746,仙坛股份,预增,2016-07-16,0.06,749.44%~795.98%
295,601899,紫金矿业,预减,2016-07-16,0.062,-60.48
296,601933,永辉超市,预升,2016-07-16,0.14,26.98
297,600595,中孚实业,预盈,2016-07-16,-0.04,0
298,600408,安泰集团,预亏,2016-07-16,-0.23,0
299,002735,王子新材,预升,2016-07-15,0.14,0%~20%
300,600618,氯碱化工,预盈,2016-07-15,-0.0421,0
301,000561,烽火电子,预增,2016-07-15,0.01,0
302,002378,章源钨业,减亏,2016-07-15,-0.03,0
303,000525,红太阳,预减,2016-07-15,0.346,-67.39
304,600269,赣粤高速,预增,2016-07-15,0.18,60%~80%
305,002483,润邦股份,预增,2016-07-15,0.08,120%~170%
306,000518,四环生物,预亏,2016-07-15,0.004,0
307,000989,九芝堂,预升,2016-07-15,0.27,29.07%~42.66%
308,002700,新疆浩源,预降,2016-07-15,0.13,-30%~-10%
309,600108,亚盛集团,预减,2016-07-15,0.0447,-60%~-50%
310,002205,国统股份,预亏,2016-07-15,0.0348,0
311,000929,兰州黄河,预亏,2016-07-15,0.9009,0
312,000519,江南红箭,预减,2016-07-15,0.195,-79.84%~-78.45%
313,000809,铁岭新城,预亏,2016-07-15,-0.08,0
314,002010,传化股份,预增,2016-07-15,0.21,220%~250%
315,000547,航天发展,预增,2016-07-15,0.16,35%~63%
316,000652,泰达股份,预增,2016-07-15,0.0124,0
317,000585,东北电气,预亏,2016-07-15,-0.0018,0
318,000657,中钨高新,预盈,2016-07-15,-0.21,0
319,000913,*ST钱江,预增,2016-07-15,0.01,624.7%~669.07%
320,000020,深华发A,预降,2016-07-15,0.0501,-57.68%~-36.52%
321,000698,沈阳化工,预盈,2016-07-15,-0.068,316.08%~498.75%
322,000544,中原环保,预增,2016-07-15,0.14,0
323,000504,*ST生物,预亏,2016-07-15,-0.02,0
324,000928,中钢国际,预降,2016-07-15,0.3859,0
325,300260,新莱应材,预降,2016-07-15,0.057,-59.8%~-30.57%
326,000720,新能泰山,预亏,2016-07-15,0.0725,-135.14%~-120.76%
327,000610,西安旅游,预盈,2016-07-15,-0.0388,0
328,002279,久其软件,预增,2016-07-15,0.0379,92.7%~133.99%
329,300061,康耐特,预升,2016-07-15,0.0827,9.43%~38.61%
330,002676,顺威股份,预升,2016-07-15,0.14,10%~30%
331,300079,数码视讯,预降,2016-07-15,0.1608,-15%~0%
332,300064,豫金刚石,预增,2016-07-15,0.084,50%~70%
333,000721,西安饮食,预盈,2016-07-15,-0.0073,0
334,300166,东方国信,预升,2016-07-15,0.1,20%~40%
335,002495,佳隆股份,预降,2016-07-15,0.0464,-30%~-15%
336,000727,华东科技,预亏,2016-07-15,-0.0029,0
337,002272,川润股份,预降,2016-07-15,0.0113,-57.97%~-15.95%
338,601225,陕西煤业,预盈,2016-07-15,-0.0955,0
339,000779,三毛派神,预亏,2016-07-15,-0.09,0
340,300227,光韵达,预减,2016-07-15,0.2316,-105%~-95%
341,000825,太钢不锈,预增,2016-07-15,0.011,0
342,000831,*ST五稀,预亏,2016-07-15,0.001,0
343,000922,佳电股份,预亏,2016-07-15,-0.08,0
344,300229,拓尔思,预降,2016-07-15,0.0548,-40%~-15%
345,000679,大连友谊,预减,2016-07-15,0.35,-91.99%~-90.39%
346,000025,特力A,预增,2016-07-15,0.0296,109.14%~135.28%
347,002234,民和股份,预盈,2016-07-15,-0.45,0
348,603800,道森股份,预亏,2016-07-15,0.1247,0
349,000978,桂林旅游,预盈,2016-07-15,-0.01,0
350,000971,高升控股,预盈,2016-07-15,-0.07,0
351,002515,金字火腿,预降,2016-07-15,0.06,-20%~0%
352,000096,广聚能源,预减,2016-07-15,0.35,-57
353,601117,中国化学,预降,2016-07-15,0.23,-20%~-15%
354,000012,南玻A,预增,2016-07-15,0.1,119%~133%
355,002319,乐通股份,预增,2016-07-15,0.011,111%~161%
356,000557,西部创业,预亏,2016-07-15,0.001,0
357,000034,神州数码,预增,2016-07-15,0.064,975.85%~1019.77%
358,002383,合众思壮,预降,2016-07-15,0.0197,0
359,000856,*ST冀装,预盈,2016-07-15,-0.32,0
360,000402,金融街,预降,2016-07-15,0.29,-20
361,002212,南洋股份,预增,2016-07-15,0.06,40%~70%
362,600866,*ST星湖,减亏,2016-07-15,-0.1673,0
363,000005,世纪星源,预盈,2016-07-15,-0.025,0
364,000711,京蓝科技,减亏,2016-07-15,-3.3,95.66%~96.79%
365,000959,首钢股份,预盈,2016-07-15,-0.0421,0
366,000066,长城电脑,减亏,2016-07-15,-0.079,0
367,002129,中环股份,预增,2016-07-15,0.0407,157.08%~178.5%
368,000678,襄阳轴承,减亏,2016-07-15,-0.028,0
369,000586,汇源通信,预降,2016-07-15,0.005,0
370,000613,大东海A,预盈,2016-07-15,-0.0093,0
371,000829,天音控股,减亏,2016-07-15,-0.086,45.03%~69.46%
372,600393,粤泰股份,预增,2016-07-15,0.068,100%~135%
373,002619,巨龙管业,预升,2016-07-15,0.24,0%~50%
374,002200,云投生态,预增,2016-07-15,0.016,740.71%~788.75%
375,002309,中利科技,减亏,2016-07-15,-0.36,75.07%~83.38%
376,300381,溢多利,预升,2016-07-15,0.2507,20%~35%
377,603100,川仪股份,预降,2016-07-15,0.19,-13.07
378,000428,华天酒店,预亏,2016-07-15,0.06,0
379,000736,中房地产,预减,2016-07-15,0.08,-98.09
380,000511,*ST烯碳,预亏,2016-07-15,0.01,0
381,002354,天神娱乐,预增,2016-07-15,0.64,36.62%~75.16%
382,600119,长江投资,预增,2016-07-15,0.08,200
383,300413,快乐购,预降,2016-07-15,0.112,-40%~-30%
384,000725,京东方A,预亏,2016-07-15,0.055,0
385,000629,*ST钒钛,预亏,2016-07-15,-0.0617,0
386,002636,金安国纪,预增,2016-07-15,0.05,120%~150%
387,300414,中光防雷,预升,2016-07-15,0.49,-10%~10%
388,000788,北大医药,预盈,2016-07-15,-0.2,0
389,002505,大康农业,预降,2016-07-15,0.004,-22.42%~-5.18%
390,000528,柳工,预减,2016-07-15,0.0771,-88.47%~-65.4%
391,000923,河北宣工,减亏,2016-07-15,-0.148,0
392,603005,晶方科技,预减,2016-07-15,0.3,-70%~-50%
393,300310,宜通世纪,预增,2016-07-15,0.14,150.16%~178.3%
394,300179,四方达,预降,2016-07-15,0.047,-65%~-45%
395,000509,华塑控股,预亏,2016-07-15,-0.0263,0
396,002570,贝因美,预亏,2016-07-15,-0.1,0
397,300217,东方电热,预降,2016-07-15,0.1051,-50%~-30%
398,300336,新文化,预升,2016-07-15,0.2,2%~15%
399,300308,中际装备,预盈,2016-07-15,-0.02,0
400,000576,广东甘化,预亏,2016-07-15,-0.0552,0
401,300033,同花顺,预增,2016-07-15,0.42,50%~80%
402,300323,华灿光电,预增,2016-07-15,0.02,320%~350%
403,300344,太空板业,预亏,2016-07-15,-0.0882,0
404,300509,新美星,预升,2016-07-15,0.41,4.82%~12.88%
405,300250,初灵信息,预增,2016-07-15,0.11,380%~410%
406,300313,天山生物,预亏,2016-07-15,-0.0557,0
407,000767,漳泽电力,预亏,2016-07-15,0.19,0
408,300200,高盟新材,预升,2016-07-15,0.1276,20%~45%
409,300168,万达信息,预升,2016-07-15,0.0543,15%~20%
410,300487,蓝晓科技,预降,2016-07-15,0.48,-20%~0%
411,000036,华联控股,预盈,2016-07-15,-0.014,0
412,300095,华伍股份,预降,2016-07-15,0.1016,-30%~0%
413,300021,大禹节水,预增,2016-07-15,0.042,40%~70%
414,002693,双成药业,预亏,2016-07-15,0.05,-185.85
415,300289,利德曼,预降,2016-07-15,0.32,-30%~-5%
416,300479,神思电子,预减,2016-07-15,0.29,-70%~-60%
417,000968,*ST煤气,减亏,2016-07-15,-1.33,15.1%~22.42%
418,300013,新宁物流,预增,2016-07-15,0.01,253.49%~280.39%
419,300442,普丽盛,预减,2016-07-15,0.32,-100%~-81.51%
420,000021,深科技,预增,2016-07-15,0.0942,50%~80%
421,300057,万顺股份,预降,2016-07-15,0.1109,-30%~-10%
422,300151,昌红科技,预升,2016-07-15,0.03,5%~25%
423,300441,鲍斯股份,预升,2016-07-15,0.29,15%~35%
424,300360,炬华科技,预升,2016-07-15,0.44,10%~30%
425,300358,楚天科技,预升,2016-07-15,0.21,0%~10%
426,002574,明牌珠宝,预降,2016-07-15,0.13,-45.83%~-36.81%
427,000760,斯太尔,预亏,2016-07-15,-0.0604,0
428,300318,博晖创新,预升,2016-07-15,0.1349,20%~40%
429,300228,富瑞特装,预亏,2016-07-15,0.4,0
430,000982,中银绒业,预亏,2016-07-15,0.01,-2153.78%~-1713.68%
431,002587,奥拓电子,预增,2016-07-15,0.0041,1652.23%~1697.49%
432,300450,先导智能,预增,2016-07-15,0.8587,90%~115%
433,300368,汇金股份,预亏,2016-07-15,-0.02,0
434,300112,万讯自控,预降,2016-07-15,0.04,-25%~-10%
435,300385,雪浪环境,预升,2016-07-15,0.2548,5%~25%
436,300510,金冠电气,预升,2016-07-15,0.25,0%~12%
437,300277,海联讯,预亏,2016-07-15,-0.0713,0
438,300067,安诺其,预降,2016-07-15,0.1463,-30%~-20%
439,600291,西水股份,预减,2016-07-15,0.9604,-98.35
440,600481,双良节能,预减,2016-07-15,0.23,-80%~-50%
441,600054,黄山旅游,预升,2016-07-15,0.2637,40%~45%
442,300468,四方精创,预降,2016-07-15,0.3561,-40%~-20%
443,300384,三联虹普,预降,2016-07-15,0.4309,-20%~-10%
444,300444,双杰电气,预增,2016-07-15,0.13,45%~65%
445,300261,雅本化学,预降,2016-07-15,0.1236,-60%~-30%
446,300269,联建光电,预增,2016-07-15,0.1899,50%~70%
447,600701,*ST工新,预盈,2016-07-15,-0.058,0
448,300006,莱美药业,预增,2016-07-15,0.05,180.13%~207.24%
449,300108,双龙股份,预降,2016-07-15,0.1955,-30%~-10%
450,000800,一汽轿车,预亏,2016-07-15,0.1009,0
451,000979,中弘股份,预减,2016-07-15,0.16,-97.27
452,000862,银星能源,预亏,2016-07-15,0.0176,0
453,300044,赛为智能,预增,2016-07-15,0.0437,150%~170%
454,000659,珠海中富,预亏,2016-07-15,0.003,0
455,300312,邦讯技术,预亏,2016-07-15,0.0203,-913.16%~-885.44%
456,002492,恒基达鑫,预增,2016-07-15,0.0487,110%~140%
457,002161,远望谷,预亏,2016-07-15,0.006,0
