,code,name,type,report_date,pre_eps,range
231,000056,皇庭国际,预增,2016-04-15,0.02,109%~130%
232,000989,九芝堂,预升,2016-04-15,0.138,3.41%~21.24%
233,000691,ST亚太,预亏,2016-04-15,0.0002,0
234,000158,常山股份,减亏,2016-04-15,-0.057,0
235,000698,沈阳化工,预盈,2016-04-15,-0.087,207%~296%
236,000409,山东地矿,预盈,2016-04-15,-0.06,115.37%~126.9%
237,000061,农产品,预盈,2016-04-15,-0.0032,0
238,000995,*ST皇台,预亏,2016-04-15,-0.02,0
239,002688,金河生物,预增,2016-04-15,0.11,110%~150%
240,000835,长城动漫,预盈,2016-04-15,-0.0115,0
241,000547,航天发展,预增,2016-04-15,0.07,58.67%~99.26%
242,000018,神州长城,预增,2016-04-15,-0.002,0
243,000504,*ST生物,预亏,2016-04-15,-0.0122,0
244,600292,远达环保,预降,2016-04-15,0.13,-19.48
245,603101,汇嘉时代,预升,2016-04-15,0.1193,-10%~10%
246,002606,大连电瓷,预盈,2016-04-15,-0.05,0
247,000959,首钢股份,预亏,2016-04-15,-0.0599,0
248,002297,博云新材,减亏,2016-04-15,-0.0347,0
249,000931,中关村,减亏,2016-04-15,-0.0286,0
250,000923,河北宣工,预盈,2016-04-15,-0.1349,0
251,000511,*ST烯碳,预盈,2016-04-15,-0.004,0
252,000633,*ST合金,预亏,2016-04-15,-0.0124,0
253,000670,*ST盈方,预增,2016-04-15,0.0052,350.99
254,000796,凯撒旅游,预增,2016-04-15,0.0331,52.18%~82.61%
255,000037,*ST南电A,减亏,2016-04-14,-0.15,46.86
256,000697,炼石有色,预亏,2016-04-14,0.007,0
257,000782,美达股份,预减,2016-04-14,0.07,-78.8
258,000762,西藏矿业,预盈,2016-04-14,-0.0377,0
259,000021,深科技,预增,2016-04-14,0.0393,170%~200%
260,000852,石化机械,预亏,2016-04-14,-0.05,0
261,000856,*ST冀装,减亏,2016-04-14,-0.12,0
262,000737,南风化工,减亏,2016-04-14,-0.0985,0
263,002172,澳洋科技,预盈,2016-04-14,-0.01,0
264,000922,佳电股份,预亏,2016-04-14,-0.05,0
265,000525,红太阳,预减,2016-04-14,0.159,-70%~-50%
266,002261,拓维信息,预降,2016-04-14,0.25,-45%~-30%
267,600702,沱牌舍得,预增,2016-04-14,0.013,172.52
268,600505,西昌电力,预盈,2016-04-14,-0.0181,0
269,000503,海虹控股,预亏,2016-04-14,-0.0207,0
270,002356,赫美集团,预增,2016-04-14,0.0,1648.25%~1674.48%
271,000818,方大化工,预降,2016-04-14,0.0279,-63%~-37%
272,000023,深天地A,减亏,2016-04-14,-0.01,67%~83%
273,600655,豫园商城,预减,2016-04-14,0.168,-70
274,600602,云赛智联,预增,2016-04-14,0.01,130
275,000031,中粮地产,预增,2016-04-14,0.04,150%~200%
276,000676,智度股份,预亏,2016-04-14,-0.0162,0
277,600965,福成股份,预升,2016-04-14,0.0413,1.56
278,000032,深桑达A,预增,2016-04-14,0.002,2989.6%~4019.46%
279,000768,中航飞机,减亏,2016-04-14,-0.0743,0
280,600428,中远航运,预减,2016-04-14,0.15,-99.64
281,000727,华东科技,预亏,2016-04-14,-0.0033,0
282,000609,绵石投资,预盈,2016-04-14,-0.0146,215%~261%
283,000717,*ST韶钢,减亏,2016-04-14,-0.1781,46.63
284,000711,京蓝科技,减亏,2016-04-14,-0.09,51.32%~67.55%
285,000973,佛塑科技,预增,2016-04-14,0.008,86.83%~111.75%
286,000878,云南铜业,预亏,2016-04-14,0.01,0
287,002151,北斗星通,预亏,2016-04-14,-0.05,0
288,000159,国际实业,预亏,2016-04-14,-0.02,-152%~-80%
289,000930,中粮生化,减亏,2016-04-14,-0.19,0
290,000584,友利控股,预亏,2016-04-14,0.0678,-167.31%~-143.27%
291,000686,东北证券,预降,2016-04-14,0.28,-27.03
292,000893,东凌国际,预盈,2016-04-14,-0.07,0
293,000793,华闻传媒,预增,2016-04-14,0.0408,84.97%~121.96%
294,000969,安泰科技,预降,2016-04-14,0.0055,-45.67%~-37.9%
295,000967,盈峰环境,预增,2016-04-14,0.03,489.2%~537.79%
296,000850,华茂股份,预减,2016-04-14,0.085,-84.98%~-81.22%
297,000813,天山纺织,预亏,2016-04-14,0.011,0
298,600338,西藏珠峰,预增,2016-04-14,-0.094,144
299,600115,东方航空,预增,2016-04-14,0.1234,60%~70%
300,002731,萃华珠宝,预亏,2016-04-14,0.19,0
301,601216,君正集团,预增,2016-04-14,0.074,70%~110%
302,601567,三星医疗,预增,2016-04-14,0.1,55%~60%
303,600784,鲁银投资,预盈,2016-04-14,-0.014,0
304,300511,雪榕生物,预增,2016-04-14,0.19,6%~84%
305,603822,嘉澳环保,预盈,2016-04-14,0.0545,0
306,000655,金岭矿业,预亏,2016-04-14,-0.06,-115%~-107%
307,300443,金雷风电,预增,2016-04-14,0.6,80%~100%
308,600322,天房发展,预减,2016-04-13,0.03,0
309,002290,禾盛新材,预降,2016-04-13,0.05,-50%~-20%
310,600835,上海机电,预升,2016-04-13,0.14,50
311,000952,广济药业,预盈,2016-04-13,-0.026,0
312,000965,天保基建,预增,2016-04-13,0.03,155.62%~172.66%
313,000911,南宁糖业,预亏,2016-04-13,0.07,0
314,000635,英力特,预增,2016-04-13,0.01,17.5%~52.75%
315,000759,中百集团,预减,2016-04-13,0.07,-96%~-92%
316,000780,平庄能源,预亏,2016-04-13,-0.03,0
317,000043,中航地产,预亏,2016-04-13,-0.1023,0
318,002171,楚江新材,预盈,2016-04-13,-0.008,0
319,002726,龙大肉食,预增,2016-04-13,0.15,50%~70%
320,000868,安凯客车,预增,2016-04-13,0.01,140%~170%
321,600129,太极集团,预增,2016-04-13,0.048,4293.99
322,002522,浙江众成,预增,2016-04-13,0.01,220%~270%
323,002037,久联发展,预亏,2016-04-13,0.07,0
324,000712,锦龙股份,预减,2016-04-13,0.22,-70%~-50%
325,002511,中顺洁柔,预增,2016-04-13,0.0548,90%~120%
326,000610,西安旅游,减亏,2016-04-13,-0.0408,0
327,000055,方大集团,预增,2016-04-13,0.0205,40%~80%
328,600687,刚泰控股,预增,2016-04-13,0.195,82.72%~124.49%
329,000613,大东海A,预盈,2016-04-13,-0.0003,0
330,002607,亚夏汽车,预盈,2016-04-13,-0.04,194.95%~242.43%
331,600871,石化油服,预亏,2016-04-13,-0.028,0
332,601012,隆基股份,预增,2016-04-13,0.14,245%~265%
333,601179,中国西电,预升,2016-04-13,0.0317,43
334,000788,北大医药,预盈,2016-04-13,-0.14,0
335,000928,中钢国际,预升,2016-04-13,0.1264,0
336,000810,创维数字,预增,2016-04-13,0.1389,46.25%~68.75%
337,000506,中润资源,预盈,2016-04-13,-0.0117,0
338,603528,多伦科技,预升,2016-04-13,0.5736,0%~10%
339,000616,海航投资,预亏,2016-04-13,0.01,0
340,000929,兰州黄河,预亏,2016-04-12,0.368,0
341,000702,正虹科技,预亏,2016-04-12,0.0087,0
342,000502,绿景控股,预亏,2016-04-12,-0.0155,0
343,000988,华工科技,预增,2016-04-12,0.03,45.1%~55.46%
344,000957,中通客车,预增,2016-04-12,0.04,1437%~1460%
345,000006,深振业A,预减,2016-04-12,0.1494,-77.68%~-74.21%
346,000783,长江证券,预降,2016-04-12,0.16,-34.97
347,600549,厦门钨业,预降,2016-04-12,0.0301,-17.49
348,002234,民和股份,预盈,2016-04-12,-0.14,0
349,600596,新安股份,预亏,2016-04-12,0.0057,0
350,000514,渝开发,减亏,2016-04-12,-0.0222,0
351,600801,华新水泥,预亏,2016-04-12,0.02,0
352,000851,高鸿股份,预亏,2016-04-12,-0.0094,0
353,000400,许继电气,预增,2016-04-12,0.0105,220%~270%
354,000062,深圳华强,预升,2016-04-12,0.078,5%~25%
355,000962,*ST东钽,预亏,2016-04-12,-0.1396,0
356,002157,正邦科技,预盈,2016-04-12,-0.11,0
357,601233,桐昆股份,预增,2016-04-12,0.11,47%~77%
358,000885,同力水泥,预亏,2016-04-12,0.001,0
359,000563,陕国投A,预增,2016-04-12,0.0619,92.43
360,002588,史丹利,预升,2016-04-12,0.44,15%~25%
361,000733,振华科技,预增,2016-04-12,0.05,160%~190%
362,601006,大秦铁路,预减,2016-04-12,0.25,-50
363,000971,高升控股,预盈,2016-04-12,-0.032,0
364,000803,金宇车城,预亏,2016-04-12,-0.01,0
365,000014,沙河股份,预亏,2016-04-12,0.0017,0
366,000728,国元证券,预减,2016-04-12,0.37,-70.17
367,000757,浩物股份,预增,2016-04-12,0.01,73.62
368,603866,桃李面包,预升,2016-04-12,0.14,44.42
369,000430,张家界,预盈,2016-04-12,-0.0141,139.81%~161.92%
370,002333,罗普斯金,减亏,2016-04-12,-0.06,0
371,000673,当代东方,预盈,2016-04-12,-0.0243,0
372,000042,中洲控股,预减,2016-04-12,0.9634,-100%~-90%
373,000862,银星能源,预亏,2016-04-12,-0.01,0
374,000498,山东路桥,预亏,2016-04-12,0.0296,-106.35
375,002531,天顺风能,预增,2016-04-12,0.09,70%~100%
376,002155,湖南黄金,减亏,2016-04-12,-0.02,0
377,601058,赛轮金宇,预增,2016-04-12,0.06,160%~200%
378,600586,金晶科技,预盈,2016-04-12,-0.03,0
379,002111,威海广泰,预增,2016-04-12,0.08,50%~70%
380,002413,雷科防务,预增,2016-04-12,0.05,80%~110%
381,002460,赣锋锂业,预增,2016-04-12,0.07,320%~360%
382,002049,紫光国芯,预升,2016-04-12,0.0903,0%~30%
383,000599,青岛双星,预增,2016-04-12,0.013,160%~180%
384,600644,乐山电力,预增,2016-04-12,0.023,156.61
385,000166,申万宏源,预降,2016-04-12,0.19,-47.55
386,603169,兰石重装,减亏,2016-04-12,-0.022,0
387,603601,再升科技,预增,2016-04-12,0.0495,430%~480%
388,000935,四川双马,预亏,2016-04-12,-0.02,-16.29%~12.78%
389,002795,永和智控,预升,2016-04-12,0.2,-10%~10%
390,002636,金安国纪,预增,2016-04-12,0.05,140%~170%
391,600711,盛屯矿业,预盈,2016-04-11,-0.007,0
392,300055,万邦达,预降,2016-04-11,0.3944,-35.86%~-21.37%
393,000620,新华联,预增,2016-04-11,0.01,332.34%~440.42%
394,300418,昆仑万维,预升,2016-04-11,0.2798,14.88%~40.41%
395,300462,华铭智能,预增,2016-04-11,0.03,80%~100%
396,002743,富煌钢构,预增,2016-04-11,0.02,150%~200%
397,000059,华锦股份,预盈,2016-04-11,-0.09,0
398,002031,巨轮智能,预减,2016-04-11,0.09,-90%~-70%
399,000779,三毛派神,预亏,2016-04-09,-0.05,0
400,002619,巨龙管业,预增,2016-04-09,0.06,106.75%~156.75%
401,000650,仁和药业,预升,2016-04-09,0.0745,30%~50%
402,000553,沙隆达A,预减,2016-04-09,0.1297,0
403,300035,中科电气,预降,2016-04-09,0.0317,-30%~-20%
404,000877,天山股份,减亏,2016-04-09,-0.27,20
405,300088,长信科技,预升,2016-04-09,0.07,-5%~10%
406,300250,初灵信息,预盈,2016-04-09,-0.0414,0
407,300483,沃施股份,预降,2016-04-09,0.28,-25.63%~-9.98%
408,300112,万讯自控,预减,2016-04-09,0.01,-90.89%~-69.63%
409,603558,健盛集团,预增,2016-04-09,0.3,100%~150%
410,300385,雪浪环境,预升,2016-04-09,0.1406,10%~25%
411,000710,天兴仪表,减亏,2016-04-09,-0.0365,0
412,000888,峨眉山A,预增,2016-04-09,0.0099,484%~522%
413,000045,深纺织A,预亏,2016-04-09,0.0086,0
414,300046,台基股份,预降,2016-04-09,0.044,-15%~0%
415,300085,银之杰,预升,2016-04-09,0.0192,9.25%~29.11%
416,300344,太空板业,预亏,2016-04-09,-0.0613,0
417,300265,通光线缆,预增,2016-04-09,0.089,88%~108%
418,300389,艾比森,预降,2016-04-09,0.385,-28%~-22%
419,300196,长海股份,预升,2016-04-09,0.2,11.07%~40.16%
420,300444,双杰电气,预盈,2016-04-09,0.0,0
421,300411,金盾股份,预升,2016-04-09,0.0523,19.51%~38.63%
422,300355,蒙草生态,预亏,2016-04-09,0.06,0
423,000631,顺发恒业,预减,2016-04-09,0.16,-80%~-50%
424,300447,全信股份,预升,2016-04-09,0.2916,30%~45%
425,300369,绿盟科技,减亏,2016-04-09,-0.3309,0
426,300178,腾邦国际,预升,2016-04-09,0.0636,10%~40%
427,300261,雅本化学,预降,2016-04-09,0.0527,-45%~-25%
428,300002,神州泰岳,预减,2016-04-09,0.0298,-90%~-60%
429,300423,鲁亿通,预降,2016-04-09,0.07,-50%~-30%
430,300199,翰宇药业,预增,2016-04-09,0.0431,40%~60%
431,300479,神思电子,预减,2016-04-09,0.22,-80%~-50%
432,300179,四方达,预减,2016-04-09,0.0571,-70%~-50%
433,600101,明星电力,预升,2016-04-09,0.086,8.67
434,600750,江中药业,预增,2016-04-09,0.21,50%~70%
435,300439,美康生物,预升,2016-04-09,0.39,5%~20%
436,300465,高伟达,预降,2016-04-09,0.04,-63.11%~-33.13%
437,300013,新宁物流,预增,2016-04-09,0.006,407.84%~434.57%
438,002264,新华都,预增,2016-04-09,0.03,169.83%~216.17%
439,000836,鑫茂科技,预盈,2016-04-09,-0.0746,0
440,300011,鼎汉技术,预减,2016-04-09,0.0583,-115%~-85%
441,600131,岷江水电,预增,2016-04-09,0.047,86.3
442,300248,新开普,预盈,2016-04-09,-0.0089,0
443,300312,邦讯技术,预亏,2016-04-09,0.012,-1373.14%~-1346.16%
444,000985,大庆华科,预增,2016-04-09,0.003,48.59%~122.88%
445,300254,仟源医药,预升,2016-04-09,0.0545,-10%~10%
446,300079,数码视讯,预升,2016-04-09,0.0643,0%~10%
